windspeed,instant,Predicted Y
0.0,169,1202.3763697546938
0.0,170,1202.3763697546938
0.0,171,1202.3763697546938
0.0,172,1202.3763697546938
0.0,173,1202.3763697546938
0.0,174,1202.3763697546938
0.0,175,1202.3763697546938
0.0,176,1202.3763697546938
0.0,177,1202.3763697546938
0.0,178,1202.3763697546938
0.0,179,1202.3763697546938
0.0,180,1202.3763697546938
0.0,181,1202.3763697546938
0.0,182,1202.3763697546938
0.0,183,1202.3763697546938
0.0,184,1202.3763697546938
0.0,185,1202.3763697546938
0.0,186,1202.3763697546938
0.0,187,1202.3763697546938
0.0,188,1202.3763697546938
0.0,189,1202.3763697546938
0.0,190,1202.3763697546938
0.0,191,1202.3763697546938
0.0,192,1202.3763697546938
0.0,193,1202.3763697546938
0.0,194,1202.3763697546938
0.0,195,1202.3763697546938
0.0,196,1202.3763697546938
0.0,197,1202.3763697546938
0.0,198,1202.3763697546938
0.0,199,1202.3763697546938
0.0,200,1202.3763697546938
0.0,201,1202.3763697546938
0.0,202,1202.3763697546938
0.0,203,1202.3763697546938
0.0,204,1202.3763697546938
0.0,205,1202.3763697546938
0.0,206,1202.3763697546938
0.0,207,1202.3763697546938
0.0,208,1202.3763697546938
0.0,209,1202.3763697546938
0.0,210,1202.3763697546938
0.0,211,1202.3763697546938
0.0,212,1202.3763697546938
0.0,213,1202.3763697546938
0.0,214,1202.3763697546938
0.0,215,1202.3763697546938
0.0,216,1202.3763697546938
0.0,217,1202.3763697546938
0.0,218,1202.3763697546938
0.0,219,1202.3763697546938
0.0,220,1202.3763697546938
0.0,221,1202.3763697546938
0.0,222,1202.3763697546938
0.0,223,1202.3763697546938
0.0,224,1202.3763697546938
0.0,225,1202.3763697546938
0.0,226,1202.3763697546938
0.0,227,1202.3763697546938
0.0,228,1202.3763697546938
0.0,229,1202.3763697546938
0.0,230,1202.3763697546938
0.0,231,1202.3763697546938
0.0,232,1202.3763697546938
0.0,233,1202.3763697546938
0.0,234,1202.3763697546938
0.0,235,1202.3763697546938
0.0,236,1202.3763697546938
0.0,237,1202.3763697546938
0.0,238,1202.3763697546938
0.0,239,1202.3763697546938
0.0,240,1202.3763697546938
0.0,241,1202.3763697546938
0.0,242,1202.3763697546938
0.0,243,1202.3763697546938
0.0,244,1202.3763697546938
0.0,245,1202.3763697546938
0.0,246,1202.3763697546938
0.0,247,1202.3763697546938
0.0,248,1202.3763697546938
0.0,249,1202.3763697546938
0.0,250,1202.3763697546938
0.0,251,1202.3763697546938
0.0,252,1202.3763697546938
0.0,253,1202.3763697546938
0.0,254,1202.3763697546938
0.0,255,1202.3763697546938
0.0,256,1202.3763697546938
0.0,257,1202.3763697546938
0.0,258,1202.3763697546938
0.0,259,1202.3763697546938
0.0,260,1202.3763697546938
0.0,261,1202.3763697546938
0.0,262,1202.3763697546938
0.0,263,1202.3763697546938
0.0,264,1202.3763697546938
0.0,265,1202.3763697546938
0.0,266,1202.3763697546938
0.0,267,1202.3763697546938
0.0,268,1202.3763697546938
0.0,269,1202.3763697546938
0.0,270,1202.3763697546938
0.0,271,1202.3763697546938
0.0,272,1202.3763697546938
0.0,273,1202.3763697546938
0.0,274,1202.3763697546938
0.0,275,1202.3763697546938
0.0,276,1202.3763697546938
0.0,277,1202.3763697546938
0.0,278,1202.3763697546938
0.0,279,1202.3763697546938
0.0,280,1202.3763697546938
0.0,281,1202.3763697546938
0.0,282,1202.3763697546938
0.0,283,1202.3763697546938
0.0,284,1202.3763697546938
0.0,285,1202.3763697546938
0.0,286,1202.3763697546938
0.0,287,1202.3763697546938
0.0,288,1202.3763697546938
0.0,289,1202.3763697546938
0.0,290,1202.3763697546938
0.0,291,1202.3763697546938
0.0,292,1202.3763697546938
0.0,293,1202.3763697546938
0.0,294,1202.3763697546938
0.0,295,1202.3763697546938
0.0,296,1202.3763697546938
0.0,297,1202.3763697546938
0.0,298,1202.3763697546938
0.0,299,1202.3763697546938
0.0,300,1202.3763697546938
0.0,301,1202.3763697546938
0.0,302,1202.3763697546938
0.0,303,1202.3763697546938
0.0,304,1202.3763697546938
0.0,305,1202.3763697546938
0.0,306,1202.3763697546938
0.0,307,1202.3763697546938
0.0,308,1202.3763697546938
0.0,309,1202.3763697546938
0.0,310,1202.3763697546938
0.0,311,1202.3763697546938
0.0,312,1202.3763697546938
0.0,313,1202.3763697546938
0.0,314,1202.3763697546938
0.0,315,1202.3763697546938
0.0,316,1202.3763697546938
0.0,317,1202.3763697546938
0.0,318,1202.3763697546938
0.0,319,1202.3763697546938
0.0,320,1202.3763697546938
0.0,321,1202.3763697546938
0.0,322,1202.3763697546938
0.0,323,1202.3763697546938
0.0,324,1202.3763697546938
0.0,325,1202.3763697546938
0.0,326,1202.3763697546938
0.0,327,1202.3763697546938
0.0,328,1202.3763697546938
0.0,329,1202.3763697546938
0.0,330,1202.3763697546938
0.0,331,1202.3763697546938
0.0,332,1202.3763697546938
0.0,333,1202.3763697546938
0.0,334,1202.3763697546938
0.0,335,1202.3763697546938
0.0,336,1202.3763697546938
0.0,337,1202.3763697546938
0.0,338,1202.3763697546938
0.0,339,1202.3763697546938
0.0,340,1202.3763697546938
0.0,341,1202.3763697546938
0.0,342,1202.3763697546938
0.0,343,1202.3763697546938
0.0,344,1202.3763697546938
0.0,345,1202.3763697546938
0.0,346,1202.3763697546938
0.0,347,1202.3763697546938
0.0,348,1202.3763697546938
0.0,349,1202.3763697546938
0.0,350,1202.3763697546938
0.0,351,1202.3763697546938
0.0,352,1202.3763697546938
0.0,353,1202.3763697546938
0.0,354,1202.3763697546938
0.0,355,1202.3763697546938
0.0,356,1202.3763697546938
0.0,357,1202.3763697546938
0.0,358,1202.3763697546938
0.0,359,1202.3763697546938
0.0,360,1202.3763697546938
0.0,361,1202.3763697546938
0.0,362,1202.3763697546938
0.0,363,1202.3763697546938
0.0,364,1202.3763697546938
0.0,365,1202.3763697546938
0.0,366,1202.3763697546938
0.0,367,1202.3763697546938
0.0,368,1202.3763697546938
0.0,369,1202.3763697546938
0.0,370,1202.3763697546938
0.0,371,1202.3763697546938
0.0,372,1202.3763697546938
0.0,373,1202.3763697546938
0.0,374,1202.3763697546938
0.0,375,1202.3763697546938
0.0,376,1202.3763697546938
0.0,377,1202.3763697546938
0.0,378,1202.3763697546938
0.0,379,1202.3763697546938
0.0,380,1202.3763697546938
0.0,381,1202.3763697546938
0.0,382,1202.3763697546938
0.0,383,1202.3763697546938
0.0,384,1202.3763697546938
0.0,385,1202.3763697546938
0.0,386,1202.3763697546938
0.0,387,1202.3763697546938
0.0,388,1202.3763697546938
0.0,389,1202.3763697546938
0.0,390,1202.3763697546938
0.0,391,1202.3763697546938
0.0,392,1202.3763697546938
0.0,393,1202.3763697546938
0.0,394,1202.3763697546938
0.0,395,1202.3763697546938
0.0,396,1202.3763697546938
0.0,397,1202.3763697546938
0.0,398,1202.3763697546938
0.0,399,1202.3763697546938
0.0,400,1202.3763697546938
0.0,401,1202.3763697546938
0.0,402,1202.3763697546938
0.0,403,1202.3763697546938
0.0,404,1202.3763697546938
0.0,405,1202.3763697546938
0.0,406,1202.3763697546938
0.0,407,1202.3763697546938
0.0,408,1202.3763697546938
0.0,409,1202.3763697546938
0.0,410,1202.3763697546938
0.0,411,1202.3763697546938
0.0,412,1202.3763697546938
0.0,413,1202.3763697546938
0.0,414,1202.3763697546938
0.0,415,1202.3763697546938
0.0,416,1202.3763697546938
0.0,417,1202.3763697546938
0.0,418,1202.3763697546938
0.0,419,1202.3763697546938
0.0,420,1202.3763697546938
0.0,421,1202.3763697546938
0.0,422,1202.3763697546938
0.0,423,1202.3763697546938
0.0,424,1202.3763697546938
0.0,425,1202.3763697546938
0.0,426,1202.3763697546938
0.0,427,1202.3763697546938
0.0,428,1202.3763697546938
0.0,429,1202.3763697546938
0.0,430,1202.3763697546938
0.0,431,1202.3763697546938
0.0,432,1202.3763697546938
0.0,433,1202.3763697546938
0.0,434,1202.3763697546938
0.0,435,1202.3763697546938
0.0,436,1202.3763697546938
0.0,437,1202.3763697546938
0.0,438,1202.3763697546938
0.0,439,1202.3763697546938
0.0,440,1202.3763697546938
0.0,441,1202.3763697546938
0.0,442,1202.3763697546938
0.0,443,1202.3763697546938
0.0,444,1202.3763697546938
0.0,445,1202.3763697546938
0.0,446,1202.3763697546938
0.0,447,1202.3763697546938
0.0,448,1202.3763697546938
0.0,449,1202.3763697546938
0.0,450,1202.3763697546938
0.0,451,1202.3763697546938
0.0,452,1202.3763697546938
0.0,453,1202.3763697546938
0.0,454,1202.3763697546938
0.0,455,1202.3763697546938
0.0,456,1202.3763697546938
0.0,457,1202.3763697546938
0.0,458,1202.3763697546938
0.0,459,1202.3763697546938
0.0,460,1202.3763697546938
0.0,461,1202.3763697546938
0.0,462,1202.3763697546938
0.0,463,1202.3763697546938
0.0,464,1202.3763697546938
0.0,465,1202.3763697546938
0.0,466,1202.3763697546938
0.0,467,1202.3763697546938
0.0,468,1202.3763697546938
0.0,469,1202.3763697546938
0.0,470,1202.3763697546938
0.0,471,1202.3763697546938
0.0,472,1202.3763697546938
0.0,473,1202.3763697546938
0.0,474,1202.3763697546938
0.0,475,1202.3763697546938
0.0,476,1202.3763697546938
0.0,477,1202.3763697546938
0.0,478,1202.3763697546938
0.0,479,1202.3763697546938
0.0,480,1202.3763697546938
0.0,481,1202.3763697546938
0.0,482,1202.3763697546938
0.0,483,1202.3763697546938
0.0,484,1202.3763697546938
0.0,485,1202.3763697546938
0.0,486,1202.3763697546938
0.0,487,1202.3763697546938
0.0,488,1202.3763697546938
0.0,489,1202.3763697546938
0.0,490,1202.3763697546938
0.0,491,1202.3763697546938
0.0,492,1202.3763697546938
0.0,493,1202.3763697546938
0.0,494,1202.3763697546938
0.0,495,1202.3763697546938
0.0,496,1202.3763697546938
0.0,497,1202.3763697546938
0.0,498,1202.3763697546938
0.0,499,1202.3763697546938
0.0,500,1202.3763697546938
0.0,501,1202.3763697546938
0.0,502,1202.3763697546938
0.0,503,1202.3763697546938
0.0,504,1202.3763697546938
0.0,505,1202.3763697546938
0.0,506,1202.3763697546938
0.0,507,1202.3763697546938
0.0,508,1202.3763697546938
0.0,509,1202.3763697546938
0.0,510,1202.3763697546938
0.0,511,1202.3763697546938
0.0,512,1202.3763697546938
0.0,513,1202.3763697546938
0.0,514,1202.3763697546938
0.0,515,1202.3763697546938
0.0,516,1202.3763697546938
0.0,517,1202.3763697546938
0.0,518,1202.3763697546938
0.0,519,1202.3763697546938
0.0,520,1202.3763697546938
0.0,521,1202.3763697546938
0.0,522,1202.3763697546938
0.0,523,1202.3763697546938
0.0,524,1202.3763697546938
0.0,525,1202.3763697546938
0.0,526,1202.3763697546938
0.0,527,1202.3763697546938
0.0,528,1202.3763697546938
0.0,529,1202.3763697546938
0.0,530,1202.3763697546938
0.0,531,1202.3763697546938
0.0,532,1202.3763697546938
0.0,533,1202.3763697546938
0.0,534,1202.3763697546938
0.0,535,1202.3763697546938
0.0,536,1202.3763697546938
0.0,537,1202.3763697546938
0.0,538,1202.3763697546938
0.0,539,1202.3763697546938
0.0,540,1202.3763697546938
0.0,541,1202.3763697546938
0.0,542,1202.3763697546938
0.0,543,1202.3763697546938
0.0,544,1202.3763697546938
0.0,545,1202.3763697546938
0.0,546,1202.3763697546938
0.0,547,1202.3763697546938
0.0,548,1202.3763697546938
0.0,549,1202.3763697546938
0.0,550,1202.3763697546938
0.0,551,1202.3763697546938
0.0,552,1202.3763697546938
0.0,553,1202.3763697546938
0.0,554,1202.3763697546938
0.0,555,1202.3763697546938
0.0,556,1202.3763697546938
0.0,557,1202.3763697546938
0.0,558,1202.3763697546938
0.0,559,1202.3763697546938
0.0,560,1202.3763697546938
0.0,561,1202.3763697546938
0.0,562,1202.3763697546938
0.0,563,1202.3763697546938
0.0,564,1202.3763697546938
0.0,565,1202.3763697546938
0.0,566,1202.3763697546938
0.0,567,1202.3763697546938
0.0,568,1202.3763697546938
0.0,569,1202.3763697546938
0.0,570,1202.3763697546938
0.0,571,1202.3763697546938
0.0,572,1202.3763697546938
0.0,573,1202.3763697546938
0.0,574,1202.3763697546938
0.0,575,1202.3763697546938
0.0,576,1202.3763697546938
0.0,577,1202.3763697546938
0.0,578,1202.3763697546938
0.0,579,1202.3763697546938
0.0,580,1202.3763697546938
0.0,581,1202.3763697546938
0.0,582,1202.3763697546938
0.0,583,1202.3763697546938
0.0,584,1202.3763697546938
0.0,585,1202.3763697546938
0.0,586,1202.3763697546938
0.0,587,1202.3763697546938
0.0,588,1202.3763697546938
0.0,589,1202.3763697546938
0.0,590,1202.3763697546938
0.0,591,1202.3763697546938
0.0,592,1202.3763697546938
0.0,593,1202.3763697546938
0.0,594,1202.3763697546938
0.0,595,1202.3763697546938
0.0,596,1202.3763697546938
0.0,597,1202.3763697546938
0.0,598,1202.3763697546938
0.0,599,1202.3763697546938
0.0,600,1202.3763697546938
0.0,601,1202.3763697546938
0.0,602,1202.3763697546938
0.0,603,1202.3763697546938
0.0,604,1202.3763697546938
0.0,605,1202.3763697546938
0.0,606,1202.3763697546938
0.0,607,1202.3763697546938
0.0,608,1202.3763697546938
0.0,609,1202.3763697546938
0.0,610,1202.3763697546938
0.0,611,1202.3763697546938
0.0,612,1202.3763697546938
0.0,613,1202.3763697546938
0.0,614,1202.3763697546938
0.0,615,1202.3763697546938
0.0,616,1202.3763697546938
0.0,617,1202.3763697546938
0.0,618,1202.3763697546938
0.0,619,1202.3763697546938
0.0,620,1202.3763697546938
0.0,621,1202.3763697546938
0.0,622,1202.3763697546938
0.0,623,1202.3763697546938
0.0,624,1202.3763697546938
0.0,625,1202.3763697546938
0.0,626,1202.3763697546938
0.0,627,1202.3763697546938
0.0,628,1202.3763697546938
0.0,629,1202.3763697546938
0.0,630,1202.3763697546938
0.0,631,1202.3763697546938
0.0,632,1202.3763697546938
0.0,633,1202.3763697546938
0.0,634,1202.3763697546938
0.0,635,1202.3763697546938
0.0,636,1202.3763697546938
0.0,637,1202.3763697546938
0.0,638,1202.3763697546938
0.0,639,1202.3763697546938
0.0,640,1202.3763697546938
0.0,641,1202.3763697546938
0.0,642,1202.3763697546938
0.0,643,1202.3763697546938
0.0,644,1202.3763697546938
0.0,645,1202.3763697546938
0.0,646,1202.3763697546938
0.0,647,1202.3763697546938
0.0,648,1202.3763697546938
0.0,649,1202.3763697546938
0.0,650,1202.3763697546938
0.0,651,1202.3763697546938
0.0,652,1202.3763697546938
0.0,653,1202.3763697546938
0.0,654,1202.3763697546938
0.0,655,1202.3763697546938
0.0,656,1202.3763697546938
0.0,657,1202.3763697546938
0.0,658,1202.3763697546938
0.0,659,1202.3763697546938
0.0,660,1202.3763697546938
0.0,661,1202.3763697546938
0.0,662,1202.3763697546938
0.0,663,1202.3763697546938
0.0,664,1202.3763697546938
0.0,665,1202.3763697546938
0.0,666,1202.3763697546938
0.0,667,1202.3763697546938
0.0,668,1202.3763697546938
0.0,669,1202.3763697546938
0.0,670,1202.3763697546938
0.0,671,1202.3763697546938
0.0,672,1202.3763697546938
0.0,673,1202.3763697546938
0.0,674,1202.3763697546938
0.0,675,1202.3763697546938
0.0,676,1202.3763697546938
0.0,677,1202.3763697546938
0.0,678,1202.3763697546938
0.0,679,1202.3763697546938
0.0,680,1202.3763697546938
0.0,681,1202.3763697546938
0.0,682,1202.3763697546938
0.0,683,1202.3763697546938
0.0,684,1202.3763697546938
0.0,685,1202.3763697546938
0.0,686,1202.3763697546938
0.0,687,1202.3763697546938
0.0,688,1202.3763697546938
0.0,689,1202.3763697546938
0.0,690,1202.3763697546938
0.0,691,1202.3763697546938
0.0,692,1202.3763697546938
0.0,693,1202.3763697546938
0.0,694,1202.3763697546938
0.0,695,1202.3763697546938
0.0,696,1202.3763697546938
0.0,697,1202.3763697546938
0.0,698,1202.3763697546938
0.0,699,1202.3763697546938
0.0,700,1202.3763697546938
0.0,701,1202.3763697546938
0.0,702,1202.3763697546938
0.0,703,1202.3763697546938
0.0,704,1202.3763697546938
0.0,705,1202.3763697546938
0.0,706,1202.3763697546938
0.0,707,1202.3763697546938
0.0,708,1202.3763697546938
0.0,709,1202.3763697546938
0.0,710,1202.3763697546938
0.0,711,1202.3763697546938
0.0,712,1202.3763697546938
0.0,713,1202.3763697546938
0.0,714,1202.3763697546938
0.0,715,1202.3763697546938
0.0,716,1202.3763697546938
0.0,717,1202.3763697546938
0.0,718,1202.3763697546938
0.0,719,1202.3763697546938
0.0,720,1202.3763697546938
0.0,721,1202.3763697546938
0.0,722,1202.3763697546938
0.0,723,1202.3763697546938
0.0,724,1202.3763697546938
0.0,725,1202.3763697546938
0.0,726,1202.3763697546938
0.0,727,1202.3763697546938
0.0,728,1202.3763697546938
0.0,729,1202.3763697546938
0.0,730,1202.3763697546938
0.0,731,1202.3763697546938
0.0,732,1202.3763697546938
0.0,733,1202.3763697546938
0.0,734,1202.3763697546938
0.0,735,1202.3763697546938
0.0,736,1202.3763697546938
0.0,737,1202.3763697546938
0.0,738,1202.3763697546938
0.0,739,1202.3763697546938
0.0,740,1202.3763697546938
0.0,741,1202.3763697546938
0.0,742,1202.3763697546938
0.0,743,1202.3763697546938
0.0,744,1202.3763697546938
0.0,745,1202.3763697546938
0.0,746,1202.3763697546938
0.0,747,1202.3763697546938
0.0,748,1202.3763697546938
0.0,749,1202.3763697546938
0.0,750,1202.3763697546938
0.0,751,1202.3763697546938
0.0,752,1202.3763697546938
0.0,753,1202.3763697546938
0.0,754,1202.3763697546938
0.0,755,1202.3763697546938
0.0,756,1202.3763697546938
0.0,757,1202.3763697546938
0.0,758,1202.3763697546938
0.0,759,1202.3763697546938
0.0,760,1202.3763697546938
0.0,761,1202.3763697546938
0.0,762,1202.3763697546938
0.0,763,1202.3763697546938
0.0,764,1202.3763697546938
0.0,765,1202.3763697546938
0.0,766,1202.3763697546938
0.0,767,1202.3763697546938
0.0,768,1202.3763697546938
0.0,769,1202.3763697546938
0.0,770,1202.3763697546938
0.0,771,1202.3763697546938
0.0,772,1202.3763697546938
0.0,773,1202.3763697546938
0.0,774,1202.3763697546938
0.0,775,1202.3763697546938
0.0,776,1202.3763697546938
0.0,777,1202.3763697546938
0.0,778,1202.3763697546938
0.0,779,1202.3763697546938
0.0,780,1202.3763697546938
0.0,781,1202.3763697546938
0.0,782,1202.3763697546938
0.0,783,1202.3763697546938
0.0,784,1202.3763697546938
0.0,785,1202.3763697546938
0.0,786,1202.3763697546938
0.0,787,1202.3763697546938
0.0,788,1202.3763697546938
0.0,789,1202.3763697546938
0.0,790,1202.3763697546938
0.0,791,1202.3763697546938
0.0,792,1202.3763697546938
0.0,793,1202.3763697546938
0.0,794,1202.3763697546938
0.0,795,1202.3763697546938
0.0,796,1202.3763697546938
0.0,797,1202.3763697546938
0.0,798,1202.3763697546938
0.0,799,1202.3763697546938
0.0,800,1202.3763697546938
0.0,801,1202.3763697546938
0.0,802,1202.3763697546938
0.0,803,1202.3763697546938
0.0,804,1202.3763697546938
0.0,805,1202.3763697546938
0.0,806,1202.3763697546938
0.0,807,1202.3763697546938
0.0,808,1202.3763697546938
0.0,809,1202.3763697546938
0.0,810,1202.3763697546938
0.0,811,1202.3763697546938
0.0,812,1202.3763697546938
0.0,813,1202.3763697546938
0.0,814,1202.3763697546938
0.0,815,1202.3763697546938
0.0,816,1202.3763697546938
0.0,817,1202.3763697546938
0.0,818,1202.3763697546938
0.0,819,1202.3763697546938
0.0,820,1202.3763697546938
0.0,821,1202.3763697546938
0.0,822,1202.3763697546938
0.0,823,1202.3763697546938
0.0,824,1202.3763697546938
0.0,825,1202.3763697546938
0.0,826,1202.3763697546938
0.0,827,1202.3763697546938
0.0,828,1202.3763697546938
0.0,829,1202.3763697546938
0.0,830,1202.3763697546938
0.0,831,1202.3763697546938
0.0,832,1202.3763697546938
0.0,833,1202.3763697546938
0.0,834,1202.3763697546938
0.0,835,1202.3763697546938
0.0,836,1202.3763697546938
0.0,837,1202.3763697546938
0.0,838,1202.3763697546938
0.0,839,1202.3763697546938
0.0,840,1202.3763697546938
0.0,841,1202.3763697546938
0.0,842,1202.3763697546938
0.0,843,1202.3763697546938
0.0,844,1202.3763697546938
0.0,845,1202.3763697546938
0.0,846,1202.3763697546938
0.0,847,1202.3763697546938
0.0,848,1202.3763697546938
0.0,849,1202.3763697546938
0.0,850,1202.3763697546938
0.0,851,1202.3763697546938
0.0,852,1202.3763697546938
0.0,853,1202.3763697546938
0.0,854,1202.3763697546938
0.0,855,1202.3763697546938
0.0,856,1202.3763697546938
0.0,857,1202.3763697546938
0.0,858,1202.3763697546938
0.0,859,1202.3763697546938
0.0,860,1202.3763697546938
0.0,861,1202.3763697546938
0.0,862,1202.3763697546938
0.0,863,1202.3763697546938
0.0,864,1202.3763697546938
0.0,865,1202.3763697546938
0.0,866,1202.3763697546938
0.0,867,1202.3763697546938
0.0,868,1202.3763697546938
0.0,869,1202.3763697546938
0.0,870,1202.3763697546938
0.0,871,1202.3763697546938
0.0,872,1202.3763697546938
0.0,873,1202.3763697546938
0.0,874,1202.3763697546938
0.0,875,1202.3763697546938
0.0,876,1202.3763697546938
0.0,877,1202.3763697546938
0.0,878,1202.3763697546938
0.0,879,1202.3763697546938
0.0,880,1202.3763697546938
0.0,881,1202.3763697546938
0.0,882,1202.3763697546938
0.0,883,1202.3763697546938
0.0,884,1202.3763697546938
0.0,885,1202.3763697546938
0.0,886,1202.3763697546938
0.0,887,1202.3763697546938
0.0,888,1202.3763697546938
0.0,889,1202.3763697546938
0.0,890,1202.3763697546938
0.0,891,1202.3763697546938
0.0,892,1202.3763697546938
0.0,893,1202.3763697546938
0.0,894,1202.3763697546938
0.0,895,1202.3763697546938
0.0,896,1202.3763697546938
0.0,897,1202.3763697546938
0.0,898,1202.3763697546938
0.0,899,1202.3763697546938
0.0,900,1202.3763697546938
0.0,901,1202.3763697546938
0.0,902,1202.3763697546938
0.0,903,1202.3763697546938
0.0,904,1202.3763697546938
0.0,905,1202.3763697546938
0.0,906,1202.3763697546938
0.0,907,1202.3763697546938
0.0,908,1202.3763697546938
0.0,909,1202.3763697546938
0.0,910,1202.3763697546938
0.0,911,1202.3763697546938
0.0,912,1202.3763697546938
0.0,913,1202.3763697546938
0.0,914,1202.3763697546938
0.0,915,1202.3763697546938
0.0,916,1202.3763697546938
0.0,917,1202.3763697546938
0.0,918,1202.3763697546938
0.0,919,1202.3763697546938
0.0,920,1202.3763697546938
0.0,921,1202.3763697546938
0.0,922,1202.3763697546938
0.0,923,1202.3763697546938
0.0,924,1202.3763697546938
0.0,925,1202.3763697546938
0.0,926,1202.3763697546938
0.0,927,1202.3763697546938
0.0,928,1202.3763697546938
0.0,929,1202.3763697546938
0.0,930,1202.3763697546938
0.0,931,1202.3763697546938
