instant,atemp,Predicted Y
368,0.197,0.4365471458643327
369,0.197,0.43655185962980614
370,0.197,0.43655657339527965
371,0.2121,0.43656128716075315
372,0.2273,0.43656600092622666
373,0.197,0.4365707146917001
374,0.197,0.4365754284571736
375,0.1667,0.4365801422226471
376,0.1818,0.43658485598812063
377,0.197,0.43658956975359414
378,0.197,0.4365942835190676
379,0.1818,0.4365989972845411
380,0.1818,0.4366037110500146
381,0.1515,0.4366084248154881
382,0.1515,0.43661313858096157
383,0.1515,0.4366178523464351
384,0.1515,0.4366225661119086
385,0.197,0.4366272798773821
386,0.197,0.4366319936428556
387,0.2121,0.43663670740832905
388,0.2121,0.43664142117380256
389,0.2121,0.43664613493927606
390,0.197,0.4366508487047496
391,0.1667,0.436655562470223
392,0.1818,0.43666027623569653
393,0.1515,0.43666499000117004
394,0.1515,0.43666970376664355
395,0.1212,0.43667441753211705
396,0.1364,0.4366791312975905
397,0.1818,0.436683845063064
398,0.197,0.4366885588285375
399,0.2273,0.43669327259401103
400,0.2273,0.4366979863594845
401,0.2273,0.436702700124958
402,0.2273,0.4367074138904315
403,0.2273,0.436712127655905
404,0.2273,0.4367168414213785
405,0.2727,0.43672155518685196
406,0.2424,0.43672626895232547
407,0.2576,0.436730982717799
408,0.2727,0.4367356964832725
409,0.2727,0.43674041024874594
410,0.2273,0.43674512401421944
411,0.2273,0.43674983777969295
412,0.2273,0.43675455154516646
413,0.2576,0.43675926531063997
414,0.2576,0.4367639790761134
415,0.2576,0.4367686928415869
416,0.2576,0.43677340660706043
417,0.2576,0.43677812037253394
418,0.2727,0.4367828341380074
419,0.303,0.4367875479034809
420,0.3182,0.4367922616689544
421,0.4091,0.4367969754344279
422,0.4091,0.4368016891999014
423,0.4091,0.4368064029653749
424,0.3939,0.4368111167308484
425,0.3333,0.4368158304963219
426,0.3182,0.4368205442617954
427,0.2879,0.43682525802726885
428,0.303,0.43682997179274236
429,0.2879,0.43683468555821586
430,0.303,0.43683939932368937
431,0.2727,0.4368441130891628
432,0.2273,0.43684882685463633
433,0.2727,0.43685354062010984
434,0.2727,0.43685825438558334
435,0.2576,0.43686296815105685
436,0.2576,0.4368676819165303
437,0.2273,0.4368723956820038
438,0.2121,0.4368771094474773
439,0.2121,0.4368818232129508
440,0.2121,0.4368865369784243
441,0.2273,0.4368912507438978
442,0.2273,0.4368959645093713
443,0.2727,0.4369006782748448
444,0.3333,0.4369053920403183
445,0.2879,0.43691010580579176
446,0.303,0.43691481957126527
447,0.3182,0.4369195333367388
448,0.303,0.4369242471022123
449,0.3182,0.43692896086768573
450,0.2576,0.43693367463315924
451,0.2273,0.43693838839863275
452,0.2424,0.43694310216410626
453,0.2273,0.43694781592957976
454,0.2121,0.4369525296950532
455,0.2121,0.4369572434605267
456,0.2273,0.43696195722600023
457,0.2273,0.43696667099147374
458,0.2424,0.4369713847569472
459,0.2121,0.4369760985224207
460,0.2576,0.4369808122878942
461,0.197,0.4369855260533677
462,0.2121,0.4369902398188412
463,0.1818,0.43699495358431467
464,0.1818,0.4369996673497882
465,0.1818,0.4370043811152617
466,0.1667,0.4370090948807352
467,0.1818,0.43701380864620865
468,0.1818,0.43701852241168215
469,0.1515,0.43702323617715566
470,0.1515,0.43702794994262917
471,0.1212,0.4370326637081027
472,0.1364,0.4370373774735761
473,0.1212,0.43704209123904963
474,0.1212,0.43704680500452314
475,0.1061,0.43705151876999665
476,0.0758,0.4370562325354701
477,0.0758,0.4370609463009436
478,0.0303,0.4370656600664171
479,0.0455,0.4370703738318906
480,0.0303,0.43707508759736413
481,0.0,0.4370798013628376
482,0.0303,0.4370845151283111
483,0.0303,0.4370892288937846
484,0.0152,0.4370939426592581
485,0.0303,0.43709865642473156
486,0.0152,0.43710337019020506
487,0.0,0.4371080839556786
488,0.0303,0.4371127977211521
489,0.0606,0.4371175114866256
490,0.0758,0.43712222525209904
491,0.1061,0.43712693901757255
492,0.1667,0.43713165278304605
493,0.1364,0.43713636654851956
494,0.1515,0.437141080313993
495,0.1364,0.4371457940794665
496,0.197,0.43715050784494003
497,0.0909,0.43715522161041354
498,0.1061,0.437159935375887
499,0.0758,0.4371646491413605
500,0.1061,0.437169362906834
501,0.1515,0.4371740766723075
502,0.0758,0.437178790437781
503,0.0758,0.43718350420325447
504,0.0758,0.437188217968728
505,0.0606,0.4371929317342015
506,0.0606,0.437197645499675
507,0.0758,0.43720235926514844
508,0.0758,0.43720707303062195
509,0.1061,0.43721178679609546
510,0.0758,0.43721650056156897
511,0.0758,0.4372212143270425
512,0.1061,0.4372259280925159
513,0.1364,0.43723064185798943
514,0.1212,0.43723535562346294
515,0.1061,0.43724006938893645
516,0.1364,0.4372447831544099
517,0.1364,0.4372494969198834
518,0.1364,0.4372542106853569
519,0.1061,0.4372589244508304
520,0.1212,0.43726363821630393
521,0.1212,0.4372683519817774
522,0.1061,0.4372730657472509
523,0.1061,0.4372777795127244
524,0.0909,0.4372824932781979
525,0.0606,0.43728720704367136
526,0.0606,0.43729192080914486
527,0.0455,0.43729663457461837
528,0.0303,0.4373013483400919
529,0.0606,0.4373060621055654
530,0.0606,0.43731077587103884
531,0.0758,0.43731548963651234
532,0.1212,0.43732020340198585
533,0.1364,0.43732491716745936
534,0.1515,0.4373296309329328
535,0.1364,0.4373343446984063
536,0.1212,0.4373390584638798
537,0.1364,0.43734377222935333
538,0.1364,0.43734848599482684
539,0.1364,0.4373531997603003
540,0.1667,0.4373579135257738
541,0.1515,0.4373626272912473
542,0.1212,0.4373673410567208
543,0.1364,0.43737205482219427
544,0.1515,0.4373767685876678
545,0.1364,0.4373814823531413
546,0.1515,0.4373861961186148
547,0.1364,0.4373909098840883
548,0.1515,0.43739562364956175
549,0.1364,0.43740033741503526
550,0.1667,0.43740505118050876
551,0.1515,0.43740976494598227
552,0.1667,0.4374144787114557
553,0.1364,0.43741919247692923
554,0.1818,0.43742390624240274
555,0.1515,0.43742862000787625
556,0.1818,0.4374333337733497
557,0.2273,0.4374380475388232
558,0.2424,0.4374427613042967
559,0.2424,0.4374474750697702
560,0.2879,0.4374521888352437
561,0.2727,0.4374569026007172
562,0.3333,0.4374616163661907
563,0.3485,0.4374663301316642
564,0.3485,0.4374710438971377
565,0.3333,0.43747575766261115
566,0.3182,0.43748047142808466
567,0.2576,0.43748518519355817
568,0.2273,0.4374898989590317
569,0.2273,0.4374946127245052
570,0.2273,0.43749932648997863
571,0.2273,0.43750404025545214
572,0.2273,0.43750875402092565
573,0.2424,0.43751346778639916
574,0.2273,0.4375181815518726
575,0.1818,0.4375228953173461
576,0.1818,0.4375276090828196
577,0.2121,0.43753232284829313
578,0.2121,0.43753703661376664
579,0.2121,0.4375417503792401
580,0.2121,0.4375464641447136
581,0.197,0.4375511779101871
582,0.197,0.4375558916756606
583,0.197,0.43756060544113407
584,0.197,0.4375653192066076
585,0.1818,0.4375700329720811
586,0.197,0.4375747467375546
587,0.1818,0.4375794605030281
588,0.2273,0.43758417426850155
589,0.2424,0.43758888803397505
590,0.2273,0.43759360179944856
591,0.2273,0.43759831556492207
592,0.2121,0.4376030293303955
593,0.2121,0.43760774309586903
594,0.2121,0.43761245686134254
595,0.197,0.43761717062681604
596,0.2121,0.43762188439228955
597,0.2121,0.437626598157763
598,0.2121,0.4376313119232365
599,0.2273,0.43763602568871
600,0.2121,0.4376407394541835
601,0.197,0.437645453219657
602,0.197,0.4376501669851305
603,0.197,0.437654880750604
604,0.2121,0.4376595945160775
605,0.2121,0.437664308281551
606,0.2121,0.43766902204702446
607,0.2121,0.43767373581249797
608,0.2121,0.4376784495779715
609,0.2727,0.437683163343445
610,0.2576,0.43768787710891843
611,0.2727,0.43769259087439194
612,0.2424,0.43769730463986545
613,0.2273,0.43770201840533896
614,0.2424,0.43770673217081246
615,0.2273,0.4377114459362859
616,0.2273,0.4377161597017594
617,0.2121,0.43772087346723293
618,0.2273,0.43772558723270644
619,0.197,0.4377303009981799
620,0.2273,0.4377350147636534
621,0.2273,0.4377397285291269
622,0.2121,0.4377444422946004
623,0.1818,0.4377491560600739
624,0.1818,0.43775386982554737
625,0.1818,0.4377585835910209
626,0.197,0.4377632973564944
627,0.2121,0.4377680111219679
628,0.2121,0.43777272488744134
629,0.197,0.43777743865291485
630,0.197,0.43778215241838836
631,0.2273,0.43778686618386187
632,0.2273,0.4377915799493353
633,0.2121,0.4377962937148088
634,0.2424,0.43780100748028233
635,0.2879,0.43780572124575584
636,0.2273,0.43781043501122935
637,0.2121,0.4378151487767028
638,0.2121,0.4378198625421763
639,0.2121,0.4378245763076498
640,0.197,0.4378292900731233
641,0.197,0.4378340038385968
642,0.1818,0.4378387176040703
643,0.2121,0.4378434313695438
644,0.2273,0.4378481451350173
645,0.2121,0.4378528589004908
646,0.2121,0.43785757266596426
647,0.2121,0.43786228643143776
648,0.2121,0.43786700019691127
649,0.2121,0.4378717139623848
650,0.2273,0.43787642772785823
651,0.2424,0.43788114149333174
652,0.2727,0.43788585525880525
653,0.3182,0.43789056902427875
654,0.2879,0.43789528278975226
655,0.303,0.4378999965552257
656,0.3333,0.4379047103206992
657,0.3333,0.4379094240861727
658,0.2879,0.43791413785164623
659,0.2576,0.4379188516171197
660,0.2576,0.4379235653825932
661,0.2727,0.4379282791480667
662,0.2424,0.4379329929135402
663,0.2273,0.4379377066790137
664,0.2121,0.43794242044448717
665,0.2273,0.4379471342099607
666,0.2121,0.4379518479754342
667,0.2273,0.4379565617409077
668,0.2273,0.43796127550638114
669,0.197,0.43796598927185465
670,0.1667,0.43797070303732816
671,0.1364,0.43797541680280166
672,0.1364,0.43798013056827517
673,0.1364,0.4379848443337486
674,0.1364,0.43798955809922213
675,0.1515,0.43799427186469564
676,0.1515,0.43799898563016915
677,0.2121,0.4380036993956426
678,0.2273,0.4380084131611161
679,0.197,0.4380131269265896
680,0.1818,0.4380178406920631
681,0.1818,0.43802255445753663
682,0.1515,0.4380272682230101
683,0.1515,0.4380319819884836
684,0.3182,0.4380366957539571
685,0.1667,0.4380414095194306
686,0.197,0.43804612328490405
687,0.1818,0.43805083705037756
688,0.197,0.43805555081585107
689,0.1818,0.4380602645813246
690,0.1818,0.43806497834679803
691,0.2273,0.43806969211227154
692,0.2273,0.43807440587774504
693,0.2121,0.43807911964321855
694,0.2121,0.43808383340869206
695,0.2273,0.4380885471741655
696,0.2273,0.438093260939639
697,0.2273,0.4380979747051125
698,0.2273,0.43810268847058603
699,0.2424,0.4381074022360595
700,0.2576,0.438112116001533
701,0.2576,0.4381168297670065
702,0.2576,0.43812154353248
703,0.2879,0.4381262572979535
704,0.2424,0.43813097106342697
705,0.2879,0.4381356848289005
706,0.2576,0.438140398594374
707,0.2424,0.4381451123598475
708,0.2273,0.43814982612532094
709,0.2273,0.43815453989079445
710,0.2576,0.43815925365626796
711,0.197,0.43816396742174146
712,0.2424,0.43816868118721497
713,0.2273,0.4381733949526884
714,0.2273,0.43817810871816193
715,0.2273,0.43818282248363544
716,0.2121,0.43818753624910894
717,0.2424,0.4381922500145824
718,0.2424,0.4381969637800559
719,0.2121,0.4382016775455294
720,0.2121,0.4382063913110029
721,0.2576,0.4382111050764764
722,0.2727,0.4382158188419499
723,0.2273,0.4382205326074234
724,0.2273,0.4382252463728969
725,0.3333,0.4382299601383704
726,0.3939,0.43823467390384385
727,0.3939,0.43823938766931736
728,0.3333,0.43824410143479087
729,0.3182,0.4382488152002644
730,0.2879,0.4382535289657379
731,0.2424,0.43825824273121133
732,0.197,0.43826295649668484
733,0.197,0.43826767026215835
734,0.2121,0.43827238402763186
735,0.1667,0.4382770977931053
736,0.1667,0.4382818115585788
737,0.1515,0.4382865253240523
738,0.1667,0.43829123908952583
739,0.1667,0.43829595285499934
740,0.1364,0.4383006666204728
741,0.1364,0.4383053803859463
742,0.1212,0.4383100941514198
743,0.1212,0.4383148079168933
744,0.1364,0.43831952168236676
745,0.1515,0.43832423544784027
746,0.1364,0.4383289492133138
747,0.1818,0.4383336629787873
748,0.1667,0.4383383767442608
749,0.197,0.43834309050973425
750,0.197,0.43834780427520775
751,0.2121,0.43835251804068126
752,0.197,0.43835723180615477
753,0.2121,0.4383619455716282
754,0.2576,0.4383666593371017
755,0.2273,0.43837137310257523
756,0.2121,0.43837608686804874
757,0.2121,0.4383808006335222
758,0.2273,0.4383855143989957
759,0.2576,0.4383902281644692
760,0.2273,0.4383949419299427
761,0.1667,0.4383996556954162
762,0.1667,0.4384043694608897
763,0.1515,0.4384090832263632
764,0.2273,0.4384137969918367
765,0.2121,0.4384185107573102
766,0.1515,0.43842322452278365
767,0.1818,0.43842793828825716
768,0.2121,0.43843265205373066
769,0.2273,0.4384373658192042
770,0.2424,0.4384420795846777
771,0.2576,0.43844679335015113
772,0.2727,0.43845150711562464
773,0.2727,0.43845622088109815
774,0.2879,0.43846093464657165
775,0.2727,0.4384656484120451
776,0.2576,0.4384703621775186
777,0.2424,0.4384750759429921
778,0.2424,0.43847978970846563
779,0.2424,0.43848450347393914
780,0.2424,0.4384892172394126
781,0.2424,0.4384939310048861
782,0.2424,0.4384986447703596
783,0.2424,0.4385033585358331
784,0.2424,0.43850807230130656
785,0.2424,0.43851278606678007
786,0.2273,0.4385174998322536
787,0.2273,0.4385222135977271
788,0.2576,0.4385269273632006
789,0.2576,0.43853164112867404
790,0.2273,0.43853635489414755
791,0.2273,0.43854106865962106
792,0.2121,0.43854578242509457
793,0.2273,0.438550496190568
794,0.2273,0.4385552099560415
795,0.2273,0.43855992372151503
796,0.2727,0.43856463748698854
797,0.2727,0.43856935125246205
798,0.2273,0.4385740650179355
799,0.2121,0.438578778783409
800,0.2424,0.4385834925488825
801,0.2424,0.438588206314356
802,0.2879,0.4385929200798295
803,0.2576,0.438597633845303
804,0.2727,0.4386023476107765
805,0.2576,0.43860706137625
806,0.2576,0.4386117751417235
807,0.2273,0.43861648890719696
808,0.2273,0.43862120267267046
809,0.2879,0.43862591643814397
810,0.2273,0.4386306302036175
811,0.2576,0.43863534396909093
812,0.2576,0.43864005773456444
813,0.2424,0.43864477150003794
814,0.2576,0.43864948526551145
815,0.2879,0.4386541990309849
816,0.2879,0.4386589127964584
817,0.303,0.4386636265619319
818,0.3333,0.4386683403274054
819,0.3636,0.43867305409287893
820,0.3485,0.4386777678583524
821,0.3485,0.4386824816238259
822,0.3485,0.4386871953892994
823,0.3636,0.4386919091547729
824,0.303,0.43869662292024636
825,0.2879,0.43870133668571987
826,0.2879,0.4387060504511934
827,0.303,0.4387107642166669
828,0.303,0.4387154779821404
829,0.2879,0.43872019174761384
830,0.2879,0.43872490551308735
831,0.2727,0.43872961927856086
832,0.2576,0.43873433304403436
833,0.2576,0.4387390468095078
834,0.2576,0.4387437605749813
835,0.2576,0.43874847434045483
836,0.2424,0.43875318810592834
837,0.2424,0.43875790187140185
838,0.2273,0.4387626156368753
839,0.2727,0.4387673294023488
840,0.2576,0.4387720431678223
841,0.3182,0.4387767569332958
842,0.3485,0.43878147069876927
843,0.3636,0.4387861844642428
844,0.3636,0.4387908982297163
845,0.3939,0.4387956119951898
846,0.3485,0.4388003257606633
847,0.3182,0.43880503952613675
848,0.3333,0.43880975329161026
849,0.3485,0.43881446705708377
850,0.3333,0.4388191808225573
851,0.3485,0.4388238945880307
852,0.303,0.43882860835350423
853,0.3333,0.43883332211897774
854,0.3182,0.43883803588445125
855,0.3182,0.43884274964992476
856,0.2727,0.4388474634153982
857,0.2727,0.4388521771808717
858,0.2576,0.4388568909463452
859,0.2273,0.43886160471181873
860,0.2273,0.4388663184772922
861,0.197,0.4388710322427657
862,0.197,0.4388757460082392
863,0.197,0.4388804597737127
864,0.1818,0.4388851735391862
865,0.1818,0.43888988730465966
866,0.197,0.4388946010701332
867,0.197,0.4388993148356067
868,0.197,0.4389040286010802
869,0.197,0.43890874236655364
870,0.1818,0.43891345613202715
871,0.1818,0.43891816989750065
872,0.1818,0.43892288366297416
873,0.1212,0.43892759742844767
874,0.1364,0.4389323111939211
875,0.1061,0.43893702495939463
876,0.1061,0.43894173872486814
877,0.1061,0.43894645249034164
878,0.0758,0.4389511662558151
879,0.1061,0.4389558800212886
880,0.0758,0.4389605937867621
881,0.0758,0.4389653075522356
882,0.1061,0.4389700213177091
883,0.1515,0.4389747350831826
