registered,mnth,Predicted Y
70,1,6.305016235304081
75,1,6.318906194616322
95,1,6.3744660318652855
69,1,6.302238243441633
78,1,6.327240170203666
77,1,6.324462178341218
82,1,6.338352137653459
56,1,6.266124349229806
47,1,6.2411224224677735
50,1,6.249456398055118
22,1,6.171672625906569
19,1,6.163338650319225
18,1,6.1605606584567765
16,1,6.15500467473188
15,1,6.152226682869432
8,1,6.132780739832295
2,1,6.116112788657606
2,1,6.116112788657606
1,1,6.113334796795158
5,1,6.124446764244951
9,1,6.1355587316947435
30,1,6.193896560806155
39,1,6.218898487568188
50,1,6.249456398055118
55,1,6.263346357367359
70,1,6.305016235304081
80,1,6.332796153928562
74,1,6.316128202753874
72,1,6.310572219028978
76,1,6.3216841864787705
67,1,6.296682259716737
85,1,6.3466861132408035
58,1,6.271680332954703
29,1,6.191118568943707
24,1,6.177228609631466
13,1,6.1466706991445355
3,1,6.118890780520054
3,1,6.118890780520054
22,1,6.171672625906569
26,1,6.182784593356362
32,1,6.199452544531051
61,1,6.2800143085420475
124,1,6.455027795876282
132,1,6.477251730775867
98,1,6.38280000745263
83,1,6.341130129515907
41,1,6.224454471293084
33,1,6.202230536393499
19,1,6.163338650319225
3,1,6.118890780520054
6,1,6.127224756107399
3,1,6.118890780520054
1,1,6.113334796795158
7,1,6.130002747969847
32,1,6.199452544531051
89,1,6.357798080690596
196,1,6.65504320997255
107,1,6.407801934214663
46,1,6.238344430605325
47,1,6.2411224224677735
65,1,6.29112627599184
67,1,6.296682259716737
68,1,6.299460251579185
78,1,6.327240170203666
94,1,6.371688040002837
190,1,6.63837525879786
156,1,6.543923535474623
108,1,6.410579926077111
74,1,6.316128202753874
55,1,6.263346357367359
53,1,6.257790373642463
27,1,6.18556258521881
8,1,6.132780739832295
3,1,6.118890780520054
2,1,6.116112788657606
1,1,6.113334796795158
1,1,6.113334796795158
6,1,6.127224756107399
35,1,6.207786520118395
100,1,6.388355991177526
247,1,6.796720794957406
140,1,6.499475665675453
56,1,6.266124349229806
63,1,6.285570292266944
77,1,6.324462178341218
86,1,6.349464105103252
75,1,6.318906194616322
62,1,6.282792300404496
83,1,6.341130129515907
207,1,6.68560112045948
184,1,6.621707307623172
146,1,6.516143616850141
124,1,6.455027795876282
54,1,6.260568365504911
56,1,6.266124349229806
28,1,6.1883405770812585
20,1,6.166116642181673
6,1,6.127224756107399
2,1,6.116112788657606
1,1,6.113334796795158
1,1,6.113334796795158
4,1,6.1216687723825025
27,1,6.18556258521881
66,1,6.2939042678542885
210,1,6.693935096046824
159,1,6.552257511061968
57,1,6.268902341092255
53,1,6.257790373642463
67,1,6.296682259716737
65,1,6.29112627599184
56,1,6.266124349229806
61,1,6.2800143085420475
97,1,6.380022015590182
151,1,6.530033576162382
119,1,6.4411378365640415
93,1,6.368910048140389
52,1,6.2550123817800145
41,1,6.224454471293084
33,1,6.202230536393499
27,1,6.18556258521881
13,1,6.1466706991445355
9,1,6.1355587316947435
11,1,6.14111471541964
6,1,6.127224756107399
3,1,6.118890780520054
2,1,6.116112788657606
8,1,6.132780739832295
26,1,6.182784593356362
37,1,6.2133425038432915
50,1,6.249456398055118
59,1,6.274458324817151
60,1,6.277236316679599
72,1,6.310572219028978
64,1,6.288348284129392
93,1,6.368910048140389
72,1,6.310572219028978
59,1,6.274458324817151
54,1,6.260568365504911
53,1,6.257790373642463
44,1,6.232788446880429
39,1,6.218898487568188
23,1,6.1744506177690175
31,1,6.196674552668603
20,1,6.166116642181673
12,1,6.143892707282087
15,1,6.152226682869432
4,1,6.1216687723825025
3,1,6.118890780520054
1,1,6.113334796795158
1,1,6.113334796795158
17,1,6.157782666594328
25,1,6.180006601493914
51,1,6.252234389917566
77,1,6.324462178341218
92,1,6.366132056277941
75,1,6.318906194616322
93,1,6.368910048140389
64,1,6.288348284129392
56,1,6.266124349229806
50,1,6.249456398055118
44,1,6.232788446880429
45,1,6.235566438742877
31,1,6.196674552668603
20,1,6.166116642181673
23,1,6.1744506177690175
17,1,6.157782666594328
7,1,6.130002747969847
1,1,6.113334796795158
1,1,6.113334796795158
1,1,6.113334796795158
5,1,6.124446764244951
15,1,6.152226682869432
79,1,6.330018162066114
171,1,6.585593413411345
98,1,6.38280000745263
34,1,6.205008528255947
43,1,6.230010455017981
52,1,6.2550123817800145
54,1,6.260568365504911
43,1,6.230010455017981
50,1,6.249456398055118
66,1,6.2939042678542885
178,1,6.605039356448483
145,1,6.513365624987693
101,1,6.391133983039974
80,1,6.332796153928562
53,1,6.257790373642463
32,1,6.199452544531051
21,1,6.168894634044121
6,1,6.127224756107399
5,1,6.124446764244951
2,1,6.116112788657606
1,1,6.113334796795158
9,1,6.1355587316947435
35,1,6.207786520118395
103,1,6.39668996676487
233,1,6.757828908883131
134,1,6.482807714500764
49,1,6.24667840619267
55,1,6.263346357367359
85,1,6.3466861132408035
72,1,6.310572219028978
57,1,6.268902341092255
63,1,6.285570292266944
102,1,6.393911974902422
208,1,6.688379112321927
218,1,6.716159030946409
133,1,6.4800297226383154
103,1,6.39668996676487
40,1,6.221676479430636
49,1,6.24667840619267
37,1,6.2133425038432915
14,1,6.149448691006984
5,1,6.124446764244951
7,1,6.130002747969847
1,1,6.113334796795158
8,1,6.132780739832295
29,1,6.191118568943707
69,1,6.302238243441633
55,1,6.263346357367359
26,1,6.182784593356362
35,1,6.207786520118395
41,1,6.224454471293084
43,1,6.230010455017981
36,1,6.210564511980843
42,1,6.2272324631555325
35,1,6.207786520118395
26,1,6.182784593356362
23,1,6.1744506177690175
82,1,6.338352137653459
101,1,6.391133983039974
76,1,6.3216841864787705
55,1,6.263346357367359
36,1,6.210564511980843
27,1,6.18556258521881
16,1,6.15500467473188
9,1,6.1355587316947435
2,1,6.116112788657606
2,1,6.116112788657606
0,1,6.11055680493271
4,1,6.1216687723825025
16,1,6.15500467473188
58,1,6.271680332954703
155,1,6.541145543612175
95,1,6.3744660318652855
49,1,6.24667840619267
30,1,6.193896560806155
28,1,6.1883405770812585
31,1,6.196674552668603
36,1,6.210564511980843
40,1,6.221676479430636
70,1,6.305016235304081
147,1,6.518921608712589
107,1,6.407801934214663
84,1,6.343908121378355
61,1,6.2800143085420475
57,1,6.268902341092255
26,1,6.182784593356362
22,1,6.171672625906569
26,1,6.182784593356362
20,1,6.166116642181673
15,1,6.152226682869432
5,1,6.124446764244951
2,1,6.116112788657606
2,1,6.116112788657606
4,1,6.1216687723825025
31,1,6.196674552668603
34,1,6.205008528255947
51,1,6.252234389917566
60,1,6.277236316679599
66,1,6.2939042678542885
56,1,6.266124349229806
89,1,6.357798080690596
98,1,6.38280000745263
88,1,6.355020088828148
82,1,6.338352137653459
59,1,6.274458324817151
52,1,6.2550123817800145
42,1,6.2272324631555325
35,1,6.207786520118395
28,1,6.1883405770812585
30,1,6.193896560806155
33,1,6.202230536393499
22,1,6.171672625906569
10,1,6.138336723557192
7,1,6.130002747969847
1,1,6.113334796795158
3,1,6.118890780520054
3,1,6.118890780520054
11,1,6.14111471541964
34,1,6.205008528255947
57,1,6.268902341092255
50,1,6.249456398055118
87,1,6.3522420969657
71,1,6.3077942271665295
104,1,6.399467958627318
95,1,6.3744660318652855
104,1,6.399467958627318
71,1,6.3077942271665295
57,1,6.268902341092255
46,1,6.238344430605325
30,1,6.193896560806155
25,1,6.180006601493914
19,1,6.163338650319225
16,1,6.15500467473188
6,1,6.127224756107399
5,1,6.124446764244951
1,1,6.113334796795158
2,1,6.116112788657606
2,1,6.116112788657606
8,1,6.132780739832295
37,1,6.2133425038432915
71,1,6.3077942271665295
182,1,6.616151323898276
112,1,6.421691893526904
68,1,6.299460251579185
46,1,6.238344430605325
62,1,6.282792300404496
52,1,6.2550123817800145
85,1,6.3466861132408035
41,1,6.224454471293084
83,1,6.341130129515907
155,1,6.541145543612175
153,1,6.535589559887279
108,1,6.410579926077111
78,1,6.327240170203666
53,1,6.257790373642463
34,1,6.205008528255947
15,1,6.152226682869432
6,2,6.127224756107399
3,2,6.118890780520054
2,2,6.116112788657606
2,2,6.116112788657606
3,2,6.118890780520054
22,2,6.171672625906569
52,2,6.2550123817800145
132,2,6.477251730775867
114,2,6.4272478772518005
47,2,6.2411224224677735
49,2,6.24667840619267
53,2,6.257790373642463
49,2,6.24667840619267
49,2,6.24667840619267
45,2,6.235566438742877
61,2,6.2800143085420475
172,2,6.588371405273794
165,2,6.568925462236656
105,2,6.402245950489767
69,2,6.302238243441633
64,2,6.288348284129392
34,2,6.205008528255947
15,2,6.152226682869432
2,2,6.116112788657606
3,2,6.118890780520054
0,2,6.11055680493271
1,2,6.113334796795158
1,2,6.113334796795158
3,2,6.118890780520054
17,2,6.157782666594328
48,2,6.243900414330222
154,2,6.538367551749727
119,2,6.4411378365640415
59,2,6.274458324817151
47,2,6.2411224224677735
61,2,6.2800143085420475
74,2,6.316128202753874
61,2,6.2800143085420475
66,2,6.2939042678542885
95,2,6.3744660318652855
183,2,6.618929315760724
175,2,6.596705380861138
88,2,6.355020088828148
71,2,6.3077942271665295
62,2,6.282792300404496
35,2,6.207786520118395
29,2,6.191118568943707
11,2,6.14111471541964
5,2,6.124446764244951
2,2,6.116112788657606
1,2,6.113334796795158
2,2,6.116112788657606
39,2,6.218898487568188
86,2,6.349464105103252
184,2,6.621707307623172
127,2,6.463361771463626
50,2,6.249456398055118
55,2,6.263346357367359
67,2,6.296682259716737
47,2,6.2411224224677735
43,2,6.230010455017981
56,2,6.266124349229806
73,2,6.313350210891426
170,2,6.582815421548897
145,2,6.513365624987693
92,2,6.366132056277941
108,2,6.410579926077111
53,2,6.257790373642463
39,2,6.218898487568188
34,2,6.205008528255947
10,2,6.138336723557192
7,2,6.130002747969847
1,2,6.113334796795158
1,2,6.113334796795158
7,2,6.130002747969847
26,2,6.182784593356362
87,2,6.3522420969657
217,2,6.713381039083961
124,2,6.455027795876282
46,2,6.238344430605325
61,2,6.2800143085420475
78,2,6.327240170203666
73,2,6.313350210891426
76,2,6.3216841864787705
81,2,6.335574145791011
91,2,6.363354064415493
195,2,6.652265218110101
152,2,6.53281156802483
102,2,6.393911974902422
69,2,6.302238243441633
41,2,6.224454471293084
45,2,6.235566438742877
30,2,6.193896560806155
36,2,6.210564511980843
17,2,6.157782666594328
12,2,6.143892707282087
10,2,6.138336723557192
8,2,6.132780739832295
9,2,6.1355587316947435
4,2,6.1216687723825025
4,2,6.1216687723825025
10,2,6.138336723557192
17,2,6.157782666594328
31,2,6.196674552668603
46,2,6.238344430605325
42,2,6.2272324631555325
62,2,6.282792300404496
50,2,6.249456398055118
49,2,6.24667840619267
63,2,6.285570292266944
64,2,6.288348284129392
81,2,6.335574145791011
78,2,6.327240170203666
64,2,6.288348284129392
53,2,6.257790373642463
43,2,6.230010455017981
52,2,6.2550123817800145
37,2,6.2133425038432915
40,2,6.221676479430636
20,2,6.166116642181673
10,2,6.138336723557192
2,2,6.116112788657606
1,2,6.113334796795158
1,2,6.113334796795158
8,2,6.132780739832295
21,2,6.168894634044121
38,2,6.21612049570574
74,2,6.316128202753874
89,2,6.357798080690596
126,2,6.460583779601178
135,2,6.485585706363212
114,2,6.4272478772518005
130,2,6.471695747050971
115,2,6.430025869114249
97,2,6.380022015590182
65,2,6.29112627599184
20,2,6.166116642181673
21,2,6.168894634044121
22,2,6.171672625906569
57,2,6.268902341092255
26,2,6.182784593356362
14,2,6.149448691006984
4,2,6.1216687723825025
3,2,6.118890780520054
1,2,6.113334796795158
1,2,6.113334796795158
9,2,6.1355587316947435
29,2,6.191118568943707
89,2,6.357798080690596
223,2,6.73004899025865
115,2,6.430025869114249
49,2,6.24667840619267
36,2,6.210564511980843
59,2,6.274458324817151
54,2,6.260568365504911
52,2,6.2550123817800145
46,2,6.238344430605325
98,2,6.38280000745263
207,2,6.68560112045948
170,2,6.582815421548897
123,2,6.452249804013833
82,2,6.338352137653459
75,2,6.318906194616322
34,2,6.205008528255947
19,2,6.163338650319225
6,2,6.127224756107399
4,2,6.1216687723825025
1,2,6.113334796795158
1,2,6.113334796795158
3,2,6.118890780520054
2,2,6.116112788657606
39,2,6.218898487568188
97,2,6.380022015590182
236,2,6.766162884470476
128,2,6.466139763326074
44,2,6.232788446880429
49,2,6.24667840619267
63,2,6.285570292266944
48,2,6.243900414330222
61,2,6.2800143085420475
45,2,6.235566438742877
79,2,6.330018162066114
172,2,6.588371405273794
151,2,6.530033576162382
100,2,6.388355991177526
53,2,6.257790373642463
46,2,6.238344430605325
29,2,6.191118568943707
9,2,6.1355587316947435
17,2,6.157782666594328
7,2,6.130002747969847
2,2,6.116112788657606
2,2,6.116112788657606
7,2,6.130002747969847
43,2,6.230010455017981
95,2,6.3744660318652855
198,2,6.660599193697446
119,2,6.4411378365640415
51,2,6.252234389917566
40,2,6.221676479430636
57,2,6.268902341092255
67,2,6.296682259716737
56,2,6.266124349229806
61,2,6.2800143085420475
72,2,6.310572219028978
157,2,6.5467015273370714
168,2,6.577259437824001
87,2,6.3522420969657
84,2,6.343908121378355
83,2,6.341130129515907
42,2,6.2272324631555325
37,2,6.2133425038432915
16,2,6.15500467473188
7,2,6.130002747969847
3,2,6.118890780520054
1,2,6.113334796795158
6,2,6.127224756107399
26,2,6.182784593356362
99,2,6.385577999315078
173,2,6.591149397136242
121,2,6.446693820288937
34,2,6.205008528255947
44,2,6.232788446880429
65,2,6.29112627599184
59,2,6.274458324817151
42,2,6.2272324631555325
50,2,6.249456398055118
76,2,6.3216841864787705
159,2,6.552257511061968
157,2,6.5467015273370714
110,2,6.416135909802008
93,2,6.368910048140389
70,2,6.305016235304081
47,2,6.2411224224677735
33,2,6.202230536393499
12,2,6.143892707282087
6,2,6.127224756107399
3,2,6.118890780520054
4,2,6.1216687723825025
23,2,6.1744506177690175
73,2,6.313350210891426
212,2,6.69949107977172
132,2,6.477251730775867
39,2,6.218898487568188
52,2,6.2550123817800145
64,2,6.288348284129392
89,2,6.357798080690596
67,2,6.296682259716737
62,2,6.282792300404496
111,2,6.418913901664456
193,2,6.646709234385205
165,2,6.568925462236656
94,2,6.371688040002837
61,2,6.2800143085420475
46,2,6.238344430605325
41,2,6.224454471293084
48,2,6.243900414330222
27,2,6.18556258521881
22,2,6.171672625906569
13,2,6.1466706991445355
7,2,6.130002747969847
4,2,6.1216687723825025
1,2,6.113334796795158
1,2,6.113334796795158
9,2,6.1355587316947435
28,2,6.1883405770812585
38,2,6.21612049570574
71,2,6.3077942271665295
84,2,6.343908121378355
93,2,6.368910048140389
103,2,6.39668996676487
90,2,6.3605760725530445
127,2,6.463361771463626
103,2,6.39668996676487
113,2,6.424469885389352
60,2,6.277236316679599
39,2,6.218898487568188
39,2,6.218898487568188
42,2,6.2272324631555325
39,2,6.218898487568188
31,2,6.196674552668603
34,2,6.205008528255947
23,2,6.1744506177690175
19,2,6.163338650319225
8,2,6.132780739832295
2,2,6.116112788657606
3,2,6.118890780520054
3,2,6.118890780520054
11,2,6.14111471541964
35,2,6.207786520118395
86,2,6.349464105103252
86,2,6.349464105103252
94,2,6.371688040002837
92,2,6.366132056277941
110,2,6.416135909802008
122,2,6.449471812151385
106,2,6.405023942352215
95,2,6.3744660318652855
78,2,6.327240170203666
50,2,6.249456398055118
32,2,6.199452544531051
45,2,6.235566438742877
31,2,6.196674552668603
27,2,6.18556258521881
8,2,6.132780739832295
6,2,6.127224756107399
2,2,6.116112788657606
1,2,6.113334796795158
2,2,6.116112788657606
3,2,6.118890780520054
25,2,6.180006601493914
96,2,6.377244023727734
249,2,6.802276778682303
122,2,6.449471812151385
46,2,6.238344430605325
43,2,6.230010455017981
99,2,6.385577999315078
93,2,6.368910048140389
76,2,6.3216841864787705
71,2,6.3077942271665295
102,2,6.393911974902422
218,2,6.716159030946409
194,2,6.649487226247653
86,2,6.349464105103252
65,2,6.29112627599184
35,2,6.207786520118395
44,2,6.232788446880429
19,2,6.163338650319225
12,2,6.143892707282087
5,2,6.124446764244951
2,2,6.116112788657606
1,2,6.113334796795158
4,2,6.1216687723825025
30,2,6.193896560806155
103,2,6.39668996676487
213,2,6.702269071634168
108,2,6.410579926077111
47,2,6.2411224224677735
46,2,6.238344430605325
65,2,6.29112627599184
68,2,6.299460251579185
69,2,6.302238243441633
74,2,6.316128202753874
77,2,6.324462178341218
191,2,6.641153250660309
198,2,6.660599193697446
142,2,6.505031649400349
98,2,6.38280000745263
61,2,6.2800143085420475
41,2,6.224454471293084
20,2,6.166116642181673
15,2,6.152226682869432
9,2,6.1355587316947435
1,2,6.113334796795158
1,2,6.113334796795158
5,2,6.124446764244951
32,2,6.199452544531051
103,2,6.39668996676487
224,2,6.732826982121098
122,2,6.449471812151385
55,2,6.263346357367359
59,2,6.274458324817151
72,2,6.310572219028978
80,2,6.332796153928562
65,2,6.29112627599184
82,2,6.338352137653459
96,2,6.377244023727734
244,2,6.788386819370062
202,2,6.671711161147239
143,2,6.5078096412627975
108,2,6.410579926077111
87,2,6.3522420969657
61,2,6.2800143085420475
31,2,6.196674552668603
16,2,6.15500467473188
6,2,6.127224756107399
4,2,6.1216687723825025
1,2,6.113334796795158
1,2,6.113334796795158
11,2,6.14111471541964
44,2,6.232788446880429
119,2,6.4411378365640415
267,2,6.852280632206369
163,2,6.563369478511761
70,2,6.305016235304081
71,2,6.3077942271665295
86,2,6.349464105103252
108,2,6.410579926077111
55,2,6.263346357367359
91,2,6.363354064415493
117,2,6.435581852839145
256,2,6.821722721719439
211,2,6.696713087909272
161,2,6.557813494786864
131,2,6.474473738913419
119,2,6.4411378365640415
68,2,6.299460251579185
40,2,6.221676479430636
20,2,6.166116642181673
7,2,6.130002747969847
5,2,6.124446764244951
6,2,6.127224756107399
1,2,6.113334796795158
6,2,6.127224756107399
48,2,6.243900414330222
108,2,6.410579926077111
246,2,6.793942803094958
154,2,6.538367551749727
78,2,6.327240170203666
82,2,6.338352137653459
126,2,6.460583779601178
131,2,6.474473738913419
118,2,6.438359844701593
117,2,6.435581852839145
164,2,6.566147470374209
275,2,6.874504567105955
195,2,6.652265218110101
146,2,6.516143616850141
105,2,6.402245950489767
61,2,6.2800143085420475
88,2,6.355020088828148
61,2,6.2800143085420475
23,2,6.1744506177690175
21,2,6.168894634044121
14,2,6.149448691006984
7,2,6.130002747969847
3,2,6.118890780520054
3,2,6.118890780520054
3,2,6.118890780520054
16,2,6.15500467473188
36,2,6.210564511980843
37,2,6.2133425038432915
72,2,6.310572219028978
76,2,6.3216841864787705
81,2,6.335574145791011
103,2,6.39668996676487
94,2,6.371688040002837
87,2,6.3522420969657
81,2,6.335574145791011
91,2,6.363354064415493
67,2,6.296682259716737
54,2,6.260568365504911
38,2,6.21612049570574
29,2,6.191118568943707
42,2,6.2272324631555325
25,2,6.180006601493914
14,2,6.149448691006984
11,2,6.14111471541964
17,2,6.157782666594328
9,2,6.1355587316947435
1,2,6.113334796795158
1,2,6.113334796795158
2,2,6.116112788657606
22,2,6.171672625906569
48,2,6.243900414330222
70,2,6.305016235304081
89,2,6.357798080690596
120,2,6.44391582842649
122,2,6.449471812151385
104,2,6.399467958627318
102,2,6.393911974902422
88,2,6.355020088828148
