weathersit,casual,Predicted Y
1,8,40.681865123929605
1,5,40.681865123929605
1,13,40.681865123929605
1,3,40.681865123929605
1,4,40.681865123929605
1,1,40.681865123929605
1,0,40.681865123929605
1,1,40.681865123929605
1,5,40.681865123929605
1,0,40.681865123929605
1,2,40.681865123929605
1,1,40.681865123929605
1,0,40.681865123929605
1,0,40.681865123929605
1,1,40.681865123929605
1,0,40.681865123929605
1,0,40.681865123929605
1,2,40.681865123929605
2,4,28.91172116657977
2,2,28.91172116657977
2,0,28.91172116657977
2,2,28.91172116657977
2,5,28.91172116657977
2,4,28.91172116657977
2,0,28.91172116657977
2,2,28.91172116657977
1,4,40.681865123929605
1,4,40.681865123929605
1,1,40.681865123929605
1,3,40.681865123929605
1,1,40.681865123929605
1,1,40.681865123929605
1,2,40.681865123929605
1,0,40.681865123929605
1,2,40.681865123929605
1,0,40.681865123929605
2,0,28.91172116657977
2,0,28.91172116657977
2,0,28.91172116657977
2,2,28.91172116657977
2,3,28.91172116657977
2,3,28.91172116657977
2,3,28.91172116657977
2,4,28.91172116657977
2,2,28.91172116657977
2,6,28.91172116657977
2,3,28.91172116657977
2,2,28.91172116657977
2,4,28.91172116657977
2,6,28.91172116657977
3,1,17.141577209229936
3,0,17.141577209229936
3,0,17.141577209229936
3,0,17.141577209229936
3,1,17.141577209229936
3,1,17.141577209229936
2,0,28.91172116657977
2,0,28.91172116657977
1,0,40.681865123929605
1,0,40.681865123929605
1,0,40.681865123929605
1,0,40.681865123929605
1,3,40.681865123929605
1,3,40.681865123929605
1,0,40.681865123929605
1,3,40.681865123929605
1,3,40.681865123929605
1,0,40.681865123929605
1,0,40.681865123929605
1,1,40.681865123929605
1,5,40.681865123929605
1,0,40.681865123929605
1,2,40.681865123929605
1,1,40.681865123929605
1,2,40.681865123929605
1,0,40.681865123929605
1,1,40.681865123929605
1,1,40.681865123929605
1,1,40.681865123929605
1,0,40.681865123929605
1,0,40.681865123929605
1,0,40.681865123929605
1,0,40.681865123929605
1,0,40.681865123929605
1,0,40.681865123929605
1,0,40.681865123929605
1,5,40.681865123929605
1,2,40.681865123929605
2,2,28.91172116657977
2,4,28.91172116657977
1,3,40.681865123929605
1,2,40.681865123929605
1,3,40.681865123929605
1,5,40.681865123929605
1,2,40.681865123929605
1,4,40.681865123929605
1,3,40.681865123929605
1,1,40.681865123929605
1,0,40.681865123929605
1,0,40.681865123929605
1,0,40.681865123929605
1,1,40.681865123929605
1,0,40.681865123929605
1,0,40.681865123929605
1,0,40.681865123929605
1,0,40.681865123929605
1,0,40.681865123929605
1,0,40.681865123929605
1,0,40.681865123929605
1,2,40.681865123929605
1,0,40.681865123929605
1,4,40.681865123929605
1,6,40.681865123929605
1,2,40.681865123929605
1,4,40.681865123929605
1,5,40.681865123929605
1,9,40.681865123929605
1,3,40.681865123929605
1,4,40.681865123929605
1,5,40.681865123929605
1,3,40.681865123929605
1,0,40.681865123929605
1,4,40.681865123929605
2,2,28.91172116657977
2,1,28.91172116657977
1,3,40.681865123929605
2,2,28.91172116657977
2,0,28.91172116657977
2,1,28.91172116657977
2,0,28.91172116657977
1,0,40.681865123929605
1,1,40.681865123929605
1,1,40.681865123929605
1,1,40.681865123929605
1,2,40.681865123929605
1,2,40.681865123929605
1,18,40.681865123929605
1,15,40.681865123929605
1,21,40.681865123929605
1,26,40.681865123929605
2,21,28.91172116657977
2,33,28.91172116657977
2,29,28.91172116657977
2,15,28.91172116657977
2,14,28.91172116657977
2,6,28.91172116657977
2,6,28.91172116657977
2,0,28.91172116657977
1,5,40.681865123929605
1,6,40.681865123929605
1,4,40.681865123929605
1,3,40.681865123929605
1,9,40.681865123929605
1,0,40.681865123929605
2,1,28.91172116657977
2,0,28.91172116657977
2,0,28.91172116657977
1,0,40.681865123929605
1,3,40.681865123929605
1,8,40.681865123929605
1,23,40.681865123929605
1,29,40.681865123929605
1,23,40.681865123929605
1,22,40.681865123929605
1,35,40.681865123929605
1,22,40.681865123929605
1,23,40.681865123929605
1,11,40.681865123929605
1,14,40.681865123929605
1,7,40.681865123929605
1,6,40.681865123929605
2,2,28.91172116657977
2,0,28.91172116657977
2,1,28.91172116657977
2,1,28.91172116657977
2,0,28.91172116657977
2,0,28.91172116657977
2,1,28.91172116657977
2,0,28.91172116657977
2,0,28.91172116657977
2,4,28.91172116657977
2,3,28.91172116657977
2,8,28.91172116657977
2,7,28.91172116657977
2,9,28.91172116657977
2,10,28.91172116657977
2,13,28.91172116657977
2,12,28.91172116657977
2,21,28.91172116657977
2,6,28.91172116657977
1,4,40.681865123929605
2,7,28.91172116657977
3,2,17.141577209229936
3,4,17.141577209229936
3,3,17.141577209229936
3,0,17.141577209229936
3,1,17.141577209229936
2,0,28.91172116657977
2,0,28.91172116657977
2,2,28.91172116657977
2,3,28.91172116657977
2,0,28.91172116657977
2,1,28.91172116657977
2,1,28.91172116657977
2,1,28.91172116657977
2,0,28.91172116657977
2,0,28.91172116657977
2,0,28.91172116657977
2,1,28.91172116657977
2,0,28.91172116657977
3,1,17.141577209229936
3,0,17.141577209229936
3,1,17.141577209229936
2,0,28.91172116657977
2,0,28.91172116657977
2,1,28.91172116657977
2,1,28.91172116657977
2,2,28.91172116657977
2,1,28.91172116657977
2,5,28.91172116657977
2,5,28.91172116657977
1,11,40.681865123929605
1,7,40.681865123929605
1,4,40.681865123929605
1,10,40.681865123929605
1,7,40.681865123929605
1,5,40.681865123929605
1,4,40.681865123929605
1,2,40.681865123929605
1,4,40.681865123929605
1,6,40.681865123929605
1,1,40.681865123929605
1,5,40.681865123929605
1,2,40.681865123929605
1,0,40.681865123929605
1,0,40.681865123929605
1,0,40.681865123929605
1,0,40.681865123929605
1,0,40.681865123929605
1,1,40.681865123929605
1,2,40.681865123929605
2,3,28.91172116657977
1,1,40.681865123929605
2,5,28.91172116657977
2,7,28.91172116657977
2,12,28.91172116657977
2,6,28.91172116657977
2,8,28.91172116657977
2,8,28.91172116657977
2,8,28.91172116657977
2,1,28.91172116657977
1,6,40.681865123929605
2,2,28.91172116657977
2,3,28.91172116657977
2,0,28.91172116657977
2,3,28.91172116657977
2,1,28.91172116657977
2,0,28.91172116657977
3,0,17.141577209229936
3,0,17.141577209229936
2,0,28.91172116657977
1,1,40.681865123929605
1,0,40.681865123929605
1,2,40.681865123929605
1,7,40.681865123929605
1,7,40.681865123929605
1,6,40.681865123929605
1,6,40.681865123929605
1,11,40.681865123929605
1,8,40.681865123929605
1,6,40.681865123929605
1,4,40.681865123929605
1,0,40.681865123929605
1,10,40.681865123929605
1,1,40.681865123929605
1,3,40.681865123929605
1,1,40.681865123929605
1,0,40.681865123929605
1,1,40.681865123929605
1,0,40.681865123929605
1,0,40.681865123929605
2,3,28.91172116657977
2,0,28.91172116657977
2,1,28.91172116657977
2,0,28.91172116657977
2,0,28.91172116657977
1,0,40.681865123929605
1,1,40.681865123929605
1,3,40.681865123929605
2,3,28.91172116657977
2,4,28.91172116657977
2,10,28.91172116657977
1,12,40.681865123929605
1,11,40.681865123929605
1,10,40.681865123929605
1,11,40.681865123929605
1,8,40.681865123929605
1,0,40.681865123929605
1,6,40.681865123929605
1,1,40.681865123929605
1,0,40.681865123929605
1,7,40.681865123929605
1,2,40.681865123929605
1,2,40.681865123929605
1,1,40.681865123929605
1,3,40.681865123929605
1,1,40.681865123929605
2,0,28.91172116657977
2,0,28.91172116657977
1,1,40.681865123929605
1,2,40.681865123929605
1,3,40.681865123929605
1,7,40.681865123929605
1,22,40.681865123929605
1,24,40.681865123929605
1,12,40.681865123929605
1,17,40.681865123929605
1,13,40.681865123929605
1,9,40.681865123929605
1,5,40.681865123929605
1,5,40.681865123929605
1,5,40.681865123929605
1,4,40.681865123929605
1,5,40.681865123929605
1,5,40.681865123929605
1,4,40.681865123929605
1,0,40.681865123929605
1,0,40.681865123929605
1,0,40.681865123929605
1,0,40.681865123929605
1,0,40.681865123929605
1,0,40.681865123929605
1,5,40.681865123929605
1,6,40.681865123929605
1,4,40.681865123929605
1,6,40.681865123929605
1,3,40.681865123929605
2,11,28.91172116657977
2,6,28.91172116657977
2,2,28.91172116657977
1,7,40.681865123929605
1,4,40.681865123929605
1,6,40.681865123929605
1,8,40.681865123929605
1,5,40.681865123929605
1,1,40.681865123929605
1,6,40.681865123929605
2,3,28.91172116657977
2,3,28.91172116657977
2,3,28.91172116657977
2,0,28.91172116657977
1,0,40.681865123929605
1,0,40.681865123929605
1,0,40.681865123929605
1,1,40.681865123929605
1,5,40.681865123929605
2,5,28.91172116657977
2,10,28.91172116657977
2,6,28.91172116657977
2,6,28.91172116657977
2,21,28.91172116657977
2,21,28.91172116657977
2,11,28.91172116657977
2,21,28.91172116657977
2,14,28.91172116657977
1,14,40.681865123929605
2,7,28.91172116657977
2,13,28.91172116657977
1,16,40.681865123929605
1,5,40.681865123929605
1,4,40.681865123929605
2,3,28.91172116657977
2,3,28.91172116657977
2,0,28.91172116657977
3,3,17.141577209229936
3,0,17.141577209229936
3,0,17.141577209229936
3,1,17.141577209229936
3,3,17.141577209229936
3,3,17.141577209229936
3,2,17.141577209229936
3,6,17.141577209229936
3,7,17.141577209229936
3,4,17.141577209229936
3,0,17.141577209229936
3,1,17.141577209229936
4,1,5.371433251880106
3,0,17.141577209229936
1,1,40.681865123929605
1,2,40.681865123929605
1,3,40.681865123929605
1,3,40.681865123929605
1,4,40.681865123929605
1,2,40.681865123929605
1,0,40.681865123929605
1,0,40.681865123929605
2,0,28.91172116657977
2,1,28.91172116657977
2,0,28.91172116657977
2,1,28.91172116657977
2,0,28.91172116657977
2,0,28.91172116657977
2,2,28.91172116657977
2,2,28.91172116657977
3,6,17.141577209229936
3,0,17.141577209229936
3,0,17.141577209229936
3,1,17.141577209229936
3,0,17.141577209229936
3,2,17.141577209229936
2,1,28.91172116657977
1,10,40.681865123929605
1,2,40.681865123929605
1,2,40.681865123929605
2,5,28.91172116657977
2,1,28.91172116657977
2,1,28.91172116657977
1,0,40.681865123929605
1,1,40.681865123929605
1,2,40.681865123929605
1,0,40.681865123929605
1,0,40.681865123929605
1,3,40.681865123929605
1,1,40.681865123929605
1,0,40.681865123929605
1,1,40.681865123929605
1,3,40.681865123929605
1,0,40.681865123929605
2,4,28.91172116657977
2,4,28.91172116657977
2,12,28.91172116657977
2,9,28.91172116657977
2,10,28.91172116657977
1,22,40.681865123929605
1,19,40.681865123929605
1,9,40.681865123929605
1,9,40.681865123929605
2,6,28.91172116657977
1,1,40.681865123929605
1,1,40.681865123929605
1,4,40.681865123929605
1,3,40.681865123929605
1,0,40.681865123929605
1,7,40.681865123929605
1,1,40.681865123929605
1,1,40.681865123929605
1,0,40.681865123929605
1,0,40.681865123929605
1,0,40.681865123929605
2,1,28.91172116657977
2,4,28.91172116657977
2,7,28.91172116657977
1,9,40.681865123929605
1,10,40.681865123929605
1,13,40.681865123929605
1,18,40.681865123929605
1,14,40.681865123929605
1,19,40.681865123929605
1,6,40.681865123929605
1,8,40.681865123929605
1,9,40.681865123929605
2,3,28.91172116657977
2,3,28.91172116657977
2,2,28.91172116657977
2,5,28.91172116657977
2,1,28.91172116657977
1,2,40.681865123929605
1,0,40.681865123929605
1,0,40.681865123929605
1,0,40.681865123929605
1,0,40.681865123929605
1,0,40.681865123929605
2,1,28.91172116657977
2,3,28.91172116657977
2,0,28.91172116657977
2,1,28.91172116657977
2,2,28.91172116657977
2,6,28.91172116657977
2,2,28.91172116657977
2,1,28.91172116657977
2,3,28.91172116657977
2,3,28.91172116657977
2,6,28.91172116657977
2,3,28.91172116657977
1,3,40.681865123929605
3,0,17.141577209229936
3,3,17.141577209229936
2,0,28.91172116657977
2,2,28.91172116657977
2,2,28.91172116657977
2,0,28.91172116657977
2,0,28.91172116657977
2,0,28.91172116657977
3,0,17.141577209229936
3,0,17.141577209229936
3,0,17.141577209229936
3,3,17.141577209229936
2,2,28.91172116657977
2,0,28.91172116657977
2,2,28.91172116657977
2,2,28.91172116657977
2,3,28.91172116657977
2,5,28.91172116657977
2,7,28.91172116657977
2,3,28.91172116657977
2,4,28.91172116657977
2,3,28.91172116657977
2,3,28.91172116657977
2,5,28.91172116657977
2,0,28.91172116657977
2,2,28.91172116657977
3,1,17.141577209229936
3,0,17.141577209229936
3,0,17.141577209229936
3,4,17.141577209229936
3,0,17.141577209229936
3,0,17.141577209229936
3,0,17.141577209229936
3,1,17.141577209229936
3,1,17.141577209229936
3,1,17.141577209229936
2,4,28.91172116657977
2,2,28.91172116657977
2,5,28.91172116657977
2,3,28.91172116657977
1,1,40.681865123929605
1,2,40.681865123929605
1,10,40.681865123929605
1,8,40.681865123929605
1,7,40.681865123929605
1,7,40.681865123929605
1,3,40.681865123929605
1,4,40.681865123929605
1,1,40.681865123929605
1,5,40.681865123929605
1,3,40.681865123929605
1,1,40.681865123929605
1,0,40.681865123929605
1,0,40.681865123929605
1,0,40.681865123929605
1,0,40.681865123929605
1,0,40.681865123929605
1,1,40.681865123929605
1,4,40.681865123929605
1,6,40.681865123929605
1,2,40.681865123929605
1,9,40.681865123929605
1,2,40.681865123929605
1,4,40.681865123929605
1,4,40.681865123929605
1,4,40.681865123929605
1,5,40.681865123929605
1,5,40.681865123929605
1,2,40.681865123929605
1,4,40.681865123929605
1,1,40.681865123929605
1,1,40.681865123929605
1,2,40.681865123929605
1,4,40.681865123929605
2,3,28.91172116657977
2,0,28.91172116657977
2,0,28.91172116657977
2,0,28.91172116657977
2,0,28.91172116657977
2,2,28.91172116657977
1,0,40.681865123929605
1,3,40.681865123929605
2,3,28.91172116657977
2,5,28.91172116657977
1,3,40.681865123929605
2,8,28.91172116657977
2,9,28.91172116657977
2,15,28.91172116657977
2,9,28.91172116657977
2,8,28.91172116657977
2,10,28.91172116657977
2,3,28.91172116657977
2,1,28.91172116657977
2,2,28.91172116657977
2,2,28.91172116657977
2,1,28.91172116657977
2,1,28.91172116657977
2,3,28.91172116657977
2,1,28.91172116657977
2,5,28.91172116657977
2,1,28.91172116657977
3,0,17.141577209229936
3,0,17.141577209229936
3,0,17.141577209229936
3,0,17.141577209229936
3,0,17.141577209229936
3,3,17.141577209229936
3,3,17.141577209229936
3,1,17.141577209229936
3,10,17.141577209229936
3,10,17.141577209229936
3,5,17.141577209229936
3,11,17.141577209229936
3,8,17.141577209229936
2,14,28.91172116657977
2,2,28.91172116657977
2,6,28.91172116657977
1,5,40.681865123929605
1,3,40.681865123929605
1,2,40.681865123929605
1,7,40.681865123929605
1,2,40.681865123929605
1,4,40.681865123929605
1,0,40.681865123929605
1,3,40.681865123929605
1,0,40.681865123929605
1,0,40.681865123929605
1,0,40.681865123929605
1,0,40.681865123929605
1,2,40.681865123929605
1,7,40.681865123929605
1,15,40.681865123929605
1,28,40.681865123929605
1,48,40.681865123929605
1,47,40.681865123929605
1,47,40.681865123929605
1,52,40.681865123929605
1,42,40.681865123929605
1,24,40.681865123929605
1,13,40.681865123929605
1,1,40.681865123929605
1,5,40.681865123929605
1,5,40.681865123929605
1,5,40.681865123929605
1,4,40.681865123929605
1,1,40.681865123929605
1,1,40.681865123929605
1,0,40.681865123929605
1,0,40.681865123929605
1,1,40.681865123929605
1,1,40.681865123929605
1,1,40.681865123929605
1,6,40.681865123929605
2,7,28.91172116657977
1,3,40.681865123929605
1,6,40.681865123929605
1,11,40.681865123929605
2,7,28.91172116657977
2,10,28.91172116657977
2,8,28.91172116657977
2,4,28.91172116657977
2,16,28.91172116657977
2,9,28.91172116657977
2,5,28.91172116657977
2,5,28.91172116657977
2,6,28.91172116657977
1,3,40.681865123929605
1,3,40.681865123929605
2,6,28.91172116657977
2,4,28.91172116657977
2,0,28.91172116657977
2,1,28.91172116657977
3,0,17.141577209229936
1,0,40.681865123929605
1,0,40.681865123929605
1,0,40.681865123929605
1,3,40.681865123929605
1,7,40.681865123929605
1,7,40.681865123929605
1,4,40.681865123929605
1,1,40.681865123929605
1,2,40.681865123929605
2,2,28.91172116657977
1,3,40.681865123929605
1,6,40.681865123929605
1,4,40.681865123929605
1,4,40.681865123929605
1,1,40.681865123929605
1,1,40.681865123929605
1,3,40.681865123929605
1,8,40.681865123929605
1,0,40.681865123929605
1,3,40.681865123929605
1,0,40.681865123929605
1,0,40.681865123929605
1,1,40.681865123929605
1,0,40.681865123929605
1,0,40.681865123929605
1,0,40.681865123929605
1,4,40.681865123929605
1,1,40.681865123929605
1,4,40.681865123929605
1,8,40.681865123929605
2,1,28.91172116657977
2,4,28.91172116657977
1,2,40.681865123929605
1,2,40.681865123929605
2,3,28.91172116657977
2,7,28.91172116657977
2,9,28.91172116657977
2,2,28.91172116657977
3,1,17.141577209229936
3,0,17.141577209229936
2,0,28.91172116657977
3,4,17.141577209229936
3,0,17.141577209229936
3,0,17.141577209229936
3,0,17.141577209229936
3,0,17.141577209229936
2,0,28.91172116657977
2,0,28.91172116657977
2,0,28.91172116657977
1,0,40.681865123929605
1,5,40.681865123929605
1,1,40.681865123929605
1,1,40.681865123929605
1,1,40.681865123929605
1,4,40.681865123929605
1,3,40.681865123929605
1,6,40.681865123929605
1,0,40.681865123929605
1,4,40.681865123929605
1,6,40.681865123929605
1,3,40.681865123929605
1,2,40.681865123929605
1,4,40.681865123929605
1,2,40.681865123929605
1,4,40.681865123929605
1,1,40.681865123929605
1,2,40.681865123929605
1,1,40.681865123929605
1,0,40.681865123929605
1,0,40.681865123929605
1,1,40.681865123929605
1,1,40.681865123929605
1,4,40.681865123929605
1,8,40.681865123929605
1,5,40.681865123929605
1,12,40.681865123929605
1,7,40.681865123929605
1,21,40.681865123929605
1,17,40.681865123929605
1,12,40.681865123929605
1,14,40.681865123929605
1,18,40.681865123929605
1,9,40.681865123929605
1,7,40.681865123929605
1,2,40.681865123929605
1,1,40.681865123929605
1,2,40.681865123929605
1,5,40.681865123929605
1,3,40.681865123929605
1,2,40.681865123929605
1,2,40.681865123929605
1,3,40.681865123929605
1,0,40.681865123929605
1,0,40.681865123929605
1,1,40.681865123929605
1,2,40.681865123929605
1,2,40.681865123929605
1,5,40.681865123929605
1,13,40.681865123929605
1,30,40.681865123929605
1,27,40.681865123929605
1,32,40.681865123929605
1,30,40.681865123929605
1,47,40.681865123929605
1,42,40.681865123929605
1,24,40.681865123929605
1,4,40.681865123929605
1,2,40.681865123929605
1,1,40.681865123929605
1,9,40.681865123929605
1,6,40.681865123929605
1,1,40.681865123929605
1,5,40.681865123929605
1,1,40.681865123929605
2,1,28.91172116657977
2,4,28.91172116657977
2,0,28.91172116657977
2,2,28.91172116657977
2,0,28.91172116657977
2,1,28.91172116657977
2,12,28.91172116657977
1,19,40.681865123929605
1,26,40.681865123929605
1,58,40.681865123929605
1,62,40.681865123929605
2,51,28.91172116657977
2,40,28.91172116657977
2,28,28.91172116657977
1,30,40.681865123929605
1,17,40.681865123929605
1,11,40.681865123929605
1,15,40.681865123929605
1,6,40.681865123929605
1,5,40.681865123929605
1,3,40.681865123929605
1,3,40.681865123929605
1,1,40.681865123929605
1,0,40.681865123929605
1,1,40.681865123929605
1,0,40.681865123929605
1,0,40.681865123929605
1,1,40.681865123929605
1,2,40.681865123929605
1,7,40.681865123929605
1,8,40.681865123929605
1,9,40.681865123929605
1,10,40.681865123929605
1,27,40.681865123929605
1,27,40.681865123929605
1,14,40.681865123929605
1,19,40.681865123929605
1,16,40.681865123929605
1,25,40.681865123929605
1,11,40.681865123929605
1,12,40.681865123929605
1,5,40.681865123929605
1,8,40.681865123929605
1,1,40.681865123929605
1,1,40.681865123929605
1,7,40.681865123929605
1,0,40.681865123929605
1,1,40.681865123929605
1,0,40.681865123929605
1,0,40.681865123929605
1,0,40.681865123929605
1,2,40.681865123929605
1,10,40.681865123929605
1,2,40.681865123929605
1,5,40.681865123929605
1,11,40.681865123929605
1,6,40.681865123929605
1,14,40.681865123929605
1,10,40.681865123929605
1,11,40.681865123929605
1,21,40.681865123929605
1,15,40.681865123929605
1,14,40.681865123929605
1,3,40.681865123929605
1,3,40.681865123929605
1,5,40.681865123929605
1,0,40.681865123929605
2,0,28.91172116657977
1,0,40.681865123929605
1,0,40.681865123929605
2,0,28.91172116657977
1,0,40.681865123929605
1,0,40.681865123929605
1,1,40.681865123929605
2,5,28.91172116657977
2,6,28.91172116657977
1,2,40.681865123929605
1,14,40.681865123929605
1,7,40.681865123929605
1,14,40.681865123929605
1,13,40.681865123929605
1,17,40.681865123929605
1,35,40.681865123929605
1,26,40.681865123929605
1,11,40.681865123929605
1,20,40.681865123929605
1,18,40.681865123929605
1,10,40.681865123929605
1,5,40.681865123929605
1,12,40.681865123929605
1,2,40.681865123929605
1,1,40.681865123929605
1,0,40.681865123929605
2,2,28.91172116657977
1,3,40.681865123929605
1,3,40.681865123929605
1,1,40.681865123929605
1,3,40.681865123929605
1,7,40.681865123929605
1,18,40.681865123929605
1,16,40.681865123929605
1,18,40.681865123929605
2,19,28.91172116657977
1,15,40.681865123929605
1,15,40.681865123929605
1,26,40.681865123929605
1,15,40.681865123929605
2,29,28.91172116657977
2,18,28.91172116657977
2,11,28.91172116657977
1,14,40.681865123929605
1,8,40.681865123929605
1,5,40.681865123929605
1,8,40.681865123929605
1,4,40.681865123929605
1,12,40.681865123929605
1,1,40.681865123929605
1,2,40.681865123929605
1,2,40.681865123929605
1,0,40.681865123929605
2,1,28.91172116657977
2,2,28.91172116657977
2,8,28.91172116657977
2,26,28.91172116657977
2,15,28.91172116657977
2,17,28.91172116657977
1,31,40.681865123929605
1,59,40.681865123929605
1,45,40.681865123929605
1,73,40.681865123929605
1,55,40.681865123929605
1,68,40.681865123929605
1,52,40.681865123929605
1,29,40.681865123929605
1,16,40.681865123929605
1,19,40.681865123929605
1,11,40.681865123929605
1,19,40.681865123929605
1,16,40.681865123929605
1,6,40.681865123929605
1,10,40.681865123929605
1,3,40.681865123929605
1,0,40.681865123929605
1,0,40.681865123929605
1,0,40.681865123929605
1,3,40.681865123929605
1,6,40.681865123929605
1,9,40.681865123929605
1,18,40.681865123929605
1,34,40.681865123929605
1,47,40.681865123929605
1,38,40.681865123929605
1,52,40.681865123929605
1,102,40.681865123929605
1,84,40.681865123929605
1,39,40.681865123929605
1,36,40.681865123929605
1,21,40.681865123929605
1,5,40.681865123929605
1,9,40.681865123929605
1,4,40.681865123929605
1,2,40.681865123929605
1,4,40.681865123929605
1,3,40.681865123929605
1,5,40.681865123929605
1,0,40.681865123929605
1,9,40.681865123929605
1,0,40.681865123929605
1,1,40.681865123929605
1,0,40.681865123929605
1,2,40.681865123929605
1,7,40.681865123929605
2,34,28.91172116657977
2,72,28.91172116657977
1,62,40.681865123929605
1,76,40.681865123929605
1,108,40.681865123929605
1,66,40.681865123929605
1,59,40.681865123929605
1,60,40.681865123929605
2,30,28.91172116657977
2,3,28.91172116657977
2,12,28.91172116657977
2,17,28.91172116657977
2,4,28.91172116657977
2,9,28.91172116657977
2,7,28.91172116657977
2,2,28.91172116657977
2,1,28.91172116657977
2,2,28.91172116657977
1,1,40.681865123929605
2,1,28.91172116657977
2,2,28.91172116657977
