hum,windspeed,Predicted Y
0.25,0.0,-0.04048736706239173
0.25,0.0,-0.04048736706239173
0.25,0.0,-0.04048736706239173
0.25,0.0,-0.04048736706239173
0.25,0.0,-0.04048736706239173
0.25,0.0,-0.04048736706239173
0.25,0.0,-0.04048736706239173
0.25,0.0,-0.04048736706239173
0.25,0.0,-0.04048736706239173
0.25,0.0,-0.04048736706239173
0.25,0.0,-0.04048736706239173
0.25,0.0,-0.04048736706239173
0.25,0.0,-0.04048736706239173
0.25,0.0,-0.04048736706239173
0.25,0.0,-0.04048736706239173
0.25,0.0,-0.04048736706239173
0.25,0.0,-0.04048736706239173
0.25,0.0,-0.04048736706239173
0.25,0.0,-0.04048736706239173
0.25,0.0,-0.04048736706239173
0.25,0.0,-0.04048736706239173
0.25,0.0,-0.04048736706239173
0.25,0.0,-0.04048736706239173
0.25,0.0,-0.04048736706239173
0.25,0.0,-0.04048736706239173
0.25,0.0,-0.04048736706239173
0.25,0.0,-0.04048736706239173
0.25,0.0,-0.04048736706239173
0.25,0.0,-0.04048736706239173
0.25,0.0,-0.04048736706239173
0.25,0.0,-0.04048736706239173
0.25,0.0,-0.04048736706239173
0.25,0.0,-0.04048736706239173
0.25,0.0,-0.04048736706239173
0.25,0.0,-0.04048736706239173
0.25,0.0,-0.04048736706239173
0.25,0.0,-0.04048736706239173
0.25,0.0,-0.04048736706239173
0.25,0.0,-0.04048736706239173
0.25,0.0,-0.04048736706239173
0.25,0.0,-0.04048736706239173
0.25,0.0,-0.04048736706239173
0.25,0.0,-0.04048736706239173
0.25,0.0,-0.04048736706239173
0.25,0.0,-0.04048736706239173
0.25,0.0,-0.04048736706239173
0.25,0.0,-0.04048736706239173
0.25,0.0,-0.04048736706239173
0.25,0.0,-0.04048736706239173
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.26,0.0,-0.03437476512736401
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.27,0.0,-0.028262163192336293
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.28,0.0,-0.022149561257308575
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.29,0.0,-0.016036959322280914
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.3,0.0,-0.009924357387253196
0.31,0.0,-0.0038117554522254793
0.31,0.0,-0.0038117554522254793
