instant,yr,Predicted Y
176,0,-0.23227257674656104
177,0,-0.23218626794478234
178,0,-0.23209995914300363
179,0,-0.23201365034122493
180,0,-0.23192734153944622
181,0,-0.2318410327376675
182,0,-0.2317547239358888
183,0,-0.2316684151341101
184,0,-0.2315821063323314
185,0,-0.2314957975305527
186,0,-0.23140948872877398
187,0,-0.23132317992699528
188,0,-0.23123687112521657
189,0,-0.23115056232343786
190,0,-0.23106425352165916
191,0,-0.23097794471988048
192,0,-0.23089163591810177
193,0,-0.23080532711632307
194,0,-0.23071901831454436
195,0,-0.23063270951276565
196,0,-0.23054640071098695
197,0,-0.23046009190920824
198,0,-0.23037378310742954
199,0,-0.23028747430565083
200,0,-0.23020116550387212
201,0,-0.23011485670209342
202,0,-0.2300285479003147
203,0,-0.229942239098536
204,0,-0.2298559302967573
205,0,-0.2297696214949786
206,0,-0.2296833126931999
207,0,-0.22959700389142118
208,0,-0.2295106950896425
209,0,-0.22942438628786377
210,0,-0.2293380774860851
211,0,-0.22925176868430638
212,0,-0.22916545988252768
213,0,-0.22907915108074897
214,0,-0.22899284227897027
215,0,-0.22890653347719156
216,0,-0.22882022467541285
217,0,-0.22873391587363415
218,0,-0.22864760707185544
219,0,-0.22856129827007673
220,0,-0.22847498946829803
221,0,-0.22838868066651932
222,0,-0.22830237186474062
223,0,-0.2282160630629619
224,0,-0.2281297542611832
225,0,-0.2280434454594045
226,0,-0.2279571366576258
227,0,-0.2278708278558471
228,0,-0.2277845190540684
229,0,-0.2276982102522897
230,0,-0.227611901450511
231,0,-0.2275255926487323
232,0,-0.22743928384695358
233,0,-0.22735297504517488
234,0,-0.22726666624339617
235,0,-0.22718035744161746
236,0,-0.22709404863983876
237,0,-0.22700773983806005
238,0,-0.22692143103628135
239,0,-0.22683512223450264
240,0,-0.22674881343272393
241,0,-0.22666250463094523
242,0,-0.22657619582916652
243,0,-0.22648988702738782
244,0,-0.22640357822560914
245,0,-0.2263172694238304
246,0,-0.22623096062205172
247,0,-0.22614465182027302
248,0,-0.2260583430184943
249,0,-0.2259720342167156
250,0,-0.2258857254149369
251,0,-0.2257994166131582
252,0,-0.2257131078113795
253,0,-0.22562679900960078
254,0,-0.22554049020782208
255,0,-0.22545418140604337
256,0,-0.22536787260426466
257,0,-0.22528156380248596
258,0,-0.22519525500070725
259,0,-0.22510894619892854
260,0,-0.22502263739714984
261,0,-0.22493632859537113
262,0,-0.22485001979359243
263,0,-0.22476371099181375
264,0,-0.22467740219003504
265,0,-0.22459109338825634
266,0,-0.22450478458647763
267,0,-0.22441847578469892
268,0,-0.22433216698292022
269,0,-0.2242458581811415
270,0,-0.2241595493793628
271,0,-0.2240732405775841
272,0,-0.2239869317758054
273,0,-0.2239006229740267
274,0,-0.22381431417224798
275,0,-0.22372800537046927
276,0,-0.22364169656869057
277,0,-0.22355538776691186
278,0,-0.22346907896513316
279,0,-0.22338277016335445
280,0,-0.22329646136157577
281,0,-0.22321015255979704
282,0,-0.22312384375801836
283,0,-0.22303753495623965
284,0,-0.22295122615446095
285,0,-0.22286491735268224
286,0,-0.22277860855090353
287,0,-0.22269229974912483
288,0,-0.22260599094734612
289,0,-0.22251968214556742
290,0,-0.2224333733437887
291,0,-0.22234706454201
292,0,-0.2222607557402313
293,0,-0.2221744469384526
294,0,-0.22208813813667388
295,0,-0.22200182933489518
296,0,-0.22191552053311647
297,0,-0.22182921173133777
298,0,-0.22174290292955906
299,0,-0.22165659412778038
300,0,-0.22157028532600165
301,0,-0.22148397652422297
302,0,-0.22139766772244426
303,0,-0.22131135892066556
304,0,-0.22122505011888685
305,0,-0.22113874131710815
306,0,-0.22105243251532944
307,0,-0.22096612371355073
308,0,-0.22087981491177203
309,0,-0.22079350610999332
310,0,-0.22070719730821461
311,0,-0.2206208885064359
312,0,-0.2205345797046572
313,0,-0.2204482709028785
314,0,-0.2203619621010998
315,0,-0.22027565329932108
316,0,-0.22018934449754238
317,0,-0.22010303569576367
318,0,-0.220016726893985
319,0,-0.2199304180922063
320,0,-0.21984410929042758
321,0,-0.21975780048864887
322,0,-0.21967149168687017
323,0,-0.21958518288509146
324,0,-0.21949887408331276
325,0,-0.21941256528153405
326,0,-0.21932625647975534
327,0,-0.21923994767797664
328,0,-0.21915363887619793
329,0,-0.21906733007441923
330,0,-0.21898102127264052
331,0,-0.2188947124708618
332,0,-0.2188084036690831
333,0,-0.2187220948673044
334,0,-0.2186357860655257
335,0,-0.21854947726374702
336,0,-0.21846316846196828
337,0,-0.2183768596601896
338,0,-0.2182905508584109
339,0,-0.2182042420566322
340,0,-0.21811793325485349
341,0,-0.21803162445307478
342,0,-0.21794531565129607
343,0,-0.21785900684951737
344,0,-0.21777269804773866
345,0,-0.21768638924595995
346,0,-0.21760008044418125
347,0,-0.21751377164240254
348,0,-0.21742746284062384
349,0,-0.21734115403884513
350,0,-0.21725484523706642
351,0,-0.21716853643528772
352,0,-0.217082227633509
353,0,-0.2169959188317303
354,0,-0.21690961002995163
355,0,-0.21682330122817292
356,0,-0.21673699242639421
357,0,-0.2166506836246155
358,0,-0.2165643748228368
359,0,-0.2164780660210581
360,0,-0.2163917572192794
361,0,-0.21630544841750068
362,0,-0.21621913961572198
363,0,-0.21613283081394327
364,0,-0.21604652201216457
365,0,-0.21596021321038586
366,0,-0.21587390440860715
367,0,-0.21578759560682845
368,0,-0.21570128680504974
369,0,-0.21561497800327104
370,0,-0.21552866920149233
371,0,-0.21544236039971365
372,0,-0.21535605159793492
373,0,-0.21526974279615624
374,0,-0.21518343399437753
375,0,-0.21509712519259883
376,0,-0.21501081639082012
377,0,-0.2149245075890414
378,0,-0.2148381987872627
379,0,-0.214751889985484
380,0,-0.2146655811837053
381,0,-0.2145792723819266
382,0,-0.21449296358014788
383,0,-0.21440665477836918
384,0,-0.21432034597659047
385,0,-0.21423403717481176
386,0,-0.21414772837303306
387,0,-0.21406141957125435
388,0,-0.21397511076947567
389,0,-0.21388880196769694
390,0,-0.21380249316591826
391,0,-0.21371618436413953
392,0,-0.21362987556236085
393,0,-0.21354356676058214
394,0,-0.21345725795880344
395,0,-0.21337094915702473
396,0,-0.21328464035524602
397,0,-0.21319833155346732
398,0,-0.2131120227516886
399,0,-0.2130257139499099
400,0,-0.2129394051481312
401,0,-0.2128530963463525
402,0,-0.2127667875445738
403,0,-0.21268047874279508
404,0,-0.21259416994101638
405,0,-0.21250786113923767
406,0,-0.21242155233745896
407,0,-0.21233524353568028
408,0,-0.21224893473390155
409,0,-0.21216262593212287
410,0,-0.21207631713034414
411,0,-0.21199000832856546
412,0,-0.21190369952678675
413,0,-0.21181739072500805
414,0,-0.21173108192322934
415,0,-0.21164477312145064
416,0,-0.21155846431967193
417,0,-0.21147215551789322
418,0,-0.21138584671611452
419,0,-0.2112995379143358
420,0,-0.2112132291125571
421,0,-0.2111269203107784
422,0,-0.2110406115089997
423,0,-0.210954302707221
424,0,-0.2108679939054423
425,0,-0.21078168510366357
426,0,-0.2106953763018849
427,0,-0.21060906750010616
428,0,-0.21052275869832748
429,0,-0.21043644989654878
430,0,-0.21035014109477007
431,0,-0.21026383229299137
432,0,-0.21017752349121266
433,0,-0.21009121468943395
434,0,-0.21000490588765525
435,0,-0.20991859708587654
436,0,-0.20983228828409783
437,0,-0.20974597948231913
438,0,-0.20965967068054042
439,0,-0.20957336187876172
440,0,-0.209487053076983
441,0,-0.2094007442752043
442,0,-0.2093144354734256
443,0,-0.20922812667164692
444,0,-0.20914181786986819
445,0,-0.2090555090680895
446,0,-0.20896920026631077
447,0,-0.2088828914645321
448,0,-0.2087965826627534
449,0,-0.20871027386097468
450,0,-0.20862396505919598
451,0,-0.20853765625741727
452,0,-0.20845134745563856
453,0,-0.20836503865385986
454,0,-0.20827872985208115
455,0,-0.20819242105030245
456,0,-0.20810611224852374
457,0,-0.20801980344674503
458,0,-0.20793349464496633
459,0,-0.20784718584318762
460,0,-0.20776087704140894
461,0,-0.2076745682396302
462,0,-0.20758825943785153
463,0,-0.2075019506360728
464,0,-0.20741564183429412
465,0,-0.2073293330325154
466,0,-0.2072430242307367
467,0,-0.207156715428958
468,0,-0.2070704066271793
469,0,-0.2069840978254006
470,0,-0.20689778902362188
471,0,-0.20681148022184317
472,0,-0.20672517142006447
473,0,-0.20663886261828576
474,0,-0.20655255381650706
475,0,-0.20646624501472835
476,0,-0.20637993621294964
477,0,-0.20629362741117094
478,0,-0.20620731860939223
479,0,-0.20612100980761355
480,0,-0.20603470100583482
481,0,-0.20594839220405614
482,0,-0.2058620834022774
483,0,-0.20577577460049873
484,0,-0.20568946579872002
485,0,-0.20560315699694132
486,0,-0.2055168481951626
487,0,-0.2054305393933839
488,0,-0.2053442305916052
489,0,-0.2052579217898265
490,0,-0.20517161298804779
491,0,-0.20508530418626908
492,0,-0.20499899538449037
493,0,-0.20491268658271167
494,0,-0.20482637778093296
495,0,-0.20474006897915425
496,0,-0.20465376017737555
497,0,-0.20456745137559684
498,0,-0.20448114257381816
499,0,-0.20439483377203943
500,0,-0.20430852497026075
501,0,-0.20422221616848205
502,0,-0.20413590736670334
503,0,-0.20404959856492463
504,0,-0.20396328976314593
505,0,-0.20387698096136722
506,0,-0.20379067215958852
507,0,-0.2037043633578098
508,0,-0.2036180545560311
509,0,-0.2035317457542524
510,0,-0.2034454369524737
511,0,-0.20335912815069498
512,0,-0.20327281934891628
513,0,-0.20318651054713757
514,0,-0.20310020174535887
515,0,-0.2030138929435802
516,0,-0.20292758414180145
517,0,-0.20284127534002278
518,0,-0.20275496653824404
519,0,-0.20266865773646536
520,0,-0.20258234893468666
521,0,-0.20249604013290795
522,0,-0.20240973133112924
523,0,-0.20232342252935054
524,0,-0.20223711372757183
525,0,-0.20215080492579313
526,0,-0.20206449612401442
527,0,-0.2019781873222357
528,0,-0.201891878520457
529,0,-0.2018055697186783
530,0,-0.2017192609168996
531,0,-0.2016329521151209
532,0,-0.20154664331334218
533,0,-0.20146033451156348
534,0,-0.2013740257097848
535,0,-0.20128771690800606
536,0,-0.2012014081062274
537,0,-0.20111509930444868
538,0,-0.20102879050266997
539,0,-0.20094248170089127
540,0,-0.20085617289911256
541,0,-0.20076986409733386
542,0,-0.20068355529555515
543,0,-0.20059724649377644
544,0,-0.20051093769199774
545,0,-0.20042462889021903
546,0,-0.20033832008844032
547,0,-0.20025201128666162
548,0,-0.2001657024848829
549,0,-0.2000793936831042
550,0,-0.1999930848813255
551,0,-0.19990677607954682
552,0,-0.1998204672777681
553,0,-0.1997341584759894
554,0,-0.19964784967421068
555,0,-0.199561540872432
556,0,-0.1994752320706533
557,0,-0.19938892326887458
558,0,-0.19930261446709588
559,0,-0.19921630566531717
560,0,-0.19912999686353847
561,0,-0.19904368806175976
562,0,-0.19895737925998105
563,0,-0.19887107045820235
564,0,-0.19878476165642364
565,0,-0.19869845285464494
566,0,-0.19861214405286623
567,0,-0.19852583525108752
568,0,-0.19843952644930882
569,0,-0.1983532176475301
570,0,-0.19826690884575143
571,0,-0.1981806000439727
572,0,-0.19809429124219402
573,0,-0.1980079824404153
574,0,-0.1979216736386366
575,0,-0.1978353648368579
576,0,-0.1977490560350792
577,0,-0.1976627472333005
578,0,-0.19757643843152178
579,0,-0.19749012962974308
580,0,-0.19740382082796437
581,0,-0.19731751202618567
582,0,-0.19723120322440696
583,0,-0.19714489442262825
584,0,-0.19705858562084955
585,0,-0.19697227681907084
586,0,-0.19688596801729213
587,0,-0.19679965921551346
588,0,-0.19671335041373472
589,0,-0.19662704161195604
590,0,-0.1965407328101773
591,0,-0.19645442400839863
592,0,-0.19636811520661993
593,0,-0.19628180640484122
594,0,-0.1961954976030625
595,0,-0.1961091888012838
596,0,-0.1960228799995051
597,0,-0.1959365711977264
598,0,-0.1958502623959477
599,0,-0.19576395359416898
600,0,-0.19567764479239028
601,0,-0.19559133599061157
602,0,-0.19550502718883286
603,0,-0.19541871838705416
604,0,-0.19533240958527545
605,0,-0.19524610078349675
606,0,-0.19515979198171807
607,0,-0.19507348317993933
608,0,-0.19498717437816065
609,0,-0.19490086557638192
610,0,-0.19481455677460324
611,0,-0.19472824797282454
612,0,-0.19464193917104583
613,0,-0.19455563036926712
614,0,-0.19446932156748842
615,0,-0.1943830127657097
616,0,-0.194296703963931
617,0,-0.1942103951621523
618,0,-0.1941240863603736
619,0,-0.1940377775585949
620,0,-0.19395146875681618
621,0,-0.19386515995503747
622,0,-0.19377885115325877
623,0,-0.19369254235148006
624,0,-0.19360623354970136
625,0,-0.19351992474792268
626,0,-0.19343361594614394
627,0,-0.19334730714436527
628,0,-0.19326099834258656
629,0,-0.19317468954080785
630,0,-0.19308838073902915
631,0,-0.19300207193725044
632,0,-0.19291576313547174
633,0,-0.19282945433369303
634,0,-0.19274314553191432
635,0,-0.19265683673013562
636,0,-0.1925705279283569
637,0,-0.1924842191265782
638,0,-0.1923979103247995
639,0,-0.1923116015230208
640,0,-0.19222529272124209
641,0,-0.19213898391946338
642,0,-0.1920526751176847
643,0,-0.19196636631590597
644,0,-0.1918800575141273
645,0,-0.19179374871234856
646,0,-0.19170743991056988
647,0,-0.19162113110879117
648,0,-0.19153482230701246
649,0,-0.19144851350523376
650,0,-0.19136220470345505
651,0,-0.19127589590167635
652,0,-0.19118958709989764
653,0,-0.19110327829811893
654,0,-0.19101696949634023
655,0,-0.19093066069456152
656,0,-0.19084435189278282
657,0,-0.1907580430910041
658,0,-0.1906717342892254
659,0,-0.1905854254874467
660,0,-0.190499116685668
661,0,-0.1904128078838893
662,0,-0.19032649908211058
663,0,-0.1902401902803319
664,0,-0.1901538814785532
665,0,-0.1900675726767745
666,0,-0.18998126387499578
667,0,-0.18989495507321708
668,0,-0.18980864627143837
669,0,-0.18972233746965966
670,0,-0.18963602866788096
671,0,-0.18954971986610225
672,0,-0.18946341106432354
673,0,-0.18937710226254484
674,0,-0.18929079346076613
675,0,-0.18920448465898743
676,0,-0.18911817585720872
677,0,-0.18903186705543001
678,0,-0.18894555825365134
679,0,-0.1888592494518726
680,0,-0.18877294065009392
681,0,-0.1886866318483152
682,0,-0.1886003230465365
683,0,-0.1885140142447578
684,0,-0.1884277054429791
685,0,-0.1883413966412004
686,0,-0.1882550878394217
687,0,-0.18816877903764298
688,0,-0.18808247023586427
689,0,-0.18799616143408557
690,0,-0.18790985263230686
691,0,-0.18782354383052816
692,0,-0.18773723502874945
693,0,-0.18765092622697074
694,0,-0.18756461742519204
695,0,-0.18747830862341333
696,0,-0.18739199982163462
697,0,-0.18730569101985595
698,0,-0.1872193822180772
699,0,-0.18713307341629853
700,0,-0.1870467646145198
701,0,-0.18696045581274112
702,0,-0.18687414701096242
703,0,-0.1867878382091837
704,0,-0.186701529407405
705,0,-0.1866152206056263
706,0,-0.1865289118038476
707,0,-0.18644260300206889
708,0,-0.18635629420029018
709,0,-0.18626998539851147
710,0,-0.18618367659673277
711,0,-0.18609736779495406
712,0,-0.18601105899317535
713,0,-0.18592475019139665
714,0,-0.18583844138961797
715,0,-0.18575213258783924
716,0,-0.18566582378606056
717,0,-0.18557951498428182
718,0,-0.18549320618250315
719,0,-0.18540689738072444
720,0,-0.18532058857894573
721,0,-0.18523427977716703
722,0,-0.18514797097538832
723,0,-0.18506166217360961
724,0,-0.1849753533718309
725,0,-0.1848890445700522
726,0,-0.1848027357682735
727,0,-0.1847164269664948
728,0,-0.18463011816471608
729,0,-0.18454380936293738
730,0,-0.18445750056115867
731,0,-0.18437119175938
732,0,-0.18428488295760126
733,0,-0.18419857415582258
734,0,-0.18411226535404385
735,0,-0.18402595655226517
736,0,-0.18393964775048643
737,0,-0.18385333894870776
738,0,-0.18376703014692902
739,0,-0.18368072134515034
740,0,-0.18359441254337164
741,0,-0.18350810374159293
742,0,-0.18342179493981423
743,0,-0.18333548613803552
744,0,-0.1832491773362568
745,0,-0.1831628685344781
746,0,-0.1830765597326994
747,0,-0.1829902509309207
748,0,-0.18290394212914202
749,0,-0.18281763332736328
750,0,-0.1827313245255846
751,0,-0.18264501572380587
752,0,-0.1825587069220272
753,0,-0.18247239812024846
754,0,-0.18238608931846978
755,0,-0.18229978051669105
756,0,-0.18221347171491237
757,0,-0.18212716291313366
758,0,-0.18204085411135495
759,0,-0.18195454530957625
760,0,-0.18186823650779754
761,0,-0.18178192770601884
762,0,-0.18169561890424013
763,0,-0.18160931010246142
764,0,-0.18152300130068272
765,0,-0.181436692498904
766,0,-0.1813503836971253
767,0,-0.18126407489534663
768,0,-0.1811777660935679
769,0,-0.18109145729178922
770,0,-0.18100514849001048
771,0,-0.1809188396882318
772,0,-0.18083253088645307
773,0,-0.1807462220846744
774,0,-0.18065991328289566
775,0,-0.18057360448111698
776,0,-0.18048729567933827
777,0,-0.18040098687755957
778,0,-0.18031467807578086
779,0,-0.18022836927400215
780,0,-0.18014206047222345
781,0,-0.18005575167044474
782,0,-0.17996944286866604
783,0,-0.17988313406688733
784,0,-0.17979682526510865
785,0,-0.17971051646332992
786,0,-0.17962420766155124
787,0,-0.1795378988597725
788,0,-0.17945159005799383
789,0,-0.1793652812562151
790,0,-0.1792789724544364
791,0,-0.17919266365265768
792,0,-0.179106354850879
793,0,-0.1790200460491003
794,0,-0.1789337372473216
795,0,-0.17884742844554288
796,0,-0.17876111964376418
797,0,-0.17867481084198547
798,0,-0.17858850204020676
799,0,-0.17850219323842806
800,0,-0.17841588443664935
801,0,-0.17832957563487065
802,0,-0.17824326683309194
803,0,-0.17815695803131326
804,0,-0.17807064922953453
805,0,-0.17798434042775585
806,0,-0.17789803162597712
807,0,-0.17781172282419844
808,0,-0.1777254140224197
809,0,-0.17763910522064102
810,0,-0.1775527964188623
811,0,-0.1774664876170836
812,0,-0.1773801788153049
813,0,-0.1772938700135262
814,0,-0.1772075612117475
815,0,-0.1771212524099688
816,0,-0.17703494360819008
817,0,-0.17694863480641138
818,0,-0.17686232600463267
819,0,-0.17677601720285396
820,0,-0.17668970840107526
821,0,-0.17660339959929655
822,0,-0.17651709079751787
823,0,-0.17643078199573914
824,0,-0.17634447319396046
825,0,-0.17625816439218173
826,0,-0.17617185559040305
827,0,-0.17608554678862431
828,0,-0.17599923798684564
829,0,-0.1759129291850669
830,0,-0.17582662038328822
831,0,-0.17574031158150952
832,0,-0.1756540027797308
833,0,-0.1755676939779521
834,0,-0.1754813851761734
835,0,-0.1753950763743947
836,0,-0.175308767572616
837,0,-0.17522245877083728
838,0,-0.17513614996905857
839,0,-0.1750498411672799
840,0,-0.17496353236550116
841,0,-0.17487722356372248
842,0,-0.17479091476194375
843,0,-0.17470460596016507
844,0,-0.17461829715838634
845,0,-0.17453198835660766
846,0,-0.17444567955482893
847,0,-0.17435937075305025
848,0,-0.17427306195127154
849,0,-0.17418675314949283
850,0,-0.17410044434771413
851,0,-0.17401413554593542
852,0,-0.17392782674415672
853,0,-0.173841517942378
854,0,-0.1737552091405993
855,0,-0.1736689003388206
856,0,-0.1735825915370419
857,0,-0.17349628273526319
858,0,-0.1734099739334845
859,0,-0.17332366513170577
860,0,-0.1732373563299271
861,0,-0.17315104752814836
862,0,-0.17306473872636968
863,0,-0.17297842992459095
864,0,-0.17289212112281227
865,0,-0.17280581232103354
866,0,-0.17271950351925486
867,0,-0.17263319471747615
868,0,-0.17254688591569745
869,0,-0.17246057711391874
870,0,-0.17237426831214003
871,0,-0.17228795951036133
872,0,-0.17220165070858262
873,0,-0.17211534190680391
874,0,-0.1720290331050252
875,0,-0.17194272430324653
876,0,-0.1718564155014678
877,0,-0.17177010669968912
878,0,-0.17168379789791038
879,0,-0.1715974890961317
880,0,-0.17151118029435297
881,0,-0.1714248714925743
882,0,-0.17133856269079556
883,0,-0.17125225388901688
884,0,-0.17116594508723817
885,0,-0.17107963628545947
886,0,-0.17099332748368076
887,0,-0.17090701868190206
888,0,-0.17082070988012335
889,0,-0.17073440107834464
890,0,-0.17064809227656594
891,0,-0.17056178347478723
892,0,-0.17047547467300853
893,0,-0.17038916587122982
894,0,-0.17030285706945114
895,0,-0.1702165482676724
896,0,-0.17013023946589373
897,0,-0.170043930664115
898,0,-0.16995762186233632
899,0,-0.16987131306055758
900,0,-0.1697850042587789
901,0,-0.16969869545700017
902,0,-0.1696123866552215
903,0,-0.16952607785344279
904,0,-0.16943976905166408
905,0,-0.16935346024988537
906,0,-0.16926715144810667
907,0,-0.16918084264632796
908,0,-0.16909453384454926
909,0,-0.16900822504277055
910,0,-0.16892191624099184
911,0,-0.16883560743921316
912,0,-0.16874929863743443
913,0,-0.16866298983565575
914,0,-0.16857668103387702
915,0,-0.16849037223209834
916,0,-0.1684040634303196
917,0,-0.16831775462854093
918,0,-0.1682314458267622
919,0,-0.16814513702498352
920,0,-0.1680588282232048
921,0,-0.1679725194214261
922,0,-0.1678862106196474
923,0,-0.1677999018178687
924,0,-0.16771359301608998
925,0,-0.16762728421431128
926,0,-0.16754097541253257
927,0,-0.16745466661075387
928,0,-0.16736835780897516
929,0,-0.16728204900719645
930,0,-0.16719574020541778
931,0,-0.16710943140363904
932,0,-0.16702312260186036
933,0,-0.16693681380008163
934,0,-0.16685050499830295
935,0,-0.16676419619652422
936,0,-0.16667788739474554
937,0,-0.1665915785929668
938,0,-0.16650526979118813
939,0,-0.16641896098940942
940,0,-0.16633265218763071
941,0,-0.166246343385852
942,0,-0.1661600345840733
943,0,-0.1660737257822946
944,0,-0.1659874169805159
945,0,-0.16590110817873718
946,0,-0.16581479937695848
947,0,-0.1657284905751798
948,0,-0.16564218177340106
949,0,-0.1655558729716224
950,0,-0.16546956416984365
951,0,-0.16538325536806497
952,0,-0.16529694656628624
953,0,-0.16521063776450756
954,0,-0.16512432896272883
955,0,-0.16503802016095015
956,0,-0.16495171135917142
957,0,-0.16486540255739274
958,0,-0.16477909375561403
959,0,-0.16469278495383533
960,0,-0.16460647615205662
961,0,-0.1645201673502779
962,0,-0.1644338585484992
963,0,-0.1643475497467205
964,0,-0.1642612409449418
965,0,-0.1641749321431631
966,0,-0.1640886233413844
967,0,-0.16400231453960568
968,0,-0.163916005737827
969,0,-0.16382969693604826
970,0,-0.16374338813426959
971,0,-0.16365707933249085
972,0,-0.16357077053071217
973,0,-0.16348446172893344
974,0,-0.16339815292715476
975,0,-0.16331184412537605
976,0,-0.16322553532359735
977,0,-0.16313922652181864
978,0,-0.16305291772003994
979,0,-0.16296660891826123
980,0,-0.16288030011648252
981,0,-0.16279399131470382
982,0,-0.1627076825129251
983,0,-0.1626213737111464
984,0,-0.1625350649093677
985,0,-0.16244875610758902
986,0,-0.1623624473058103
987,0,-0.1622761385040316
988,0,-0.16218982970225287
989,0,-0.1621035209004742
990,0,-0.16201721209869546
991,0,-0.16193090329691678
992,0,-0.16184459449513805
993,0,-0.16175828569335937
994,0,-0.16167197689158067
995,0,-0.16158566808980196
996,0,-0.16149935928802325
997,0,-0.16141305048624455
998,0,-0.16132674168446584
999,0,-0.16124043288268713
