hr,hum,Predicted Y
13,0.26,0.6270297173982619
14,0.26,0.6268926988151265
15,0.27,0.6267556802319912
16,0.27,0.6266186616488559
17,0.27,0.6264816430657206
18,0.27,0.6263446244825852
19,0.27,0.6262076058994499
20,0.27,0.6260705873163146
21,0.27,0.6259335687331793
22,0.27,0.625796550150044
23,0.27,0.6256595315669087
12,0.27,0.6271667359813972
13,0.27,0.6270297173982619
14,0.27,0.6268926988151265
15,0.27,0.6267556802319912
16,0.27,0.6266186616488559
17,0.27,0.6264816430657206
18,0.27,0.6263446244825852
19,0.27,0.6262076058994499
20,0.27,0.6260705873163146
21,0.27,0.6259335687331793
22,0.27,0.625796550150044
23,0.27,0.6256595315669087
0,0.27,0.6288109589790211
1,0.27,0.6286739403958858
2,0.27,0.6285369218127504
4,0.27,0.6282628846464797
5,0.27,0.6281258660633444
6,0.27,0.6279888474802091
7,0.27,0.6278518288970738
8,0.27,0.6277148103139385
9,0.27,0.6275777917308032
10,0.27,0.6274407731476679
11,0.27,0.6273037545645325
12,0.27,0.6271667359813972
13,0.27,0.6270297173982619
14,0.27,0.6268926988151265
15,0.27,0.6267556802319912
16,0.27,0.6266186616488559
17,0.27,0.6264816430657206
18,0.27,0.6263446244825852
19,0.27,0.6262076058994499
20,0.27,0.6260705873163146
21,0.27,0.6259335687331793
22,0.27,0.625796550150044
23,0.27,0.6256595315669087
0,0.27,0.6288109589790211
1,0.27,0.6286739403958858
2,0.27,0.6285369218127504
3,0.27,0.6283999032296151
4,0.27,0.6282628846464797
5,0.27,0.6281258660633444
6,0.27,0.6279888474802091
7,0.27,0.6278518288970738
8,0.27,0.6277148103139385
9,0.27,0.6275777917308032
10,0.27,0.6274407731476679
11,0.27,0.6273037545645325
12,0.27,0.6271667359813972
13,0.27,0.6270297173982619
14,0.27,0.6268926988151265
15,0.27,0.6267556802319912
16,0.27,0.6266186616488559
17,0.27,0.6264816430657206
18,0.27,0.6263446244825852
19,0.27,0.6262076058994499
20,0.27,0.6260705873163146
21,0.27,0.6259335687331793
22,0.27,0.625796550150044
23,0.27,0.6256595315669087
0,0.27,0.6288109589790211
1,0.27,0.6286739403958858
2,0.27,0.6285369218127504
3,0.28,0.6283999032296151
4,0.28,0.6282628846464797
5,0.28,0.6281258660633444
6,0.28,0.6279888474802091
7,0.28,0.6278518288970738
8,0.28,0.6277148103139385
9,0.28,0.6275777917308032
10,0.28,0.6274407731476679
11,0.28,0.6273037545645325
12,0.28,0.6271667359813972
13,0.28,0.6270297173982619
14,0.28,0.6268926988151265
15,0.28,0.6267556802319912
16,0.28,0.6266186616488559
17,0.28,0.6264816430657206
18,0.28,0.6263446244825852
19,0.28,0.6262076058994499
20,0.28,0.6260705873163146
21,0.28,0.6259335687331793
22,0.28,0.625796550150044
23,0.28,0.6256595315669087
0,0.28,0.6288109589790211
1,0.28,0.6286739403958858
2,0.28,0.6285369218127504
3,0.28,0.6283999032296151
4,0.28,0.6282628846464797
6,0.28,0.6279888474802091
7,0.28,0.6278518288970738
8,0.28,0.6277148103139385
9,0.28,0.6275777917308032
10,0.28,0.6274407731476679
11,0.28,0.6273037545645325
12,0.28,0.6271667359813972
13,0.28,0.6270297173982619
14,0.28,0.6268926988151265
15,0.28,0.6267556802319912
16,0.28,0.6266186616488559
17,0.28,0.6264816430657206
18,0.28,0.6263446244825852
19,0.28,0.6262076058994499
20,0.28,0.6260705873163146
21,0.28,0.6259335687331793
22,0.28,0.625796550150044
23,0.28,0.6256595315669087
0,0.28,0.6288109589790211
1,0.28,0.6286739403958858
2,0.28,0.6285369218127504
3,0.28,0.6283999032296151
5,0.28,0.6281258660633444
6,0.28,0.6279888474802091
7,0.28,0.6278518288970738
8,0.28,0.6277148103139385
9,0.28,0.6275777917308032
10,0.28,0.6274407731476679
11,0.28,0.6273037545645325
12,0.28,0.6271667359813972
13,0.28,0.6270297173982619
14,0.28,0.6268926988151265
15,0.28,0.6267556802319912
16,0.28,0.6266186616488559
17,0.28,0.6264816430657206
18,0.28,0.6263446244825852
19,0.28,0.6262076058994499
20,0.28,0.6260705873163146
21,0.28,0.6259335687331793
22,0.28,0.625796550150044
23,0.28,0.6256595315669087
0,0.28,0.6288109589790211
1,0.28,0.6286739403958858
3,0.28,0.6283999032296151
4,0.28,0.6282628846464797
5,0.28,0.6281258660633444
6,0.28,0.6279888474802091
7,0.28,0.6278518288970738
8,0.28,0.6277148103139385
9,0.28,0.6275777917308032
10,0.28,0.6274407731476679
11,0.28,0.6273037545645325
12,0.28,0.6271667359813972
13,0.28,0.6270297173982619
14,0.28,0.6268926988151265
15,0.28,0.6267556802319912
16,0.28,0.6266186616488559
17,0.28,0.6264816430657206
18,0.28,0.6263446244825852
19,0.28,0.6262076058994499
20,0.28,0.6260705873163146
21,0.28,0.6259335687331793
22,0.28,0.625796550150044
23,0.28,0.6256595315669087
0,0.28,0.6288109589790211
1,0.28,0.6286739403958858
2,0.28,0.6285369218127504
4,0.28,0.6282628846464797
5,0.28,0.6281258660633444
6,0.28,0.6279888474802091
7,0.28,0.6278518288970738
8,0.29,0.6277148103139385
9,0.29,0.6275777917308032
10,0.29,0.6274407731476679
11,0.29,0.6273037545645325
12,0.29,0.6271667359813972
13,0.29,0.6270297173982619
14,0.29,0.6268926988151265
15,0.29,0.6267556802319912
16,0.29,0.6266186616488559
17,0.29,0.6264816430657206
18,0.29,0.6263446244825852
19,0.29,0.6262076058994499
20,0.29,0.6260705873163146
21,0.29,0.6259335687331793
22,0.29,0.625796550150044
23,0.29,0.6256595315669087
0,0.29,0.6288109589790211
1,0.29,0.6286739403958858
2,0.29,0.6285369218127504
5,0.29,0.6281258660633444
6,0.29,0.6279888474802091
7,0.29,0.6278518288970738
8,0.29,0.6277148103139385
9,0.29,0.6275777917308032
10,0.29,0.6274407731476679
11,0.29,0.6273037545645325
12,0.29,0.6271667359813972
13,0.29,0.6270297173982619
14,0.29,0.6268926988151265
15,0.29,0.6267556802319912
16,0.29,0.6266186616488559
17,0.29,0.6264816430657206
16,0.29,0.6266186616488559
17,0.29,0.6264816430657206
18,0.29,0.6263446244825852
19,0.29,0.6262076058994499
20,0.29,0.6260705873163146
21,0.29,0.6259335687331793
22,0.29,0.625796550150044
23,0.29,0.6256595315669087
0,0.29,0.6288109589790211
1,0.29,0.6286739403958858
2,0.29,0.6285369218127504
3,0.29,0.6283999032296151
5,0.29,0.6281258660633444
6,0.29,0.6279888474802091
7,0.29,0.6278518288970738
8,0.29,0.6277148103139385
9,0.29,0.6275777917308032
10,0.29,0.6274407731476679
11,0.29,0.6273037545645325
12,0.29,0.6271667359813972
13,0.29,0.6270297173982619
14,0.29,0.6268926988151265
15,0.29,0.6267556802319912
16,0.29,0.6266186616488559
17,0.29,0.6264816430657206
18,0.29,0.6263446244825852
19,0.29,0.6262076058994499
20,0.29,0.6260705873163146
21,0.29,0.6259335687331793
22,0.29,0.625796550150044
23,0.29,0.6256595315669087
0,0.29,0.6288109589790211
1,0.29,0.6286739403958858
2,0.29,0.6285369218127504
3,0.29,0.6283999032296151
4,0.29,0.6282628846464797
6,0.29,0.6279888474802091
7,0.29,0.6278518288970738
8,0.29,0.6277148103139385
9,0.29,0.6275777917308032
10,0.29,0.6274407731476679
11,0.29,0.6273037545645325
12,0.29,0.6271667359813972
13,0.29,0.6270297173982619
14,0.29,0.6268926988151265
15,0.29,0.6267556802319912
16,0.29,0.6266186616488559
17,0.29,0.6264816430657206
18,0.29,0.6263446244825852
19,0.29,0.6262076058994499
20,0.29,0.6260705873163146
21,0.29,0.6259335687331793
22,0.29,0.625796550150044
23,0.29,0.6256595315669087
0,0.29,0.6288109589790211
1,0.29,0.6286739403958858
2,0.29,0.6285369218127504
3,0.29,0.6283999032296151
4,0.29,0.6282628846464797
5,0.29,0.6281258660633444
7,0.29,0.6278518288970738
8,0.29,0.6277148103139385
9,0.29,0.6275777917308032
10,0.29,0.6274407731476679
11,0.29,0.6273037545645325
12,0.29,0.6271667359813972
13,0.29,0.6270297173982619
14,0.29,0.6268926988151265
15,0.29,0.6267556802319912
16,0.29,0.6266186616488559
17,0.29,0.6264816430657206
18,0.29,0.6263446244825852
19,0.29,0.6262076058994499
20,0.29,0.6260705873163146
21,0.3,0.6259335687331793
22,0.3,0.625796550150044
23,0.3,0.6256595315669087
0,0.3,0.6288109589790211
1,0.3,0.6286739403958858
2,0.3,0.6285369218127504
3,0.3,0.6283999032296151
4,0.3,0.6282628846464797
5,0.3,0.6281258660633444
6,0.3,0.6279888474802091
7,0.3,0.6278518288970738
8,0.3,0.6277148103139385
9,0.3,0.6275777917308032
10,0.3,0.6274407731476679
11,0.3,0.6273037545645325
12,0.3,0.6271667359813972
13,0.3,0.6270297173982619
14,0.3,0.6268926988151265
15,0.3,0.6267556802319912
16,0.3,0.6266186616488559
17,0.3,0.6264816430657206
18,0.3,0.6263446244825852
19,0.3,0.6262076058994499
20,0.3,0.6260705873163146
21,0.3,0.6259335687331793
22,0.3,0.625796550150044
23,0.3,0.6256595315669087
0,0.3,0.6288109589790211
1,0.3,0.6286739403958858
2,0.3,0.6285369218127504
3,0.3,0.6283999032296151
5,0.3,0.6281258660633444
6,0.3,0.6279888474802091
7,0.3,0.6278518288970738
8,0.3,0.6277148103139385
9,0.3,0.6275777917308032
10,0.3,0.6274407731476679
11,0.3,0.6273037545645325
12,0.3,0.6271667359813972
13,0.3,0.6270297173982619
14,0.3,0.6268926988151265
15,0.3,0.6267556802319912
16,0.3,0.6266186616488559
17,0.3,0.6264816430657206
18,0.3,0.6263446244825852
19,0.3,0.6262076058994499
20,0.3,0.6260705873163146
21,0.3,0.6259335687331793
22,0.3,0.625796550150044
23,0.3,0.6256595315669087
0,0.3,0.6288109589790211
1,0.3,0.6286739403958858
2,0.3,0.6285369218127504
3,0.3,0.6283999032296151
4,0.3,0.6282628846464797
5,0.3,0.6281258660633444
6,0.3,0.6279888474802091
7,0.3,0.6278518288970738
8,0.3,0.6277148103139385
9,0.3,0.6275777917308032
10,0.3,0.6274407731476679
11,0.3,0.6273037545645325
12,0.3,0.6271667359813972
13,0.3,0.6270297173982619
14,0.3,0.6268926988151265
15,0.3,0.6267556802319912
16,0.3,0.6266186616488559
17,0.3,0.6264816430657206
18,0.3,0.6263446244825852
19,0.3,0.6262076058994499
20,0.3,0.6260705873163146
21,0.3,0.6259335687331793
22,0.3,0.625796550150044
23,0.3,0.6256595315669087
0,0.3,0.6288109589790211
1,0.3,0.6286739403958858
2,0.3,0.6285369218127504
3,0.3,0.6283999032296151
5,0.3,0.6281258660633444
6,0.3,0.6279888474802091
7,0.3,0.6278518288970738
8,0.3,0.6277148103139385
9,0.3,0.6275777917308032
10,0.3,0.6274407731476679
11,0.3,0.6273037545645325
12,0.3,0.6271667359813972
13,0.3,0.6270297173982619
14,0.3,0.6268926988151265
15,0.3,0.6267556802319912
16,0.3,0.6266186616488559
17,0.3,0.6264816430657206
18,0.3,0.6263446244825852
19,0.3,0.6262076058994499
20,0.3,0.6260705873163146
21,0.3,0.6259335687331793
22,0.3,0.625796550150044
23,0.3,0.6256595315669087
0,0.3,0.6288109589790211
1,0.3,0.6286739403958858
2,0.3,0.6285369218127504
3,0.3,0.6283999032296151
5,0.3,0.6281258660633444
6,0.3,0.6279888474802091
7,0.3,0.6278518288970738
8,0.3,0.6277148103139385
9,0.3,0.6275777917308032
10,0.3,0.6274407731476679
11,0.3,0.6273037545645325
12,0.3,0.6271667359813972
13,0.3,0.6270297173982619
14,0.3,0.6268926988151265
15,0.3,0.6267556802319912
16,0.3,0.6266186616488559
17,0.31,0.6264816430657206
18,0.31,0.6263446244825852
19,0.31,0.6262076058994499
20,0.31,0.6260705873163146
21,0.31,0.6259335687331793
22,0.31,0.625796550150044
23,0.31,0.6256595315669087
0,0.31,0.6288109589790211
1,0.31,0.6286739403958858
2,0.31,0.6285369218127504
3,0.31,0.6283999032296151
4,0.31,0.6282628846464797
5,0.31,0.6281258660633444
6,0.31,0.6279888474802091
7,0.31,0.6278518288970738
8,0.31,0.6277148103139385
9,0.31,0.6275777917308032
10,0.31,0.6274407731476679
11,0.31,0.6273037545645325
12,0.31,0.6271667359813972
13,0.31,0.6270297173982619
14,0.31,0.6268926988151265
15,0.31,0.6267556802319912
16,0.31,0.6266186616488559
17,0.31,0.6264816430657206
18,0.31,0.6263446244825852
19,0.31,0.6262076058994499
20,0.31,0.6260705873163146
21,0.31,0.6259335687331793
22,0.31,0.625796550150044
23,0.31,0.6256595315669087
0,0.31,0.6288109589790211
1,0.31,0.6286739403958858
2,0.31,0.6285369218127504
3,0.31,0.6283999032296151
4,0.31,0.6282628846464797
5,0.31,0.6281258660633444
6,0.31,0.6279888474802091
7,0.31,0.6278518288970738
8,0.31,0.6277148103139385
9,0.31,0.6275777917308032
10,0.31,0.6274407731476679
11,0.31,0.6273037545645325
12,0.31,0.6271667359813972
13,0.31,0.6270297173982619
14,0.31,0.6268926988151265
15,0.31,0.6267556802319912
16,0.31,0.6266186616488559
17,0.31,0.6264816430657206
18,0.31,0.6263446244825852
19,0.31,0.6262076058994499
20,0.31,0.6260705873163146
21,0.31,0.6259335687331793
22,0.31,0.625796550150044
23,0.31,0.6256595315669087
0,0.31,0.6288109589790211
1,0.31,0.6286739403958858
2,0.31,0.6285369218127504
3,0.31,0.6283999032296151
4,0.31,0.6282628846464797
5,0.31,0.6281258660633444
6,0.31,0.6279888474802091
7,0.31,0.6278518288970738
8,0.31,0.6277148103139385
9,0.31,0.6275777917308032
10,0.31,0.6274407731476679
11,0.31,0.6273037545645325
12,0.31,0.6271667359813972
13,0.31,0.6270297173982619
14,0.31,0.6268926988151265
15,0.31,0.6267556802319912
16,0.31,0.6266186616488559
17,0.31,0.6264816430657206
18,0.31,0.6263446244825852
19,0.31,0.6262076058994499
20,0.31,0.6260705873163146
21,0.31,0.6259335687331793
22,0.31,0.625796550150044
23,0.31,0.6256595315669087
0,0.31,0.6288109589790211
1,0.31,0.6286739403958858
2,0.31,0.6285369218127504
3,0.31,0.6283999032296151
4,0.31,0.6282628846464797
5,0.31,0.6281258660633444
6,0.31,0.6279888474802091
7,0.31,0.6278518288970738
8,0.31,0.6277148103139385
9,0.31,0.6275777917308032
10,0.31,0.6274407731476679
11,0.31,0.6273037545645325
12,0.31,0.6271667359813972
13,0.31,0.6270297173982619
14,0.31,0.6268926988151265
15,0.31,0.6267556802319912
16,0.31,0.6266186616488559
17,0.31,0.6264816430657206
18,0.31,0.6263446244825852
19,0.31,0.6262076058994499
20,0.31,0.6260705873163146
21,0.31,0.6259335687331793
22,0.31,0.625796550150044
23,0.31,0.6256595315669087
0,0.31,0.6288109589790211
1,0.31,0.6286739403958858
2,0.31,0.6285369218127504
3,0.31,0.6283999032296151
5,0.31,0.6281258660633444
6,0.31,0.6279888474802091
7,0.31,0.6278518288970738
8,0.31,0.6277148103139385
9,0.31,0.6275777917308032
10,0.31,0.6274407731476679
11,0.31,0.6273037545645325
12,0.31,0.6271667359813972
13,0.31,0.6270297173982619
14,0.31,0.6268926988151265
15,0.31,0.6267556802319912
16,0.32,0.6266186616488559
17,0.32,0.6264816430657206
18,0.32,0.6263446244825852
19,0.32,0.6262076058994499
20,0.32,0.6260705873163146
21,0.32,0.6259335687331793
22,0.32,0.625796550150044
23,0.32,0.6256595315669087
0,0.32,0.6288109589790211
1,0.32,0.6286739403958858
2,0.32,0.6285369218127504
4,0.32,0.6282628846464797
5,0.32,0.6281258660633444
6,0.32,0.6279888474802091
7,0.32,0.6278518288970738
8,0.32,0.6277148103139385
9,0.32,0.6275777917308032
10,0.32,0.6274407731476679
11,0.32,0.6273037545645325
12,0.32,0.6271667359813972
13,0.32,0.6270297173982619
14,0.32,0.6268926988151265
15,0.32,0.6267556802319912
16,0.32,0.6266186616488559
17,0.32,0.6264816430657206
18,0.32,0.6263446244825852
19,0.32,0.6262076058994499
20,0.32,0.6260705873163146
21,0.32,0.6259335687331793
22,0.32,0.625796550150044
23,0.32,0.6256595315669087
0,0.32,0.6288109589790211
1,0.32,0.6286739403958858
2,0.32,0.6285369218127504
5,0.32,0.6281258660633444
6,0.32,0.6279888474802091
7,0.32,0.6278518288970738
8,0.32,0.6277148103139385
9,0.32,0.6275777917308032
10,0.32,0.6274407731476679
11,0.32,0.6273037545645325
12,0.32,0.6271667359813972
