hum,cnt,Predicted Y
0.23,2,-152.7854662279559
0.23,2,-152.7854662279559
0.23,2,-152.7854662279559
0.23,2,-152.7854662279559
0.23,2,-152.7854662279559
0.23,2,-152.7854662279559
0.23,2,-152.7854662279559
0.23,2,-152.7854662279559
0.23,2,-152.7854662279559
0.23,2,-152.7854662279559
0.23,2,-152.7854662279559
0.23,2,-152.7854662279559
0.23,2,-152.7854662279559
0.23,2,-152.7854662279559
0.23,2,-152.7854662279559
0.23,2,-152.7854662279559
0.23,2,-152.7854662279559
0.23,2,-152.7854662279559
0.23,2,-152.7854662279559
0.23,2,-152.7854662279559
0.23,2,-152.7854662279559
0.23,2,-152.7854662279559
0.24,2,-144.1695622473671
0.24,2,-144.1695622473671
0.24,2,-144.1695622473671
0.24,2,-144.1695622473671
0.24,2,-144.1695622473671
0.24,2,-144.1695622473671
0.24,2,-144.1695622473671
0.24,2,-144.1695622473671
0.24,2,-144.1695622473671
0.24,2,-144.1695622473671
0.24,2,-144.1695622473671
0.24,2,-144.1695622473671
0.24,2,-144.1695622473671
0.24,2,-144.1695622473671
0.24,2,-144.1695622473671
0.24,2,-144.1695622473671
0.24,2,-144.1695622473671
0.24,2,-144.1695622473671
0.24,2,-144.1695622473671
0.24,2,-144.1695622473671
0.24,2,-144.1695622473671
0.24,2,-144.1695622473671
0.24,2,-144.1695622473671
0.24,2,-144.1695622473671
0.24,2,-144.1695622473671
0.24,2,-144.1695622473671
0.24,2,-144.1695622473671
0.24,2,-144.1695622473671
0.24,2,-144.1695622473671
0.24,2,-144.1695622473671
0.24,2,-144.1695622473671
0.24,2,-144.1695622473671
0.24,2,-144.1695622473671
0.24,2,-144.1695622473671
0.24,2,-144.1695622473671
0.24,2,-144.1695622473671
0.24,2,-144.1695622473671
0.24,2,-144.1695622473671
0.24,2,-144.1695622473671
0.24,2,-144.1695622473671
0.24,2,-144.1695622473671
0.24,2,-144.1695622473671
0.24,2,-144.1695622473671
0.24,2,-144.1695622473671
0.24,2,-144.1695622473671
0.24,2,-144.1695622473671
0.24,2,-144.1695622473671
0.24,2,-144.1695622473671
0.24,2,-144.1695622473671
0.24,2,-144.1695622473671
0.24,2,-144.1695622473671
0.24,2,-144.1695622473671
0.24,2,-144.1695622473671
0.24,2,-144.1695622473671
0.24,2,-144.1695622473671
0.24,2,-144.1695622473671
0.25,2,-135.5536582667783
0.25,2,-135.5536582667783
0.25,2,-135.5536582667783
0.25,2,-135.5536582667783
0.25,2,-135.5536582667783
0.25,2,-135.5536582667783
0.25,2,-135.5536582667783
0.25,2,-135.5536582667783
0.25,2,-135.5536582667783
0.25,2,-135.5536582667783
0.25,2,-135.5536582667783
0.25,2,-135.5536582667783
0.25,2,-135.5536582667783
0.25,2,-135.5536582667783
0.25,2,-135.5536582667783
0.25,2,-135.5536582667783
0.25,2,-135.5536582667783
0.25,2,-135.5536582667783
0.25,2,-135.5536582667783
0.25,2,-135.5536582667783
0.25,2,-135.5536582667783
0.25,2,-135.5536582667783
0.25,2,-135.5536582667783
0.25,2,-135.5536582667783
0.25,2,-135.5536582667783
0.25,2,-135.5536582667783
0.25,2,-135.5536582667783
0.25,2,-135.5536582667783
0.25,2,-135.5536582667783
0.25,2,-135.5536582667783
0.25,2,-135.5536582667783
0.25,2,-135.5536582667783
0.25,2,-135.5536582667783
0.25,2,-135.5536582667783
0.25,2,-135.5536582667783
0.25,2,-135.5536582667783
0.25,2,-135.5536582667783
0.25,2,-135.5536582667783
0.25,2,-135.5536582667783
0.25,2,-135.5536582667783
0.25,2,-135.5536582667783
0.25,2,-135.5536582667783
0.25,2,-135.5536582667783
0.25,2,-135.5536582667783
0.25,2,-135.5536582667783
0.25,2,-135.5536582667783
0.25,2,-135.5536582667783
0.25,2,-135.5536582667783
0.25,2,-135.5536582667783
0.25,2,-135.5536582667783
0.25,2,-135.5536582667783
0.25,2,-135.5536582667783
0.25,2,-135.5536582667783
0.25,2,-135.5536582667783
0.25,2,-135.5536582667783
0.25,2,-135.5536582667783
0.25,2,-135.5536582667783
0.25,2,-135.5536582667783
0.25,2,-135.5536582667783
0.26,2,-126.93775428618952
0.26,2,-126.93775428618952
0.26,2,-126.93775428618952
0.26,2,-126.93775428618952
0.26,2,-126.93775428618952
0.26,2,-126.93775428618952
0.26,2,-126.93775428618952
0.26,2,-126.93775428618952
0.26,2,-126.93775428618952
0.26,2,-126.93775428618952
0.26,2,-126.93775428618952
0.26,2,-126.93775428618952
0.26,2,-126.93775428618952
0.26,2,-126.93775428618952
0.26,2,-126.93775428618952
0.26,2,-126.93775428618952
0.26,2,-126.93775428618952
0.26,2,-126.93775428618952
0.26,2,-126.93775428618952
0.26,2,-126.93775428618952
0.26,2,-126.93775428618952
0.26,2,-126.93775428618952
0.26,2,-126.93775428618952
0.26,2,-126.93775428618952
0.26,2,-126.93775428618952
0.26,2,-126.93775428618952
0.26,2,-126.93775428618952
0.26,2,-126.93775428618952
0.26,2,-126.93775428618952
0.26,2,-126.93775428618952
0.26,2,-126.93775428618952
0.26,2,-126.93775428618952
0.26,2,-126.93775428618952
0.26,2,-126.93775428618952
0.26,2,-126.93775428618952
0.26,2,-126.93775428618952
0.26,2,-126.93775428618952
0.26,2,-126.93775428618952
0.26,2,-126.93775428618952
0.26,2,-126.93775428618952
0.26,2,-126.93775428618952
0.26,2,-126.93775428618952
0.26,2,-126.93775428618952
0.26,2,-126.93775428618952
0.26,2,-126.93775428618952
0.26,2,-126.93775428618952
0.26,2,-126.93775428618952
0.26,2,-126.93775428618952
0.26,2,-126.93775428618952
0.26,2,-126.93775428618952
0.26,2,-126.93775428618952
0.26,2,-126.93775428618952
0.26,2,-126.93775428618952
0.26,2,-126.93775428618952
0.26,2,-126.93775428618952
0.26,2,-126.93775428618952
0.26,2,-126.93775428618952
0.26,3,-126.93775428618952
0.26,3,-126.93775428618952
0.26,3,-126.93775428618952
0.26,3,-126.93775428618952
0.26,3,-126.93775428618952
0.26,3,-126.93775428618952
0.26,3,-126.93775428618952
0.26,3,-126.93775428618952
0.26,3,-126.93775428618952
0.26,3,-126.93775428618952
0.26,3,-126.93775428618952
0.26,3,-126.93775428618952
0.26,3,-126.93775428618952
0.26,3,-126.93775428618952
0.26,3,-126.93775428618952
0.26,3,-126.93775428618952
0.26,3,-126.93775428618952
0.26,3,-126.93775428618952
0.26,3,-126.93775428618952
0.26,3,-126.93775428618952
0.26,3,-126.93775428618952
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.27,3,-118.32185030560069
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.28,3,-109.7059463250119
0.29,3,-101.09004234442313
0.29,3,-101.09004234442313
0.29,3,-101.09004234442313
0.29,3,-101.09004234442313
0.29,3,-101.09004234442313
0.29,3,-101.09004234442313
0.29,3,-101.09004234442313
0.29,3,-101.09004234442313
0.29,3,-101.09004234442313
0.29,3,-101.09004234442313
0.29,3,-101.09004234442313
0.29,3,-101.09004234442313
0.29,3,-101.09004234442313
0.29,3,-101.09004234442313
0.29,3,-101.09004234442313
0.29,3,-101.09004234442313
0.29,3,-101.09004234442313
0.29,3,-101.09004234442313
0.29,3,-101.09004234442313
0.29,3,-101.09004234442313
0.29,3,-101.09004234442313
0.29,3,-101.09004234442313
0.29,3,-101.09004234442313
0.29,3,-101.09004234442313
0.29,3,-101.09004234442313
0.29,3,-101.09004234442313
0.29,3,-101.09004234442313
0.29,3,-101.09004234442313
0.29,3,-101.09004234442313
0.29,3,-101.09004234442313
0.29,3,-101.09004234442313
0.29,3,-101.09004234442313
0.29,3,-101.09004234442313
0.29,3,-101.09004234442313
0.29,3,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.29,4,-101.09004234442313
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.3,4,-92.4741383638343
0.31,4,-83.85823438324547
0.31,4,-83.85823438324547
0.31,4,-83.85823438324547
0.31,4,-83.85823438324547
0.31,4,-83.85823438324547
0.31,4,-83.85823438324547
0.31,4,-83.85823438324547
0.31,4,-83.85823438324547
0.31,4,-83.85823438324547
0.31,4,-83.85823438324547
0.31,4,-83.85823438324547
0.31,4,-83.85823438324547
0.31,4,-83.85823438324547
0.31,4,-83.85823438324547
0.31,4,-83.85823438324547
0.31,4,-83.85823438324547
0.31,4,-83.85823438324547
0.31,4,-83.85823438324547
0.31,4,-83.85823438324547
0.31,4,-83.85823438324547
0.31,4,-83.85823438324547
0.31,4,-83.85823438324547
0.31,4,-83.85823438324547
0.31,4,-83.85823438324547
0.31,4,-83.85823438324547
0.31,4,-83.85823438324547
0.31,4,-83.85823438324547
0.31,4,-83.85823438324547
0.31,4,-83.85823438324547
0.31,4,-83.85823438324547
0.31,4,-83.85823438324547
0.31,4,-83.85823438324547
0.31,4,-83.85823438324547
0.31,4,-83.85823438324547
0.31,4,-83.85823438324547
0.31,4,-83.85823438324547
0.31,4,-83.85823438324547
0.31,4,-83.85823438324547
0.31,4,-83.85823438324547
0.31,4,-83.85823438324547
0.31,4,-83.85823438324547
0.31,4,-83.85823438324547
0.31,4,-83.85823438324547
0.31,4,-83.85823438324547
0.31,4,-83.85823438324547
0.31,4,-83.85823438324547
0.31,4,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.31,5,-83.85823438324547
0.32,5,-75.2423304026567
0.32,5,-75.2423304026567
0.32,5,-75.2423304026567
0.32,5,-75.2423304026567
0.32,5,-75.2423304026567
0.32,5,-75.2423304026567
0.32,5,-75.2423304026567
0.32,5,-75.2423304026567
0.32,5,-75.2423304026567
0.32,5,-75.2423304026567
0.32,5,-75.2423304026567
0.32,5,-75.2423304026567
0.32,5,-75.2423304026567
0.32,5,-75.2423304026567
0.32,5,-75.2423304026567
0.32,5,-75.2423304026567
0.32,5,-75.2423304026567
0.32,5,-75.2423304026567
0.32,5,-75.2423304026567
0.32,5,-75.2423304026567
0.32,5,-75.2423304026567
0.32,5,-75.2423304026567
0.32,5,-75.2423304026567
0.32,5,-75.2423304026567
0.32,5,-75.2423304026567
0.32,5,-75.2423304026567
0.32,5,-75.2423304026567
0.32,5,-75.2423304026567
0.32,5,-75.2423304026567
0.32,5,-75.2423304026567
0.32,5,-75.2423304026567
0.32,5,-75.2423304026567
0.32,5,-75.2423304026567
0.32,5,-75.2423304026567
0.32,5,-75.2423304026567
0.32,5,-75.2423304026567
0.32,5,-75.2423304026567
0.32,5,-75.2423304026567
0.32,5,-75.2423304026567
