temp,cnt,Predicted Y
0.22,1,194.25747923014768
0.26,1,193.56511624120984
0.26,1,193.56511624120984
0.28,1,193.2189347467409
0.3,1,192.872753252272
0.3,1,192.872753252272
0.3,1,192.872753252272
0.24,1,193.91129773567877
0.24,1,193.91129773567877
0.24,1,193.91129773567877
0.22,1,194.25747923014768
0.2,1,194.60366072461662
0.18,1,194.94984221908553
0.2,1,194.60366072461662
0.18,1,194.94984221908553
0.16,1,195.29602371355446
0.16,1,195.29602371355446
0.16,1,195.29602371355446
0.14,1,195.64220520802337
0.14,1,195.64220520802337
0.16,1,195.29602371355446
0.16,1,195.29602371355446
0.18,1,194.94984221908553
0.2,1,194.60366072461662
0.22,1,194.25747923014768
0.26,1,193.56511624120984
0.26,1,193.56511624120984
0.28,1,193.2189347467409
0.28,1,193.2189347467409
0.26,1,193.56511624120984
0.22,1,194.25747923014768
0.22,1,194.25747923014768
0.22,1,194.25747923014768
0.2,1,194.60366072461662
0.22,1,194.25747923014768
0.22,1,194.25747923014768
0.2,1,194.60366072461662
0.2,1,194.60366072461662
0.2,1,194.60366072461662
0.2,1,194.60366072461662
0.2,1,194.60366072461662
0.22,1,194.25747923014768
0.2,1,194.60366072461662
0.2,1,194.60366072461662
0.2,1,194.60366072461662
0.2,1,194.60366072461662
0.22,1,194.25747923014768
0.2,1,194.60366072461662
0.2,1,194.60366072461662
0.2,1,194.60366072461662
0.2,1,194.60366072461662
0.2,1,194.60366072461662
0.2,1,194.60366072461662
0.2,1,194.60366072461662
0.2,1,194.60366072461662
0.16,1,195.29602371355446
0.18,1,194.94984221908553
0.18,2,194.94984221908553
0.18,2,194.94984221908553
0.18,2,194.94984221908553
0.18,2,194.94984221908553
0.18,2,194.94984221908553
0.18,2,194.94984221908553
0.18,2,194.94984221908553
0.18,2,194.94984221908553
0.16,2,195.29602371355446
0.16,2,195.29602371355446
0.16,2,195.29602371355446
0.16,2,195.29602371355446
0.16,2,195.29602371355446
0.18,2,194.94984221908553
0.2,2,194.60366072461662
0.2,2,194.60366072461662
0.2,2,194.60366072461662
0.2,2,194.60366072461662
0.2,2,194.60366072461662
0.18,2,194.94984221908553
0.16,2,195.29602371355446
0.14,2,195.64220520802337
0.14,2,195.64220520802337
0.12,2,195.9883867024923
0.12,2,195.9883867024923
0.12,2,195.9883867024923
0.1,2,196.33456819696121
0.1,2,196.33456819696121
0.1,2,196.33456819696121
0.1,2,196.33456819696121
0.1,2,196.33456819696121
0.08,2,196.68074969143015
0.08,2,196.68074969143015
0.1,2,196.33456819696121
0.08,2,196.68074969143015
0.1,2,196.33456819696121
0.12,2,195.9883867024923
0.14,2,195.64220520802337
0.16,2,195.29602371355446
0.18,2,194.94984221908553
0.2,2,194.60366072461662
0.22,2,194.25747923014768
0.22,2,194.25747923014768
0.2,2,194.60366072461662
0.18,2,194.94984221908553
0.16,2,195.29602371355446
0.16,2,195.29602371355446
0.14,2,195.64220520802337
0.14,2,195.64220520802337
0.14,2,195.64220520802337
0.12,2,195.9883867024923
0.12,2,195.9883867024923
0.12,2,195.9883867024923
0.12,2,195.9883867024923
0.12,2,195.9883867024923
0.1,2,196.33456819696121
0.1,2,196.33456819696121
0.12,2,195.9883867024923
0.12,2,195.9883867024923
0.12,2,195.9883867024923
0.14,2,195.64220520802337
0.14,2,195.64220520802337
0.16,2,195.29602371355446
0.2,2,194.60366072461662
0.2,2,194.60366072461662
0.2,2,194.60366072461662
0.2,2,194.60366072461662
0.2,2,194.60366072461662
0.2,2,194.60366072461662
0.2,2,194.60366072461662
0.16,2,195.29602371355446
0.16,2,195.29602371355446
0.14,2,195.64220520802337
0.14,2,195.64220520802337
0.14,2,195.64220520802337
0.14,2,195.64220520802337
0.14,2,195.64220520802337
0.16,2,195.29602371355446
0.16,2,195.29602371355446
0.16,2,195.29602371355446
0.16,2,195.29602371355446
0.18,2,194.94984221908553
0.18,2,194.94984221908553
0.2,2,194.60366072461662
0.2,2,194.60366072461662
0.2,2,194.60366072461662
0.2,2,194.60366072461662
0.2,2,194.60366072461662
0.16,2,195.29602371355446
0.16,2,195.29602371355446
0.16,2,195.29602371355446
0.16,2,195.29602371355446
0.16,2,195.29602371355446
0.16,2,195.29602371355446
0.16,2,195.29602371355446
0.16,2,195.29602371355446
0.16,2,195.29602371355446
0.16,2,195.29602371355446
0.16,2,195.29602371355446
0.14,2,195.64220520802337
0.14,2,195.64220520802337
0.12,2,195.9883867024923
0.14,2,195.64220520802337
0.16,2,195.29602371355446
0.16,2,195.29602371355446
0.18,2,194.94984221908553
0.2,2,194.60366072461662
0.2,2,194.60366072461662
0.22,2,194.25747923014768
0.2,2,194.60366072461662
0.2,2,194.60366072461662
0.22,2,194.25747923014768
0.2,2,194.60366072461662
0.2,2,194.60366072461662
0.18,2,194.94984221908553
0.16,2,195.29602371355446
0.16,2,195.29602371355446
0.16,2,195.29602371355446
0.14,2,195.64220520802337
0.14,2,195.64220520802337
0.14,2,195.64220520802337
0.14,2,195.64220520802337
0.14,2,195.64220520802337
0.14,2,195.64220520802337
0.14,2,195.64220520802337
0.12,2,195.9883867024923
0.12,2,195.9883867024923
0.14,2,195.64220520802337
0.14,2,195.64220520802337
0.16,2,195.29602371355446
0.2,2,194.60366072461662
0.2,2,194.60366072461662
0.22,2,194.25747923014768
0.22,2,194.25747923014768
0.24,2,193.91129773567877
0.24,2,193.91129773567877
0.2,2,194.60366072461662
0.2,2,194.60366072461662
0.16,2,195.29602371355446
0.16,2,195.29602371355446
0.14,2,195.64220520802337
0.14,2,195.64220520802337
0.12,2,195.9883867024923
0.12,2,195.9883867024923
0.1,2,196.33456819696121
0.1,2,196.33456819696121
0.1,2,196.33456819696121
0.1,2,196.33456819696121
0.1,2,196.33456819696121
0.1,2,196.33456819696121
0.12,2,195.9883867024923
0.14,2,195.64220520802337
0.18,2,194.94984221908553
0.18,2,194.94984221908553
0.2,2,194.60366072461662
0.22,2,194.25747923014768
0.22,2,194.25747923014768
0.24,2,193.91129773567877
0.22,2,194.25747923014768
0.22,2,194.25747923014768
0.2,2,194.60366072461662
0.16,2,195.29602371355446
0.18,2,194.94984221908553
0.16,2,195.29602371355446
0.16,2,195.29602371355446
0.18,2,194.94984221908553
0.18,2,194.94984221908553
0.16,2,195.29602371355446
0.16,2,195.29602371355446
0.16,2,195.29602371355446
0.16,2,195.29602371355446
0.16,2,195.29602371355446
0.14,2,195.64220520802337
0.14,2,195.64220520802337
0.14,2,195.64220520802337
0.16,2,195.29602371355446
0.18,2,194.94984221908553
0.2,2,194.60366072461662
0.24,2,193.91129773567877
0.28,2,193.2189347467409
0.3,2,192.872753252272
0.32,2,192.52657175780305
0.34,2,192.18039026333415
0.32,2,192.52657175780305
0.3,2,192.872753252272
0.32,2,192.52657175780305
0.32,2,192.52657175780305
0.32,2,192.52657175780305
0.3,2,192.872753252272
0.3,2,192.872753252272
0.26,2,193.56511624120984
0.26,2,193.56511624120984
0.26,2,193.56511624120984
0.22,2,194.25747923014768
0.26,2,193.56511624120984
0.26,2,193.56511624120984
0.26,2,193.56511624120984
0.24,2,193.91129773567877
0.22,2,194.25747923014768
0.22,2,194.25747923014768
0.22,2,194.25747923014768
0.24,2,193.91129773567877
0.24,2,193.91129773567877
0.26,2,193.56511624120984
0.28,2,193.2189347467409
0.26,2,193.56511624120984
0.24,2,193.91129773567877
0.22,2,194.25747923014768
0.2,3,194.60366072461662
0.18,3,194.94984221908553
0.18,3,194.94984221908553
0.18,3,194.94984221908553
0.2,3,194.60366072461662
0.2,3,194.60366072461662
0.2,3,194.60366072461662
0.2,3,194.60366072461662
0.18,3,194.94984221908553
0.18,3,194.94984221908553
0.18,3,194.94984221908553
0.18,3,194.94984221908553
0.18,3,194.94984221908553
0.16,3,195.29602371355446
0.16,3,195.29602371355446
0.16,3,195.29602371355446
0.16,3,195.29602371355446
0.16,3,195.29602371355446
0.18,3,194.94984221908553
0.18,3,194.94984221908553
0.18,3,194.94984221908553
0.2,3,194.60366072461662
0.2,3,194.60366072461662
0.2,3,194.60366072461662
0.18,3,194.94984221908553
0.18,3,194.94984221908553
0.16,3,195.29602371355446
0.16,3,195.29602371355446
0.14,3,195.64220520802337
0.16,3,195.29602371355446
0.2,3,194.60366072461662
0.2,3,194.60366072461662
0.22,3,194.25747923014768
0.22,3,194.25747923014768
0.22,3,194.25747923014768
0.22,3,194.25747923014768
0.22,3,194.25747923014768
0.22,3,194.25747923014768
0.22,3,194.25747923014768
0.22,3,194.25747923014768
0.22,3,194.25747923014768
0.22,3,194.25747923014768
0.22,3,194.25747923014768
0.22,3,194.25747923014768
0.22,3,194.25747923014768
0.22,3,194.25747923014768
0.22,3,194.25747923014768
0.22,3,194.25747923014768
0.24,3,193.91129773567877
0.24,3,193.91129773567877
0.24,3,193.91129773567877
0.26,3,193.56511624120984
0.28,3,193.2189347467409
0.3,3,192.872753252272
0.4,3,191.14184577992737
0.4,3,191.14184577992737
0.4,3,191.14184577992737
0.38,3,191.4880272743963
0.36,3,191.8342087688652
0.34,3,192.18039026333415
0.32,3,192.52657175780305
0.32,3,192.52657175780305
0.32,3,192.52657175780305
0.3,3,192.872753252272
0.3,3,192.872753252272
0.26,3,193.56511624120984
0.26,3,193.56511624120984
0.26,3,193.56511624120984
0.26,3,193.56511624120984
0.26,3,193.56511624120984
0.24,3,193.91129773567877
0.22,3,194.25747923014768
0.22,3,194.25747923014768
0.22,3,194.25747923014768
0.24,3,193.91129773567877
0.26,3,193.56511624120984
0.28,3,193.2189347467409
0.3,3,192.872753252272
0.28,3,193.2189347467409
0.3,3,192.872753252272
0.32,3,192.52657175780305
0.3,3,192.872753252272
0.3,3,192.872753252272
0.26,3,193.56511624120984
0.26,3,193.56511624120984
0.26,3,193.56511624120984
0.24,3,193.91129773567877
0.24,3,193.91129773567877
0.24,3,193.91129773567877
0.24,3,193.91129773567877
0.24,3,193.91129773567877
0.24,3,193.91129773567877
0.22,3,194.25747923014768
0.22,3,194.25747923014768
0.24,3,193.91129773567877
0.22,3,194.25747923014768
0.2,3,194.60366072461662
0.2,3,194.60366072461662
0.2,3,194.60366072461662
0.2,3,194.60366072461662
0.22,3,194.25747923014768
0.22,3,194.25747923014768
0.2,3,194.60366072461662
0.2,3,194.60366072461662
0.16,3,195.29602371355446
0.16,3,195.29602371355446
0.14,3,195.64220520802337
0.12,3,195.9883867024923
0.12,3,195.9883867024923
0.1,3,196.33456819696121
0.08,3,196.68074969143015
0.06,3,197.02693118589906
0.06,3,197.02693118589906
0.04,3,197.373112680368
0.04,3,197.373112680368
0.04,3,197.373112680368
0.04,3,197.373112680368
0.02,3,197.7192941748369
0.02,3,197.7192941748369
0.02,3,197.7192941748369
0.02,3,197.7192941748369
0.04,3,197.373112680368
0.04,3,197.373112680368
0.06,3,197.02693118589906
0.06,3,197.02693118589906
0.08,3,196.68074969143015
0.1,3,196.33456819696121
0.12,3,195.9883867024923
0.12,3,195.9883867024923
0.12,3,195.9883867024923
0.08,3,196.68074969143015
0.08,3,196.68074969143015
0.06,3,197.02693118589906
0.06,3,197.02693118589906
0.06,3,197.02693118589906
0.04,3,197.373112680368
0.04,3,197.373112680368
0.04,3,197.373112680368
0.02,3,197.7192941748369
0.02,3,197.7192941748369
0.04,3,197.373112680368
0.04,3,197.373112680368
0.08,3,196.68074969143015
0.06,3,197.02693118589906
0.1,3,196.33456819696121
0.14,3,195.64220520802337
0.14,3,195.64220520802337
0.16,3,195.29602371355446
0.14,3,195.64220520802337
0.16,3,195.29602371355446
0.16,3,195.29602371355446
0.16,3,195.29602371355446
0.14,3,195.64220520802337
0.12,3,195.9883867024923
0.12,3,195.9883867024923
0.1,3,196.33456819696121
0.1,3,196.33456819696121
0.08,3,196.68074969143015
0.06,3,197.02693118589906
0.06,3,197.02693118589906
0.04,3,197.373112680368
0.04,3,197.373112680368
0.02,3,197.7192941748369
0.02,3,197.7192941748369
0.02,3,197.7192941748369
0.02,3,197.7192941748369
0.04,3,197.373112680368
0.06,3,197.02693118589906
0.1,3,196.33456819696121
0.1,3,196.33456819696121
0.12,3,195.9883867024923
0.14,3,195.64220520802337
0.14,3,195.64220520802337
0.16,3,195.29602371355446
0.16,3,195.29602371355446
0.14,3,195.64220520802337
0.14,3,195.64220520802337
0.14,3,195.64220520802337
0.14,3,195.64220520802337
0.14,3,195.64220520802337
0.14,3,195.64220520802337
0.16,3,195.29602371355446
0.16,3,195.29602371355446
0.16,3,195.29602371355446
0.16,3,195.29602371355446
0.14,3,195.64220520802337
0.14,3,195.64220520802337
0.16,3,195.29602371355446
0.16,3,195.29602371355446
0.16,3,195.29602371355446
0.2,3,194.60366072461662
0.22,3,194.25747923014768
0.24,3,193.91129773567877
0.26,3,193.56511624120984
0.26,3,193.56511624120984
0.3,3,192.872753252272
0.32,3,192.52657175780305
0.32,3,192.52657175780305
0.3,3,192.872753252272
0.3,3,192.872753252272
0.26,3,193.56511624120984
0.24,3,193.91129773567877
0.24,3,193.91129773567877
0.22,3,194.25747923014768
0.22,3,194.25747923014768
0.22,3,194.25747923014768
0.24,3,193.91129773567877
0.22,3,194.25747923014768
0.2,3,194.60366072461662
0.2,3,194.60366072461662
0.22,3,194.25747923014768
0.22,3,194.25747923014768
0.22,3,194.25747923014768
0.22,3,194.25747923014768
0.22,3,194.25747923014768
0.22,3,194.25747923014768
0.22,3,194.25747923014768
0.22,3,194.25747923014768
0.22,3,194.25747923014768
0.22,3,194.25747923014768
0.2,3,194.60366072461662
0.22,3,194.25747923014768
0.22,3,194.25747923014768
0.2,3,194.60366072461662
0.2,4,194.60366072461662
0.18,4,194.94984221908553
0.18,4,194.94984221908553
0.18,4,194.94984221908553
0.18,4,194.94984221908553
0.2,4,194.60366072461662
0.2,4,194.60366072461662
0.2,4,194.60366072461662
0.2,4,194.60366072461662
0.18,4,194.94984221908553
0.18,4,194.94984221908553
0.16,4,195.29602371355446
0.16,4,195.29602371355446
0.18,4,194.94984221908553
0.18,4,194.94984221908553
0.18,4,194.94984221908553
0.18,4,194.94984221908553
0.18,4,194.94984221908553
0.22,4,194.25747923014768
0.2,4,194.60366072461662
0.22,4,194.25747923014768
0.24,4,193.91129773567877
0.24,4,193.91129773567877
0.24,4,193.91129773567877
0.24,4,193.91129773567877
0.22,4,194.25747923014768
0.24,4,193.91129773567877
0.24,4,193.91129773567877
0.22,4,194.25747923014768
0.22,4,194.25747923014768
0.22,4,194.25747923014768
0.2,4,194.60366072461662
0.16,4,195.29602371355446
0.16,4,195.29602371355446
0.16,4,195.29602371355446
0.18,4,194.94984221908553
0.18,4,194.94984221908553
0.18,4,194.94984221908553
0.18,4,194.94984221908553
0.2,4,194.60366072461662
0.22,4,194.25747923014768
0.22,4,194.25747923014768
0.22,4,194.25747923014768
0.24,4,193.91129773567877
0.24,4,193.91129773567877
0.22,4,194.25747923014768
0.22,4,194.25747923014768
0.18,4,194.94984221908553
0.18,4,194.94984221908553
0.16,4,195.29602371355446
0.16,4,195.29602371355446
0.16,4,195.29602371355446
0.14,4,195.64220520802337
0.16,4,195.29602371355446
0.14,4,195.64220520802337
0.14,4,195.64220520802337
0.14,4,195.64220520802337
0.14,4,195.64220520802337
0.14,4,195.64220520802337
0.16,4,195.29602371355446
0.18,4,194.94984221908553
0.22,4,194.25747923014768
0.3,4,192.872753252272
0.28,4,193.2189347467409
0.28,4,193.2189347467409
0.3,4,192.872753252272
0.3,4,192.872753252272
0.3,4,192.872753252272
0.26,4,193.56511624120984
0.26,4,193.56511624120984
0.26,4,193.56511624120984
0.24,4,193.91129773567877
0.24,4,193.91129773567877
0.24,4,193.91129773567877
0.24,4,193.91129773567877
0.22,4,194.25747923014768
0.22,4,194.25747923014768
0.22,4,194.25747923014768
0.2,4,194.60366072461662
0.18,4,194.94984221908553
0.16,4,195.29602371355446
0.16,4,195.29602371355446
0.16,4,195.29602371355446
0.16,4,195.29602371355446
0.16,4,195.29602371355446
0.16,4,195.29602371355446
0.18,4,194.94984221908553
0.16,4,195.29602371355446
0.18,4,194.94984221908553
0.16,4,195.29602371355446
0.16,4,195.29602371355446
0.16,4,195.29602371355446
0.16,4,195.29602371355446
0.3,4,192.872753252272
0.16,4,195.29602371355446
0.16,4,195.29602371355446
0.16,4,195.29602371355446
0.16,4,195.29602371355446
0.16,4,195.29602371355446
0.16,4,195.29602371355446
0.16,4,195.29602371355446
0.16,4,195.29602371355446
0.14,4,195.64220520802337
0.14,4,195.64220520802337
0.16,4,195.29602371355446
0.16,4,195.29602371355446
0.16,4,195.29602371355446
0.16,4,195.29602371355446
0.18,4,194.94984221908553
0.2,4,194.60366072461662
0.2,4,194.60366072461662
0.22,4,194.25747923014768
0.24,4,193.91129773567877
0.24,4,193.91129773567877
0.24,4,193.91129773567877
0.24,4,193.91129773567877
0.24,4,193.91129773567877
0.22,4,194.25747923014768
0.22,4,194.25747923014768
0.22,4,194.25747923014768
0.2,4,194.60366072461662
0.22,4,194.25747923014768
0.22,4,194.25747923014768
0.22,4,194.25747923014768
0.22,4,194.25747923014768
0.22,4,194.25747923014768
0.22,4,194.25747923014768
0.22,4,194.25747923014768
0.22,4,194.25747923014768
0.22,4,194.25747923014768
0.24,4,193.91129773567877
0.22,4,194.25747923014768
0.24,4,193.91129773567877
0.24,4,193.91129773567877
0.34,4,192.18039026333415
0.38,4,191.4880272743963
0.38,4,191.4880272743963
0.36,4,191.8342087688652
0.36,4,191.8342087688652
0.34,4,192.18039026333415
0.28,4,193.2189347467409
0.24,4,193.91129773567877
0.22,4,194.25747923014768
0.22,4,194.25747923014768
0.2,4,194.60366072461662
0.2,4,194.60366072461662
0.2,4,194.60366072461662
0.18,4,194.94984221908553
0.18,4,194.94984221908553
0.16,4,195.29602371355446
0.16,4,195.29602371355446
0.14,4,195.64220520802337
0.14,4,195.64220520802337
0.16,4,195.29602371355446
0.18,4,194.94984221908553
0.18,4,194.94984221908553
0.2,4,194.60366072461662
0.2,4,194.60366072461662
0.22,4,194.25747923014768
0.22,4,194.25747923014768
0.22,4,194.25747923014768
0.2,4,194.60366072461662
0.2,4,194.60366072461662
0.2,4,194.60366072461662
0.2,4,194.60366072461662
0.18,4,194.94984221908553
0.18,4,194.94984221908553
0.2,4,194.60366072461662
0.2,4,194.60366072461662
0.16,4,195.29602371355446
0.14,4,195.64220520802337
0.14,4,195.64220520802337
0.14,4,195.64220520802337
0.16,4,195.29602371355446
0.14,4,195.64220520802337
0.14,4,195.64220520802337
0.16,4,195.29602371355446
0.2,4,194.60366072461662
0.22,4,194.25747923014768
0.24,4,193.91129773567877
0.26,4,193.56511624120984
0.28,4,193.2189347467409
0.28,4,193.2189347467409
0.3,4,192.872753252272
0.26,4,193.56511624120984
0.24,4,193.91129773567877
0.24,4,193.91129773567877
0.24,4,193.91129773567877
0.24,4,193.91129773567877
0.24,4,193.91129773567877
0.24,4,193.91129773567877
0.24,4,193.91129773567877
0.24,4,193.91129773567877
0.24,4,193.91129773567877
0.24,4,193.91129773567877
0.22,4,194.25747923014768
0.2,4,194.60366072461662
0.2,4,194.60366072461662
0.22,4,194.25747923014768
0.2,4,194.60366072461662
0.2,4,194.60366072461662
0.2,4,194.60366072461662
0.22,4,194.25747923014768
0.22,4,194.25747923014768
0.22,4,194.25747923014768
0.22,4,194.25747923014768
0.22,4,194.25747923014768
0.22,4,194.25747923014768
0.24,4,193.91129773567877
0.28,4,193.2189347467409
0.28,4,193.2189347467409
0.3,4,192.872753252272
0.26,4,193.56511624120984
0.26,4,193.56511624120984
0.26,4,193.56511624120984
0.26,4,193.56511624120984
0.26,4,193.56511624120984
0.26,4,193.56511624120984
0.26,4,193.56511624120984
0.26,4,193.56511624120984
0.26,4,193.56511624120984
0.26,4,193.56511624120984
0.24,4,193.91129773567877
0.24,4,193.91129773567877
0.28,4,193.2189347467409
0.3,4,192.872753252272
0.32,4,192.52657175780305
0.34,4,192.18039026333415
0.34,4,192.18039026333415
0.34,4,192.18039026333415
0.34,4,192.18039026333415
0.34,5,192.18039026333415
0.34,5,192.18039026333415
0.3,5,192.872753252272
0.28,5,193.2189347467409
0.28,5,193.2189347467409
0.26,5,193.56511624120984
0.26,5,193.56511624120984
0.24,5,193.91129773567877
0.24,5,193.91129773567877
0.22,5,194.25747923014768
0.2,5,194.60366072461662
0.2,5,194.60366072461662
0.2,5,194.60366072461662
0.2,5,194.60366072461662
0.18,5,194.94984221908553
0.18,5,194.94984221908553
0.16,5,195.29602371355446
0.22,5,194.25747923014768
0.24,5,193.91129773567877
0.3,5,192.872753252272
0.32,5,192.52657175780305
0.36,5,191.8342087688652
0.36,5,191.8342087688652
0.38,5,191.4880272743963
0.36,5,191.8342087688652
0.32,5,192.52657175780305
0.34,5,192.18039026333415
0.32,5,192.52657175780305
0.32,5,192.52657175780305
0.32,5,192.52657175780305
0.28,5,193.2189347467409
0.3,5,192.872753252272
0.28,5,193.2189347467409
0.28,5,193.2189347467409
0.26,5,193.56511624120984
0.28,5,193.2189347467409
0.26,5,193.56511624120984
0.26,5,193.56511624120984
0.26,5,193.56511624120984
0.24,5,193.91129773567877
0.24,5,193.91129773567877
0.24,5,193.91129773567877
0.22,5,194.25747923014768
0.22,5,194.25747923014768
0.24,5,193.91129773567877
0.24,5,193.91129773567877
0.22,5,194.25747923014768
0.22,5,194.25747923014768
0.22,5,194.25747923014768
0.22,5,194.25747923014768
0.2,5,194.60366072461662
0.16,5,195.29602371355446
0.16,5,195.29602371355446
0.14,5,195.64220520802337
0.12,5,195.9883867024923
0.12,5,195.9883867024923
0.1,5,196.33456819696121
0.1,5,196.33456819696121
0.08,5,196.68074969143015
0.06,5,197.02693118589906
0.06,5,197.02693118589906
0.06,5,197.02693118589906
0.06,5,197.02693118589906
0.1,5,196.33456819696121
0.12,5,195.9883867024923
0.14,5,195.64220520802337
0.14,5,195.64220520802337
0.18,5,194.94984221908553
0.18,5,194.94984221908553
0.2,5,194.60366072461662
0.2,5,194.60366072461662
0.2,5,194.60366072461662
0.2,5,194.60366072461662
0.18,5,194.94984221908553
0.14,5,195.64220520802337
0.14,5,195.64220520802337
0.14,5,195.64220520802337
0.16,5,195.29602371355446
0.16,5,195.29602371355446
0.14,5,195.64220520802337
0.14,5,195.64220520802337
0.14,5,195.64220520802337
0.14,5,195.64220520802337
0.12,5,195.9883867024923
0.12,5,195.9883867024923
0.1,5,196.33456819696121
0.1,5,196.33456819696121
0.12,5,195.9883867024923
0.12,5,195.9883867024923
0.14,5,195.64220520802337
0.16,5,195.29602371355446
0.18,5,194.94984221908553
0.2,5,194.60366072461662
0.2,5,194.60366072461662
0.2,5,194.60366072461662
0.18,5,194.94984221908553
0.16,5,195.29602371355446
0.14,5,195.64220520802337
0.14,5,195.64220520802337
0.14,5,195.64220520802337
0.12,5,195.9883867024923
0.12,5,195.9883867024923
0.1,5,196.33456819696121
0.1,5,196.33456819696121
0.1,5,196.33456819696121
0.08,5,196.68074969143015
0.1,5,196.33456819696121
0.08,5,196.68074969143015
0.1,5,196.33456819696121
0.12,5,195.9883867024923
0.14,5,195.64220520802337
0.22,5,194.25747923014768
0.22,5,194.25747923014768
0.24,5,193.91129773567877
0.3,5,192.872753252272
0.32,5,192.52657175780305
0.3,5,192.872753252272
0.3,5,192.872753252272
0.28,5,193.2189347467409
0.26,5,193.56511624120984
0.22,5,194.25747923014768
0.2,5,194.60366072461662
0.2,5,194.60366072461662
0.18,5,194.94984221908553
0.16,5,195.29602371355446
0.14,5,195.64220520802337
0.14,5,195.64220520802337
0.12,5,195.9883867024923
0.12,5,195.9883867024923
0.12,5,195.9883867024923
0.12,5,195.9883867024923
0.12,5,195.9883867024923
0.14,5,195.64220520802337
0.16,5,195.29602371355446
0.22,5,194.25747923014768
0.3,5,192.872753252272
0.3,5,192.872753252272
0.3,5,192.872753252272
0.34,5,192.18039026333415
0.34,5,192.18039026333415
0.34,5,192.18039026333415
0.32,5,192.52657175780305
0.28,5,193.2189347467409
0.28,5,193.2189347467409
0.26,5,193.56511624120984
0.26,5,193.56511624120984
0.24,5,193.91129773567877
0.22,5,194.25747923014768
0.2,5,194.60366072461662
0.2,5,194.60366072461662
0.2,5,194.60366072461662
0.2,5,194.60366072461662
0.2,5,194.60366072461662
0.2,5,194.60366072461662
0.22,5,194.25747923014768
0.22,5,194.25747923014768
0.24,5,193.91129773567877
0.3,5,192.872753252272
0.32,5,192.52657175780305
0.36,5,191.8342087688652
0.38,5,191.4880272743963
0.4,5,191.14184577992737
0.4,5,191.14184577992737
0.42,5,190.79566428545846
0.42,5,190.79566428545846
0.4,5,191.14184577992737
0.4,5,191.14184577992737
0.4,5,191.14184577992737
0.4,5,191.14184577992737
0.4,5,191.14184577992737
0.4,5,191.14184577992737
0.38,5,191.4880272743963
0.38,5,191.4880272743963
0.36,5,191.8342087688652
0.34,5,192.18039026333415
0.32,5,192.52657175780305
0.32,5,192.52657175780305
0.34,5,192.18039026333415
0.34,5,192.18039026333415
0.38,5,191.4880272743963
