windspeed,atemp,Predicted Y
0.0,0.1667,0.45140239450035785
0.0,0.1667,0.45140239450035785
0.0,0.1364,0.45140239450035785
0.0,0.1515,0.45140239450035785
0.0,0.1515,0.45140239450035785
0.0,0.1667,0.45140239450035785
0.0,0.1515,0.45140239450035785
0.0,0.1515,0.45140239450035785
0.0,0.1818,0.45140239450035785
0.0,0.1818,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.197,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.197,0.45140239450035785
0.0,0.1515,0.45140239450035785
0.0,0.1515,0.45140239450035785
0.0,0.1818,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.1515,0.45140239450035785
0.0,0.197,0.45140239450035785
0.0,0.1818,0.45140239450035785
0.0,0.197,0.45140239450035785
0.0,0.197,0.45140239450035785
0.0,0.1818,0.45140239450035785
0.0,0.1515,0.45140239450035785
0.0,0.1515,0.45140239450035785
0.0,0.1515,0.45140239450035785
0.0,0.1515,0.45140239450035785
0.0,0.1667,0.45140239450035785
0.0,0.1364,0.45140239450035785
0.0,0.1818,0.45140239450035785
0.0,0.1818,0.45140239450035785
0.0,0.1515,0.45140239450035785
0.0,0.197,0.45140239450035785
0.0,0.1818,0.45140239450035785
0.0,0.1667,0.45140239450035785
0.0,0.197,0.45140239450035785
0.0,0.1818,0.45140239450035785
0.0,0.1515,0.45140239450035785
0.0,0.1515,0.45140239450035785
0.0,0.1364,0.45140239450035785
0.0,0.1364,0.45140239450035785
0.0,0.1212,0.45140239450035785
0.0,0.1061,0.45140239450035785
0.0,0.1212,0.45140239450035785
0.0,0.1212,0.45140239450035785
0.0,0.1212,0.45140239450035785
0.0,0.1212,0.45140239450035785
0.0,0.1212,0.45140239450035785
0.0,0.1212,0.45140239450035785
0.0,0.1515,0.45140239450035785
0.0,0.1515,0.45140239450035785
0.0,0.1364,0.45140239450035785
0.0,0.1212,0.45140239450035785
0.0,0.1364,0.45140239450035785
0.0,0.1667,0.45140239450035785
0.0,0.1667,0.45140239450035785
0.0,0.197,0.45140239450035785
0.0,0.197,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.1818,0.45140239450035785
0.0,0.1818,0.45140239450035785
0.0,0.1515,0.45140239450035785
0.0,0.1515,0.45140239450035785
0.0,0.1212,0.45140239450035785
0.0,0.1212,0.45140239450035785
0.0,0.1364,0.45140239450035785
0.0,0.1364,0.45140239450035785
0.0,0.1212,0.45140239450035785
0.0,0.1212,0.45140239450035785
0.0,0.1364,0.45140239450035785
0.0,0.1364,0.45140239450035785
0.0,0.1818,0.45140239450035785
0.0,0.1212,0.45140239450035785
0.0,0.1667,0.45140239450035785
0.0,0.1515,0.45140239450035785
0.0,0.1818,0.45140239450035785
0.0,0.1667,0.45140239450035785
0.0,0.197,0.45140239450035785
0.0,0.197,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.2424,0.45140239450035785
0.0,0.2424,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2576,0.45140239450035785
0.0,0.197,0.45140239450035785
0.0,0.2424,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2424,0.45140239450035785
0.0,0.2424,0.45140239450035785
0.0,0.197,0.45140239450035785
0.0,0.197,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.1667,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.1515,0.45140239450035785
0.0,0.1818,0.45140239450035785
0.0,0.197,0.45140239450035785
0.0,0.197,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2576,0.45140239450035785
0.0,0.2879,0.45140239450035785
0.0,0.3182,0.45140239450035785
0.0,0.3333,0.45140239450035785
0.0,0.303,0.45140239450035785
0.0,0.2879,0.45140239450035785
0.0,0.303,0.45140239450035785
0.0,0.303,0.45140239450035785
0.0,0.303,0.45140239450035785
0.0,0.3182,0.45140239450035785
0.0,0.2879,0.45140239450035785
0.0,0.303,0.45140239450035785
0.0,0.2727,0.45140239450035785
0.0,0.2879,0.45140239450035785
0.0,0.2727,0.45140239450035785
0.0,0.2576,0.45140239450035785
0.0,0.2576,0.45140239450035785
0.0,0.2576,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2727,0.45140239450035785
0.0,0.2424,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.197,0.45140239450035785
0.0,0.197,0.45140239450035785
0.0,0.197,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.197,0.45140239450035785
0.0,0.197,0.45140239450035785
0.0,0.1667,0.45140239450035785
0.0,0.1818,0.45140239450035785
0.0,0.197,0.45140239450035785
0.0,0.197,0.45140239450035785
0.0,0.1818,0.45140239450035785
0.0,0.1818,0.45140239450035785
0.0,0.1515,0.45140239450035785
0.0,0.1515,0.45140239450035785
0.0,0.1515,0.45140239450035785
0.0,0.1515,0.45140239450035785
0.0,0.197,0.45140239450035785
0.0,0.197,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.197,0.45140239450035785
0.0,0.1667,0.45140239450035785
0.0,0.1818,0.45140239450035785
0.0,0.1515,0.45140239450035785
0.0,0.1515,0.45140239450035785
0.0,0.1212,0.45140239450035785
0.0,0.1364,0.45140239450035785
0.0,0.1818,0.45140239450035785
0.0,0.197,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2727,0.45140239450035785
0.0,0.2424,0.45140239450035785
0.0,0.2576,0.45140239450035785
0.0,0.2727,0.45140239450035785
0.0,0.2727,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2576,0.45140239450035785
0.0,0.2576,0.45140239450035785
0.0,0.2576,0.45140239450035785
0.0,0.2576,0.45140239450035785
0.0,0.2576,0.45140239450035785
0.0,0.2727,0.45140239450035785
0.0,0.303,0.45140239450035785
0.0,0.3182,0.45140239450035785
0.0,0.4091,0.45140239450035785
0.0,0.4091,0.45140239450035785
0.0,0.4091,0.45140239450035785
0.0,0.3939,0.45140239450035785
0.0,0.3333,0.45140239450035785
0.0,0.3182,0.45140239450035785
0.0,0.2879,0.45140239450035785
0.0,0.303,0.45140239450035785
0.0,0.2879,0.45140239450035785
0.0,0.303,0.45140239450035785
0.0,0.2727,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2727,0.45140239450035785
0.0,0.2727,0.45140239450035785
0.0,0.2576,0.45140239450035785
0.0,0.2576,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2727,0.45140239450035785
0.0,0.3333,0.45140239450035785
0.0,0.2879,0.45140239450035785
0.0,0.303,0.45140239450035785
0.0,0.3182,0.45140239450035785
0.0,0.303,0.45140239450035785
0.0,0.3182,0.45140239450035785
0.0,0.2576,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2424,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2424,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.2576,0.45140239450035785
0.0,0.197,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.1818,0.45140239450035785
0.0,0.1818,0.45140239450035785
0.0,0.1818,0.45140239450035785
0.0,0.1667,0.45140239450035785
0.0,0.1818,0.45140239450035785
0.0,0.1818,0.45140239450035785
0.0,0.1515,0.45140239450035785
0.0,0.1515,0.45140239450035785
0.0,0.1212,0.45140239450035785
0.0,0.1364,0.45140239450035785
0.0,0.1212,0.45140239450035785
0.0,0.1212,0.45140239450035785
0.0,0.1061,0.45140239450035785
0.0,0.0758,0.45140239450035785
0.0,0.0758,0.45140239450035785
0.0,0.0303,0.45140239450035785
0.0,0.0455,0.45140239450035785
0.0,0.0303,0.45140239450035785
0.0,0.0,0.45140239450035785
0.0,0.0303,0.45140239450035785
0.0,0.0303,0.45140239450035785
0.0,0.0152,0.45140239450035785
0.0,0.0303,0.45140239450035785
0.0,0.0152,0.45140239450035785
0.0,0.0,0.45140239450035785
0.0,0.0303,0.45140239450035785
0.0,0.0606,0.45140239450035785
0.0,0.0758,0.45140239450035785
0.0,0.1061,0.45140239450035785
0.0,0.1667,0.45140239450035785
0.0,0.1364,0.45140239450035785
0.0,0.1515,0.45140239450035785
0.0,0.1364,0.45140239450035785
0.0,0.197,0.45140239450035785
0.0,0.0909,0.45140239450035785
0.0,0.1061,0.45140239450035785
0.0,0.0758,0.45140239450035785
0.0,0.1061,0.45140239450035785
0.0,0.1515,0.45140239450035785
0.0,0.0758,0.45140239450035785
0.0,0.0758,0.45140239450035785
0.0,0.0758,0.45140239450035785
0.0,0.0606,0.45140239450035785
0.0,0.0606,0.45140239450035785
0.0,0.0758,0.45140239450035785
0.0,0.0758,0.45140239450035785
0.0,0.1061,0.45140239450035785
0.0,0.0758,0.45140239450035785
0.0,0.0758,0.45140239450035785
0.0,0.1061,0.45140239450035785
0.0,0.1364,0.45140239450035785
0.0,0.1212,0.45140239450035785
0.0,0.1061,0.45140239450035785
0.0,0.1364,0.45140239450035785
0.0,0.1364,0.45140239450035785
0.0,0.1364,0.45140239450035785
0.0,0.1061,0.45140239450035785
0.0,0.1212,0.45140239450035785
0.0,0.1212,0.45140239450035785
0.0,0.1061,0.45140239450035785
0.0,0.1061,0.45140239450035785
0.0,0.0909,0.45140239450035785
0.0,0.0606,0.45140239450035785
0.0,0.0606,0.45140239450035785
0.0,0.0455,0.45140239450035785
0.0,0.0303,0.45140239450035785
0.0,0.0606,0.45140239450035785
0.0,0.0606,0.45140239450035785
0.0,0.0758,0.45140239450035785
0.0,0.1212,0.45140239450035785
0.0,0.1364,0.45140239450035785
0.0,0.1515,0.45140239450035785
0.0,0.1364,0.45140239450035785
0.0,0.1212,0.45140239450035785
0.0,0.1364,0.45140239450035785
0.0,0.1364,0.45140239450035785
0.0,0.1364,0.45140239450035785
0.0,0.1667,0.45140239450035785
0.0,0.1515,0.45140239450035785
0.0,0.1212,0.45140239450035785
0.0,0.1364,0.45140239450035785
0.0,0.1515,0.45140239450035785
0.0,0.1364,0.45140239450035785
0.0,0.1515,0.45140239450035785
0.0,0.1364,0.45140239450035785
0.0,0.1515,0.45140239450035785
0.0,0.1364,0.45140239450035785
0.0,0.1667,0.45140239450035785
0.0,0.1515,0.45140239450035785
0.0,0.1667,0.45140239450035785
0.0,0.1364,0.45140239450035785
0.0,0.1818,0.45140239450035785
0.0,0.1515,0.45140239450035785
0.0,0.1818,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2424,0.45140239450035785
0.0,0.2424,0.45140239450035785
0.0,0.2879,0.45140239450035785
0.0,0.2727,0.45140239450035785
0.0,0.3333,0.45140239450035785
0.0,0.3485,0.45140239450035785
0.0,0.3485,0.45140239450035785
0.0,0.3333,0.45140239450035785
0.0,0.3182,0.45140239450035785
0.0,0.2576,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2424,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.1818,0.45140239450035785
0.0,0.1818,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.197,0.45140239450035785
0.0,0.197,0.45140239450035785
0.0,0.197,0.45140239450035785
0.0,0.197,0.45140239450035785
0.0,0.1818,0.45140239450035785
0.0,0.197,0.45140239450035785
0.0,0.1818,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2424,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.197,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.197,0.45140239450035785
0.0,0.197,0.45140239450035785
0.0,0.197,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.2727,0.45140239450035785
0.0,0.2576,0.45140239450035785
0.0,0.2727,0.45140239450035785
0.0,0.2424,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2424,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.197,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.1818,0.45140239450035785
0.0,0.1818,0.45140239450035785
0.0,0.1818,0.45140239450035785
0.0,0.197,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.197,0.45140239450035785
0.0,0.197,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.2424,0.45140239450035785
0.0,0.2879,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.197,0.45140239450035785
0.0,0.197,0.45140239450035785
0.0,0.1818,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2424,0.45140239450035785
0.0,0.2727,0.45140239450035785
0.0,0.3182,0.45140239450035785
0.0,0.2879,0.45140239450035785
0.0,0.303,0.45140239450035785
0.0,0.3333,0.45140239450035785
0.0,0.3333,0.45140239450035785
0.0,0.2879,0.45140239450035785
0.0,0.2576,0.45140239450035785
0.0,0.2576,0.45140239450035785
0.0,0.2727,0.45140239450035785
0.0,0.2424,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.197,0.45140239450035785
0.0,0.1667,0.45140239450035785
0.0,0.1364,0.45140239450035785
0.0,0.1364,0.45140239450035785
0.0,0.1364,0.45140239450035785
0.0,0.1364,0.45140239450035785
0.0,0.1515,0.45140239450035785
0.0,0.1515,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.197,0.45140239450035785
0.0,0.1818,0.45140239450035785
0.0,0.1818,0.45140239450035785
0.0,0.1515,0.45140239450035785
0.0,0.1515,0.45140239450035785
0.0,0.3182,0.45140239450035785
0.0,0.1667,0.45140239450035785
0.0,0.197,0.45140239450035785
0.0,0.1818,0.45140239450035785
0.0,0.197,0.45140239450035785
0.0,0.1818,0.45140239450035785
0.0,0.1818,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2424,0.45140239450035785
0.0,0.2576,0.45140239450035785
0.0,0.2576,0.45140239450035785
0.0,0.2576,0.45140239450035785
0.0,0.2879,0.45140239450035785
0.0,0.2424,0.45140239450035785
0.0,0.2879,0.45140239450035785
0.0,0.2576,0.45140239450035785
0.0,0.2424,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2576,0.45140239450035785
0.0,0.197,0.45140239450035785
0.0,0.2424,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.2424,0.45140239450035785
0.0,0.2424,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.2576,0.45140239450035785
0.0,0.2727,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.3333,0.45140239450035785
0.0,0.3939,0.45140239450035785
0.0,0.3939,0.45140239450035785
0.0,0.3333,0.45140239450035785
0.0,0.3182,0.45140239450035785
0.0,0.2879,0.45140239450035785
0.0,0.2424,0.45140239450035785
0.0,0.197,0.45140239450035785
0.0,0.197,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.1667,0.45140239450035785
0.0,0.1667,0.45140239450035785
0.0,0.1515,0.45140239450035785
0.0,0.1667,0.45140239450035785
0.0,0.1667,0.45140239450035785
0.0,0.1364,0.45140239450035785
0.0,0.1364,0.45140239450035785
0.0,0.1212,0.45140239450035785
0.0,0.1212,0.45140239450035785
0.0,0.1364,0.45140239450035785
0.0,0.1515,0.45140239450035785
0.0,0.1364,0.45140239450035785
0.0,0.1818,0.45140239450035785
0.0,0.1667,0.45140239450035785
0.0,0.197,0.45140239450035785
0.0,0.197,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.197,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.2576,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2576,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.1667,0.45140239450035785
0.0,0.1667,0.45140239450035785
0.0,0.1515,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.1515,0.45140239450035785
0.0,0.1818,0.45140239450035785
0.0,0.2121,0.45140239450035785
0.0,0.2273,0.45140239450035785
0.0,0.2424,0.45140239450035785
0.0,0.2576,0.45140239450035785
0.0,0.2727,0.45140239450035785
0.0,0.2727,0.45140239450035785
0.0,0.2879,0.45140239450035785
0.0,0.2727,0.45140239450035785
0.0,0.2576,0.45140239450035785
0.0,0.2424,0.45140239450035785
0.0,0.2424,0.45140239450035785
0.0,0.2424,0.45140239450035785
0.0,0.2424,0.45140239450035785
0.0,0.2424,0.45140239450035785
