atemp,mnth,Predicted Y
0.2273,1,5.503108345059969
0.1515,1,5.187472018270001
0.197,1,5.376937095696697
0.1818,1,5.313643267633273
0.197,1,5.376937095696697
0.197,1,5.376937095696697
0.1818,1,5.313643267633273
0.1515,1,5.187472018270001
0.1515,1,5.187472018270001
0.1515,1,5.187472018270001
0.1515,1,5.187472018270001
0.1667,1,5.250765846333425
0.1364,1,5.1245945969701525
0.1818,1,5.313643267633273
0.1818,1,5.313643267633273
0.1515,1,5.187472018270001
0.197,1,5.376937095696697
0.1818,1,5.313643267633273
0.1667,1,5.250765846333425
0.197,1,5.376937095696697
0.1818,1,5.313643267633273
0.1515,1,5.187472018270001
0.1515,1,5.187472018270001
0.1364,1,5.1245945969701525
0.1364,1,5.1245945969701525
0.1212,1,5.0613007689067295
0.1061,1,4.998423347606881
0.1212,1,5.0613007689067295
0.1212,1,5.0613007689067295
0.1212,1,5.0613007689067295
0.1212,1,5.0613007689067295
0.1212,1,5.0613007689067295
0.1212,1,5.0613007689067295
0.1515,1,5.187472018270001
0.1515,1,5.187472018270001
0.1364,1,5.1245945969701525
0.1212,1,5.0613007689067295
0.1364,1,5.1245945969701525
0.1667,1,5.250765846333425
0.1667,1,5.250765846333425
0.197,1,5.376937095696697
0.197,1,5.376937095696697
0.2121,1,5.439814516996545
0.2121,1,5.439814516996545
0.1818,1,5.313643267633273
0.1818,1,5.313643267633273
0.1515,1,5.187472018270001
0.1515,1,5.187472018270001
0.1212,1,5.0613007689067295
0.1212,1,5.0613007689067295
0.1364,1,5.1245945969701525
0.1364,1,5.1245945969701525
0.1212,1,5.0613007689067295
0.1212,1,5.0613007689067295
0.1364,1,5.1245945969701525
0.1364,1,5.1245945969701525
0.1818,1,5.313643267633273
0.1212,1,5.0613007689067295
0.1667,1,5.250765846333425
0.1515,1,5.187472018270001
0.1818,1,5.313643267633273
0.1667,1,5.250765846333425
0.197,1,5.376937095696697
0.197,1,5.376937095696697
0.2121,1,5.439814516996545
0.2424,1,5.565985766359817
0.2424,1,5.565985766359817
0.2273,1,5.503108345059969
0.2576,1,5.629279594423241
0.197,1,5.376937095696697
0.2424,1,5.565985766359817
0.2273,1,5.503108345059969
0.2273,1,5.503108345059969
0.2424,1,5.565985766359817
0.2424,1,5.565985766359817
0.197,1,5.376937095696697
0.197,1,5.376937095696697
0.2273,1,5.503108345059969
0.2273,1,5.503108345059969
0.2273,1,5.503108345059969
0.1667,1,5.250765846333425
0.2121,1,5.439814516996545
0.1515,1,5.187472018270001
0.1818,1,5.313643267633273
0.197,1,5.376937095696697
0.197,1,5.376937095696697
0.2273,1,5.503108345059969
0.2576,1,5.629279594423241
0.2879,1,5.755450843786512
0.3182,1,5.881622093149785
0.3333,1,5.944499514449633
0.303,1,5.818328265086361
0.2879,1,5.755450843786512
0.303,1,5.818328265086361
0.303,1,5.818328265086361
0.303,1,5.818328265086361
0.3182,1,5.881622093149785
0.2879,1,5.755450843786512
0.303,1,5.818328265086361
0.2727,1,5.6921570157230885
0.2879,1,5.755450843786512
0.2727,1,5.6921570157230885
0.2576,1,5.629279594423241
0.2576,1,5.629279594423241
0.2576,1,5.629279594423241
0.2121,1,5.439814516996545
0.2121,1,5.439814516996545
0.2121,1,5.439814516996545
0.2121,1,5.439814516996545
0.2273,1,5.503108345059969
0.2121,1,5.439814516996545
0.2273,1,5.503108345059969
0.2727,1,5.6921570157230885
0.2424,1,5.565985766359817
0.2273,1,5.503108345059969
0.2121,1,5.439814516996545
0.2121,1,5.439814516996545
0.197,1,5.376937095696697
0.197,1,5.376937095696697
0.197,1,5.376937095696697
0.2121,1,5.439814516996545
0.2273,1,5.503108345059969
0.197,1,5.376937095696697
0.197,1,5.376937095696697
0.1667,1,5.250765846333425
0.1818,1,5.313643267633273
0.197,1,5.376937095696697
0.197,1,5.376937095696697
0.1818,1,5.313643267633273
0.1818,1,5.313643267633273
0.1515,1,5.187472018270001
0.1515,1,5.187472018270001
0.1515,1,5.187472018270001
0.1515,1,5.187472018270001
0.197,1,5.376937095696697
0.197,1,5.376937095696697
0.2121,1,5.439814516996545
0.2121,1,5.439814516996545
0.2121,1,5.439814516996545
0.197,1,5.376937095696697
0.1667,1,5.250765846333425
0.1818,1,5.313643267633273
0.1515,1,5.187472018270001
0.1515,1,5.187472018270001
0.1212,1,5.0613007689067295
0.1364,1,5.1245945969701525
0.1818,1,5.313643267633273
0.197,1,5.376937095696697
0.2273,1,5.503108345059969
0.2273,1,5.503108345059969
0.2273,1,5.503108345059969
0.2273,1,5.503108345059969
0.2273,1,5.503108345059969
0.2273,1,5.503108345059969
0.2727,1,5.6921570157230885
0.2424,1,5.565985766359817
0.2576,1,5.629279594423241
0.2727,1,5.6921570157230885
0.2727,1,5.6921570157230885
0.2273,1,5.503108345059969
0.2273,1,5.503108345059969
0.2273,1,5.503108345059969
0.2576,1,5.629279594423241
0.2576,1,5.629279594423241
0.2576,1,5.629279594423241
0.2576,1,5.629279594423241
0.2576,1,5.629279594423241
0.2727,1,5.6921570157230885
0.303,1,5.818328265086361
0.3182,1,5.881622093149785
0.4091,1,6.260135841239601
0.4091,1,6.260135841239601
0.4091,1,6.260135841239601
0.3939,1,6.196842013176177
0.3333,1,5.944499514449633
0.3182,1,5.881622093149785
0.2879,1,5.755450843786512
0.303,1,5.818328265086361
0.2879,1,5.755450843786512
0.303,1,5.818328265086361
0.2727,1,5.6921570157230885
0.2273,1,5.503108345059969
0.2727,1,5.6921570157230885
0.2727,1,5.6921570157230885
0.2576,1,5.629279594423241
0.2576,1,5.629279594423241
0.2273,1,5.503108345059969
0.2121,1,5.439814516996545
0.2121,1,5.439814516996545
0.2121,1,5.439814516996545
0.2273,1,5.503108345059969
0.2273,1,5.503108345059969
0.2727,1,5.6921570157230885
0.3333,1,5.944499514449633
0.2879,1,5.755450843786512
0.303,1,5.818328265086361
0.3182,1,5.881622093149785
0.303,1,5.818328265086361
0.3182,1,5.881622093149785
0.2576,1,5.629279594423241
0.2273,1,5.503108345059969
0.2424,1,5.565985766359817
0.2273,1,5.503108345059969
0.2121,1,5.439814516996545
0.2121,1,5.439814516996545
0.2273,1,5.503108345059969
0.2273,1,5.503108345059969
0.2424,1,5.565985766359817
0.2121,1,5.439814516996545
0.2576,1,5.629279594423241
0.197,1,5.376937095696697
0.2121,1,5.439814516996545
0.1818,1,5.313643267633273
0.1818,1,5.313643267633273
0.1818,1,5.313643267633273
0.1667,1,5.250765846333425
0.1818,1,5.313643267633273
0.1818,1,5.313643267633273
0.1515,1,5.187472018270001
0.1515,1,5.187472018270001
0.1212,1,5.0613007689067295
0.1364,1,5.1245945969701525
0.1212,1,5.0613007689067295
0.1212,1,5.0613007689067295
0.1061,1,4.998423347606881
0.0758,1,4.872252098243608
0.0758,1,4.872252098243608
0.0303,1,4.682787020816913
0.0455,1,4.746080848880337
0.0303,1,4.682787020816913
0.0,1,4.556615771453641
0.0303,1,4.682787020816913
0.0303,1,4.682787020816913
0.0152,1,4.619909599517065
0.0303,1,4.682787020816913
0.0152,1,4.619909599517065
0.0,1,4.556615771453641
0.0303,1,4.682787020816913
0.0606,1,4.808958270180185
0.0758,1,4.872252098243608
0.1061,1,4.998423347606881
0.1667,1,5.250765846333425
0.1364,1,5.1245945969701525
0.1515,1,5.187472018270001
0.1364,1,5.1245945969701525
0.197,1,5.376937095696697
0.0909,1,4.935129519543457
0.1061,1,4.998423347606881
0.0758,1,4.872252098243608
0.1061,1,4.998423347606881
0.1515,1,5.187472018270001
0.0758,1,4.872252098243608
0.0758,1,4.872252098243608
0.0758,1,4.872252098243608
0.0606,1,4.808958270180185
0.0606,1,4.808958270180185
0.0758,1,4.872252098243608
0.0758,1,4.872252098243608
0.1061,1,4.998423347606881
0.0758,1,4.872252098243608
0.0758,1,4.872252098243608
0.1061,1,4.998423347606881
0.1364,1,5.1245945969701525
0.1212,1,5.0613007689067295
0.1061,1,4.998423347606881
0.1364,1,5.1245945969701525
0.1364,1,5.1245945969701525
0.1364,1,5.1245945969701525
0.1061,1,4.998423347606881
0.1212,1,5.0613007689067295
0.1212,1,5.0613007689067295
0.1061,1,4.998423347606881
0.1061,1,4.998423347606881
0.0909,1,4.935129519543457
0.0606,1,4.808958270180185
0.0606,1,4.808958270180185
0.0455,1,4.746080848880337
0.0303,1,4.682787020816913
0.0606,1,4.808958270180185
0.0606,1,4.808958270180185
0.0758,1,4.872252098243608
0.1212,1,5.0613007689067295
0.1364,1,5.1245945969701525
0.1515,1,5.187472018270001
0.1364,1,5.1245945969701525
0.1212,1,5.0613007689067295
0.1364,1,5.1245945969701525
0.1364,1,5.1245945969701525
0.1364,1,5.1245945969701525
0.1667,1,5.250765846333425
0.1515,1,5.187472018270001
0.1212,1,5.0613007689067295
0.1364,1,5.1245945969701525
0.1515,1,5.187472018270001
0.1364,1,5.1245945969701525
0.1515,1,5.187472018270001
0.1364,1,5.1245945969701525
0.1515,1,5.187472018270001
0.1364,1,5.1245945969701525
0.1667,1,5.250765846333425
0.1515,1,5.187472018270001
0.1667,1,5.250765846333425
0.1364,1,5.1245945969701525
0.1818,1,5.313643267633273
0.1515,1,5.187472018270001
0.1818,1,5.313643267633273
0.2273,1,5.503108345059969
0.2424,1,5.565985766359817
0.2424,1,5.565985766359817
0.2879,1,5.755450843786512
0.2727,1,5.6921570157230885
0.3333,1,5.944499514449633
0.3485,1,6.0077933425130565
0.3485,1,6.0077933425130565
0.3333,1,5.944499514449633
0.3182,1,5.881622093149785
0.2576,1,5.629279594423241
0.2273,1,5.503108345059969
0.2273,1,5.503108345059969
0.2273,1,5.503108345059969
0.2273,1,5.503108345059969
0.2273,1,5.503108345059969
0.2424,1,5.565985766359817
0.2273,1,5.503108345059969
0.1818,1,5.313643267633273
0.1818,1,5.313643267633273
0.2121,1,5.439814516996545
0.2121,1,5.439814516996545
0.2121,1,5.439814516996545
0.2121,1,5.439814516996545
0.197,1,5.376937095696697
0.197,1,5.376937095696697
0.197,1,5.376937095696697
0.197,1,5.376937095696697
0.1818,1,5.313643267633273
0.197,1,5.376937095696697
0.1818,1,5.313643267633273
0.2273,1,5.503108345059969
0.2424,1,5.565985766359817
0.2273,1,5.503108345059969
0.2273,1,5.503108345059969
0.2121,1,5.439814516996545
0.2121,1,5.439814516996545
0.2121,1,5.439814516996545
0.197,1,5.376937095696697
0.2121,1,5.439814516996545
0.2121,1,5.439814516996545
0.2121,1,5.439814516996545
0.2273,1,5.503108345059969
0.2121,1,5.439814516996545
0.197,1,5.376937095696697
0.197,1,5.376937095696697
0.197,1,5.376937095696697
0.2121,1,5.439814516996545
0.2121,1,5.439814516996545
0.2121,1,5.439814516996545
0.2121,1,5.439814516996545
0.2121,1,5.439814516996545
0.2727,1,5.6921570157230885
0.2576,1,5.629279594423241
0.2727,1,5.6921570157230885
0.2424,1,5.565985766359817
0.2273,1,5.503108345059969
0.2424,1,5.565985766359817
0.2273,1,5.503108345059969
0.2273,1,5.503108345059969
0.2121,1,5.439814516996545
0.2273,1,5.503108345059969
0.197,1,5.376937095696697
0.2273,1,5.503108345059969
0.2273,1,5.503108345059969
0.2121,1,5.439814516996545
0.1818,1,5.313643267633273
0.1818,1,5.313643267633273
0.1818,1,5.313643267633273
0.197,1,5.376937095696697
0.2121,1,5.439814516996545
0.2121,1,5.439814516996545
0.197,1,5.376937095696697
0.197,1,5.376937095696697
0.2273,1,5.503108345059969
0.2273,1,5.503108345059969
0.2121,1,5.439814516996545
0.2424,1,5.565985766359817
0.2879,1,5.755450843786512
0.2273,1,5.503108345059969
0.2121,1,5.439814516996545
0.2121,1,5.439814516996545
0.2121,1,5.439814516996545
0.197,1,5.376937095696697
0.197,1,5.376937095696697
0.1818,1,5.313643267633273
0.2121,1,5.439814516996545
0.2273,1,5.503108345059969
0.2121,1,5.439814516996545
0.2121,1,5.439814516996545
0.2121,1,5.439814516996545
0.2121,1,5.439814516996545
0.2121,1,5.439814516996545
0.2273,1,5.503108345059969
0.2424,1,5.565985766359817
0.2727,1,5.6921570157230885
0.3182,1,5.881622093149785
0.2879,1,5.755450843786512
0.303,1,5.818328265086361
0.3333,1,5.944499514449633
0.3333,1,5.944499514449633
0.2879,1,5.755450843786512
0.2576,1,5.629279594423241
0.2576,1,5.629279594423241
0.2727,1,5.6921570157230885
0.2424,1,5.565985766359817
0.2273,1,5.503108345059969
0.2121,1,5.439814516996545
0.2273,1,5.503108345059969
0.2121,1,5.439814516996545
0.2273,1,5.503108345059969
0.2273,1,5.503108345059969
0.197,1,5.376937095696697
0.1667,1,5.250765846333425
0.1364,1,5.1245945969701525
0.1364,1,5.1245945969701525
0.1364,1,5.1245945969701525
0.1364,1,5.1245945969701525
0.1515,1,5.187472018270001
0.1515,1,5.187472018270001
0.2121,1,5.439814516996545
0.2273,1,5.503108345059969
0.197,1,5.376937095696697
0.1818,1,5.313643267633273
0.1818,1,5.313643267633273
0.1515,1,5.187472018270001
0.1515,1,5.187472018270001
0.3182,1,5.881622093149785
0.1667,1,5.250765846333425
0.197,1,5.376937095696697
0.1818,1,5.313643267633273
0.197,1,5.376937095696697
0.1818,2,5.313643267633273
0.1818,2,5.313643267633273
0.2273,2,5.503108345059969
0.2273,2,5.503108345059969
0.2121,2,5.439814516996545
0.2121,2,5.439814516996545
0.2273,2,5.503108345059969
0.2273,2,5.503108345059969
0.2273,2,5.503108345059969
0.2273,2,5.503108345059969
0.2424,2,5.565985766359817
0.2576,2,5.629279594423241
0.2576,2,5.629279594423241
0.2576,2,5.629279594423241
0.2879,2,5.755450843786512
0.2424,2,5.565985766359817
0.2879,2,5.755450843786512
0.2576,2,5.629279594423241
0.2424,2,5.565985766359817
0.2273,2,5.503108345059969
0.2273,2,5.503108345059969
0.2576,2,5.629279594423241
0.197,2,5.376937095696697
0.2424,2,5.565985766359817
0.2273,2,5.503108345059969
0.2273,2,5.503108345059969
0.2273,2,5.503108345059969
0.2121,2,5.439814516996545
0.2424,2,5.565985766359817
0.2424,2,5.565985766359817
0.2121,2,5.439814516996545
0.2121,2,5.439814516996545
0.2576,2,5.629279594423241
0.2727,2,5.6921570157230885
0.2273,2,5.503108345059969
0.2273,2,5.503108345059969
0.3333,2,5.944499514449633
0.3939,2,6.196842013176177
0.3939,2,6.196842013176177
0.3333,2,5.944499514449633
0.3182,2,5.881622093149785
0.2879,2,5.755450843786512
0.2424,2,5.565985766359817
0.197,2,5.376937095696697
0.197,2,5.376937095696697
0.2121,2,5.439814516996545
0.1667,2,5.250765846333425
0.1667,2,5.250765846333425
0.1515,2,5.187472018270001
0.1667,2,5.250765846333425
0.1667,2,5.250765846333425
0.1364,2,5.1245945969701525
0.1364,2,5.1245945969701525
0.1212,2,5.0613007689067295
0.1212,2,5.0613007689067295
0.1364,2,5.1245945969701525
0.1515,2,5.187472018270001
0.1364,2,5.1245945969701525
0.1818,2,5.313643267633273
0.1667,2,5.250765846333425
0.197,2,5.376937095696697
0.197,2,5.376937095696697
0.2121,2,5.439814516996545
0.197,2,5.376937095696697
0.2121,2,5.439814516996545
0.2576,2,5.629279594423241
0.2273,2,5.503108345059969
0.2121,2,5.439814516996545
0.2121,2,5.439814516996545
0.2273,2,5.503108345059969
0.2576,2,5.629279594423241
0.2273,2,5.503108345059969
0.1667,2,5.250765846333425
0.1667,2,5.250765846333425
0.1515,2,5.187472018270001
0.2273,2,5.503108345059969
0.2121,2,5.439814516996545
0.1515,2,5.187472018270001
0.1818,2,5.313643267633273
0.2121,2,5.439814516996545
0.2273,2,5.503108345059969
0.2424,2,5.565985766359817
0.2576,2,5.629279594423241
0.2727,2,5.6921570157230885
0.2727,2,5.6921570157230885
0.2879,2,5.755450843786512
0.2727,2,5.6921570157230885
0.2576,2,5.629279594423241
0.2424,2,5.565985766359817
0.2424,2,5.565985766359817
0.2424,2,5.565985766359817
0.2424,2,5.565985766359817
0.2424,2,5.565985766359817
0.2424,2,5.565985766359817
0.2424,2,5.565985766359817
0.2424,2,5.565985766359817
0.2424,2,5.565985766359817
0.2273,2,5.503108345059969
0.2273,2,5.503108345059969
0.2576,2,5.629279594423241
0.2576,2,5.629279594423241
0.2273,2,5.503108345059969
0.2273,2,5.503108345059969
0.2121,2,5.439814516996545
0.2273,2,5.503108345059969
0.2273,2,5.503108345059969
0.2273,2,5.503108345059969
0.2727,2,5.6921570157230885
0.2727,2,5.6921570157230885
0.2273,2,5.503108345059969
0.2121,2,5.439814516996545
0.2424,2,5.565985766359817
0.2424,2,5.565985766359817
0.2879,2,5.755450843786512
0.2576,2,5.629279594423241
0.2727,2,5.6921570157230885
0.2576,2,5.629279594423241
0.2576,2,5.629279594423241
0.2273,2,5.503108345059969
0.2273,2,5.503108345059969
0.2879,2,5.755450843786512
0.2273,2,5.503108345059969
0.2576,2,5.629279594423241
0.2576,2,5.629279594423241
0.2424,2,5.565985766359817
0.2576,2,5.629279594423241
0.2879,2,5.755450843786512
0.2879,2,5.755450843786512
0.303,2,5.818328265086361
0.3333,2,5.944499514449633
0.3636,2,6.070670763812905
0.3485,2,6.0077933425130565
0.3485,2,6.0077933425130565
0.3485,2,6.0077933425130565
0.3636,2,6.070670763812905
0.303,2,5.818328265086361
0.2879,2,5.755450843786512
0.2879,2,5.755450843786512
0.303,2,5.818328265086361
0.303,2,5.818328265086361
0.2879,2,5.755450843786512
0.2879,2,5.755450843786512
0.2727,2,5.6921570157230885
0.2576,2,5.629279594423241
0.2576,2,5.629279594423241
0.2576,2,5.629279594423241
0.2576,2,5.629279594423241
0.2424,2,5.565985766359817
0.2424,2,5.565985766359817
0.2273,2,5.503108345059969
0.2727,2,5.6921570157230885
0.2576,2,5.629279594423241
0.3182,2,5.881622093149785
0.3485,2,6.0077933425130565
0.3636,2,6.070670763812905
0.3636,2,6.070670763812905
0.3939,2,6.196842013176177
0.3485,2,6.0077933425130565
0.3182,2,5.881622093149785
0.3333,2,5.944499514449633
0.3485,2,6.0077933425130565
0.3333,2,5.944499514449633
0.3485,2,6.0077933425130565
0.303,2,5.818328265086361
0.3333,2,5.944499514449633
0.3182,2,5.881622093149785
0.3182,2,5.881622093149785
0.2727,2,5.6921570157230885
0.2727,2,5.6921570157230885
0.2576,2,5.629279594423241
0.2273,2,5.503108345059969
0.2273,2,5.503108345059969
0.197,2,5.376937095696697
0.197,2,5.376937095696697
0.197,2,5.376937095696697
0.1818,2,5.313643267633273
0.1818,2,5.313643267633273
0.197,2,5.376937095696697
0.197,2,5.376937095696697
0.197,2,5.376937095696697
0.197,2,5.376937095696697
0.1818,2,5.313643267633273
0.1818,2,5.313643267633273
0.1818,2,5.313643267633273
0.1212,2,5.0613007689067295
0.1364,2,5.1245945969701525
0.1061,2,4.998423347606881
0.1061,2,4.998423347606881
0.1061,2,4.998423347606881
0.0758,2,4.872252098243608
0.1061,2,4.998423347606881
0.0758,2,4.872252098243608
0.0758,2,4.872252098243608
0.1061,2,4.998423347606881
0.1515,2,5.187472018270001
0.1061,2,4.998423347606881
0.1364,2,5.1245945969701525
0.1364,2,5.1245945969701525
0.1818,2,5.313643267633273
0.1515,2,5.187472018270001
0.1818,2,5.313643267633273
0.1667,2,5.250765846333425
0.1818,2,5.313643267633273
0.1818,2,5.313643267633273
0.197,2,5.376937095696697
0.197,2,5.376937095696697
0.1667,2,5.250765846333425
0.1212,2,5.0613007689067295
0.1515,2,5.187472018270001
0.1515,2,5.187472018270001
0.1667,2,5.250765846333425
0.1515,2,5.187472018270001
0.1364,2,5.1245945969701525
0.1515,2,5.187472018270001
0.1515,2,5.187472018270001
0.1364,2,5.1245945969701525
0.1212,2,5.0613007689067295
0.1212,2,5.0613007689067295
0.0758,2,4.872252098243608
0.0758,2,4.872252098243608
0.1061,2,4.998423347606881
0.1061,2,4.998423347606881
0.1212,2,5.0613007689067295
0.1364,2,5.1245945969701525
0.1667,2,5.250765846333425
0.1818,2,5.313643267633273
0.197,2,5.376937095696697
0.1818,2,5.313643267633273
0.1818,2,5.313643267633273
0.1818,2,5.313643267633273
0.1667,2,5.250765846333425
0.1818,2,5.313643267633273
0.2121,2,5.439814516996545
0.197,2,5.376937095696697
0.1515,2,5.187472018270001
0.1364,2,5.1245945969701525
0.1364,2,5.1245945969701525
0.1364,2,5.1245945969701525
0.1212,2,5.0613007689067295
0.1818,2,5.313643267633273
