casual,season,Predicted Y
0,1,2.4053610700859553
0,1,2.4053610700859553
1,1,2.408059754094581
0,1,2.4053610700859553
2,1,2.410758438103207
1,1,2.408059754094581
10,1,2.432347910172214
2,1,2.410758438103207
2,1,2.410758438103207
5,1,2.4188544901290845
1,1,2.408059754094581
1,1,2.408059754094581
0,1,2.4053610700859553
1,1,2.408059754094581
2,1,2.410758438103207
0,1,2.4053610700859553
0,1,2.4053610700859553
3,1,2.413457122111833
1,1,2.408059754094581
0,1,2.4053610700859553
1,1,2.408059754094581
3,1,2.413457122111833
0,1,2.4053610700859553
4,1,2.4161558061204587
4,1,2.4161558061204587
12,1,2.4377452781894657
9,1,2.4296492261635882
10,1,2.432347910172214
22,1,2.4647321182757245
19,1,2.4566360662498465
9,1,2.4296492261635882
9,1,2.4296492261635882
6,1,2.4215531741377103
1,1,2.408059754094581
1,1,2.408059754094581
4,1,2.4161558061204587
3,1,2.413457122111833
0,1,2.4053610700859553
7,1,2.4242518581463366
1,1,2.408059754094581
1,1,2.408059754094581
0,1,2.4053610700859553
0,1,2.4053610700859553
0,1,2.4053610700859553
1,1,2.408059754094581
4,1,2.4161558061204587
7,1,2.4242518581463366
9,1,2.4296492261635882
10,1,2.432347910172214
13,1,2.4404439621980916
18,1,2.4539373822412207
14,1,2.4431426462067174
19,1,2.4566360662498465
6,1,2.4215531741377103
8,1,2.4269505421549624
9,1,2.4296492261635882
3,1,2.413457122111833
3,1,2.413457122111833
2,1,2.410758438103207
5,1,2.4188544901290845
1,1,2.408059754094581
2,1,2.410758438103207
0,1,2.4053610700859553
0,1,2.4053610700859553
0,1,2.4053610700859553
0,1,2.4053610700859553
0,1,2.4053610700859553
1,1,2.408059754094581
3,1,2.413457122111833
0,1,2.4053610700859553
1,1,2.408059754094581
2,1,2.410758438103207
6,1,2.4215531741377103
2,1,2.410758438103207
1,1,2.408059754094581
3,1,2.413457122111833
3,1,2.413457122111833
6,1,2.4215531741377103
3,1,2.413457122111833
3,1,2.413457122111833
0,1,2.4053610700859553
3,1,2.413457122111833
0,1,2.4053610700859553
2,1,2.410758438103207
2,1,2.410758438103207
0,1,2.4053610700859553
0,1,2.4053610700859553
0,1,2.4053610700859553
0,1,2.4053610700859553
0,1,2.4053610700859553
0,1,2.4053610700859553
3,1,2.413457122111833
2,1,2.410758438103207
0,1,2.4053610700859553
2,1,2.410758438103207
2,1,2.410758438103207
3,1,2.413457122111833
5,1,2.4188544901290845
7,1,2.4242518581463366
3,1,2.413457122111833
4,1,2.4161558061204587
3,1,2.413457122111833
3,1,2.413457122111833
5,1,2.4188544901290845
0,1,2.4053610700859553
2,1,2.410758438103207
1,1,2.408059754094581
0,1,2.4053610700859553
0,1,2.4053610700859553
4,1,2.4161558061204587
0,1,2.4053610700859553
0,1,2.4053610700859553
0,1,2.4053610700859553
1,1,2.408059754094581
1,1,2.408059754094581
1,1,2.408059754094581
4,1,2.4161558061204587
2,1,2.410758438103207
5,1,2.4188544901290845
3,1,2.413457122111833
1,1,2.408059754094581
2,1,2.410758438103207
10,1,2.432347910172214
8,1,2.4269505421549624
7,1,2.4242518581463366
7,1,2.4242518581463366
3,1,2.413457122111833
4,1,2.4161558061204587
1,1,2.408059754094581
5,1,2.4188544901290845
3,1,2.413457122111833
1,1,2.408059754094581
0,1,2.4053610700859553
0,1,2.4053610700859553
0,1,2.4053610700859553
0,1,2.4053610700859553
0,1,2.4053610700859553
1,1,2.408059754094581
4,1,2.4161558061204587
6,1,2.4215531741377103
2,1,2.410758438103207
9,1,2.4296492261635882
2,1,2.410758438103207
4,1,2.4161558061204587
4,1,2.4161558061204587
4,1,2.4161558061204587
5,1,2.4188544901290845
5,1,2.4188544901290845
2,1,2.410758438103207
4,1,2.4161558061204587
1,1,2.408059754094581
1,1,2.408059754094581
2,1,2.410758438103207
4,1,2.4161558061204587
3,1,2.413457122111833
0,1,2.4053610700859553
0,1,2.4053610700859553
0,1,2.4053610700859553
0,1,2.4053610700859553
2,1,2.410758438103207
0,1,2.4053610700859553
3,1,2.413457122111833
3,1,2.413457122111833
5,1,2.4188544901290845
3,1,2.413457122111833
8,1,2.4269505421549624
9,1,2.4296492261635882
15,1,2.4458413302153432
9,1,2.4296492261635882
8,1,2.4269505421549624
10,1,2.432347910172214
3,1,2.413457122111833
1,1,2.408059754094581
2,1,2.410758438103207
2,1,2.410758438103207
1,1,2.408059754094581
1,1,2.408059754094581
3,1,2.413457122111833
1,1,2.408059754094581
5,1,2.4188544901290845
1,1,2.408059754094581
0,1,2.4053610700859553
0,1,2.4053610700859553
0,1,2.4053610700859553
0,1,2.4053610700859553
0,1,2.4053610700859553
3,1,2.413457122111833
3,1,2.413457122111833
1,1,2.408059754094581
10,1,2.432347910172214
10,1,2.432347910172214
5,1,2.4188544901290845
11,1,2.43504659418084
8,1,2.4269505421549624
14,1,2.4431426462067174
2,1,2.410758438103207
6,1,2.4215531741377103
5,1,2.4188544901290845
3,1,2.413457122111833
2,1,2.410758438103207
7,1,2.4242518581463366
2,1,2.410758438103207
4,1,2.4161558061204587
0,1,2.4053610700859553
3,1,2.413457122111833
0,1,2.4053610700859553
0,1,2.4053610700859553
0,1,2.4053610700859553
0,1,2.4053610700859553
2,1,2.410758438103207
7,1,2.4242518581463366
15,1,2.4458413302153432
28,1,2.4809242223274794
48,1,2.534897902499997
47,1,2.532199218491371
47,1,2.532199218491371
52,1,2.5456926385345002
42,1,2.5187057984482415
24,1,2.470129486292976
13,1,2.4404439621980916
1,1,2.408059754094581
5,1,2.4188544901290845
5,1,2.4188544901290845
5,1,2.4188544901290845
4,1,2.4161558061204587
1,1,2.408059754094581
1,1,2.408059754094581
0,1,2.4053610700859553
0,1,2.4053610700859553
1,1,2.408059754094581
1,1,2.408059754094581
1,1,2.408059754094581
6,1,2.4215531741377103
7,1,2.4242518581463366
3,1,2.413457122111833
6,1,2.4215531741377103
11,1,2.43504659418084
7,1,2.4242518581463366
10,1,2.432347910172214
8,1,2.4269505421549624
4,1,2.4161558061204587
16,1,2.448540014223969
9,1,2.4296492261635882
5,1,2.4188544901290845
5,1,2.4188544901290845
6,1,2.4215531741377103
3,1,2.413457122111833
3,1,2.413457122111833
6,1,2.4215531741377103
4,1,2.4161558061204587
0,1,2.4053610700859553
1,1,2.408059754094581
0,1,2.4053610700859553
0,1,2.4053610700859553
0,1,2.4053610700859553
0,1,2.4053610700859553
3,1,2.413457122111833
7,1,2.4242518581463366
7,1,2.4242518581463366
4,1,2.4161558061204587
1,1,2.408059754094581
2,1,2.410758438103207
2,1,2.410758438103207
3,1,2.413457122111833
6,1,2.4215531741377103
4,1,2.4161558061204587
4,1,2.4161558061204587
1,1,2.408059754094581
1,1,2.408059754094581
3,1,2.413457122111833
8,1,2.4269505421549624
0,1,2.4053610700859553
3,1,2.413457122111833
0,1,2.4053610700859553
0,1,2.4053610700859553
1,1,2.408059754094581
0,1,2.4053610700859553
0,1,2.4053610700859553
0,1,2.4053610700859553
4,1,2.4161558061204587
1,1,2.408059754094581
4,1,2.4161558061204587
8,1,2.4269505421549624
1,1,2.408059754094581
4,1,2.4161558061204587
2,1,2.410758438103207
2,1,2.410758438103207
3,1,2.413457122111833
7,1,2.4242518581463366
9,1,2.4296492261635882
2,1,2.410758438103207
1,1,2.408059754094581
0,1,2.4053610700859553
0,1,2.4053610700859553
4,1,2.4161558061204587
0,1,2.4053610700859553
0,1,2.4053610700859553
0,1,2.4053610700859553
0,1,2.4053610700859553
0,1,2.4053610700859553
0,1,2.4053610700859553
0,1,2.4053610700859553
0,1,2.4053610700859553
5,1,2.4188544901290845
1,1,2.408059754094581
1,1,2.408059754094581
1,1,2.408059754094581
4,1,2.4161558061204587
3,1,2.413457122111833
6,1,2.4215531741377103
0,1,2.4053610700859553
4,1,2.4161558061204587
6,1,2.4215531741377103
3,1,2.413457122111833
2,1,2.410758438103207
4,1,2.4161558061204587
2,1,2.410758438103207
4,1,2.4161558061204587
1,1,2.408059754094581
2,1,2.410758438103207
1,1,2.408059754094581
0,1,2.4053610700859553
0,1,2.4053610700859553
1,1,2.408059754094581
1,1,2.408059754094581
4,1,2.4161558061204587
8,1,2.4269505421549624
5,1,2.4188544901290845
12,1,2.4377452781894657
7,1,2.4242518581463366
21,1,2.4620334342670986
17,1,2.451238698232595
12,1,2.4377452781894657
14,1,2.4431426462067174
18,1,2.4539373822412207
9,1,2.4296492261635882
7,1,2.4242518581463366
2,1,2.410758438103207
1,1,2.408059754094581
2,1,2.410758438103207
5,1,2.4188544901290845
3,1,2.413457122111833
2,1,2.410758438103207
2,1,2.410758438103207
3,1,2.413457122111833
0,1,2.4053610700859553
0,1,2.4053610700859553
1,1,2.408059754094581
2,1,2.410758438103207
2,1,2.410758438103207
5,1,2.4188544901290845
13,1,2.4404439621980916
30,1,2.486321590344731
27,1,2.4782255383188536
32,1,2.4917189583619828
30,1,2.486321590344731
47,1,2.532199218491371
42,1,2.5187057984482415
24,1,2.470129486292976
4,1,2.4161558061204587
2,1,2.410758438103207
1,1,2.408059754094581
9,1,2.4296492261635882
6,1,2.4215531741377103
1,1,2.408059754094581
5,1,2.4188544901290845
1,1,2.408059754094581
1,1,2.408059754094581
4,1,2.4161558061204587
0,1,2.4053610700859553
2,1,2.410758438103207
0,1,2.4053610700859553
1,1,2.408059754094581
12,1,2.4377452781894657
19,1,2.4566360662498465
26,1,2.475526854310228
58,1,2.5618847425862556
62,1,2.572679478620759
51,1,2.5429939545258744
40,1,2.51330843043099
28,1,2.4809242223274794
30,1,2.486321590344731
17,1,2.451238698232595
11,1,2.43504659418084
15,1,2.4458413302153432
6,1,2.4215531741377103
5,1,2.4188544901290845
3,1,2.413457122111833
3,1,2.413457122111833
1,1,2.408059754094581
0,1,2.4053610700859553
1,1,2.408059754094581
0,1,2.4053610700859553
0,1,2.4053610700859553
1,1,2.408059754094581
2,1,2.410758438103207
7,1,2.4242518581463366
8,1,2.4269505421549624
9,1,2.4296492261635882
10,1,2.432347910172214
27,1,2.4782255383188536
27,1,2.4782255383188536
14,1,2.4431426462067174
19,1,2.4566360662498465
16,1,2.448540014223969
25,1,2.472828170301602
11,1,2.43504659418084
12,1,2.4377452781894657
5,1,2.4188544901290845
8,1,2.4269505421549624
1,1,2.408059754094581
1,1,2.408059754094581
7,1,2.4242518581463366
0,1,2.4053610700859553
1,1,2.408059754094581
0,1,2.4053610700859553
0,1,2.4053610700859553
0,1,2.4053610700859553
2,1,2.410758438103207
10,1,2.432347910172214
2,1,2.410758438103207
5,1,2.4188544901290845
11,1,2.43504659418084
6,1,2.4215531741377103
14,1,2.4431426462067174
10,1,2.432347910172214
11,1,2.43504659418084
21,1,2.4620334342670986
15,1,2.4458413302153432
14,1,2.4431426462067174
3,1,2.413457122111833
3,1,2.413457122111833
5,1,2.4188544901290845
0,1,2.4053610700859553
0,1,2.4053610700859553
0,1,2.4053610700859553
0,1,2.4053610700859553
0,1,2.4053610700859553
0,1,2.4053610700859553
0,1,2.4053610700859553
1,1,2.408059754094581
5,1,2.4188544901290845
6,1,2.4215531741377103
2,1,2.410758438103207
14,1,2.4431426462067174
7,1,2.4242518581463366
14,1,2.4431426462067174
13,1,2.4404439621980916
17,1,2.451238698232595
35,1,2.4998150103878607
26,1,2.475526854310228
11,1,2.43504659418084
20,1,2.459334750258473
18,1,2.4539373822412207
10,1,2.432347910172214
5,1,2.4188544901290845
12,1,2.4377452781894657
2,1,2.410758438103207
1,1,2.408059754094581
0,1,2.4053610700859553
2,1,2.410758438103207
3,1,2.413457122111833
3,1,2.413457122111833
1,1,2.408059754094581
3,1,2.413457122111833
7,1,2.4242518581463366
18,1,2.4539373822412207
16,1,2.448540014223969
18,1,2.4539373822412207
19,1,2.4566360662498465
15,1,2.4458413302153432
15,1,2.4458413302153432
26,1,2.475526854310228
15,1,2.4458413302153432
29,1,2.4836229063361053
18,1,2.4539373822412207
11,1,2.43504659418084
14,1,2.4431426462067174
8,1,2.4269505421549624
5,1,2.4188544901290845
8,1,2.4269505421549624
4,1,2.4161558061204587
12,1,2.4377452781894657
1,1,2.408059754094581
2,1,2.410758438103207
2,1,2.410758438103207
0,1,2.4053610700859553
1,1,2.408059754094581
2,1,2.410758438103207
8,1,2.4269505421549624
26,1,2.475526854310228
15,1,2.4458413302153432
17,1,2.451238698232595
31,1,2.489020274353357
59,1,2.5645834265948815
45,1,2.526801850474119
73,1,2.6023650027156435
55,1,2.5537886905603777
68,1,2.588871582672514
52,1,2.5456926385345002
29,1,2.4836229063361053
16,1,2.448540014223969
19,1,2.4566360662498465
11,1,2.43504659418084
19,1,2.4566360662498465
