windspeed,cnt,Predicted Y
0.0,1,-83.11348308991754
0.0,1,-83.11348308991754
0.0,1,-83.11348308991754
0.0,1,-83.11348308991754
0.0,1,-83.11348308991754
0.0,1,-83.11348308991754
0.0,1,-83.11348308991754
0.0,1,-83.11348308991754
0.0,1,-83.11348308991754
0.0,1,-83.11348308991754
0.0,1,-83.11348308991754
0.0,1,-83.11348308991754
0.0,1,-83.11348308991754
0.0,1,-83.11348308991754
0.0,1,-83.11348308991754
0.0,1,-83.11348308991754
0.0,1,-83.11348308991754
0.0,1,-83.11348308991754
0.0,1,-83.11348308991754
0.0,1,-83.11348308991754
0.0,1,-83.11348308991754
0.0,1,-83.11348308991754
0.0,1,-83.11348308991754
0.0,1,-83.11348308991754
0.0,1,-83.11348308991754
0.0,1,-83.11348308991754
0.0,1,-83.11348308991754
0.0,1,-83.11348308991754
0.0,1,-83.11348308991754
0.0,1,-83.11348308991754
0.0,1,-83.11348308991754
0.0,1,-83.11348308991754
0.0,1,-83.11348308991754
0.0,1,-83.11348308991754
0.0,1,-83.11348308991754
0.0,1,-83.11348308991754
0.0,1,-83.11348308991754
0.0,1,-83.11348308991754
0.0,1,-83.11348308991754
0.0,1,-83.11348308991754
0.0,1,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,2,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,3,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,4,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
0.0,5,-83.11348308991754
