instant,casual,Predicted Y
136,0,22.369158286966684
137,1,22.370713940478208
138,4,22.37226959398973
139,4,22.373825247501255
140,2,22.375380901012775
141,0,22.3769365545243
142,0,22.378492208035823
143,0,22.380047861547347
144,8,22.38160351505887
145,8,22.383159168570394
146,20,22.384714822081914
147,9,22.386270475593438
148,16,22.387826129104962
149,19,22.389381782616486
150,9,22.39093743612801
151,9,22.39249308963953
152,7,22.394048743151053
153,9,22.395604396662577
154,5,22.3971600501741
155,9,22.398715703685625
156,7,22.400271357197145
157,3,22.40182701070867
158,1,22.403382664220192
159,0,22.404938317731716
160,2,22.40649397124324
161,1,22.408049624754764
162,1,22.409605278266284
163,1,22.411160931777808
164,3,22.41271658528933
165,0,22.414272238800855
166,0,22.41582789231238
167,0,22.4173835458239
168,0,22.418939199335423
169,1,22.420494852846947
170,0,22.42205050635847
171,0,22.423606159869994
172,5,22.425161813381518
173,2,22.426717466893038
174,8,22.428273120404562
175,7,22.429828773916086
176,12,22.43138442742761
177,5,22.432940080939133
178,8,22.434495734450653
179,5,22.436051387962177
180,3,22.4376070414737
181,4,22.439162694985225
182,0,22.44071834849675
183,2,22.442274002008272
184,1,22.443829655519792
185,0,22.445385309031316
186,1,22.44694096254284
187,0,22.448496616054364
188,0,22.450052269565887
189,0,22.451607923077407
190,0,22.45316357658893
191,0,22.454719230100455
192,0,22.45627488361198
193,1,22.457830537123503
194,0,22.459386190635026
195,0,22.460941844146546
196,0,22.46249749765807
197,2,22.464053151169594
198,4,22.465608804681118
199,6,22.46716445819264
200,8,22.46872011170416
201,5,22.470275765215685
202,13,22.47183141872721
203,3,22.473387072238733
204,4,22.474942725750257
205,1,22.47649837926178
206,0,22.4780540327733
207,1,22.479609686284824
208,5,22.48116533979635
209,0,22.482720993307872
210,2,22.484276646819396
211,1,22.485832300330916
212,0,22.48738795384244
213,0,22.488943607353963
214,1,22.490499260865487
215,0,22.49205491437701
216,0,22.493610567888535
217,2,22.495166221400055
218,4,22.49672187491158
219,2,22.498277528423102
220,0,22.499833181934626
221,2,22.50138883544615
222,5,22.50294448895767
223,4,22.504500142469194
224,0,22.506055795980718
225,2,22.50761144949224
226,4,22.509167103003765
227,4,22.51072275651529
228,1,22.51227841002681
229,3,22.513834063538333
230,1,22.515389717049857
231,1,22.51694537056138
232,2,22.518501024072904
233,0,22.520056677584424
234,2,22.521612331095948
235,0,22.523167984607472
236,0,22.524723638118996
237,0,22.52627929163052
238,0,22.527834945142043
239,2,22.529390598653563
240,3,22.530946252165087
241,3,22.53250190567661
242,3,22.534057559188135
243,4,22.53561321269966
244,2,22.53716886621118
245,6,22.538724519722702
246,3,22.540280173234226
247,2,22.54183582674575
248,4,22.543391480257274
249,6,22.544947133768794
250,1,22.546502787280318
251,0,22.54805844079184
252,0,22.549614094303365
253,0,22.55116974781489
254,1,22.552725401326413
255,1,22.554281054837933
256,0,22.555836708349457
257,0,22.55739236186098
258,0,22.558948015372504
259,0,22.560503668884028
260,0,22.562059322395548
261,0,22.563614975907072
262,3,22.565170629418596
263,3,22.56672628293012
264,0,22.568281936441643
265,3,22.569837589953167
266,3,22.571393243464687
267,0,22.57294889697621
268,0,22.574504550487735
269,1,22.57606020399926
270,5,22.577615857510782
271,0,22.579171511022302
272,2,22.580727164533826
273,1,22.58228281804535
274,2,22.583838471556874
275,0,22.585394125068397
276,1,22.58694977857992
277,1,22.58850543209144
278,1,22.590061085602965
279,0,22.59161673911449
280,0,22.593172392626013
281,0,22.594728046137536
282,0,22.596283699649057
283,0,22.59783935316058
284,0,22.599395006672104
285,0,22.600950660183628
286,5,22.60250631369515
287,2,22.604061967206675
288,2,22.605617620718196
289,4,22.60717327422972
290,3,22.608728927741243
291,2,22.610284581252767
292,3,22.61184023476429
293,5,22.61339588827581
294,2,22.614951541787335
295,4,22.61650719529886
296,3,22.618062848810382
297,1,22.619618502321906
298,0,22.62117415583343
299,0,22.62272980934495
300,0,22.624285462856474
301,1,22.625841116367997
302,0,22.62739676987952
303,0,22.628952423391045
304,0,22.630508076902565
305,0,22.63206373041409
306,0,22.633619383925613
307,0,22.635175037437136
308,0,22.63673069094866
309,2,22.638286344460184
310,0,22.639841997971704
311,4,22.641397651483228
312,6,22.64295330499475
313,2,22.644508958506275
314,4,22.6460646120178
315,5,22.64762026552932
316,9,22.649175919040843
317,3,22.650731572552367
318,4,22.65228722606389
319,5,22.653842879575414
320,3,22.655398533086938
321,0,22.65695418659846
322,4,22.658509840109982
323,2,22.660065493621506
324,1,22.66162114713303
325,3,22.663176800644553
326,2,22.664732454156074
327,0,22.666288107667597
328,1,22.66784376117912
329,0,22.669399414690645
330,0,22.67095506820217
331,1,22.672510721713692
332,1,22.674066375225213
333,1,22.675622028736736
334,2,22.67717768224826
335,2,22.678733335759784
336,18,22.680288989271308
337,15,22.681844642782828
338,21,22.68340029629435
339,26,22.684955949805875
340,21,22.6865116033174
341,33,22.688067256828923
342,29,22.689622910340447
343,15,22.691178563851967
344,14,22.69273421736349
345,6,22.694289870875014
346,6,22.695845524386538
347,0,22.69740117789806
348,5,22.698956831409582
349,6,22.700512484921106
350,4,22.70206813843263
351,3,22.703623791944153
352,9,22.705179445455677
353,0,22.7067350989672
354,1,22.70829075247872
355,0,22.709846405990245
356,0,22.71140205950177
357,0,22.712957713013292
358,3,22.714513366524816
359,8,22.716069020036336
360,23,22.71762467354786
361,29,22.719180327059384
362,23,22.720735980570907
363,22,22.72229163408243
364,35,22.72384728759395
365,22,22.725402941105475
366,23,22.726958594617
367,11,22.728514248128523
368,14,22.730069901640046
369,7,22.73162555515157
370,6,22.73318120866309
371,2,22.734736862174614
372,0,22.736292515686138
373,1,22.73784816919766
374,1,22.739403822709185
375,0,22.740959476220706
376,0,22.74251512973223
377,1,22.744070783243753
378,0,22.745626436755277
379,0,22.7471820902668
380,4,22.748737743778324
381,3,22.750293397289845
382,8,22.75184905080137
383,7,22.753404704312892
384,9,22.754960357824416
385,10,22.75651601133594
386,13,22.75807166484746
387,12,22.759627318358984
388,21,22.761182971870507
389,6,22.76273862538203
390,4,22.764294278893555
391,7,22.76584993240508
392,2,22.7674055859166
393,4,22.768961239428123
394,3,22.770516892939646
395,0,22.77207254645117
396,1,22.773628199962694
397,0,22.775183853474214
398,0,22.776739506985738
399,2,22.77829516049726
400,3,22.779850814008785
401,0,22.78140646752031
402,1,22.782962121031833
403,1,22.784517774543353
404,1,22.786073428054877
405,0,22.7876290815664
406,0,22.789184735077924
407,0,22.790740388589448
408,1,22.79229604210097
409,0,22.793851695612492
410,1,22.795407349124016
411,0,22.79696300263554
412,1,22.798518656147063
413,0,22.800074309658587
414,0,22.801629963170107
415,1,22.80318561668163
416,1,22.804741270193155
417,2,22.80629692370468
418,1,22.807852577216202
419,5,22.809408230727723
420,5,22.810963884239246
421,11,22.81251953775077
422,7,22.814075191262294
423,4,22.815630844773818
424,10,22.81718649828534
425,7,22.81874215179686
426,5,22.820297805308385
427,4,22.82185345881991
428,2,22.823409112331433
429,4,22.824964765842957
430,6,22.826520419354477
431,1,22.828076072866
432,5,22.829631726377524
433,2,22.831187379889048
434,0,22.832743033400572
435,0,22.834298686912092
436,0,22.835854340423616
437,0,22.83740999393514
438,0,22.838965647446663
439,1,22.840521300958187
440,2,22.84207695446971
441,3,22.84363260798123
442,1,22.845188261492755
443,5,22.84674391500428
444,7,22.848299568515802
445,12,22.849855222027326
446,6,22.851410875538846
447,8,22.85296652905037
448,8,22.854522182561894
449,8,22.856077836073418
450,1,22.85763348958494
451,6,22.859189143096465
452,2,22.860744796607985
453,3,22.86230045011951
454,0,22.863856103631033
455,3,22.865411757142557
456,1,22.86696741065408
457,0,22.8685230641656
458,0,22.870078717677124
459,0,22.871634371188648
460,0,22.873190024700172
461,1,22.874745678211696
462,0,22.87630133172322
463,2,22.87785698523474
464,7,22.879412638746263
465,7,22.880968292257787
466,6,22.88252394576931
467,6,22.884079599280835
468,11,22.885635252792355
469,8,22.88719090630388
470,6,22.888746559815402
471,4,22.890302213326926
472,0,22.89185786683845
473,10,22.893413520349974
474,1,22.894969173861494
475,3,22.896524827373018
476,1,22.89808048088454
477,0,22.899636134396065
478,1,22.90119178790759
479,0,22.90274744141911
480,0,22.904303094930633
481,3,22.905858748442157
482,0,22.90741440195368
483,1,22.908970055465204
484,0,22.910525708976728
485,0,22.912081362488248
486,0,22.91363701599977
487,1,22.915192669511296
488,3,22.91674832302282
489,3,22.918303976534343
490,4,22.919859630045863
491,10,22.921415283557387
492,12,22.92297093706891
493,11,22.924526590580435
494,10,22.92608224409196
495,11,22.927637897603482
496,8,22.929193551115002
497,0,22.930749204626526
498,6,22.93230485813805
499,1,22.933860511649574
500,0,22.935416165161097
501,7,22.936971818672617
502,2,22.93852747218414
503,2,22.940083125695665
504,1,22.94163877920719
505,3,22.943194432718713
506,1,22.944750086230236
507,0,22.946305739741756
508,0,22.94786139325328
509,1,22.949417046764804
510,2,22.950972700276328
511,3,22.95252835378785
512,7,22.95408400729937
513,22,22.955639660810895
514,24,22.95719531432242
515,12,22.958750967833943
516,17,22.960306621345467
517,13,22.96186227485699
518,9,22.96341792836851
519,5,22.964973581880034
520,5,22.966529235391558
521,5,22.968084888903082
522,4,22.969640542414606
523,5,22.971196195926126
524,5,22.97275184943765
525,4,22.974307502949173
526,0,22.975863156460697
527,0,22.97741880997222
528,0,22.978974463483745
529,0,22.980530116995265
530,0,22.98208577050679
531,0,22.983641424018312
532,5,22.985197077529836
533,6,22.98675273104136
534,4,22.98830838455288
535,6,22.989864038064404
536,3,22.991419691575928
537,11,22.99297534508745
538,6,22.994530998598975
539,2,22.9960866521105
540,7,22.99764230562202
541,4,22.999197959133543
542,6,23.000753612645067
543,8,23.00230926615659
544,5,23.003864919668114
545,1,23.005420573179634
546,6,23.006976226691158
547,3,23.008531880202682
548,3,23.010087533714206
549,3,23.01164318722573
550,0,23.013198840737253
551,0,23.014754494248773
552,0,23.016310147760297
553,0,23.01786580127182
554,1,23.019421454783345
555,5,23.02097710829487
556,5,23.02253276180639
557,10,23.024088415317912
558,6,23.025644068829436
559,6,23.02719972234096
560,21,23.028755375852484
561,21,23.030311029364004
562,11,23.031866682875528
563,21,23.03342233638705
564,14,23.034977989898575
565,14,23.0365336434101
566,7,23.038089296921623
567,13,23.039644950433143
568,16,23.041200603944667
569,5,23.04275625745619
570,4,23.044311910967714
571,3,23.045867564479238
572,3,23.047423217990758
573,0,23.048978871502282
574,3,23.050534525013806
575,0,23.05209017852533
576,0,23.053645832036853
577,1,23.055201485548377
578,3,23.056757139059897
579,3,23.05831279257142
580,2,23.059868446082945
581,6,23.06142409959447
582,7,23.062979753105992
583,4,23.064535406617512
584,0,23.066091060129036
585,1,23.06764671364056
586,1,23.069202367152084
587,0,23.070758020663607
588,1,23.07231367417513
589,2,23.07386932768665
590,3,23.075424981198175
591,3,23.0769806347097
592,4,23.078536288221223
593,2,23.080091941732746
594,0,23.081647595244267
595,0,23.08320324875579
596,0,23.084758902267314
597,1,23.086314555778838
598,0,23.08787020929036
599,1,23.089425862801885
600,0,23.090981516313406
601,0,23.09253716982493
602,2,23.094092823336453
603,2,23.095648476847977
604,6,23.0972041303595
605,0,23.09875978387102
606,0,23.100315437382545
607,1,23.10187109089407
608,0,23.103426744405592
609,2,23.104982397917116
610,1,23.10653805142864
611,10,23.10809370494016
612,2,23.109649358451684
613,2,23.111205011963207
614,5,23.11276066547473
615,1,23.114316318986255
616,1,23.115871972497775
617,0,23.1174276260093
618,1,23.118983279520823
619,2,23.120538933032346
620,0,23.12209458654387
621,0,23.123650240055394
622,3,23.125205893566914
623,1,23.126761547078438
624,0,23.12831720058996
625,1,23.129872854101485
626,3,23.13142850761301
627,0,23.13298416112453
628,4,23.134539814636053
629,4,23.136095468147577
630,12,23.1376511216591
631,9,23.139206775170624
632,10,23.140762428682145
633,22,23.14231808219367
634,19,23.143873735705192
635,9,23.145429389216716
636,9,23.14698504272824
637,6,23.148540696239763
638,1,23.150096349751283
639,1,23.151652003262807
640,4,23.15320765677433
641,3,23.154763310285855
642,0,23.15631896379738
643,7,23.1578746173089
644,1,23.159430270820422
645,1,23.160985924331946
646,0,23.16254157784347
647,0,23.164097231354994
648,0,23.165652884866518
649,1,23.167208538378038
650,4,23.16876419188956
651,7,23.170319845401085
652,9,23.17187549891261
653,10,23.173431152424133
654,13,23.174986805935653
655,18,23.176542459447177
656,14,23.1780981129587
657,19,23.179653766470224
658,6,23.181209419981748
659,8,23.18276507349327
660,9,23.184320727004792
661,3,23.185876380516316
662,3,23.18743203402784
663,2,23.188987687539363
664,5,23.190543341050887
665,1,23.192098994562407
666,2,23.19365464807393
667,0,23.195210301585455
668,0,23.19676595509698
669,0,23.198321608608502
670,0,23.199877262120026
671,0,23.201432915631546
672,1,23.20298856914307
673,3,23.204544222654594
674,0,23.206099876166117
675,1,23.20765552967764
676,2,23.20921118318916
677,6,23.210766836700685
678,2,23.21232249021221
679,1,23.213878143723733
680,3,23.215433797235256
681,3,23.21698945074678
682,6,23.2185451042583
683,3,23.220100757769824
684,3,23.221656411281348
685,0,23.22321206479287
686,3,23.224767718304395
687,0,23.226323371815916
688,2,23.22787902532744
689,2,23.229434678838963
690,0,23.230990332350487
691,0,23.23254598586201
692,0,23.234101639373534
693,0,23.235657292885055
694,0,23.23721294639658
695,0,23.238768599908102
696,3,23.240324253419626
697,2,23.24187990693115
698,0,23.24343556044267
699,2,23.244991213954194
700,2,23.246546867465717
701,3,23.24810252097724
702,5,23.249658174488765
703,7,23.25121382800029
704,3,23.25276948151181
705,4,23.254325135023333
706,3,23.255880788534856
707,3,23.25743644204638
708,5,23.258992095557904
709,0,23.260547749069424
710,2,23.262103402580948
711,1,23.26365905609247
712,0,23.265214709603995
713,0,23.26677036311552
714,4,23.268326016627043
715,0,23.269881670138563
716,0,23.271437323650087
717,0,23.27299297716161
718,1,23.274548630673134
719,1,23.276104284184658
720,1,23.27765993769618
721,4,23.279215591207702
722,2,23.280771244719226
723,5,23.28232689823075
724,3,23.283882551742273
725,1,23.285438205253797
726,2,23.286993858765317
727,10,23.28854951227684
728,8,23.290105165788365
729,7,23.29166081929989
730,7,23.293216472811412
731,3,23.294772126322933
732,4,23.296327779834456
733,1,23.29788343334598
734,5,23.299439086857504
735,3,23.300994740369028
736,1,23.30255039388055
737,0,23.30410604739207
738,0,23.305661700903595
739,0,23.30721735441512
740,0,23.308773007926643
741,0,23.310328661438167
742,1,23.311884314949687
743,4,23.31343996846121
744,6,23.314995621972734
745,2,23.316551275484258
746,9,23.318106928995782
747,2,23.319662582507306
748,4,23.321218236018826
749,4,23.32277388953035
750,4,23.324329543041873
751,5,23.325885196553397
752,5,23.32744085006492
753,2,23.32899650357644
754,4,23.330552157087965
755,1,23.33210781059949
756,1,23.333663464111012
757,2,23.335219117622536
758,4,23.33677477113406
759,3,23.33833042464558
760,0,23.339886078157104
761,0,23.341441731668628
762,0,23.34299738518015
763,0,23.344553038691675
764,2,23.346108692203195
765,0,23.34766434571472
766,3,23.349219999226243
767,3,23.350775652737767
768,5,23.35233130624929
769,3,23.353886959760814
770,8,23.355442613272334
771,9,23.356998266783858
772,15,23.358553920295382
773,9,23.360109573806906
774,8,23.36166522731843
775,10,23.36322088082995
776,3,23.364776534341473
777,1,23.366332187852997
778,2,23.36788784136452
779,2,23.369443494876045
780,1,23.370999148387565
781,1,23.37255480189909
782,3,23.374110455410612
783,1,23.375666108922136
784,5,23.37722176243366
785,1,23.378777415945184
786,0,23.380333069456704
787,0,23.381888722968228
788,0,23.38344437647975
789,0,23.385000029991275
790,0,23.3865556835028
791,3,23.38811133701432
792,3,23.389666990525843
793,1,23.391222644037367
794,10,23.39277829754889
795,10,23.394333951060414
796,5,23.395889604571938
797,11,23.397445258083458
798,8,23.39900091159498
799,14,23.400556565106506
800,2,23.40211221861803
801,6,23.403667872129553
802,5,23.405223525641073
803,3,23.406779179152597
804,2,23.40833483266412
805,7,23.409890486175644
806,2,23.41144613968717
807,4,23.41300179319869
808,0,23.414557446710212
809,3,23.416113100221736
810,0,23.41766875373326
811,0,23.419224407244783
812,0,23.420780060756307
813,0,23.422335714267827
814,2,23.42389136777935
815,7,23.425447021290875
816,15,23.4270026748024
817,28,23.428558328313922
818,48,23.430113981825443
819,47,23.431669635336966
820,47,23.43322528884849
821,52,23.434780942360014
822,42,23.436336595871538
823,24,23.43789224938306
824,13,23.43944790289458
825,1,23.441003556406105
826,5,23.44255920991763
827,5,23.444114863429153
828,5,23.445670516940677
829,4,23.447226170452197
830,1,23.44878182396372
831,1,23.450337477475244
832,0,23.451893130986768
833,0,23.453448784498292
834,1,23.455004438009816
835,1,23.456560091521336
836,1,23.45811574503286
837,6,23.459671398544383
838,7,23.461227052055907
839,3,23.46278270556743
840,6,23.46433835907895
841,11,23.465894012590475
842,7,23.467449666102
843,10,23.469005319613522
844,8,23.470560973125046
845,4,23.47211662663657
846,16,23.47367228014809
847,9,23.475227933659614
848,5,23.476783587171138
849,5,23.47833924068266
850,6,23.479894894194185
851,3,23.481450547705705
852,3,23.48300620121723
853,6,23.484561854728753
854,4,23.486117508240277
855,0,23.4876731617518
856,1,23.489228815263324
857,0,23.490784468774844
858,0,23.492340122286368
859,0,23.493895775797892
860,0,23.495451429309416
861,3,23.49700708282094
862,7,23.49856273633246
863,7,23.500118389843983
864,4,23.501674043355507
865,1,23.50322969686703
866,2,23.504785350378555
867,2,23.50634100389008
868,3,23.5078966574016
869,6,23.509452310913122
870,4,23.511007964424646
871,4,23.51256361793617
872,1,23.514119271447694
873,1,23.515674924959214
874,3,23.517230578470738
875,8,23.51878623198226
876,0,23.520341885493785
877,3,23.52189753900531
878,0,23.523453192516833
879,0,23.525008846028353
880,1,23.526564499539877
881,0,23.5281201530514
882,0,23.529675806562924
883,0,23.531231460074448
884,4,23.532787113585968
885,1,23.534342767097492
886,4,23.535898420609016
887,8,23.53745407412054
888,1,23.539009727632063
889,4,23.540565381143587
890,2,23.542121034655107
891,2,23.54367668816663
892,3,23.545232341678155
893,7,23.54678799518968
894,9,23.548343648701202
895,2,23.549899302212722
896,1,23.551454955724246
897,0,23.55301060923577
898,0,23.554566262747294
899,4,23.556121916258817
900,0,23.55767756977034
901,0,23.55923322328186
902,0,23.560788876793385
903,0,23.56234453030491
904,0,23.563900183816433
905,0,23.565455837327956
906,0,23.567011490839477
907,0,23.568567144351
908,5,23.570122797862524
909,1,23.571678451374048
910,1,23.57323410488557
911,1,23.574789758397095
912,4,23.576345411908616
913,3,23.57790106542014
914,6,23.579456718931663
915,0,23.581012372443187
916,4,23.58256802595471
917,6,23.58412367946623
918,3,23.585679332977755
919,2,23.58723498648928
920,4,23.588790640000802
921,2,23.590346293512326
922,4,23.59190194702385
923,1,23.59345760053537
924,2,23.595013254046894
925,1,23.596568907558417
926,0,23.59812456106994
927,0,23.599680214581465
928,1,23.601235868092985
929,1,23.60279152160451
930,4,23.604347175116033
931,8,23.605902828627556
932,5,23.60745848213908
933,12,23.609014135650604
934,7,23.610569789162124
935,21,23.612125442673648
936,17,23.61368109618517
937,12,23.615236749696695
938,14,23.61679240320822
939,18,23.61834805671974
940,9,23.619903710231263
941,7,23.621459363742787
942,2,23.62301501725431
943,1,23.624570670765834
944,2,23.626126324277358
945,5,23.62768197778888
946,3,23.629237631300402
947,2,23.630793284811926
948,2,23.63234893832345
949,3,23.633904591834973
950,0,23.635460245346493
951,0,23.637015898858017
952,1,23.63857155236954
953,2,23.640127205881065
954,2,23.64168285939259
955,5,23.643238512904112
956,13,23.644794166415632
957,30,23.646349819927156
958,27,23.64790547343868
959,32,23.649461126950204
960,30,23.651016780461728
961,47,23.652572433973248
962,42,23.65412808748477
963,24,23.655683740996295
964,4,23.65723939450782
965,2,23.658795048019343
966,1,23.660350701530867
967,9,23.661906355042387
968,6,23.66346200855391
969,1,23.665017662065434
970,5,23.666573315576958
971,1,23.66812896908848
972,1,23.669684622600002
973,4,23.671240276111526
974,0,23.67279592962305
975,2,23.674351583134573
976,0,23.675907236646097
977,1,23.677462890157617
978,12,23.67901854366914
979,19,23.680574197180665
980,26,23.68212985069219
981,58,23.683685504203712
982,62,23.685241157715236
983,51,23.686796811226756
984,40,23.68835246473828
985,28,23.689908118249804
986,30,23.691463771761327
987,17,23.69301942527285
988,11,23.69457507878437
989,15,23.696130732295895
990,6,23.69768638580742
991,5,23.699242039318943
992,3,23.700797692830466
993,3,23.70235334634199
994,1,23.70390899985351
995,0,23.705464653365034
996,1,23.707020306876558
997,0,23.70857596038808
998,0,23.710131613899605
999,1,23.711687267411126
1000,2,23.71324292092265
1001,7,23.714798574434173
1002,8,23.716354227945697
1003,9,23.71790988145722
1004,10,23.71946553496874
1005,27,23.721021188480265
1006,27,23.72257684199179
1007,14,23.724132495503312
1008,19,23.725688149014836
1009,16,23.72724380252636
1010,25,23.72879945603788
1011,11,23.730355109549404
1012,12,23.731910763060927
1013,5,23.73346641657245
1014,8,23.735022070083975
1015,1,23.736577723595495
1016,1,23.73813337710702
1017,7,23.739689030618543
1018,0,23.741244684130066
1019,1,23.74280033764159
1020,0,23.744355991153114
1021,0,23.745911644664634
1022,0,23.747467298176158
1023,2,23.74902295168768
1024,10,23.750578605199205
1025,2,23.75213425871073
1026,5,23.75368991222225
1027,11,23.755245565733773
1028,6,23.756801219245297
1029,14,23.75835687275682
1030,10,23.759912526268344
1031,11,23.761468179779868
1032,21,23.76302383329139
1033,15,23.764579486802912
1034,14,23.766135140314436
1035,3,23.76769079382596
1036,3,23.769246447337483
1037,5,23.770802100849004
1038,0,23.772357754360527
1039,0,23.77391340787205
1040,0,23.775469061383575
1041,0,23.7770247148951
1042,0,23.778580368406622
1043,0,23.780136021918143
1044,0,23.781691675429666
1045,1,23.78324732894119
1046,5,23.784802982452714
1047,6,23.786358635964238
1048,2,23.787914289475758
1049,14,23.78946994298728
1050,7,23.791025596498805
1051,14,23.79258125001033
1052,13,23.794136903521853
1053,17,23.795692557033377
1054,35,23.797248210544897
1055,26,23.79880386405642
1056,11,23.800359517567944
1057,20,23.801915171079468
1058,18,23.803470824590992
1059,10,23.805026478102512
1060,5,23.806582131614036
1061,12,23.80813778512556
1062,2,23.809693438637083
1063,1,23.811249092148607
1064,0,23.81280474566013
1065,2,23.81436039917165
1066,3,23.815916052683175
1067,3,23.8174717061947
1068,1,23.819027359706222
1069,3,23.820583013217746
1070,7,23.822138666729266
1071,18,23.82369432024079
1072,16,23.825249973752314
1073,18,23.826805627263838
1074,19,23.82836128077536
1075,15,23.829916934286885
1076,15,23.831472587798405
1077,26,23.83302824130993
1078,15,23.834583894821453
1079,29,23.836139548332977
1080,18,23.8376952018445
1081,11,23.83925085535602
1082,14,23.840806508867544
1083,8,23.842362162379068
1084,5,23.843917815890592
1085,8,23.845473469402116
1086,4,23.84702912291364
1087,12,23.84858477642516
1088,1,23.850140429936683
1089,2,23.851696083448207
1090,2,23.85325173695973
1091,0,23.854807390471255
1092,1,23.856363043982775
1093,2,23.8579186974943
1094,8,23.859474351005822
1095,26,23.861030004517346
1096,15,23.86258565802887
1097,17,23.864141311540394
1098,31,23.865696965051914
1099,59,23.867252618563437
1100,45,23.86880827207496
1101,73,23.870363925586485
1102,55,23.87191957909801
1103,68,23.87347523260953
1104,52,23.875030886121053
1105,29,23.876586539632576
1106,16,23.8781421931441
1107,19,23.879697846655624
1108,11,23.881253500167148
1109,19,23.882809153678668
1110,16,23.88436480719019
1111,6,23.885920460701715
1112,10,23.88747611421324
1113,3,23.889031767724763
1114,0,23.890587421236283
1115,0,23.892143074747807
1116,0,23.89369872825933
1117,3,23.895254381770854
1118,6,23.89681003528238
1119,9,23.898365688793902
1120,18,23.899921342305422
1121,34,23.901476995816946
1122,47,23.90303264932847
1123,38,23.904588302839993
1124,52,23.906143956351517
1125,102,23.907699609863037
1126,84,23.90925526337456
1127,39,23.910810916886085
1128,36,23.91236657039761
1129,21,23.913922223909132
1130,5,23.915477877420656
1131,9,23.917033530932176
1132,4,23.9185891844437
1133,2,23.920144837955224
1134,4,23.921700491466748
1135,3,23.92325614497827
1136,5,23.92481179848979
1137,0,23.926367452001315
1138,9,23.92792310551284
1139,0,23.929478759024363
1140,1,23.931034412535887
1141,0,23.93259006604741
1142,2,23.93414571955893
1143,7,23.935701373070454
1144,34,23.937257026581978
1145,72,23.938812680093502
1146,62,23.940368333605026
1147,76,23.941923987116546
1148,108,23.94347964062807
1149,66,23.945035294139593
1150,59,23.946590947651117
1151,60,23.94814660116264
1152,30,23.949702254674165
