weekday,workingday,Predicted Y
6,0,0.707719458686213
6,0,0.707719458686213
6,0,0.707719458686213
6,0,0.707719458686213
6,0,0.707719458686213
6,0,0.707719458686213
6,0,0.707719458686213
6,0,0.707719458686213
6,0,0.707719458686213
6,0,0.707719458686213
6,0,0.707719458686213
0,0,0.6576601412847539
0,0,0.6576601412847539
0,0,0.6576601412847539
0,0,0.6576601412847539
0,0,0.6576601412847539
0,0,0.6576601412847539
0,0,0.6576601412847539
0,0,0.6576601412847539
0,0,0.6576601412847539
0,0,0.6576601412847539
0,0,0.6576601412847539
0,0,0.6576601412847539
0,0,0.6576601412847539
0,0,0.6576601412847539
0,0,0.6576601412847539
0,0,0.6576601412847539
0,0,0.6576601412847539
0,0,0.6576601412847539
0,0,0.6576601412847539
0,0,0.6576601412847539
0,0,0.6576601412847539
0,0,0.6576601412847539
0,0,0.6576601412847539
1,1,0.6660033608516638
1,1,0.6660033608516638
1,1,0.6660033608516638
1,1,0.6660033608516638
1,1,0.6660033608516638
1,1,0.6660033608516638
1,1,0.6660033608516638
1,1,0.6660033608516638
1,1,0.6660033608516638
1,1,0.6660033608516638
1,1,0.6660033608516638
1,1,0.6660033608516638
1,1,0.6660033608516638
1,1,0.6660033608516638
1,1,0.6660033608516638
1,1,0.6660033608516638
1,1,0.6660033608516638
1,1,0.6660033608516638
1,1,0.6660033608516638
1,1,0.6660033608516638
1,1,0.6660033608516638
1,1,0.6660033608516638
1,1,0.6660033608516638
1,1,0.6660033608516638
2,1,0.6743465804185736
2,1,0.6743465804185736
2,1,0.6743465804185736
2,1,0.6743465804185736
2,1,0.6743465804185736
2,1,0.6743465804185736
2,1,0.6743465804185736
2,1,0.6743465804185736
2,1,0.6743465804185736
2,1,0.6743465804185736
2,1,0.6743465804185736
2,1,0.6743465804185736
2,1,0.6743465804185736
2,1,0.6743465804185736
2,1,0.6743465804185736
2,1,0.6743465804185736
2,1,0.6743465804185736
2,1,0.6743465804185736
2,1,0.6743465804185736
2,1,0.6743465804185736
2,1,0.6743465804185736
2,1,0.6743465804185736
2,1,0.6743465804185736
3,1,0.6826897999854834
3,1,0.6826897999854834
3,1,0.6826897999854834
3,1,0.6826897999854834
3,1,0.6826897999854834
3,1,0.6826897999854834
3,1,0.6826897999854834
3,1,0.6826897999854834
3,1,0.6826897999854834
3,1,0.6826897999854834
3,1,0.6826897999854834
3,1,0.6826897999854834
3,1,0.6826897999854834
3,1,0.6826897999854834
3,1,0.6826897999854834
3,1,0.6826897999854834
3,1,0.6826897999854834
3,1,0.6826897999854834
3,1,0.6826897999854834
3,1,0.6826897999854834
3,1,0.6826897999854834
3,1,0.6826897999854834
3,1,0.6826897999854834
4,1,0.6910330195523933
4,1,0.6910330195523933
4,1,0.6910330195523933
4,1,0.6910330195523933
4,1,0.6910330195523933
4,1,0.6910330195523933
4,1,0.6910330195523933
4,1,0.6910330195523933
4,1,0.6910330195523933
4,1,0.6910330195523933
4,1,0.6910330195523933
4,1,0.6910330195523933
4,1,0.6910330195523933
4,1,0.6910330195523933
4,1,0.6910330195523933
4,1,0.6910330195523933
4,1,0.6910330195523933
4,1,0.6910330195523933
4,1,0.6910330195523933
4,1,0.6910330195523933
4,1,0.6910330195523933
4,1,0.6910330195523933
4,1,0.6910330195523933
4,1,0.6910330195523933
5,1,0.6993762391193031
