casual,workingday,Predicted Y
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
1,1,0.7812302181938034
3,1,0.775548532133548
6,1,0.7670260030431648
4,1,0.7727076891034204
12,1,0.7499809448623985
5,1,0.7698668460732926
6,1,0.7670260030431648
10,1,0.755662630922654
7,1,0.7641851600130372
4,1,0.7727076891034204
4,1,0.7727076891034204
3,1,0.775548532133548
5,1,0.7698668460732926
7,1,0.7641851600130372
3,1,0.775548532133548
1,1,0.7812302181938034
1,1,0.7812302181938034
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
3,1,0.775548532133548
6,1,0.7670260030431648
3,1,0.775548532133548
2,1,0.7783893751636758
6,1,0.7670260030431648
12,1,0.7499809448623985
11,1,0.7528217878925263
8,1,0.7613443169829094
12,1,0.7499809448623985
9,1,0.7585034739527817
5,1,0.7698668460732926
3,1,0.775548532133548
3,1,0.775548532133548
0,1,0.7840710612239312
1,1,0.7812302181938034
4,1,0.7727076891034204
4,1,0.7727076891034204
2,1,0.7783893751636758
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
8,1,0.7613443169829094
8,1,0.7613443169829094
20,1,0.7272542006213767
9,1,0.7585034739527817
16,1,0.7386175727418877
19,1,0.7300950436515045
9,1,0.7585034739527817
9,1,0.7585034739527817
7,1,0.7641851600130372
9,1,0.7585034739527817
5,1,0.7698668460732926
9,1,0.7585034739527817
7,1,0.7641851600130372
3,1,0.775548532133548
1,1,0.7812302181938034
0,1,0.7840710612239312
2,1,0.7783893751636758
1,1,0.7812302181938034
1,0,0.7812302181938034
1,0,0.7812302181938034
3,0,0.775548532133548
0,0,0.7840710612239312
0,0,0.7840710612239312
0,0,0.7840710612239312
0,0,0.7840710612239312
1,0,0.7812302181938034
0,0,0.7840710612239312
0,0,0.7840710612239312
5,0,0.7698668460732926
2,0,0.7783893751636758
8,0,0.7613443169829094
7,0,0.7641851600130372
12,0,0.7499809448623985
5,0,0.7698668460732926
8,0,0.7613443169829094
5,0,0.7698668460732926
3,0,0.775548532133548
4,0,0.7727076891034204
0,0,0.7840710612239312
2,0,0.7783893751636758
1,0,0.7812302181938034
0,0,0.7840710612239312
1,0,0.7812302181938034
0,0,0.7840710612239312
0,0,0.7840710612239312
0,0,0.7840710612239312
0,0,0.7840710612239312
0,0,0.7840710612239312
0,0,0.7840710612239312
1,0,0.7812302181938034
0,0,0.7840710612239312
0,0,0.7840710612239312
0,0,0.7840710612239312
2,0,0.7783893751636758
4,0,0.7727076891034204
6,0,0.7670260030431648
8,0,0.7613443169829094
5,0,0.7698668460732926
13,0,0.7471401018322708
3,0,0.775548532133548
4,0,0.7727076891034204
1,0,0.7812302181938034
0,0,0.7840710612239312
1,0,0.7812302181938034
5,0,0.7698668460732926
0,0,0.7840710612239312
2,1,0.7783893751636758
1,1,0.7812302181938034
0,1,0.7840710612239312
0,1,0.7840710612239312
1,1,0.7812302181938034
0,1,0.7840710612239312
0,1,0.7840710612239312
2,1,0.7783893751636758
4,1,0.7727076891034204
2,1,0.7783893751636758
0,1,0.7840710612239312
2,1,0.7783893751636758
5,1,0.7698668460732926
4,1,0.7727076891034204
0,1,0.7840710612239312
2,1,0.7783893751636758
4,1,0.7727076891034204
4,1,0.7727076891034204
1,1,0.7812302181938034
3,1,0.775548532133548
1,1,0.7812302181938034
1,1,0.7812302181938034
2,1,0.7783893751636758
0,1,0.7840710612239312
2,1,0.7783893751636758
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
2,1,0.7783893751636758
3,1,0.775548532133548
3,1,0.775548532133548
3,1,0.775548532133548
4,1,0.7727076891034204
2,1,0.7783893751636758
6,1,0.7670260030431648
3,1,0.775548532133548
2,1,0.7783893751636758
4,1,0.7727076891034204
6,1,0.7670260030431648
1,1,0.7812302181938034
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
1,1,0.7812302181938034
1,1,0.7812302181938034
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
3,1,0.775548532133548
3,1,0.775548532133548
0,1,0.7840710612239312
3,1,0.775548532133548
3,1,0.775548532133548
0,1,0.7840710612239312
0,1,0.7840710612239312
1,1,0.7812302181938034
5,1,0.7698668460732926
0,1,0.7840710612239312
2,1,0.7783893751636758
1,1,0.7812302181938034
2,1,0.7783893751636758
0,1,0.7840710612239312
1,1,0.7812302181938034
1,1,0.7812302181938034
1,1,0.7812302181938034
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
5,1,0.7698668460732926
2,1,0.7783893751636758
2,1,0.7783893751636758
4,1,0.7727076891034204
3,1,0.775548532133548
2,1,0.7783893751636758
3,1,0.775548532133548
5,1,0.7698668460732926
2,1,0.7783893751636758
4,1,0.7727076891034204
3,1,0.775548532133548
1,1,0.7812302181938034
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
1,1,0.7812302181938034
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
2,1,0.7783893751636758
0,1,0.7840710612239312
4,1,0.7727076891034204
6,1,0.7670260030431648
2,1,0.7783893751636758
4,1,0.7727076891034204
5,1,0.7698668460732926
9,1,0.7585034739527817
3,1,0.775548532133548
4,1,0.7727076891034204
5,1,0.7698668460732926
3,1,0.775548532133548
0,1,0.7840710612239312
4,1,0.7727076891034204
2,1,0.7783893751636758
1,1,0.7812302181938034
3,0,0.775548532133548
2,0,0.7783893751636758
0,0,0.7840710612239312
1,0,0.7812302181938034
0,0,0.7840710612239312
0,0,0.7840710612239312
1,0,0.7812302181938034
1,0,0.7812302181938034
1,0,0.7812302181938034
2,0,0.7783893751636758
2,0,0.7783893751636758
18,0,0.7329358866816322
15,0,0.7414584157720153
21,0,0.724413357591249
26,0,0.7102091424406104
21,0,0.724413357591249
33,0,0.6903232412297163
29,0,0.7016866133502272
15,0,0.7414584157720153
14,0,0.7442992588021431
6,0,0.7670260030431648
6,0,0.7670260030431648
0,0,0.7840710612239312
5,0,0.7698668460732926
6,0,0.7670260030431648
4,0,0.7727076891034204
3,0,0.775548532133548
9,0,0.7585034739527817
0,0,0.7840710612239312
1,0,0.7812302181938034
0,0,0.7840710612239312
0,0,0.7840710612239312
0,0,0.7840710612239312
3,0,0.775548532133548
8,0,0.7613443169829094
23,0,0.7187316715309936
29,0,0.7016866133502272
23,0,0.7187316715309936
22,0,0.7215725145611213
35,0,0.6846415551694609
22,0,0.7215725145611213
23,0,0.7187316715309936
11,0,0.7528217878925263
14,0,0.7442992588021431
7,0,0.7641851600130372
6,0,0.7670260030431648
2,0,0.7783893751636758
0,0,0.7840710612239312
1,0,0.7812302181938034
1,0,0.7812302181938034
0,0,0.7840710612239312
0,0,0.7840710612239312
1,0,0.7812302181938034
0,0,0.7840710612239312
0,0,0.7840710612239312
4,0,0.7727076891034204
3,0,0.775548532133548
8,0,0.7613443169829094
7,0,0.7641851600130372
9,0,0.7585034739527817
10,0,0.755662630922654
13,0,0.7471401018322708
12,0,0.7499809448623985
21,0,0.724413357591249
6,0,0.7670260030431648
4,0,0.7727076891034204
7,0,0.7641851600130372
2,0,0.7783893751636758
4,0,0.7727076891034204
3,0,0.775548532133548
0,0,0.7840710612239312
1,0,0.7812302181938034
0,1,0.7840710612239312
0,1,0.7840710612239312
2,1,0.7783893751636758
3,1,0.775548532133548
0,1,0.7840710612239312
1,1,0.7812302181938034
1,1,0.7812302181938034
1,1,0.7812302181938034
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
1,1,0.7812302181938034
0,1,0.7840710612239312
1,1,0.7812302181938034
0,1,0.7840710612239312
1,1,0.7812302181938034
0,1,0.7840710612239312
0,1,0.7840710612239312
1,1,0.7812302181938034
1,1,0.7812302181938034
2,1,0.7783893751636758
1,1,0.7812302181938034
5,1,0.7698668460732926
5,1,0.7698668460732926
11,1,0.7528217878925263
7,1,0.7641851600130372
4,1,0.7727076891034204
10,1,0.755662630922654
7,1,0.7641851600130372
5,1,0.7698668460732926
4,1,0.7727076891034204
2,1,0.7783893751636758
4,1,0.7727076891034204
6,1,0.7670260030431648
1,1,0.7812302181938034
5,1,0.7698668460732926
2,1,0.7783893751636758
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
1,1,0.7812302181938034
2,1,0.7783893751636758
3,1,0.775548532133548
1,1,0.7812302181938034
5,1,0.7698668460732926
7,1,0.7641851600130372
12,1,0.7499809448623985
6,1,0.7670260030431648
8,1,0.7613443169829094
8,1,0.7613443169829094
8,1,0.7613443169829094
1,1,0.7812302181938034
6,1,0.7670260030431648
2,1,0.7783893751636758
3,1,0.775548532133548
0,1,0.7840710612239312
3,1,0.775548532133548
1,1,0.7812302181938034
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
1,1,0.7812302181938034
0,1,0.7840710612239312
2,1,0.7783893751636758
7,1,0.7641851600130372
7,1,0.7641851600130372
6,1,0.7670260030431648
6,1,0.7670260030431648
11,1,0.7528217878925263
8,1,0.7613443169829094
6,1,0.7670260030431648
4,1,0.7727076891034204
0,1,0.7840710612239312
10,1,0.755662630922654
1,1,0.7812302181938034
3,1,0.775548532133548
1,1,0.7812302181938034
0,1,0.7840710612239312
1,1,0.7812302181938034
0,1,0.7840710612239312
0,0,0.7840710612239312
3,0,0.775548532133548
0,0,0.7840710612239312
1,0,0.7812302181938034
0,0,0.7840710612239312
0,0,0.7840710612239312
0,0,0.7840710612239312
1,0,0.7812302181938034
3,0,0.775548532133548
3,0,0.775548532133548
4,0,0.7727076891034204
10,0,0.755662630922654
12,0,0.7499809448623985
11,0,0.7528217878925263
10,0,0.755662630922654
11,0,0.7528217878925263
8,0,0.7613443169829094
0,0,0.7840710612239312
6,0,0.7670260030431648
1,0,0.7812302181938034
0,0,0.7840710612239312
7,0,0.7641851600130372
2,0,0.7783893751636758
2,0,0.7783893751636758
1,0,0.7812302181938034
3,0,0.775548532133548
1,0,0.7812302181938034
0,0,0.7840710612239312
0,0,0.7840710612239312
1,0,0.7812302181938034
2,0,0.7783893751636758
3,0,0.775548532133548
7,0,0.7641851600130372
22,0,0.7215725145611213
24,0,0.7158908285008658
12,0,0.7499809448623985
17,0,0.7357767297117599
13,0,0.7471401018322708
9,0,0.7585034739527817
5,0,0.7698668460732926
5,0,0.7698668460732926
5,0,0.7698668460732926
4,0,0.7727076891034204
5,0,0.7698668460732926
5,0,0.7698668460732926
4,0,0.7727076891034204
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
5,1,0.7698668460732926
6,1,0.7670260030431648
4,1,0.7727076891034204
6,1,0.7670260030431648
3,1,0.775548532133548
11,1,0.7528217878925263
6,1,0.7670260030431648
2,1,0.7783893751636758
7,1,0.7641851600130372
4,1,0.7727076891034204
6,1,0.7670260030431648
8,1,0.7613443169829094
5,1,0.7698668460732926
1,1,0.7812302181938034
6,1,0.7670260030431648
3,1,0.775548532133548
3,1,0.775548532133548
3,1,0.775548532133548
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
1,1,0.7812302181938034
5,1,0.7698668460732926
5,1,0.7698668460732926
10,1,0.755662630922654
6,1,0.7670260030431648
6,1,0.7670260030431648
21,1,0.724413357591249
21,1,0.724413357591249
11,1,0.7528217878925263
21,1,0.724413357591249
14,1,0.7442992588021431
14,1,0.7442992588021431
7,1,0.7641851600130372
13,1,0.7471401018322708
16,1,0.7386175727418877
5,1,0.7698668460732926
4,1,0.7727076891034204
3,1,0.775548532133548
3,1,0.775548532133548
0,1,0.7840710612239312
3,1,0.775548532133548
0,1,0.7840710612239312
0,1,0.7840710612239312
1,1,0.7812302181938034
3,1,0.775548532133548
3,1,0.775548532133548
2,1,0.7783893751636758
6,1,0.7670260030431648
7,1,0.7641851600130372
4,1,0.7727076891034204
0,1,0.7840710612239312
1,1,0.7812302181938034
1,1,0.7812302181938034
0,1,0.7840710612239312
1,1,0.7812302181938034
2,1,0.7783893751636758
3,1,0.775548532133548
3,1,0.775548532133548
4,1,0.7727076891034204
2,1,0.7783893751636758
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
1,1,0.7812302181938034
0,1,0.7840710612239312
1,1,0.7812302181938034
0,1,0.7840710612239312
0,1,0.7840710612239312
2,1,0.7783893751636758
2,1,0.7783893751636758
6,1,0.7670260030431648
0,1,0.7840710612239312
0,1,0.7840710612239312
1,1,0.7812302181938034
0,1,0.7840710612239312
2,1,0.7783893751636758
1,1,0.7812302181938034
10,1,0.755662630922654
2,1,0.7783893751636758
2,1,0.7783893751636758
5,1,0.7698668460732926
1,1,0.7812302181938034
1,1,0.7812302181938034
0,1,0.7840710612239312
1,1,0.7812302181938034
2,0,0.7783893751636758
0,0,0.7840710612239312
0,0,0.7840710612239312
3,0,0.775548532133548
1,0,0.7812302181938034
0,0,0.7840710612239312
1,0,0.7812302181938034
3,0,0.775548532133548
0,0,0.7840710612239312
4,0,0.7727076891034204
4,0,0.7727076891034204
12,0,0.7499809448623985
9,0,0.7585034739527817
10,0,0.755662630922654
22,0,0.7215725145611213
19,0,0.7300950436515045
9,0,0.7585034739527817
9,0,0.7585034739527817
6,0,0.7670260030431648
1,0,0.7812302181938034
1,0,0.7812302181938034
4,0,0.7727076891034204
3,0,0.775548532133548
0,0,0.7840710612239312
7,0,0.7641851600130372
1,0,0.7812302181938034
1,0,0.7812302181938034
0,0,0.7840710612239312
0,0,0.7840710612239312
0,0,0.7840710612239312
1,0,0.7812302181938034
4,0,0.7727076891034204
7,0,0.7641851600130372
9,0,0.7585034739527817
10,0,0.755662630922654
13,0,0.7471401018322708
18,0,0.7329358866816322
14,0,0.7442992588021431
19,0,0.7300950436515045
6,0,0.7670260030431648
8,0,0.7613443169829094
9,0,0.7585034739527817
3,0,0.775548532133548
3,0,0.775548532133548
2,0,0.7783893751636758
5,0,0.7698668460732926
1,1,0.7812302181938034
2,1,0.7783893751636758
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
1,1,0.7812302181938034
3,1,0.775548532133548
0,1,0.7840710612239312
1,1,0.7812302181938034
2,1,0.7783893751636758
6,1,0.7670260030431648
2,1,0.7783893751636758
1,1,0.7812302181938034
3,1,0.775548532133548
3,1,0.775548532133548
6,1,0.7670260030431648
3,1,0.775548532133548
3,1,0.775548532133548
0,1,0.7840710612239312
3,1,0.775548532133548
0,1,0.7840710612239312
2,1,0.7783893751636758
2,1,0.7783893751636758
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
3,1,0.775548532133548
2,1,0.7783893751636758
0,1,0.7840710612239312
2,1,0.7783893751636758
2,1,0.7783893751636758
3,1,0.775548532133548
5,1,0.7698668460732926
7,1,0.7641851600130372
3,1,0.775548532133548
4,1,0.7727076891034204
3,1,0.775548532133548
3,1,0.775548532133548
5,1,0.7698668460732926
0,1,0.7840710612239312
2,1,0.7783893751636758
1,1,0.7812302181938034
0,1,0.7840710612239312
0,1,0.7840710612239312
4,1,0.7727076891034204
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
1,1,0.7812302181938034
1,1,0.7812302181938034
1,1,0.7812302181938034
4,1,0.7727076891034204
2,1,0.7783893751636758
5,1,0.7698668460732926
3,1,0.775548532133548
1,1,0.7812302181938034
2,1,0.7783893751636758
10,1,0.755662630922654
8,1,0.7613443169829094
7,1,0.7641851600130372
7,1,0.7641851600130372
3,1,0.775548532133548
4,1,0.7727076891034204
1,1,0.7812302181938034
5,1,0.7698668460732926
3,1,0.775548532133548
1,1,0.7812302181938034
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
1,1,0.7812302181938034
4,1,0.7727076891034204
6,1,0.7670260030431648
2,1,0.7783893751636758
9,1,0.7585034739527817
2,1,0.7783893751636758
4,1,0.7727076891034204
4,1,0.7727076891034204
4,1,0.7727076891034204
5,1,0.7698668460732926
5,1,0.7698668460732926
2,1,0.7783893751636758
4,1,0.7727076891034204
1,1,0.7812302181938034
1,1,0.7812302181938034
2,1,0.7783893751636758
4,1,0.7727076891034204
3,1,0.775548532133548
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
2,1,0.7783893751636758
0,1,0.7840710612239312
3,1,0.775548532133548
3,1,0.775548532133548
5,1,0.7698668460732926
3,1,0.775548532133548
8,1,0.7613443169829094
9,1,0.7585034739527817
15,1,0.7414584157720153
9,1,0.7585034739527817
8,1,0.7613443169829094
10,1,0.755662630922654
3,1,0.775548532133548
1,1,0.7812302181938034
2,1,0.7783893751636758
2,1,0.7783893751636758
1,1,0.7812302181938034
1,1,0.7812302181938034
3,0,0.775548532133548
1,0,0.7812302181938034
5,0,0.7698668460732926
1,0,0.7812302181938034
0,0,0.7840710612239312
0,0,0.7840710612239312
0,0,0.7840710612239312
0,0,0.7840710612239312
0,0,0.7840710612239312
3,0,0.775548532133548
3,0,0.775548532133548
1,0,0.7812302181938034
10,0,0.755662630922654
10,0,0.755662630922654
5,0,0.7698668460732926
11,0,0.7528217878925263
8,0,0.7613443169829094
14,0,0.7442992588021431
2,0,0.7783893751636758
6,0,0.7670260030431648
5,0,0.7698668460732926
3,0,0.775548532133548
2,0,0.7783893751636758
7,0,0.7641851600130372
2,0,0.7783893751636758
4,0,0.7727076891034204
0,0,0.7840710612239312
3,0,0.775548532133548
0,0,0.7840710612239312
0,0,0.7840710612239312
0,0,0.7840710612239312
0,0,0.7840710612239312
2,0,0.7783893751636758
7,0,0.7641851600130372
15,0,0.7414584157720153
28,0,0.704527456380355
48,0,0.6477105957778004
47,0,0.6505514388079282
47,0,0.6505514388079282
52,0,0.6363472236572896
42,0,0.6647556539585668
24,0,0.7158908285008658
13,0,0.7471401018322708
1,0,0.7812302181938034
5,0,0.7698668460732926
5,0,0.7698668460732926
5,0,0.7698668460732926
4,0,0.7727076891034204
1,1,0.7812302181938034
1,1,0.7812302181938034
0,1,0.7840710612239312
0,1,0.7840710612239312
1,1,0.7812302181938034
1,1,0.7812302181938034
1,1,0.7812302181938034
6,1,0.7670260030431648
7,1,0.7641851600130372
3,1,0.775548532133548
6,1,0.7670260030431648
11,1,0.7528217878925263
7,1,0.7641851600130372
10,1,0.755662630922654
8,1,0.7613443169829094
4,1,0.7727076891034204
16,1,0.7386175727418877
9,1,0.7585034739527817
5,1,0.7698668460732926
5,1,0.7698668460732926
6,1,0.7670260030431648
3,1,0.775548532133548
3,1,0.775548532133548
6,1,0.7670260030431648
4,1,0.7727076891034204
0,1,0.7840710612239312
1,1,0.7812302181938034
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
3,1,0.775548532133548
7,1,0.7641851600130372
7,1,0.7641851600130372
4,1,0.7727076891034204
1,1,0.7812302181938034
2,1,0.7783893751636758
2,1,0.7783893751636758
3,1,0.775548532133548
6,1,0.7670260030431648
4,1,0.7727076891034204
4,1,0.7727076891034204
1,1,0.7812302181938034
1,1,0.7812302181938034
3,1,0.775548532133548
8,1,0.7613443169829094
0,1,0.7840710612239312
3,1,0.775548532133548
0,1,0.7840710612239312
0,1,0.7840710612239312
1,1,0.7812302181938034
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
4,1,0.7727076891034204
1,1,0.7812302181938034
4,1,0.7727076891034204
8,1,0.7613443169829094
1,1,0.7812302181938034
4,1,0.7727076891034204
2,1,0.7783893751636758
2,1,0.7783893751636758
3,1,0.775548532133548
7,1,0.7641851600130372
9,1,0.7585034739527817
2,1,0.7783893751636758
1,1,0.7812302181938034
0,1,0.7840710612239312
0,1,0.7840710612239312
4,1,0.7727076891034204
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
5,1,0.7698668460732926
1,1,0.7812302181938034
1,1,0.7812302181938034
1,1,0.7812302181938034
4,1,0.7727076891034204
3,1,0.775548532133548
6,1,0.7670260030431648
0,1,0.7840710612239312
4,1,0.7727076891034204
6,1,0.7670260030431648
3,1,0.775548532133548
2,1,0.7783893751636758
4,1,0.7727076891034204
2,1,0.7783893751636758
4,1,0.7727076891034204
1,1,0.7812302181938034
2,1,0.7783893751636758
1,1,0.7812302181938034
0,1,0.7840710612239312
0,1,0.7840710612239312
1,1,0.7812302181938034
1,1,0.7812302181938034
4,1,0.7727076891034204
8,1,0.7613443169829094
5,1,0.7698668460732926
12,1,0.7499809448623985
7,1,0.7641851600130372
21,1,0.724413357591249
17,1,0.7357767297117599
12,1,0.7499809448623985
14,1,0.7442992588021431
18,1,0.7329358866816322
9,1,0.7585034739527817
7,1,0.7641851600130372
2,1,0.7783893751636758
1,1,0.7812302181938034
2,1,0.7783893751636758
5,1,0.7698668460732926
3,0,0.775548532133548
2,0,0.7783893751636758
2,0,0.7783893751636758
3,0,0.775548532133548
0,0,0.7840710612239312
0,0,0.7840710612239312
1,0,0.7812302181938034
2,0,0.7783893751636758
2,0,0.7783893751636758
5,0,0.7698668460732926
13,0,0.7471401018322708
30,0,0.6988457703200994
27,0,0.7073682994104826
32,0,0.693164084259844
30,0,0.6988457703200994
47,0,0.6505514388079282
42,0,0.6647556539585668
24,0,0.7158908285008658
4,0,0.7727076891034204
2,0,0.7783893751636758
1,0,0.7812302181938034
9,0,0.7585034739527817
6,0,0.7670260030431648
1,0,0.7812302181938034
5,0,0.7698668460732926
1,0,0.7812302181938034
1,0,0.7812302181938034
4,0,0.7727076891034204
0,0,0.7840710612239312
2,0,0.7783893751636758
0,0,0.7840710612239312
1,0,0.7812302181938034
12,0,0.7499809448623985
19,0,0.7300950436515045
26,0,0.7102091424406104
58,0,0.6193021654765232
62,0,0.6079387933560123
51,0,0.6391880666874172
40,0,0.6704373400188223
28,0,0.704527456380355
30,0,0.6988457703200994
17,0,0.7357767297117599
11,0,0.7528217878925263
15,0,0.7414584157720153
6,0,0.7670260030431648
5,0,0.7698668460732926
3,0,0.775548532133548
3,1,0.775548532133548
1,1,0.7812302181938034
0,1,0.7840710612239312
1,1,0.7812302181938034
0,1,0.7840710612239312
0,1,0.7840710612239312
1,1,0.7812302181938034
2,1,0.7783893751636758
7,1,0.7641851600130372
8,1,0.7613443169829094
9,1,0.7585034739527817
10,1,0.755662630922654
27,1,0.7073682994104826
27,1,0.7073682994104826
14,1,0.7442992588021431
19,1,0.7300950436515045
16,1,0.7386175727418877
25,1,0.7130499854707382
11,1,0.7528217878925263
12,1,0.7499809448623985
5,1,0.7698668460732926
8,1,0.7613443169829094
1,1,0.7812302181938034
1,1,0.7812302181938034
7,1,0.7641851600130372
0,1,0.7840710612239312
1,1,0.7812302181938034
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
2,1,0.7783893751636758
10,1,0.755662630922654
2,1,0.7783893751636758
5,1,0.7698668460732926
11,1,0.7528217878925263
6,1,0.7670260030431648
14,1,0.7442992588021431
10,1,0.755662630922654
11,1,0.7528217878925263
21,1,0.724413357591249
15,1,0.7414584157720153
14,1,0.7442992588021431
3,1,0.775548532133548
3,1,0.775548532133548
5,1,0.7698668460732926
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
0,1,0.7840710612239312
1,1,0.7812302181938034
5,1,0.7698668460732926
6,1,0.7670260030431648
2,1,0.7783893751636758
14,1,0.7442992588021431
7,1,0.7641851600130372
14,1,0.7442992588021431
13,1,0.7471401018322708
17,1,0.7357767297117599
35,1,0.6846415551694609
26,1,0.7102091424406104
11,1,0.7528217878925263
20,1,0.7272542006213767
18,1,0.7329358866816322
10,1,0.755662630922654
5,1,0.7698668460732926
12,1,0.7499809448623985
2,1,0.7783893751636758
1,1,0.7812302181938034
0,1,0.7840710612239312
2,1,0.7783893751636758
3,1,0.775548532133548
3,1,0.775548532133548
1,1,0.7812302181938034
3,1,0.775548532133548
7,1,0.7641851600130372
18,1,0.7329358866816322
16,1,0.7386175727418877
18,1,0.7329358866816322
19,1,0.7300950436515045
15,1,0.7414584157720153
15,1,0.7414584157720153
26,1,0.7102091424406104
15,1,0.7414584157720153
29,1,0.7016866133502272
18,1,0.7329358866816322
11,1,0.7528217878925263
14,1,0.7442992588021431
8,1,0.7613443169829094
5,1,0.7698668460732926
8,1,0.7613443169829094
