instant,windspeed,Predicted Y
285,0.0,-0.006759157604849493
286,0.0,-0.006735736217114658
287,0.0,-0.006712314829379821
288,0.0,-0.006688893441644985
289,0.0,-0.0066654720539101485
290,0.0,-0.006642050666175312
291,0.0,-0.0066186292784404755
292,0.0,-0.006595207890705639
293,0.0,-0.006571786502970803
294,0.0,-0.006548365115235966
295,0.0,-0.00652494372750113
296,0.0,-0.006501522339766293
297,0.0,-0.006478100952031457
298,0.0,-0.00645467956429662
299,0.0,-0.006431258176561784
300,0.0,-0.006407836788826947
301,0.0,-0.006384415401092111
302,0.0,-0.0063609940133572745
303,0.0,-0.006337572625622438
304,0.0,-0.006314151237887602
305,0.0,-0.006290729850152765
306,0.0,-0.0062673084624179295
307,0.0,-0.006243887074683093
308,0.0,-0.006220465686948257
309,0.0,-0.00619704429921342
310,0.0,-0.006173622911478584
311,0.0,-0.006150201523743747
312,0.0,-0.006126780136008911
313,0.0,-0.006103358748274074
314,0.0,-0.006079937360539238
315,0.0,-0.006056515972804401
316,0.0,-0.006033094585069565
317,0.0,-0.0060096731973347285
318,0.0,-0.005986251809599892
319,0.0,-0.005962830421865056
320,0.0,-0.005939409034130219
321,0.0,-0.005915987646395383
322,0.0,-0.005892566258660546
323,0.0,-0.00586914487092571
324,0.0,-0.005845723483190873
325,0.0,-0.005822302095456038
326,0.0,-0.005798880707721201
327,0.0,-0.005775459319986365
328,0.0,-0.005752037932251528
329,0.0,-0.005728616544516692
330,0.0,-0.0057051951567818554
331,0.0,-0.005681773769047019
332,0.0,-0.0056583523813121825
333,0.0,-0.005634930993577346
334,0.0,-0.005611509605842509
335,0.0,-0.005588088218107674
336,0.0,-0.0055646668303728376
337,0.0,-0.005541245442638001
338,0.0,-0.005517824054903165
339,0.0,-0.005494402667168328
340,0.0,-0.005470981279433492
341,0.0,-0.005447559891698655
342,0.0,-0.005424138503963819
343,0.0,-0.005400717116228982
344,0.0,-0.005377295728494146
345,0.0,-0.0053538743407593094
346,0.0,-0.005330452953024473
347,0.0,-0.0053070315652896365
348,0.0,-0.0052836101775548
349,0.0,-0.005260188789819964
350,0.0,-0.005236767402085127
351,0.0,-0.005213346014350291
352,0.0,-0.005189924626615454
353,0.0,-0.005166503238880618
354,0.0,-0.005143081851145781
355,0.0,-0.005119660463410945
356,0.0,-0.005096239075676108
357,0.0,-0.005072817687941272
358,0.0,-0.0050493963002064355
359,0.0,-0.005025974912471599
360,0.0,-0.005002553524736763
361,0.0,-0.004979132137001926
362,0.0,-0.00495571074926709
363,0.0,-0.004932289361532253
364,0.0,-0.004908867973797417
365,0.0,-0.00488544658606258
366,0.0,-0.004862025198327744
367,0.0,-0.004838603810592907
368,0.0,-0.004815182422858071
369,0.0,-0.0047917610351232345
370,0.0,-0.004768339647388398
371,0.0,-0.0047449182596535616
372,0.0,-0.004721496871918725
373,0.0,-0.004698075484183889
374,0.0,-0.004674654096449052
375,0.0,-0.0046512327087142175
376,0.0,-0.004627811320979381
377,0.0,-0.0046043899332445445
378,0.0,-0.004580968545509708
379,0.0,-0.004557547157774872
380,0.0,-0.004534125770040035
381,0.0,-0.004510704382305199
382,0.0,-0.004487282994570362
383,0.0,-0.004463861606835526
384,0.0,-0.004440440219100689
385,0.0,-0.004417018831365853
386,0.0,-0.004393597443631016
387,0.0,-0.00437017605589618
388,0.0,-0.0043467546681613435
389,0.0,-0.004323333280426507
390,0.0,-0.004299911892691671
391,0.0,-0.004276490504956834
392,0.0,-0.004253069117221998
393,0.0,-0.004229647729487161
394,0.0,-0.004206226341752325
395,0.0,-0.004182804954017488
396,0.0,-0.004159383566282652
397,0.0,-0.004135962178547815
398,0.0,-0.004112540790812979
399,0.0,-0.0040891194030781425
400,0.0,-0.004065698015343306
401,0.0,-0.0040422766276084696
402,0.0,-0.004018855239873633
403,0.0,-0.003995433852138797
404,0.0,-0.00397201246440396
405,0.0,-0.003948591076669124
406,0.0,-0.003925169688934287
407,0.0,-0.003901748301199451
408,0.0,-0.0038783269134646144
409,0.0,-0.003854905525729778
410,0.0,-0.0038314841379949414
411,0.0,-0.003808062750260105
412,0.0,-0.0037846413625252685
413,0.0,-0.003761219974790432
414,0.0,-0.0037377985870555974
415,0.0,-0.003714377199320761
416,0.0,-0.0036909558115859244
417,0.0,-0.003667534423851088
418,0.0,-0.0036441130361162515
419,0.0,-0.003620691648381415
420,0.0,-0.0035972702606465786
421,0.0,-0.003573848872911742
422,0.0,-0.0035504274851769057
423,0.0,-0.0035270060974420692
424,0.0,-0.0035035847097072328
425,0.0,-0.0034801633219723963
426,0.0,-0.00345674193423756
427,0.0,-0.0034333205465027234
428,0.0,-0.003409899158767887
429,0.0,-0.0033864777710330505
430,0.0,-0.003363056383298214
431,0.0,-0.0033396349955633776
432,0.0,-0.003316213607828541
433,0.0,-0.0032927922200937047
434,0.0,-0.003269370832358868
435,0.0,-0.0032459494446240317
436,0.0,-0.0032225280568891953
437,0.0,-0.003199106669154359
438,0.0,-0.0031756852814195224
439,0.0,-0.003152263893684686
440,0.0,-0.0031288425059498495
441,0.0,-0.003105421118215013
442,0.0,-0.0030819997304801765
443,0.0,-0.00305857834274534
444,0.0,-0.0030351569550105036
445,0.0,-0.003011735567275667
446,0.0,-0.0029883141795408307
447,0.0,-0.0029648927918059943
448,0.0,-0.002941471404071158
449,0.0,-0.0029180500163363213
450,0.0,-0.002894628628601485
451,0.0,-0.0028712072408666484
452,0.0,-0.002847785853131812
453,0.0,-0.0028243644653969772
454,0.0,-0.002800943077662141
455,0.0,-0.0027775216899273043
456,0.0,-0.002754100302192468
457,0.0,-0.0027306789144576314
458,0.0,-0.002707257526722795
459,0.0,-0.0026838361389879585
460,0.0,-0.002660414751253122
461,0.0,-0.0026369933635182856
462,0.0,-0.002613571975783449
463,0.0,-0.0025901505880486127
464,0.0,-0.002566729200313776
465,0.0,-0.0025433078125789398
466,0.0,-0.0025198864248441033
467,0.0,-0.002496465037109267
468,0.0,-0.0024730436493744304
469,0.0,-0.002449622261639594
470,0.0,-0.0024262008739047575
471,0.0,-0.002402779486169921
472,0.0,-0.0023793580984350846
473,0.0,-0.002355936710700248
474,0.0,-0.0023325153229654116
475,0.0,-0.002309093935230575
476,0.0,-0.0022856725474957387
477,0.0,-0.0022622511597609023
478,0.0,-0.002238829772026066
479,0.0,-0.0022154083842912294
480,0.0,-0.002191986996556393
481,0.0,-0.0021685656088215564
482,0.0,-0.00214514422108672
483,0.0,-0.0021217228333518835
484,0.0,-0.002098301445617047
485,0.0,-0.0020748800578822106
486,0.0,-0.002051458670147374
487,0.0,-0.0020280372824125377
488,0.0,-0.0020046158946777012
489,0.0,-0.0019811945069428648
490,0.0,-0.0019577731192080283
491,0.0,-0.0019343517314731919
492,0.0,-0.0019109303437383554
493,0.0,-0.0018875089560035207
494,0.0,-0.0018640875682686842
495,0.0,-0.0018406661805338478
496,0.0,-0.0018172447927990113
497,0.0,-0.0017938234050641749
498,0.0,-0.0017704020173293384
499,0.0,-0.001746980629594502
500,0.0,-0.0017235592418596655
501,0.0,-0.001700137854124829
502,0.0,-0.0016767164663899926
503,0.0,-0.0016532950786551561
504,0.0,-0.0016298736909203197
505,0.0,-0.0016064523031854832
506,0.0,-0.0015830309154506467
507,0.0,-0.0015596095277158103
508,0.0,-0.0015361881399809738
509,0.0,-0.0015127667522461374
510,0.0,-0.001489345364511301
511,0.0,-0.0014659239767764645
512,0.0,-0.001442502589041628
513,0.0,-0.0014190812013067915
514,0.0,-0.001395659813571955
515,0.0,-0.0013722384258371186
516,0.0,-0.0013488170381022822
517,0.0,-0.0013253956503674457
518,0.0,-0.0013019742626326092
519,0.0,-0.0012785528748977728
520,0.0,-0.0012551314871629363
521,0.0,-0.0012317100994280999
522,0.0,-0.0012082887116932634
523,0.0,-0.001184867323958427
524,0.0,-0.0011614459362235905
525,0.0,-0.001138024548488754
526,0.0,-0.0011146031607539176
527,0.0,-0.0010911817730190811
528,0.0,-0.0010677603852842447
529,0.0,-0.0010443389975494082
530,0.0,-0.0010209176098145718
531,0.0,-0.0009974962220797353
532,0.0,-0.0009740748343449006
533,0.0,-0.0009506534466100641
534,0.0,-0.0009272320588752277
535,0.0,-0.0009038106711403912
536,0.0,-0.0008803892834055548
537,0.0,-0.0008569678956707183
538,0.0,-0.0008335465079358818
539,0.0,-0.0008101251202010454
540,0.0,-0.0007867037324662089
541,0.0,-0.0007632823447313725
542,0.0,-0.000739860956996536
543,0.0,-0.0007164395692616995
544,0.0,-0.0006930181815268631
545,0.0,-0.0006695967937920266
546,0.0,-0.0006461754060571902
547,0.0,-0.0006227540183223537
548,0.0,-0.0005993326305875173
549,0.0,-0.0005759112428526808
550,0.0,-0.0005524898551178443
551,0.0,-0.0005290684673830079
552,0.0,-0.0005056470796481714
553,0.0,-0.000482225691913335
554,0.0,-0.0004588043041784985
555,0.0,-0.00043538291644366206
556,0.0,-0.0004119615287088256
557,0.0,-0.00038854014097398915
558,0.0,-0.0003651187532391527
559,0.0,-0.00034169736550431623
560,0.0,-0.0003182759777694798
561,0.0,-0.0002948545900346433
562,0.0,-0.00027143320229980686
563,0.0,-0.0002480118145649704
564,0.0,-0.00022459042683013394
565,0.0,-0.00020116903909529749
566,0.0,-0.00017774765136046103
567,0.0,-0.00015432626362562457
568,0.0,-0.00013090487589078811
569,0.0,-0.00010748348815595166
570,0.0,-8.40621004211152e-05
571,0.0,-6.064071268627874e-05
572,0.0,-3.721932495144402e-05
573,0.0,-1.3797937216607561e-05
574,0.0,9.623450518228896e-06
575,0.0,3.304483825306535e-05
576,0.0,5.646622598790181e-05
577,0.0,7.988761372273827e-05
578,0.0,0.00010330900145757473
579,0.0,0.00012673038919241118
580,0.0,0.00015015177692724764
581,0.0,0.0001735731646620841
582,0.0,0.00019699455239692056
583,0.0,0.000220415940131757
584,0.0,0.00024383732786659347
585,0.0,0.00026725871560142993
586,0.0,0.0002906801033362664
587,0.0,0.00031410149107110284
588,0.0,0.0003375228788059393
589,0.0,0.00036094426654077576
590,0.0,0.0003843656542756122
591,0.0,0.00040778704201044867
592,0.0,0.00043120842974528513
593,0.0,0.0004546298174801216
594,0.0,0.00047805120521495804
595,0.0,0.0005014725929497945
596,0.0,0.000524893980684631
597,0.0,0.0005483153684194674
598,0.0,0.0005717367561543039
599,0.0,0.0005951581438891403
600,0.0,0.0006185795316239768
601,0.0,0.0006420009193588132
602,0.0,0.0006654223070936497
603,0.0,0.0006888436948284862
604,0.0,0.0007122650825633226
605,0.0,0.0007356864702981591
606,0.0,0.0007591078580329955
607,0.0,0.000782529245767832
608,0.0,0.0008059506335026684
609,0.0,0.0008293720212375049
610,0.0,0.0008527934089723414
611,0.0,0.0008762147967071761
612,0.0,0.0008996361844420125
613,0.0,0.000923057572176849
614,0.0,0.0009464789599116855
615,0.0,0.0009699003476465219
616,0.0,0.0009933217353813584
617,0.0,0.0010167431231161948
618,0.0,0.0010401645108510313
619,0.0,0.0010635858985858677
620,0.0,0.0010870072863207042
621,0.0,0.0011104286740555407
622,0.0,0.0011338500617903771
623,0.0,0.0011572714495252136
624,0.0,0.00118069283726005
625,0.0,0.0012041142249948865
626,0.0,0.001227535612729723
627,0.0,0.0012509570004645594
628,0.0,0.0012743783881993959
629,0.0,0.0012977997759342323
630,0.0,0.0013212211636690688
631,0.0,0.0013446425514039052
632,0.0,0.0013680639391387417
633,0.0,0.0013914853268735781
634,0.0,0.0014149067146084146
635,0.0,0.001438328102343251
636,0.0,0.0014617494900780875
637,0.0,0.001485170877812924
638,0.0,0.0015085922655477604
639,0.0,0.001532013653282597
640,0.0,0.0015554350410174334
641,0.0,0.0015788564287522698
642,0.0,0.0016022778164871063
643,0.0,0.0016256992042219427
644,0.0,0.0016491205919567792
645,0.0,0.0016725419796916156
646,0.0,0.001695963367426452
647,0.0,0.0017193847551612886
648,0.0,0.001742806142896125
649,0.0,0.0017662275306309615
650,0.0,0.0017896489183657962
651,0.0,0.0018130703061006326
652,0.0,0.001836491693835469
653,0.0,0.0018599130815703056
654,0.0,0.001883334469305142
655,0.0,0.0019067558570399785
656,0.0,0.001930177244774815
657,0.0,0.0019535986325096514
658,0.0,0.001977020020244488
659,0.0,0.0020004414079793243
660,0.0,0.0020238627957141608
661,0.0,0.0020472841834489972
662,0.0,0.0020707055711838337
663,0.0,0.00209412695891867
664,0.0,0.0021175483466535066
665,0.0,0.002140969734388343
666,0.0,0.0021643911221231795
667,0.0,0.002187812509858016
668,0.0,0.002211233897592854
669,0.0,0.0022346552853276906
670,0.0,0.0022580766730625236
671,0.0,0.00228149806079736
672,0.0,0.0023049194485321965
673,0.0,0.002328340836267033
674,0.0,0.0023517622240018694
675,0.0,0.002375183611736706
676,0.0,0.0023986049994715423
677,0.0,0.002422026387206379
678,0.0,0.0024454477749412153
679,0.0,0.0024688691626760517
680,0.0,0.002492290550410888
681,0.0,0.0025157119381457246
682,0.0,0.002539133325880561
683,0.0,0.0025625547136153976
684,0.0,0.002585976101350234
685,0.0,0.0026093974890850705
686,0.0,0.002632818876819907
687,0.0,0.0026562402645547434
688,0.0,0.00267966165228958
689,0.0,0.0027030830400244163
690,0.0,0.0027265044277592528
691,0.0,0.002749925815494089
692,0.0,0.0027733472032289257
693,0.0,0.002796768590963762
694,0.0,0.0028201899786985986
695,0.0,0.002843611366433435
696,0.0,0.0028670327541682715
697,0.0,0.002890454141903108
698,0.0,0.0029138755296379444
699,0.0,0.002937296917372781
700,0.0,0.0029607183051076173
701,0.0,0.002984139692842454
702,0.0,0.0030075610805772902
703,0.0,0.0030309824683121267
704,0.0,0.003054403856046963
705,0.0,0.0030778252437817996
706,0.0,0.003101246631516636
707,0.0,0.0031246680192514725
708,0.0,0.003148089406986309
709,0.0,0.0031715107947211454
710,0.0,0.003194932182455982
711,0.0,0.0032183535701908184
712,0.0,0.003241774957925655
713,0.0,0.0032651963456604913
714,0.0,0.0032886177333953277
715,0.0,0.003312039121130164
716,0.0,0.0033354605088650006
717,0.0,0.003358881896599837
718,0.0,0.0033823032843346736
719,0.0,0.00340572467206951
720,0.0,0.0034291460598043465
721,0.0,0.003452567447539183
722,0.0,0.0034759888352740194
723,0.0,0.003499410223008856
724,0.0,0.0035228316107436923
725,0.0,0.0035462529984785288
726,0.0,0.0035696743862133652
727,0.0,0.0035930957739482017
728,0.0,0.003616517161683038
729,0.0,0.0036399385494178746
730,0.0,0.003663359937152711
731,0.0,0.0036867813248875475
732,0.0,0.003710202712622384
733,0.0,0.0037336241003572204
734,0.0,0.003757045488092057
735,0.0,0.0037804668758268933
736,0.0,0.00380388826356173
737,0.0,0.0038273096512965663
738,0.0,0.0038507310390314027
739,0.0,0.003874152426766239
740,0.0,0.0038975738145010756
741,0.0,0.003920995202235912
742,0.0,0.0039444165899707485
743,0.0,0.003967837977705585
744,0.0,0.0039912593654404215
745,0.0,0.004014680753175258
746,0.0,0.004038102140910094
747,0.0,0.004061523528644931
748,0.0,0.004084944916379767
749,0.0,0.0041083663041146
750,0.0,0.004131787691849437
751,0.0,0.004155209079584273
752,0.0,0.00417863046731911
753,0.0,0.004202051855053946
754,0.0,0.0042254732427887826
755,0.0,0.004248894630523619
756,0.0,0.0042723160182584555
757,0.0,0.004295737405993292
758,0.0,0.004319158793728128
759,0.0,0.004342580181462965
760,0.0,0.004366001569197801
761,0.0,0.004389422956932638
762,0.0,0.004412844344667474
763,0.0,0.004436265732402311
764,0.0,0.004459687120137147
765,0.0,0.004483108507871984
766,0.0,0.00450652989560682
767,0.0,0.0045299512833416565
768,0.0,0.004553372671076493
769,0.0,0.004576794058811329
770,0.0,0.004600215446546166
771,0.0,0.004623636834281002
772,0.0,0.004647058222015839
773,0.0,0.004670479609750675
774,0.0,0.004693900997485512
775,0.0,0.004717322385220348
776,0.0,0.004740743772955185
777,0.0,0.004764165160690021
778,0.0,0.0047875865484248575
779,0.0,0.004811007936159694
780,0.0,0.0048344293238945305
781,0.0,0.004857850711629367
782,0.0,0.004881272099364203
783,0.0,0.00490469348709904
784,0.0,0.004928114874833876
785,0.0,0.004951536262568713
786,0.0,0.004974957650303549
787,0.0,0.004998379038038386
788,0.0,0.005021800425773222
789,0.0,0.005045221813508059
790,0.0,0.005068643201242895
791,0.0,0.0050920645889777315
792,0.0,0.005115485976712568
793,0.0,0.005138907364447404
794,0.0,0.005162328752182241
795,0.0,0.005185750139917077
796,0.0,0.005209171527651914
797,0.0,0.00523259291538675
798,0.0,0.005256014303121587
799,0.0,0.005279435690856423
800,0.0,0.00530285707859126
801,0.0,0.005326278466326096
802,0.0,0.0053496998540609325
803,0.0,0.005373121241795769
804,0.0,0.005396542629530605
805,0.0,0.005419964017265442
806,0.0,0.005443385405000278
807,0.0,0.005466806792735115
808,0.0,0.005490228180469951
809,0.0,0.005513649568204788
810,0.0,0.005537070955939624
811,0.0,0.005560492343674461
812,0.0,0.005583913731409297
813,0.0,0.0056073351191441335
814,0.0,0.00563075650687897
815,0.0,0.0056541778946138065
816,0.0,0.005677599282348643
817,0.0,0.005701020670083479
818,0.0,0.005724442057818316
819,0.0,0.005747863445553152
820,0.0,0.005771284833287989
821,0.0,0.005794706221022825
822,0.0,0.005818127608757662
823,0.0,0.005841548996492498
824,0.0,0.005864970384227335
825,0.0,0.005888391771962171
826,0.0,0.0059118131596970075
827,0.0,0.005935234547431844
828,0.0,0.005958655935166677
829,0.0,0.005982077322901513
830,0.0,0.00600549871063635
831,0.0,0.006028920098371186
832,0.0,0.006052341486106023
833,0.0,0.006075762873840859
834,0.0,0.006099184261575696
835,0.0,0.006122605649310532
836,0.0,0.006146027037045369
837,0.0,0.006169448424780205
838,0.0,0.0061928698125150415
839,0.0,0.006216291200249878
840,0.0,0.006239712587984714
841,0.0,0.006263133975719551
842,0.0,0.006286555363454387
843,0.0,0.006309976751189224
844,0.0,0.00633339813892406
845,0.0,0.006356819526658897
846,0.0,0.006380240914393733
847,0.0,0.00640366230212857
848,0.0,0.006427083689863406
849,0.0,0.0064505050775982425
850,0.0,0.006473926465333079
851,0.0,0.0064973478530679155
852,0.0,0.006520769240802752
853,0.0,0.006544190628537588
854,0.0,0.006567612016272425
855,0.0,0.006591033404007261
856,0.0,0.006614454791742098
857,0.0,0.006637876179476934
858,0.0,0.006661297567211771
859,0.0,0.006684718954946607
860,0.0,0.006708140342681444
861,0.0,0.00673156173041628
862,0.0,0.0067549831181511165
863,0.0,0.006778404505885953
864,0.0,0.006801825893620789
865,0.0,0.006825247281355626
866,0.0,0.006848668669090462
867,0.0,0.006872090056825299
868,0.0,0.006895511444560135
869,0.0,0.006918932832294972
870,0.0,0.006942354220029808
871,0.0,0.006965775607764645
872,0.0,0.006989196995499481
873,0.0,0.0070126183832343175
