casual,cnt,Predicted Y
0,1,178.35375763572426
1,1,178.66515078470042
3,1,179.28793708265272
6,1,180.2221165295812
4,1,179.59933023162887
12,1,182.0904754234381
5,1,179.91072338060502
6,1,180.2221165295812
10,1,181.4676891254858
7,1,180.53350967855735
4,1,179.59933023162887
4,1,179.59933023162887
3,1,179.28793708265272
5,1,179.91072338060502
7,1,180.53350967855735
3,1,179.28793708265272
1,1,178.66515078470042
1,1,178.66515078470042
0,1,178.35375763572426
0,1,178.35375763572426
0,1,178.35375763572426
0,1,178.35375763572426
0,1,178.35375763572426
0,1,178.35375763572426
0,1,178.35375763572426
3,1,179.28793708265272
6,1,180.2221165295812
3,1,179.28793708265272
2,1,178.97654393367657
6,1,180.2221165295812
12,1,182.0904754234381
11,1,181.77908227446196
8,1,180.8449028275335
12,1,182.0904754234381
9,1,181.15629597650965
5,1,179.91072338060502
3,1,179.28793708265272
3,1,179.28793708265272
0,1,178.35375763572426
1,1,178.66515078470042
4,1,179.59933023162887
4,1,179.59933023162887
2,1,178.97654393367657
0,1,178.35375763572426
0,1,178.35375763572426
0,1,178.35375763572426
8,1,180.8449028275335
8,1,180.8449028275335
20,1,184.58162061524735
9,1,181.15629597650965
16,1,183.33604801934274
19,1,184.2702274662712
9,1,181.15629597650965
9,1,181.15629597650965
7,1,180.53350967855735
9,1,181.15629597650965
5,1,179.91072338060502
9,1,181.15629597650965
7,1,180.53350967855735
3,1,179.28793708265272
1,1,178.66515078470042
0,2,178.35375763572426
2,2,178.97654393367657
1,2,178.66515078470042
1,2,178.66515078470042
1,2,178.66515078470042
3,2,179.28793708265272
0,2,178.35375763572426
0,2,178.35375763572426
0,2,178.35375763572426
0,2,178.35375763572426
1,2,178.66515078470042
0,2,178.35375763572426
0,2,178.35375763572426
5,2,179.91072338060502
2,2,178.97654393367657
8,2,180.8449028275335
7,2,180.53350967855735
12,2,182.0904754234381
5,2,179.91072338060502
8,2,180.8449028275335
5,2,179.91072338060502
3,2,179.28793708265272
4,2,179.59933023162887
0,2,178.35375763572426
2,2,178.97654393367657
1,2,178.66515078470042
0,2,178.35375763572426
1,2,178.66515078470042
0,2,178.35375763572426
0,2,178.35375763572426
0,2,178.35375763572426
0,2,178.35375763572426
0,2,178.35375763572426
0,2,178.35375763572426
1,2,178.66515078470042
0,2,178.35375763572426
0,2,178.35375763572426
0,2,178.35375763572426
2,2,178.97654393367657
4,2,179.59933023162887
6,2,180.2221165295812
8,2,180.8449028275335
5,2,179.91072338060502
13,2,182.40186857241426
3,2,179.28793708265272
4,2,179.59933023162887
1,2,178.66515078470042
0,2,178.35375763572426
1,2,178.66515078470042
5,2,179.91072338060502
0,2,178.35375763572426
2,2,178.97654393367657
1,2,178.66515078470042
0,2,178.35375763572426
0,2,178.35375763572426
1,2,178.66515078470042
0,2,178.35375763572426
0,2,178.35375763572426
2,2,178.97654393367657
4,2,179.59933023162887
2,2,178.97654393367657
0,2,178.35375763572426
2,2,178.97654393367657
5,2,179.91072338060502
4,2,179.59933023162887
0,2,178.35375763572426
2,2,178.97654393367657
4,2,179.59933023162887
4,2,179.59933023162887
1,2,178.66515078470042
3,2,179.28793708265272
1,2,178.66515078470042
1,2,178.66515078470042
2,2,178.97654393367657
0,2,178.35375763572426
2,2,178.97654393367657
0,2,178.35375763572426
0,2,178.35375763572426
0,2,178.35375763572426
0,2,178.35375763572426
2,2,178.97654393367657
3,2,179.28793708265272
3,2,179.28793708265272
3,2,179.28793708265272
4,2,179.59933023162887
2,2,178.97654393367657
6,2,180.2221165295812
3,2,179.28793708265272
2,2,178.97654393367657
4,2,179.59933023162887
6,2,180.2221165295812
1,2,178.66515078470042
0,2,178.35375763572426
0,2,178.35375763572426
0,2,178.35375763572426
1,2,178.66515078470042
1,2,178.66515078470042
0,2,178.35375763572426
0,2,178.35375763572426
0,2,178.35375763572426
0,2,178.35375763572426
0,2,178.35375763572426
0,2,178.35375763572426
3,2,179.28793708265272
3,2,179.28793708265272
0,2,178.35375763572426
3,2,179.28793708265272
3,2,179.28793708265272
0,2,178.35375763572426
0,2,178.35375763572426
1,2,178.66515078470042
5,2,179.91072338060502
0,2,178.35375763572426
2,2,178.97654393367657
1,2,178.66515078470042
2,2,178.97654393367657
0,2,178.35375763572426
1,2,178.66515078470042
1,2,178.66515078470042
1,2,178.66515078470042
0,2,178.35375763572426
0,2,178.35375763572426
0,2,178.35375763572426
0,2,178.35375763572426
0,2,178.35375763572426
0,2,178.35375763572426
0,2,178.35375763572426
5,2,179.91072338060502
2,2,178.97654393367657
2,2,178.97654393367657
4,2,179.59933023162887
3,2,179.28793708265272
2,2,178.97654393367657
3,2,179.28793708265272
5,2,179.91072338060502
2,2,178.97654393367657
4,2,179.59933023162887
3,2,179.28793708265272
1,2,178.66515078470042
0,2,178.35375763572426
0,2,178.35375763572426
0,2,178.35375763572426
1,2,178.66515078470042
0,2,178.35375763572426
0,2,178.35375763572426
0,2,178.35375763572426
0,2,178.35375763572426
0,2,178.35375763572426
0,2,178.35375763572426
0,2,178.35375763572426
2,2,178.97654393367657
0,2,178.35375763572426
4,2,179.59933023162887
6,2,180.2221165295812
2,2,178.97654393367657
4,2,179.59933023162887
5,2,179.91072338060502
9,2,181.15629597650965
3,2,179.28793708265272
4,2,179.59933023162887
5,2,179.91072338060502
3,2,179.28793708265272
0,2,178.35375763572426
4,2,179.59933023162887
2,2,178.97654393367657
1,2,178.66515078470042
3,2,179.28793708265272
2,2,178.97654393367657
0,2,178.35375763572426
1,2,178.66515078470042
0,2,178.35375763572426
0,2,178.35375763572426
1,2,178.66515078470042
1,2,178.66515078470042
1,2,178.66515078470042
2,2,178.97654393367657
2,2,178.97654393367657
18,2,183.95883431729504
15,2,183.0246548703666
21,2,184.8930137642235
26,2,186.44997950910428
21,2,184.8930137642235
33,2,188.62973155193734
29,2,187.38415895603273
15,2,183.0246548703666
14,2,182.7132617213904
6,2,180.2221165295812
6,2,180.2221165295812
0,2,178.35375763572426
5,2,179.91072338060502
6,2,180.2221165295812
4,2,179.59933023162887
3,2,179.28793708265272
9,2,181.15629597650965
0,2,178.35375763572426
1,2,178.66515078470042
0,2,178.35375763572426
0,2,178.35375763572426
0,2,178.35375763572426
3,2,179.28793708265272
8,2,180.8449028275335
23,2,185.5158000621758
29,2,187.38415895603273
23,2,185.5158000621758
22,2,185.20440691319965
35,2,189.25251784988967
22,2,185.20440691319965
23,2,185.5158000621758
11,3,181.77908227446196
14,3,182.7132617213904
7,3,180.53350967855735
6,3,180.2221165295812
2,3,178.97654393367657
0,3,178.35375763572426
1,3,178.66515078470042
1,3,178.66515078470042
0,3,178.35375763572426
0,3,178.35375763572426
1,3,178.66515078470042
0,3,178.35375763572426
0,3,178.35375763572426
4,3,179.59933023162887
3,3,179.28793708265272
8,3,180.8449028275335
7,3,180.53350967855735
9,3,181.15629597650965
10,3,181.4676891254858
13,3,182.40186857241426
12,3,182.0904754234381
21,3,184.8930137642235
6,3,180.2221165295812
4,3,179.59933023162887
7,3,180.53350967855735
2,3,178.97654393367657
4,3,179.59933023162887
3,3,179.28793708265272
0,3,178.35375763572426
1,3,178.66515078470042
0,3,178.35375763572426
0,3,178.35375763572426
2,3,178.97654393367657
3,3,179.28793708265272
0,3,178.35375763572426
1,3,178.66515078470042
1,3,178.66515078470042
1,3,178.66515078470042
0,3,178.35375763572426
0,3,178.35375763572426
0,3,178.35375763572426
1,3,178.66515078470042
0,3,178.35375763572426
1,3,178.66515078470042
0,3,178.35375763572426
1,3,178.66515078470042
0,3,178.35375763572426
0,3,178.35375763572426
1,3,178.66515078470042
1,3,178.66515078470042
2,3,178.97654393367657
1,3,178.66515078470042
5,3,179.91072338060502
5,3,179.91072338060502
11,3,181.77908227446196
7,3,180.53350967855735
4,3,179.59933023162887
10,3,181.4676891254858
7,3,180.53350967855735
5,3,179.91072338060502
4,3,179.59933023162887
2,3,178.97654393367657
4,3,179.59933023162887
6,3,180.2221165295812
1,3,178.66515078470042
5,3,179.91072338060502
2,3,178.97654393367657
0,3,178.35375763572426
0,3,178.35375763572426
0,3,178.35375763572426
0,3,178.35375763572426
0,3,178.35375763572426
1,3,178.66515078470042
2,3,178.97654393367657
3,3,179.28793708265272
1,3,178.66515078470042
5,3,179.91072338060502
7,3,180.53350967855735
12,3,182.0904754234381
6,3,180.2221165295812
8,3,180.8449028275335
8,3,180.8449028275335
8,3,180.8449028275335
1,3,178.66515078470042
6,3,180.2221165295812
2,3,178.97654393367657
3,3,179.28793708265272
0,3,178.35375763572426
3,3,179.28793708265272
1,3,178.66515078470042
0,3,178.35375763572426
0,3,178.35375763572426
0,3,178.35375763572426
0,3,178.35375763572426
1,3,178.66515078470042
0,3,178.35375763572426
2,3,178.97654393367657
7,3,180.53350967855735
7,3,180.53350967855735
6,3,180.2221165295812
6,3,180.2221165295812
11,3,181.77908227446196
8,3,180.8449028275335
6,3,180.2221165295812
4,3,179.59933023162887
0,3,178.35375763572426
10,3,181.4676891254858
1,3,178.66515078470042
3,3,179.28793708265272
1,3,178.66515078470042
0,3,178.35375763572426
1,3,178.66515078470042
0,3,178.35375763572426
0,3,178.35375763572426
3,3,179.28793708265272
0,3,178.35375763572426
1,3,178.66515078470042
0,3,178.35375763572426
0,3,178.35375763572426
0,3,178.35375763572426
1,3,178.66515078470042
3,3,179.28793708265272
3,3,179.28793708265272
4,3,179.59933023162887
10,3,181.4676891254858
12,3,182.0904754234381
11,3,181.77908227446196
10,3,181.4676891254858
11,3,181.77908227446196
8,3,180.8449028275335
0,3,178.35375763572426
6,3,180.2221165295812
1,3,178.66515078470042
0,3,178.35375763572426
7,3,180.53350967855735
2,3,178.97654393367657
2,3,178.97654393367657
1,3,178.66515078470042
3,3,179.28793708265272
1,3,178.66515078470042
0,3,178.35375763572426
0,3,178.35375763572426
1,3,178.66515078470042
2,3,178.97654393367657
3,3,179.28793708265272
7,3,180.53350967855735
22,3,185.20440691319965
24,3,185.82719321115195
12,3,182.0904754234381
17,3,183.6474411683189
13,3,182.40186857241426
9,3,181.15629597650965
5,3,179.91072338060502
5,3,179.91072338060502
5,3,179.91072338060502
4,3,179.59933023162887
5,3,179.91072338060502
5,3,179.91072338060502
4,3,179.59933023162887
0,3,178.35375763572426
0,3,178.35375763572426
0,3,178.35375763572426
0,3,178.35375763572426
0,3,178.35375763572426
0,3,178.35375763572426
5,3,179.91072338060502
6,3,180.2221165295812
4,3,179.59933023162887
6,3,180.2221165295812
3,3,179.28793708265272
11,3,181.77908227446196
6,3,180.2221165295812
2,3,178.97654393367657
7,3,180.53350967855735
4,3,179.59933023162887
6,3,180.2221165295812
8,3,180.8449028275335
5,3,179.91072338060502
1,3,178.66515078470042
6,3,180.2221165295812
3,3,179.28793708265272
3,3,179.28793708265272
3,3,179.28793708265272
0,3,178.35375763572426
0,3,178.35375763572426
0,3,178.35375763572426
0,3,178.35375763572426
1,3,178.66515078470042
5,3,179.91072338060502
5,3,179.91072338060502
10,3,181.4676891254858
6,3,180.2221165295812
6,3,180.2221165295812
21,3,184.8930137642235
21,3,184.8930137642235
11,3,181.77908227446196
21,3,184.8930137642235
14,3,182.7132617213904
14,3,182.7132617213904
7,3,180.53350967855735
13,3,182.40186857241426
16,3,183.33604801934274
5,3,179.91072338060502
4,3,179.59933023162887
3,3,179.28793708265272
3,3,179.28793708265272
0,3,178.35375763572426
3,3,179.28793708265272
0,3,178.35375763572426
0,3,178.35375763572426
1,3,178.66515078470042
3,3,179.28793708265272
3,3,179.28793708265272
2,3,178.97654393367657
6,3,180.2221165295812
7,3,180.53350967855735
4,3,179.59933023162887
0,3,178.35375763572426
1,3,178.66515078470042
1,3,178.66515078470042
0,3,178.35375763572426
1,3,178.66515078470042
2,3,178.97654393367657
3,3,179.28793708265272
3,4,179.28793708265272
4,4,179.59933023162887
2,4,178.97654393367657
0,4,178.35375763572426
0,4,178.35375763572426
0,4,178.35375763572426
1,4,178.66515078470042
0,4,178.35375763572426
1,4,178.66515078470042
0,4,178.35375763572426
0,4,178.35375763572426
2,4,178.97654393367657
2,4,178.97654393367657
6,4,180.2221165295812
0,4,178.35375763572426
0,4,178.35375763572426
1,4,178.66515078470042
0,4,178.35375763572426
2,4,178.97654393367657
1,4,178.66515078470042
10,4,181.4676891254858
2,4,178.97654393367657
2,4,178.97654393367657
5,4,179.91072338060502
1,4,178.66515078470042
1,4,178.66515078470042
0,4,178.35375763572426
1,4,178.66515078470042
2,4,178.97654393367657
0,4,178.35375763572426
0,4,178.35375763572426
3,4,179.28793708265272
1,4,178.66515078470042
0,4,178.35375763572426
1,4,178.66515078470042
3,4,179.28793708265272
0,4,178.35375763572426
4,4,179.59933023162887
4,4,179.59933023162887
12,4,182.0904754234381
9,4,181.15629597650965
10,4,181.4676891254858
22,4,185.20440691319965
19,4,184.2702274662712
9,4,181.15629597650965
9,4,181.15629597650965
6,4,180.2221165295812
1,4,178.66515078470042
1,4,178.66515078470042
4,4,179.59933023162887
3,4,179.28793708265272
0,4,178.35375763572426
7,4,180.53350967855735
1,4,178.66515078470042
1,4,178.66515078470042
0,4,178.35375763572426
0,4,178.35375763572426
0,4,178.35375763572426
1,4,178.66515078470042
4,4,179.59933023162887
7,4,180.53350967855735
9,4,181.15629597650965
10,4,181.4676891254858
13,4,182.40186857241426
18,4,183.95883431729504
14,4,182.7132617213904
19,4,184.2702274662712
6,4,180.2221165295812
8,4,180.8449028275335
9,4,181.15629597650965
3,4,179.28793708265272
3,4,179.28793708265272
2,4,178.97654393367657
5,4,179.91072338060502
1,4,178.66515078470042
2,4,178.97654393367657
0,4,178.35375763572426
0,4,178.35375763572426
0,4,178.35375763572426
0,4,178.35375763572426
0,4,178.35375763572426
1,4,178.66515078470042
3,4,179.28793708265272
0,4,178.35375763572426
1,4,178.66515078470042
2,4,178.97654393367657
6,4,180.2221165295812
2,4,178.97654393367657
1,4,178.66515078470042
3,4,179.28793708265272
3,4,179.28793708265272
6,4,180.2221165295812
3,4,179.28793708265272
3,4,179.28793708265272
0,4,178.35375763572426
3,4,179.28793708265272
0,4,178.35375763572426
2,4,178.97654393367657
2,4,178.97654393367657
0,4,178.35375763572426
0,4,178.35375763572426
0,4,178.35375763572426
0,4,178.35375763572426
0,4,178.35375763572426
0,4,178.35375763572426
3,4,179.28793708265272
2,4,178.97654393367657
0,4,178.35375763572426
2,4,178.97654393367657
2,4,178.97654393367657
3,4,179.28793708265272
5,4,179.91072338060502
7,4,180.53350967855735
3,4,179.28793708265272
4,4,179.59933023162887
3,4,179.28793708265272
3,4,179.28793708265272
5,4,179.91072338060502
0,4,178.35375763572426
2,4,178.97654393367657
1,4,178.66515078470042
0,4,178.35375763572426
0,4,178.35375763572426
4,4,179.59933023162887
0,4,178.35375763572426
0,4,178.35375763572426
0,4,178.35375763572426
1,4,178.66515078470042
1,4,178.66515078470042
1,4,178.66515078470042
4,4,179.59933023162887
2,4,178.97654393367657
5,4,179.91072338060502
3,4,179.28793708265272
1,4,178.66515078470042
2,4,178.97654393367657
10,4,181.4676891254858
8,4,180.8449028275335
7,4,180.53350967855735
7,4,180.53350967855735
3,4,179.28793708265272
4,4,179.59933023162887
1,4,178.66515078470042
5,4,179.91072338060502
3,4,179.28793708265272
1,4,178.66515078470042
0,4,178.35375763572426
0,4,178.35375763572426
0,4,178.35375763572426
0,4,178.35375763572426
0,4,178.35375763572426
1,4,178.66515078470042
4,4,179.59933023162887
6,4,180.2221165295812
2,4,178.97654393367657
9,4,181.15629597650965
2,4,178.97654393367657
4,4,179.59933023162887
4,4,179.59933023162887
4,4,179.59933023162887
5,4,179.91072338060502
5,4,179.91072338060502
2,4,178.97654393367657
4,4,179.59933023162887
1,4,178.66515078470042
1,4,178.66515078470042
2,4,178.97654393367657
4,4,179.59933023162887
3,4,179.28793708265272
0,4,178.35375763572426
0,4,178.35375763572426
0,4,178.35375763572426
0,4,178.35375763572426
2,4,178.97654393367657
0,4,178.35375763572426
3,4,179.28793708265272
3,4,179.28793708265272
5,4,179.91072338060502
3,4,179.28793708265272
8,4,180.8449028275335
9,4,181.15629597650965
15,4,183.0246548703666
9,4,181.15629597650965
8,4,180.8449028275335
10,4,181.4676891254858
3,4,179.28793708265272
1,4,178.66515078470042
2,4,178.97654393367657
2,4,178.97654393367657
1,4,178.66515078470042
1,4,178.66515078470042
3,4,179.28793708265272
1,4,178.66515078470042
5,4,179.91072338060502
1,4,178.66515078470042
0,4,178.35375763572426
0,4,178.35375763572426
0,4,178.35375763572426
0,4,178.35375763572426
0,4,178.35375763572426
3,4,179.28793708265272
3,4,179.28793708265272
1,4,178.66515078470042
10,4,181.4676891254858
10,4,181.4676891254858
5,4,179.91072338060502
11,4,181.77908227446196
8,4,180.8449028275335
14,4,182.7132617213904
2,4,178.97654393367657
6,4,180.2221165295812
5,4,179.91072338060502
3,4,179.28793708265272
2,4,178.97654393367657
7,4,180.53350967855735
2,4,178.97654393367657
4,4,179.59933023162887
0,4,178.35375763572426
3,4,179.28793708265272
0,4,178.35375763572426
0,4,178.35375763572426
0,4,178.35375763572426
0,4,178.35375763572426
2,4,178.97654393367657
7,4,180.53350967855735
15,4,183.0246548703666
28,4,187.07276580705658
48,4,193.30062878657967
47,4,192.9892356376035
47,4,192.9892356376035
52,4,194.54620138248427
42,5,191.43226989272273
24,5,185.82719321115195
13,5,182.40186857241426
1,5,178.66515078470042
5,5,179.91072338060502
5,5,179.91072338060502
5,5,179.91072338060502
4,5,179.59933023162887
1,5,178.66515078470042
1,5,178.66515078470042
0,5,178.35375763572426
0,5,178.35375763572426
1,5,178.66515078470042
1,5,178.66515078470042
1,5,178.66515078470042
6,5,180.2221165295812
7,5,180.53350967855735
3,5,179.28793708265272
6,5,180.2221165295812
11,5,181.77908227446196
7,5,180.53350967855735
10,5,181.4676891254858
8,5,180.8449028275335
4,5,179.59933023162887
16,5,183.33604801934274
9,5,181.15629597650965
5,5,179.91072338060502
5,5,179.91072338060502
6,5,180.2221165295812
3,5,179.28793708265272
3,5,179.28793708265272
6,5,180.2221165295812
4,5,179.59933023162887
0,5,178.35375763572426
1,5,178.66515078470042
0,5,178.35375763572426
0,5,178.35375763572426
0,5,178.35375763572426
0,5,178.35375763572426
3,5,179.28793708265272
7,5,180.53350967855735
7,5,180.53350967855735
4,5,179.59933023162887
1,5,178.66515078470042
2,5,178.97654393367657
2,5,178.97654393367657
3,5,179.28793708265272
6,5,180.2221165295812
4,5,179.59933023162887
4,5,179.59933023162887
1,5,178.66515078470042
1,5,178.66515078470042
3,5,179.28793708265272
8,5,180.8449028275335
0,5,178.35375763572426
3,5,179.28793708265272
0,5,178.35375763572426
0,5,178.35375763572426
1,5,178.66515078470042
0,5,178.35375763572426
0,5,178.35375763572426
0,5,178.35375763572426
4,5,179.59933023162887
1,5,178.66515078470042
4,5,179.59933023162887
8,5,180.8449028275335
1,5,178.66515078470042
4,5,179.59933023162887
2,5,178.97654393367657
2,5,178.97654393367657
3,5,179.28793708265272
7,5,180.53350967855735
9,5,181.15629597650965
2,5,178.97654393367657
1,5,178.66515078470042
0,5,178.35375763572426
0,5,178.35375763572426
4,5,179.59933023162887
0,5,178.35375763572426
0,5,178.35375763572426
0,5,178.35375763572426
0,5,178.35375763572426
0,5,178.35375763572426
0,5,178.35375763572426
0,5,178.35375763572426
0,5,178.35375763572426
5,5,179.91072338060502
1,5,178.66515078470042
1,5,178.66515078470042
1,5,178.66515078470042
4,5,179.59933023162887
3,5,179.28793708265272
6,5,180.2221165295812
0,5,178.35375763572426
4,5,179.59933023162887
6,5,180.2221165295812
3,5,179.28793708265272
2,5,178.97654393367657
4,5,179.59933023162887
2,5,178.97654393367657
4,5,179.59933023162887
1,5,178.66515078470042
2,5,178.97654393367657
1,5,178.66515078470042
0,5,178.35375763572426
0,5,178.35375763572426
1,5,178.66515078470042
1,5,178.66515078470042
4,5,179.59933023162887
8,5,180.8449028275335
5,5,179.91072338060502
12,5,182.0904754234381
7,5,180.53350967855735
21,5,184.8930137642235
17,5,183.6474411683189
12,5,182.0904754234381
14,5,182.7132617213904
18,5,183.95883431729504
9,5,181.15629597650965
7,5,180.53350967855735
2,5,178.97654393367657
1,5,178.66515078470042
2,5,178.97654393367657
5,5,179.91072338060502
3,5,179.28793708265272
2,5,178.97654393367657
2,5,178.97654393367657
3,5,179.28793708265272
0,5,178.35375763572426
0,5,178.35375763572426
1,5,178.66515078470042
2,5,178.97654393367657
2,5,178.97654393367657
5,5,179.91072338060502
13,5,182.40186857241426
30,5,187.6955521050089
27,5,186.76137265808043
32,5,188.3183384029612
30,5,187.6955521050089
47,5,192.9892356376035
42,5,191.43226989272273
24,5,185.82719321115195
4,5,179.59933023162887
2,5,178.97654393367657
1,5,178.66515078470042
9,5,181.15629597650965
6,5,180.2221165295812
1,5,178.66515078470042
5,5,179.91072338060502
1,5,178.66515078470042
1,5,178.66515078470042
4,5,179.59933023162887
0,5,178.35375763572426
2,5,178.97654393367657
0,5,178.35375763572426
1,5,178.66515078470042
12,5,182.0904754234381
19,5,184.2702274662712
26,5,186.44997950910428
58,5,196.4145602763412
62,5,197.6601328722458
51,5,194.23480823350812
40,5,190.80948359477043
28,5,187.07276580705658
30,5,187.6955521050089
17,5,183.6474411683189
11,5,181.77908227446196
15,5,183.0246548703666
6,5,180.2221165295812
5,5,179.91072338060502
3,5,179.28793708265272
3,5,179.28793708265272
1,5,178.66515078470042
0,5,178.35375763572426
1,5,178.66515078470042
0,5,178.35375763572426
0,5,178.35375763572426
1,5,178.66515078470042
2,5,178.97654393367657
7,5,180.53350967855735
8,5,180.8449028275335
9,5,181.15629597650965
10,5,181.4676891254858
27,5,186.76137265808043
27,5,186.76137265808043
14,5,182.7132617213904
19,5,184.2702274662712
16,5,183.33604801934274
25,5,186.1385863601281
11,5,181.77908227446196
12,5,182.0904754234381
5,5,179.91072338060502
8,5,180.8449028275335
1,5,178.66515078470042
1,5,178.66515078470042
7,5,180.53350967855735
0,5,178.35375763572426
1,5,178.66515078470042
0,5,178.35375763572426
0,5,178.35375763572426
0,5,178.35375763572426
2,5,178.97654393367657
10,5,181.4676891254858
2,5,178.97654393367657
5,5,179.91072338060502
11,5,181.77908227446196
6,5,180.2221165295812
14,5,182.7132617213904
10,5,181.4676891254858
11,5,181.77908227446196
21,5,184.8930137642235
15,5,183.0246548703666
14,5,182.7132617213904
3,5,179.28793708265272
3,5,179.28793708265272
5,5,179.91072338060502
0,5,178.35375763572426
0,5,178.35375763572426
0,5,178.35375763572426
0,5,178.35375763572426
0,5,178.35375763572426
0,5,178.35375763572426
0,5,178.35375763572426
1,5,178.66515078470042
5,5,179.91072338060502
6,5,180.2221165295812
2,5,178.97654393367657
14,5,182.7132617213904
7,5,180.53350967855735
14,5,182.7132617213904
13,5,182.40186857241426
17,5,183.6474411683189
35,5,189.25251784988967
26,5,186.44997950910428
11,5,181.77908227446196
20,5,184.58162061524735
18,5,183.95883431729504
10,5,181.4676891254858
5,5,179.91072338060502
12,5,182.0904754234381
2,5,178.97654393367657
1,5,178.66515078470042
0,5,178.35375763572426
2,5,178.97654393367657
3,5,179.28793708265272
3,5,179.28793708265272
1,5,178.66515078470042
3,5,179.28793708265272
7,5,180.53350967855735
18,5,183.95883431729504
16,5,183.33604801934274
18,5,183.95883431729504
19,5,184.2702274662712
15,5,183.0246548703666
15,5,183.0246548703666
26,5,186.44997950910428
15,5,183.0246548703666
29,5,187.38415895603273
18,5,183.95883431729504
11,5,181.77908227446196
14,6,182.7132617213904
8,6,180.8449028275335
5,6,179.91072338060502
8,6,180.8449028275335
4,6,179.59933023162887
12,6,182.0904754234381
1,6,178.66515078470042
2,6,178.97654393367657
2,6,178.97654393367657
0,6,178.35375763572426
1,6,178.66515078470042
2,6,178.97654393367657
8,6,180.8449028275335
26,6,186.44997950910428
15,6,183.0246548703666
17,6,183.6474411683189
31,6,188.00694525398504
59,6,196.72595342531736
45,6,192.36644933965118
73,6,201.0854575109835
55,6,195.48038082941275
68,6,199.52849176610275
52,6,194.54620138248427
29,6,187.38415895603273
16,6,183.33604801934274
19,6,184.2702274662712
11,6,181.77908227446196
19,6,184.2702274662712
16,6,183.33604801934274
6,6,180.2221165295812
10,6,181.4676891254858
3,6,179.28793708265272
0,6,178.35375763572426
0,6,178.35375763572426
0,6,178.35375763572426
3,6,179.28793708265272
6,6,180.2221165295812
9,6,181.15629597650965
18,6,183.95883431729504
34,6,188.9411247009135
47,6,192.9892356376035
38,6,190.18669729681812
52,6,194.54620138248427
102,6,210.11585883129197
84,6,204.5107821497212
39,6,190.49809044579428
36,6,189.56391099886582
21,6,184.8930137642235
5,6,179.91072338060502
9,6,181.15629597650965
4,6,179.59933023162887
2,6,178.97654393367657
4,6,179.59933023162887
3,6,179.28793708265272
5,6,179.91072338060502
0,6,178.35375763572426
9,6,181.15629597650965
0,6,178.35375763572426
1,6,178.66515078470042
0,6,178.35375763572426
2,6,178.97654393367657
7,6,180.53350967855735
34,6,188.9411247009135
72,6,200.77406436200735
62,6,197.6601328722458
76,6,202.01963695791198
108,6,211.9842177251489
66,6,198.90570546815044
59,6,196.72595342531736
60,6,197.0373465742935
30,6,187.6955521050089
3,6,179.28793708265272
12,6,182.0904754234381
17,6,183.6474411683189
4,6,179.59933023162887
9,6,181.15629597650965
7,6,180.53350967855735
2,6,178.97654393367657
1,6,178.66515078470042
2,6,178.97654393367657
1,6,178.66515078470042
1,6,178.66515078470042
2,6,178.97654393367657
