cnt,weathersit,Predicted Y
1,1,1.4148511929550247
1,1,1.4148511929550247
1,1,1.4148511929550247
1,1,1.4148511929550247
1,1,1.4148511929550247
1,1,1.4148511929550247
1,1,1.4148511929550247
1,1,1.4148511929550247
1,1,1.4148511929550247
1,1,1.4148511929550247
1,1,1.4148511929550247
1,1,1.4148511929550247
1,1,1.4148511929550247
1,1,1.4148511929550247
1,1,1.4148511929550247
1,1,1.4148511929550247
1,1,1.4148511929550247
1,1,1.4148511929550247
1,1,1.4148511929550247
1,1,1.4148511929550247
1,1,1.4148511929550247
1,1,1.4148511929550247
1,1,1.4148511929550247
1,1,1.4148511929550247
1,1,1.4148511929550247
1,1,1.4148511929550247
1,1,1.4148511929550247
1,1,1.4148511929550247
1,1,1.4148511929550247
1,2,1.4148511929550247
1,2,1.4148511929550247
1,2,1.4148511929550247
1,2,1.4148511929550247
1,1,1.4148511929550247
1,2,1.4148511929550247
1,1,1.4148511929550247
1,1,1.4148511929550247
1,1,1.4148511929550247
1,1,1.4148511929550247
1,1,1.4148511929550247
1,1,1.4148511929550247
1,1,1.4148511929550247
1,1,1.4148511929550247
1,1,1.4148511929550247
1,1,1.4148511929550247
1,1,1.4148511929550247
1,2,1.4148511929550247
1,2,1.4148511929550247
1,2,1.4148511929550247
1,2,1.4148511929550247
1,2,1.4148511929550247
1,2,1.4148511929550247
1,2,1.4148511929550247
1,3,1.4148511929550247
1,2,1.4148511929550247
1,1,1.4148511929550247
1,1,1.4148511929550247
1,1,1.4148511929550247
1,1,1.4148511929550247
1,2,1.4148511929550247
1,2,1.4148511929550247
1,2,1.4148511929550247
1,2,1.4148511929550247
1,2,1.4148511929550247
1,2,1.4148511929550247
1,2,1.4148511929550247
1,1,1.4148511929550247
1,1,1.4148511929550247
1,1,1.4148511929550247
2,1,1.4149065470043132
2,2,1.4149065470043132
2,2,1.4149065470043132
2,2,1.4149065470043132
2,2,1.4149065470043132
2,2,1.4149065470043132
2,3,1.4149065470043132
2,3,1.4149065470043132
2,2,1.4149065470043132
2,2,1.4149065470043132
2,2,1.4149065470043132
2,3,1.4149065470043132
2,3,1.4149065470043132
2,2,1.4149065470043132
2,2,1.4149065470043132
2,2,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,2,1.4149065470043132
2,2,1.4149065470043132
2,2,1.4149065470043132
2,2,1.4149065470043132
2,2,1.4149065470043132
2,2,1.4149065470043132
2,2,1.4149065470043132
2,2,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,2,1.4149065470043132
2,2,1.4149065470043132
2,2,1.4149065470043132
2,2,1.4149065470043132
2,2,1.4149065470043132
2,2,1.4149065470043132
2,2,1.4149065470043132
2,2,1.4149065470043132
2,2,1.4149065470043132
2,2,1.4149065470043132
2,2,1.4149065470043132
2,2,1.4149065470043132
2,2,1.4149065470043132
2,2,1.4149065470043132
2,3,1.4149065470043132
2,3,1.4149065470043132
2,3,1.4149065470043132
2,3,1.4149065470043132
2,3,1.4149065470043132
2,3,1.4149065470043132
2,2,1.4149065470043132
2,2,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,2,1.4149065470043132
2,2,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,2,1.4149065470043132
2,2,1.4149065470043132
2,1,1.4149065470043132
2,2,1.4149065470043132
2,2,1.4149065470043132
2,2,1.4149065470043132
2,2,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,2,1.4149065470043132
2,2,1.4149065470043132
2,2,1.4149065470043132
2,2,1.4149065470043132
2,2,1.4149065470043132
2,2,1.4149065470043132
2,2,1.4149065470043132
2,2,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,2,1.4149065470043132
2,2,1.4149065470043132
2,2,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
2,1,1.4149065470043132
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,1,1.4149619010536016
3,2,1.4149619010536016
3,3,1.4149619010536016
3,3,1.4149619010536016
3,3,1.4149619010536016
3,3,1.4149619010536016
3,3,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,3,1.4149619010536016
3,3,1.4149619010536016
3,3,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,2,1.4149619010536016
3,1,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,1,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,3,1.4149619010536016
3,3,1.4149619010536016
3,2,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,1,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,2,1.4149619010536016
3,3,1.4149619010536016
3,3,1.4149619010536016
3,3,1.4149619010536016
3,3,1.4149619010536016
3,3,1.4149619010536016
3,3,1.4149619010536016
3,3,1.4149619010536016
3,3,1.4149619010536016
3,3,1.4149619010536016
3,3,1.4149619010536016
3,3,1.4149619010536016
3,3,1.4149619010536016
3,4,1.4149619010536016
3,3,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
3,1,1.4149619010536016
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,3,1.4150172551028903
4,3,1.4150172551028903
4,3,1.4150172551028903
4,3,1.4150172551028903
4,3,1.4150172551028903
4,3,1.4150172551028903
4,2,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,2,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,1,1.4150172551028903
4,3,1.4150172551028903
4,3,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,3,1.4150172551028903
4,3,1.4150172551028903
4,3,1.4150172551028903
4,3,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,3,1.4150172551028903
4,3,1.4150172551028903
4,3,1.4150172551028903
4,3,1.4150172551028903
4,3,1.4150172551028903
4,3,1.4150172551028903
4,3,1.4150172551028903
4,3,1.4150172551028903
4,3,1.4150172551028903
4,3,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,1,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,3,1.4150172551028903
4,3,1.4150172551028903
4,3,1.4150172551028903
4,3,1.4150172551028903
4,3,1.4150172551028903
4,3,1.4150172551028903
4,3,1.4150172551028903
4,3,1.4150172551028903
4,3,1.4150172551028903
4,3,1.4150172551028903
4,3,1.4150172551028903
4,3,1.4150172551028903
4,3,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,2,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
4,1,1.4150172551028903
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,2,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,2,1.4150726091521788
5,2,1.4150726091521788
5,2,1.4150726091521788
5,2,1.4150726091521788
5,2,1.4150726091521788
5,2,1.4150726091521788
5,2,1.4150726091521788
5,2,1.4150726091521788
5,2,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,2,1.4150726091521788
5,2,1.4150726091521788
5,2,1.4150726091521788
5,2,1.4150726091521788
5,3,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,2,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,2,1.4150726091521788
5,2,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,2,1.4150726091521788
5,2,1.4150726091521788
5,2,1.4150726091521788
5,2,1.4150726091521788
5,3,1.4150726091521788
5,3,1.4150726091521788
5,2,1.4150726091521788
5,3,1.4150726091521788
5,3,1.4150726091521788
5,3,1.4150726091521788
5,3,1.4150726091521788
5,3,1.4150726091521788
5,2,1.4150726091521788
5,2,1.4150726091521788
5,2,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,2,1.4150726091521788
5,2,1.4150726091521788
5,2,1.4150726091521788
5,2,1.4150726091521788
5,2,1.4150726091521788
5,2,1.4150726091521788
5,2,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,2,1.4150726091521788
5,2,1.4150726091521788
5,2,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,2,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,2,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,2,1.4150726091521788
5,2,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,2,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,1,1.4150726091521788
5,2,1.4150726091521788
