casual,yr,Predicted Y
12,0,0.4682789829398501
18,0,0.4769665811135401
9,0,0.4639351838530051
17,0,0.47551864808459177
15,0,0.4726227820266951
10,0,0.4653831168819534
3,0,0.455247585679315
2,0,0.45379965265036665
1,0,0.45235171962141835
0,0,0.45090378659247
1,0,0.45235171962141835
2,0,0.45379965265036665
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
1,0,0.45235171962141835
3,0,0.455247585679315
6,0,0.45959138476616
4,0,0.45669551870826336
12,0,0.4682789829398501
5,0,0.4581434517372117
6,0,0.45959138476616
10,0,0.4653831168819534
7,0,0.46103931779510837
4,0,0.45669551870826336
4,0,0.45669551870826336
3,0,0.455247585679315
5,0,0.4581434517372117
7,0,0.46103931779510837
3,0,0.455247585679315
1,0,0.45235171962141835
1,0,0.45235171962141835
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
3,0,0.455247585679315
6,0,0.45959138476616
3,0,0.455247585679315
2,0,0.45379965265036665
6,0,0.45959138476616
12,0,0.4682789829398501
11,0,0.46683104991090174
8,0,0.46248725082405673
12,0,0.4682789829398501
9,0,0.4639351838530051
5,0,0.4581434517372117
3,0,0.455247585679315
3,0,0.455247585679315
0,0,0.45090378659247
1,0,0.45235171962141835
4,0,0.45669551870826336
4,0,0.45669551870826336
2,0,0.45379965265036665
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
8,0,0.46248725082405673
8,0,0.46248725082405673
20,0,0.47986244717143683
9,0,0.4639351838530051
16,0,0.47407071505564347
19,0,0.4784145141424885
9,0,0.4639351838530051
9,0,0.4639351838530051
7,0,0.46103931779510837
9,0,0.4639351838530051
5,0,0.4581434517372117
9,0,0.4639351838530051
7,0,0.46103931779510837
3,0,0.455247585679315
1,0,0.45235171962141835
0,0,0.45090378659247
2,0,0.45379965265036665
1,0,0.45235171962141835
1,0,0.45235171962141835
1,0,0.45235171962141835
3,0,0.455247585679315
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
1,0,0.45235171962141835
0,0,0.45090378659247
0,0,0.45090378659247
5,0,0.4581434517372117
2,0,0.45379965265036665
8,0,0.46248725082405673
7,0,0.46103931779510837
12,0,0.4682789829398501
5,0,0.4581434517372117
8,0,0.46248725082405673
5,0,0.4581434517372117
3,0,0.455247585679315
4,0,0.45669551870826336
0,0,0.45090378659247
2,0,0.45379965265036665
1,0,0.45235171962141835
0,0,0.45090378659247
1,0,0.45235171962141835
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
1,0,0.45235171962141835
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
2,0,0.45379965265036665
4,0,0.45669551870826336
6,0,0.45959138476616
8,0,0.46248725082405673
5,0,0.4581434517372117
13,0,0.46972691596879845
3,0,0.455247585679315
4,0,0.45669551870826336
1,0,0.45235171962141835
0,0,0.45090378659247
1,0,0.45235171962141835
5,0,0.4581434517372117
0,0,0.45090378659247
2,0,0.45379965265036665
1,0,0.45235171962141835
0,0,0.45090378659247
0,0,0.45090378659247
1,0,0.45235171962141835
0,0,0.45090378659247
0,0,0.45090378659247
2,0,0.45379965265036665
4,0,0.45669551870826336
2,0,0.45379965265036665
0,0,0.45090378659247
2,0,0.45379965265036665
5,0,0.4581434517372117
4,0,0.45669551870826336
0,0,0.45090378659247
2,0,0.45379965265036665
4,0,0.45669551870826336
4,0,0.45669551870826336
1,0,0.45235171962141835
3,0,0.455247585679315
1,0,0.45235171962141835
1,0,0.45235171962141835
2,0,0.45379965265036665
0,0,0.45090378659247
2,0,0.45379965265036665
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
2,0,0.45379965265036665
3,0,0.455247585679315
3,0,0.455247585679315
3,0,0.455247585679315
4,0,0.45669551870826336
2,0,0.45379965265036665
6,0,0.45959138476616
3,0,0.455247585679315
2,0,0.45379965265036665
4,0,0.45669551870826336
6,0,0.45959138476616
1,0,0.45235171962141835
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
1,0,0.45235171962141835
1,0,0.45235171962141835
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
3,0,0.455247585679315
3,0,0.455247585679315
0,0,0.45090378659247
3,0,0.455247585679315
3,0,0.455247585679315
0,0,0.45090378659247
0,0,0.45090378659247
1,0,0.45235171962141835
5,0,0.4581434517372117
0,0,0.45090378659247
2,0,0.45379965265036665
1,0,0.45235171962141835
2,0,0.45379965265036665
0,0,0.45090378659247
1,0,0.45235171962141835
1,0,0.45235171962141835
1,0,0.45235171962141835
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
5,0,0.4581434517372117
2,0,0.45379965265036665
2,0,0.45379965265036665
4,0,0.45669551870826336
3,0,0.455247585679315
2,0,0.45379965265036665
3,0,0.455247585679315
5,0,0.4581434517372117
2,0,0.45379965265036665
4,0,0.45669551870826336
3,0,0.455247585679315
1,0,0.45235171962141835
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
1,0,0.45235171962141835
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
2,0,0.45379965265036665
0,0,0.45090378659247
4,0,0.45669551870826336
6,0,0.45959138476616
2,0,0.45379965265036665
4,0,0.45669551870826336
5,0,0.4581434517372117
9,0,0.4639351838530051
3,0,0.455247585679315
4,0,0.45669551870826336
5,0,0.4581434517372117
3,0,0.455247585679315
0,0,0.45090378659247
4,0,0.45669551870826336
2,0,0.45379965265036665
1,0,0.45235171962141835
3,0,0.455247585679315
2,0,0.45379965265036665
0,0,0.45090378659247
1,0,0.45235171962141835
0,0,0.45090378659247
0,0,0.45090378659247
1,0,0.45235171962141835
1,0,0.45235171962141835
1,0,0.45235171962141835
2,0,0.45379965265036665
2,0,0.45379965265036665
18,0,0.4769665811135401
15,0,0.4726227820266951
21,0,0.48131038020038514
26,0,0.48855004534512686
21,0,0.48131038020038514
33,0,0.49868557654776524
29,0,0.4928938444319719
15,0,0.4726227820266951
14,0,0.47117484899774675
6,0,0.45959138476616
6,0,0.45959138476616
0,0,0.45090378659247
5,0,0.4581434517372117
6,0,0.45959138476616
4,0,0.45669551870826336
3,0,0.455247585679315
9,0,0.4639351838530051
0,0,0.45090378659247
1,0,0.45235171962141835
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
3,0,0.455247585679315
8,0,0.46248725082405673
23,0,0.48420624625828185
29,0,0.4928938444319719
23,0,0.48420624625828185
22,0,0.4827583132293335
35,0,0.501581442605662
22,0,0.4827583132293335
23,0,0.48420624625828185
11,0,0.46683104991090174
14,0,0.47117484899774675
7,0,0.46103931779510837
6,0,0.45959138476616
2,0,0.45379965265036665
0,0,0.45090378659247
1,0,0.45235171962141835
1,0,0.45235171962141835
0,0,0.45090378659247
0,0,0.45090378659247
1,0,0.45235171962141835
0,0,0.45090378659247
0,0,0.45090378659247
4,0,0.45669551870826336
3,0,0.455247585679315
8,0,0.46248725082405673
7,0,0.46103931779510837
9,0,0.4639351838530051
10,0,0.4653831168819534
13,0,0.46972691596879845
12,0,0.4682789829398501
21,0,0.48131038020038514
6,0,0.45959138476616
4,0,0.45669551870826336
7,0,0.46103931779510837
2,0,0.45379965265036665
4,0,0.45669551870826336
3,0,0.455247585679315
0,0,0.45090378659247
1,0,0.45235171962141835
0,0,0.45090378659247
0,0,0.45090378659247
2,0,0.45379965265036665
3,0,0.455247585679315
0,0,0.45090378659247
1,0,0.45235171962141835
1,0,0.45235171962141835
1,0,0.45235171962141835
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
1,0,0.45235171962141835
0,0,0.45090378659247
1,0,0.45235171962141835
0,0,0.45090378659247
1,0,0.45235171962141835
0,0,0.45090378659247
0,0,0.45090378659247
1,0,0.45235171962141835
1,0,0.45235171962141835
2,0,0.45379965265036665
1,0,0.45235171962141835
5,0,0.4581434517372117
5,0,0.4581434517372117
11,0,0.46683104991090174
7,0,0.46103931779510837
4,0,0.45669551870826336
10,0,0.4653831168819534
7,0,0.46103931779510837
5,0,0.4581434517372117
4,0,0.45669551870826336
2,0,0.45379965265036665
4,0,0.45669551870826336
6,0,0.45959138476616
1,0,0.45235171962141835
5,0,0.4581434517372117
2,0,0.45379965265036665
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
1,0,0.45235171962141835
2,0,0.45379965265036665
3,0,0.455247585679315
1,0,0.45235171962141835
5,0,0.4581434517372117
7,0,0.46103931779510837
12,0,0.4682789829398501
6,0,0.45959138476616
8,0,0.46248725082405673
8,0,0.46248725082405673
8,0,0.46248725082405673
1,0,0.45235171962141835
6,0,0.45959138476616
2,0,0.45379965265036665
3,0,0.455247585679315
0,0,0.45090378659247
3,0,0.455247585679315
1,0,0.45235171962141835
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
1,0,0.45235171962141835
0,0,0.45090378659247
2,0,0.45379965265036665
7,0,0.46103931779510837
7,0,0.46103931779510837
6,0,0.45959138476616
6,0,0.45959138476616
11,0,0.46683104991090174
8,0,0.46248725082405673
6,0,0.45959138476616
4,0,0.45669551870826336
0,0,0.45090378659247
10,0,0.4653831168819534
1,0,0.45235171962141835
3,0,0.455247585679315
1,0,0.45235171962141835
0,0,0.45090378659247
1,0,0.45235171962141835
0,0,0.45090378659247
0,0,0.45090378659247
3,0,0.455247585679315
0,0,0.45090378659247
1,0,0.45235171962141835
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
1,0,0.45235171962141835
3,0,0.455247585679315
3,0,0.455247585679315
4,0,0.45669551870826336
10,0,0.4653831168819534
12,0,0.4682789829398501
11,0,0.46683104991090174
10,0,0.4653831168819534
11,0,0.46683104991090174
8,0,0.46248725082405673
0,0,0.45090378659247
6,0,0.45959138476616
1,0,0.45235171962141835
0,0,0.45090378659247
7,0,0.46103931779510837
2,0,0.45379965265036665
2,0,0.45379965265036665
1,0,0.45235171962141835
3,0,0.455247585679315
1,0,0.45235171962141835
0,0,0.45090378659247
0,0,0.45090378659247
1,0,0.45235171962141835
2,0,0.45379965265036665
3,0,0.455247585679315
7,0,0.46103931779510837
22,0,0.4827583132293335
24,0,0.4856541792872302
12,0,0.4682789829398501
17,0,0.47551864808459177
13,0,0.46972691596879845
9,0,0.4639351838530051
5,0,0.4581434517372117
5,0,0.4581434517372117
5,0,0.4581434517372117
4,0,0.45669551870826336
5,0,0.4581434517372117
5,0,0.4581434517372117
4,0,0.45669551870826336
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
5,0,0.4581434517372117
6,0,0.45959138476616
4,0,0.45669551870826336
6,0,0.45959138476616
3,0,0.455247585679315
11,0,0.46683104991090174
6,0,0.45959138476616
2,0,0.45379965265036665
7,0,0.46103931779510837
4,0,0.45669551870826336
6,0,0.45959138476616
8,0,0.46248725082405673
5,0,0.4581434517372117
1,0,0.45235171962141835
6,0,0.45959138476616
3,0,0.455247585679315
3,0,0.455247585679315
3,0,0.455247585679315
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
1,0,0.45235171962141835
5,0,0.4581434517372117
5,0,0.4581434517372117
10,0,0.4653831168819534
6,0,0.45959138476616
6,0,0.45959138476616
21,0,0.48131038020038514
21,0,0.48131038020038514
11,0,0.46683104991090174
21,0,0.48131038020038514
14,0,0.47117484899774675
14,0,0.47117484899774675
7,0,0.46103931779510837
13,0,0.46972691596879845
16,0,0.47407071505564347
5,0,0.4581434517372117
4,0,0.45669551870826336
3,0,0.455247585679315
3,0,0.455247585679315
0,0,0.45090378659247
3,0,0.455247585679315
0,0,0.45090378659247
0,0,0.45090378659247
1,0,0.45235171962141835
3,0,0.455247585679315
3,0,0.455247585679315
2,0,0.45379965265036665
6,0,0.45959138476616
7,0,0.46103931779510837
4,0,0.45669551870826336
0,0,0.45090378659247
1,0,0.45235171962141835
1,0,0.45235171962141835
0,0,0.45090378659247
1,0,0.45235171962141835
2,0,0.45379965265036665
3,0,0.455247585679315
3,0,0.455247585679315
4,0,0.45669551870826336
2,0,0.45379965265036665
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
1,0,0.45235171962141835
0,0,0.45090378659247
1,0,0.45235171962141835
0,0,0.45090378659247
0,0,0.45090378659247
2,0,0.45379965265036665
2,0,0.45379965265036665
6,0,0.45959138476616
0,0,0.45090378659247
0,0,0.45090378659247
1,0,0.45235171962141835
0,0,0.45090378659247
2,0,0.45379965265036665
1,0,0.45235171962141835
10,0,0.4653831168819534
2,0,0.45379965265036665
2,0,0.45379965265036665
5,0,0.4581434517372117
1,0,0.45235171962141835
1,0,0.45235171962141835
0,0,0.45090378659247
1,0,0.45235171962141835
2,0,0.45379965265036665
0,0,0.45090378659247
0,0,0.45090378659247
3,0,0.455247585679315
1,0,0.45235171962141835
0,0,0.45090378659247
1,0,0.45235171962141835
3,0,0.455247585679315
0,0,0.45090378659247
4,0,0.45669551870826336
4,0,0.45669551870826336
12,0,0.4682789829398501
9,0,0.4639351838530051
10,0,0.4653831168819534
22,0,0.4827583132293335
19,0,0.4784145141424885
9,0,0.4639351838530051
9,0,0.4639351838530051
6,0,0.45959138476616
1,0,0.45235171962141835
1,0,0.45235171962141835
4,0,0.45669551870826336
3,0,0.455247585679315
0,0,0.45090378659247
7,0,0.46103931779510837
1,0,0.45235171962141835
1,0,0.45235171962141835
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
1,0,0.45235171962141835
4,0,0.45669551870826336
7,0,0.46103931779510837
9,0,0.4639351838530051
10,0,0.4653831168819534
13,0,0.46972691596879845
18,0,0.4769665811135401
14,0,0.47117484899774675
19,0,0.4784145141424885
6,0,0.45959138476616
8,0,0.46248725082405673
9,0,0.4639351838530051
3,0,0.455247585679315
3,0,0.455247585679315
2,0,0.45379965265036665
5,0,0.4581434517372117
1,0,0.45235171962141835
2,0,0.45379965265036665
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
1,0,0.45235171962141835
3,0,0.455247585679315
0,0,0.45090378659247
1,0,0.45235171962141835
2,0,0.45379965265036665
6,0,0.45959138476616
2,0,0.45379965265036665
1,0,0.45235171962141835
3,0,0.455247585679315
3,0,0.455247585679315
6,0,0.45959138476616
3,0,0.455247585679315
3,0,0.455247585679315
0,0,0.45090378659247
3,0,0.455247585679315
0,0,0.45090378659247
2,0,0.45379965265036665
2,0,0.45379965265036665
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
3,0,0.455247585679315
2,0,0.45379965265036665
0,0,0.45090378659247
2,0,0.45379965265036665
2,0,0.45379965265036665
3,0,0.455247585679315
5,0,0.4581434517372117
7,0,0.46103931779510837
3,0,0.455247585679315
4,0,0.45669551870826336
3,0,0.455247585679315
3,0,0.455247585679315
5,0,0.4581434517372117
0,0,0.45090378659247
2,0,0.45379965265036665
1,0,0.45235171962141835
0,0,0.45090378659247
0,0,0.45090378659247
4,0,0.45669551870826336
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
1,0,0.45235171962141835
1,0,0.45235171962141835
1,0,0.45235171962141835
4,0,0.45669551870826336
2,0,0.45379965265036665
5,0,0.4581434517372117
3,0,0.455247585679315
1,0,0.45235171962141835
2,0,0.45379965265036665
10,0,0.4653831168819534
8,0,0.46248725082405673
7,0,0.46103931779510837
7,0,0.46103931779510837
3,0,0.455247585679315
4,0,0.45669551870826336
1,0,0.45235171962141835
5,0,0.4581434517372117
3,0,0.455247585679315
1,0,0.45235171962141835
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
1,0,0.45235171962141835
4,0,0.45669551870826336
6,0,0.45959138476616
2,0,0.45379965265036665
9,0,0.4639351838530051
2,0,0.45379965265036665
4,0,0.45669551870826336
4,0,0.45669551870826336
4,0,0.45669551870826336
5,0,0.4581434517372117
5,0,0.4581434517372117
2,0,0.45379965265036665
4,0,0.45669551870826336
1,0,0.45235171962141835
1,0,0.45235171962141835
2,0,0.45379965265036665
4,0,0.45669551870826336
3,0,0.455247585679315
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
2,0,0.45379965265036665
0,0,0.45090378659247
3,0,0.455247585679315
3,0,0.455247585679315
5,0,0.4581434517372117
3,0,0.455247585679315
8,0,0.46248725082405673
9,0,0.4639351838530051
15,0,0.4726227820266951
9,0,0.4639351838530051
8,0,0.46248725082405673
10,0,0.4653831168819534
3,0,0.455247585679315
1,0,0.45235171962141835
2,0,0.45379965265036665
2,0,0.45379965265036665
1,0,0.45235171962141835
1,0,0.45235171962141835
3,0,0.455247585679315
1,0,0.45235171962141835
5,0,0.4581434517372117
1,0,0.45235171962141835
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
3,0,0.455247585679315
3,0,0.455247585679315
1,0,0.45235171962141835
10,0,0.4653831168819534
10,0,0.4653831168819534
5,0,0.4581434517372117
11,0,0.46683104991090174
8,0,0.46248725082405673
14,0,0.47117484899774675
2,0,0.45379965265036665
6,0,0.45959138476616
5,0,0.4581434517372117
3,0,0.455247585679315
2,0,0.45379965265036665
7,0,0.46103931779510837
2,0,0.45379965265036665
4,0,0.45669551870826336
0,0,0.45090378659247
3,0,0.455247585679315
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
2,0,0.45379965265036665
7,0,0.46103931779510837
15,0,0.4726227820266951
28,0,0.4914459114030235
48,0,0.5204045719819903
47,0,0.518956638953042
47,0,0.518956638953042
52,0,0.5261963040977837
42,0,0.5117169738083003
24,0,0.4856541792872302
13,0,0.46972691596879845
1,0,0.45235171962141835
5,0,0.4581434517372117
5,0,0.4581434517372117
5,0,0.4581434517372117
4,0,0.45669551870826336
1,0,0.45235171962141835
1,0,0.45235171962141835
0,0,0.45090378659247
0,0,0.45090378659247
1,0,0.45235171962141835
1,0,0.45235171962141835
1,0,0.45235171962141835
6,0,0.45959138476616
7,0,0.46103931779510837
3,0,0.455247585679315
6,0,0.45959138476616
11,0,0.46683104991090174
7,0,0.46103931779510837
10,0,0.4653831168819534
8,0,0.46248725082405673
4,0,0.45669551870826336
16,0,0.47407071505564347
9,0,0.4639351838530051
5,0,0.4581434517372117
5,0,0.4581434517372117
6,0,0.45959138476616
3,0,0.455247585679315
3,0,0.455247585679315
6,0,0.45959138476616
4,0,0.45669551870826336
0,0,0.45090378659247
1,0,0.45235171962141835
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
3,0,0.455247585679315
7,0,0.46103931779510837
7,0,0.46103931779510837
4,0,0.45669551870826336
1,0,0.45235171962141835
2,0,0.45379965265036665
2,0,0.45379965265036665
3,0,0.455247585679315
6,0,0.45959138476616
4,0,0.45669551870826336
4,0,0.45669551870826336
1,0,0.45235171962141835
1,0,0.45235171962141835
3,0,0.455247585679315
8,0,0.46248725082405673
0,0,0.45090378659247
3,0,0.455247585679315
0,0,0.45090378659247
0,0,0.45090378659247
1,0,0.45235171962141835
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
4,0,0.45669551870826336
1,0,0.45235171962141835
4,0,0.45669551870826336
8,0,0.46248725082405673
1,0,0.45235171962141835
4,0,0.45669551870826336
2,0,0.45379965265036665
2,0,0.45379965265036665
3,0,0.455247585679315
7,0,0.46103931779510837
9,0,0.4639351838530051
2,0,0.45379965265036665
1,0,0.45235171962141835
0,0,0.45090378659247
0,0,0.45090378659247
4,0,0.45669551870826336
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
5,0,0.4581434517372117
1,0,0.45235171962141835
1,0,0.45235171962141835
1,0,0.45235171962141835
4,0,0.45669551870826336
3,0,0.455247585679315
6,0,0.45959138476616
0,0,0.45090378659247
4,0,0.45669551870826336
6,0,0.45959138476616
3,0,0.455247585679315
2,0,0.45379965265036665
4,0,0.45669551870826336
2,0,0.45379965265036665
4,0,0.45669551870826336
1,0,0.45235171962141835
2,0,0.45379965265036665
1,0,0.45235171962141835
0,0,0.45090378659247
0,0,0.45090378659247
1,0,0.45235171962141835
1,0,0.45235171962141835
4,0,0.45669551870826336
8,0,0.46248725082405673
5,0,0.4581434517372117
12,0,0.4682789829398501
7,0,0.46103931779510837
21,0,0.48131038020038514
17,0,0.47551864808459177
12,0,0.4682789829398501
14,0,0.47117484899774675
18,0,0.4769665811135401
9,0,0.4639351838530051
7,0,0.46103931779510837
2,0,0.45379965265036665
1,0,0.45235171962141835
2,0,0.45379965265036665
5,0,0.4581434517372117
3,0,0.455247585679315
2,0,0.45379965265036665
2,0,0.45379965265036665
3,0,0.455247585679315
0,0,0.45090378659247
0,0,0.45090378659247
1,0,0.45235171962141835
2,0,0.45379965265036665
2,0,0.45379965265036665
5,0,0.4581434517372117
13,0,0.46972691596879845
30,0,0.49434177746092023
27,0,0.4899979783740752
32,0,0.4972376435188169
30,0,0.49434177746092023
47,0,0.518956638953042
42,0,0.5117169738083003
24,0,0.4856541792872302
4,0,0.45669551870826336
2,0,0.45379965265036665
1,0,0.45235171962141835
9,0,0.4639351838530051
6,0,0.45959138476616
1,0,0.45235171962141835
5,0,0.4581434517372117
1,0,0.45235171962141835
1,0,0.45235171962141835
4,0,0.45669551870826336
0,0,0.45090378659247
2,0,0.45379965265036665
0,0,0.45090378659247
1,0,0.45235171962141835
12,0,0.4682789829398501
19,0,0.4784145141424885
26,0,0.48855004534512686
58,0,0.5348839022714738
62,0,0.5406756343872672
51,0,0.5247483710688354
40,0,0.5088211077504037
28,0,0.4914459114030235
30,0,0.49434177746092023
17,0,0.47551864808459177
11,0,0.46683104991090174
15,0,0.4726227820266951
6,0,0.45959138476616
5,0,0.4581434517372117
3,0,0.455247585679315
3,0,0.455247585679315
1,0,0.45235171962141835
0,0,0.45090378659247
1,0,0.45235171962141835
0,0,0.45090378659247
0,0,0.45090378659247
1,0,0.45235171962141835
2,0,0.45379965265036665
7,0,0.46103931779510837
8,0,0.46248725082405673
9,0,0.4639351838530051
10,0,0.4653831168819534
27,0,0.4899979783740752
27,0,0.4899979783740752
14,0,0.47117484899774675
19,0,0.4784145141424885
16,0,0.47407071505564347
25,0,0.4871021123161785
11,0,0.46683104991090174
12,0,0.4682789829398501
5,0,0.4581434517372117
8,0,0.46248725082405673
1,0,0.45235171962141835
1,0,0.45235171962141835
7,0,0.46103931779510837
0,0,0.45090378659247
1,0,0.45235171962141835
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
2,0,0.45379965265036665
10,0,0.4653831168819534
2,0,0.45379965265036665
5,0,0.4581434517372117
11,0,0.46683104991090174
6,0,0.45959138476616
14,0,0.47117484899774675
10,0,0.4653831168819534
11,0,0.46683104991090174
21,0,0.48131038020038514
15,0,0.4726227820266951
14,0,0.47117484899774675
3,0,0.455247585679315
3,0,0.455247585679315
5,0,0.4581434517372117
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
0,0,0.45090378659247
1,0,0.45235171962141835
5,0,0.4581434517372117
6,0,0.45959138476616
2,0,0.45379965265036665
14,0,0.47117484899774675
7,0,0.46103931779510837
14,0,0.47117484899774675
13,0,0.46972691596879845
17,0,0.47551864808459177
35,0,0.501581442605662
26,0,0.48855004534512686
11,0,0.46683104991090174
20,0,0.47986244717143683
18,0,0.4769665811135401
10,0,0.4653831168819534
5,0,0.4581434517372117
12,0,0.4682789829398501
2,0,0.45379965265036665
1,0,0.45235171962141835
0,0,0.45090378659247
2,0,0.45379965265036665
3,0,0.455247585679315
3,0,0.455247585679315
1,0,0.45235171962141835
3,0,0.455247585679315
7,0,0.46103931779510837
18,0,0.4769665811135401
16,0,0.47407071505564347
18,0,0.4769665811135401
19,0,0.4784145141424885
15,0,0.4726227820266951
15,0,0.4726227820266951
26,0,0.48855004534512686
15,0,0.4726227820266951
29,0,0.4928938444319719
18,0,0.4769665811135401
11,0,0.46683104991090174
14,0,0.47117484899774675
8,0,0.46248725082405673
5,0,0.4581434517372117
8,0,0.46248725082405673
4,0,0.45669551870826336
12,0,0.4682789829398501
1,0,0.45235171962141835
2,0,0.45379965265036665
2,0,0.45379965265036665
0,0,0.45090378659247
1,0,0.45235171962141835
2,0,0.45379965265036665
8,0,0.46248725082405673
26,0,0.48855004534512686
15,0,0.4726227820266951
17,0,0.47551864808459177
31,0,0.4957897104898686
59,0,0.536331835300422
45,0,0.5160607728951453
73,0,0.5566028977056989
55,0,0.5305401031846287
68,0,0.5493632325609572
52,0,0.5261963040977837
29,0,0.4928938444319719
16,0,0.47407071505564347
19,0,0.4784145141424885
