hum,instant,Predicted Y
0.21,107,-2102.2338782538427
0.21,108,-2102.2338782538427
0.21,109,-2102.2338782538427
0.21,110,-2102.2338782538427
0.21,111,-2102.2338782538427
0.21,112,-2102.2338782538427
0.21,113,-2102.2338782538427
0.21,114,-2102.2338782538427
0.21,115,-2102.2338782538427
0.21,116,-2102.2338782538427
0.21,117,-2102.2338782538427
0.21,118,-2102.2338782538427
0.21,119,-2102.2338782538427
0.21,120,-2102.2338782538427
0.21,121,-2102.2338782538427
0.22,122,-1843.5692592482783
0.22,123,-1843.5692592482783
0.22,124,-1843.5692592482783
0.22,125,-1843.5692592482783
0.22,126,-1843.5692592482783
0.22,127,-1843.5692592482783
0.22,128,-1843.5692592482783
0.22,129,-1843.5692592482783
0.22,130,-1843.5692592482783
0.22,131,-1843.5692592482783
0.22,132,-1843.5692592482783
0.22,133,-1843.5692592482783
0.22,134,-1843.5692592482783
0.22,135,-1843.5692592482783
0.22,136,-1843.5692592482783
0.22,137,-1843.5692592482783
0.22,138,-1843.5692592482783
0.22,139,-1843.5692592482783
0.22,140,-1843.5692592482783
0.22,141,-1843.5692592482783
0.22,142,-1843.5692592482783
0.22,143,-1843.5692592482783
0.22,144,-1843.5692592482783
0.22,145,-1843.5692592482783
0.22,146,-1843.5692592482783
0.22,147,-1843.5692592482783
0.22,148,-1843.5692592482783
0.23,149,-1584.9046402427148
0.23,150,-1584.9046402427148
0.23,151,-1584.9046402427148
0.23,152,-1584.9046402427148
0.23,153,-1584.9046402427148
0.23,154,-1584.9046402427148
0.23,155,-1584.9046402427148
0.23,156,-1584.9046402427148
0.23,157,-1584.9046402427148
0.23,158,-1584.9046402427148
0.23,159,-1584.9046402427148
0.23,160,-1584.9046402427148
0.23,161,-1584.9046402427148
0.23,162,-1584.9046402427148
0.23,163,-1584.9046402427148
0.23,164,-1584.9046402427148
0.23,165,-1584.9046402427148
0.23,166,-1584.9046402427148
0.23,167,-1584.9046402427148
0.23,168,-1584.9046402427148
0.23,169,-1584.9046402427148
0.23,170,-1584.9046402427148
0.23,171,-1584.9046402427148
0.23,172,-1584.9046402427148
0.23,173,-1584.9046402427148
0.23,174,-1584.9046402427148
0.23,175,-1584.9046402427148
0.23,176,-1584.9046402427148
0.23,177,-1584.9046402427148
0.23,178,-1584.9046402427148
0.23,179,-1584.9046402427148
0.23,180,-1584.9046402427148
0.23,181,-1584.9046402427148
0.23,182,-1584.9046402427148
0.23,183,-1584.9046402427148
0.23,184,-1584.9046402427148
0.23,185,-1584.9046402427148
0.23,186,-1584.9046402427148
0.23,187,-1584.9046402427148
0.23,188,-1584.9046402427148
0.23,189,-1584.9046402427148
0.23,190,-1584.9046402427148
0.23,191,-1584.9046402427148
0.23,192,-1584.9046402427148
0.23,193,-1584.9046402427148
0.23,194,-1584.9046402427148
0.24,195,-1326.2400212371522
0.24,196,-1326.2400212371522
0.24,197,-1326.2400212371522
0.24,198,-1326.2400212371522
0.24,199,-1326.2400212371522
0.24,200,-1326.2400212371522
0.24,201,-1326.2400212371522
0.24,202,-1326.2400212371522
0.24,203,-1326.2400212371522
0.24,204,-1326.2400212371522
0.24,205,-1326.2400212371522
0.24,206,-1326.2400212371522
0.24,207,-1326.2400212371522
0.24,208,-1326.2400212371522
0.24,209,-1326.2400212371522
0.24,210,-1326.2400212371522
0.24,211,-1326.2400212371522
0.24,212,-1326.2400212371522
0.24,213,-1326.2400212371522
0.24,214,-1326.2400212371522
0.24,215,-1326.2400212371522
0.24,216,-1326.2400212371522
0.24,217,-1326.2400212371522
0.24,218,-1326.2400212371522
0.24,219,-1326.2400212371522
0.24,220,-1326.2400212371522
0.24,221,-1326.2400212371522
0.24,222,-1326.2400212371522
0.24,223,-1326.2400212371522
0.24,224,-1326.2400212371522
0.24,225,-1326.2400212371522
0.24,226,-1326.2400212371522
0.24,227,-1326.2400212371522
0.24,228,-1326.2400212371522
0.24,229,-1326.2400212371522
0.24,230,-1326.2400212371522
0.24,231,-1326.2400212371522
0.24,232,-1326.2400212371522
0.24,233,-1326.2400212371522
0.24,234,-1326.2400212371522
0.24,235,-1326.2400212371522
0.24,236,-1326.2400212371522
0.24,237,-1326.2400212371522
0.24,238,-1326.2400212371522
0.24,239,-1326.2400212371522
0.24,240,-1326.2400212371522
0.24,241,-1326.2400212371522
0.24,242,-1326.2400212371522
0.24,243,-1326.2400212371522
0.24,244,-1326.2400212371522
0.24,245,-1326.2400212371522
0.24,246,-1326.2400212371522
0.24,247,-1326.2400212371522
0.24,248,-1326.2400212371522
0.24,249,-1326.2400212371522
0.24,250,-1326.2400212371522
0.25,251,-1067.5754022315887
0.25,252,-1067.5754022315887
0.25,253,-1067.5754022315887
0.25,254,-1067.5754022315887
0.25,255,-1067.5754022315887
0.25,256,-1067.5754022315887
0.25,257,-1067.5754022315887
0.25,258,-1067.5754022315887
0.25,259,-1067.5754022315887
0.25,260,-1067.5754022315887
0.25,261,-1067.5754022315887
0.25,262,-1067.5754022315887
0.25,263,-1067.5754022315887
0.25,264,-1067.5754022315887
0.25,265,-1067.5754022315887
0.25,266,-1067.5754022315887
0.25,267,-1067.5754022315887
0.25,268,-1067.5754022315887
0.25,269,-1067.5754022315887
0.25,270,-1067.5754022315887
0.25,271,-1067.5754022315887
0.25,272,-1067.5754022315887
0.25,273,-1067.5754022315887
0.25,274,-1067.5754022315887
0.25,275,-1067.5754022315887
0.25,276,-1067.5754022315887
0.25,277,-1067.5754022315887
0.25,278,-1067.5754022315887
0.25,279,-1067.5754022315887
0.25,280,-1067.5754022315887
0.25,281,-1067.5754022315887
0.25,282,-1067.5754022315887
0.25,283,-1067.5754022315887
0.25,284,-1067.5754022315887
0.25,285,-1067.5754022315887
0.25,286,-1067.5754022315887
0.25,287,-1067.5754022315887
0.25,288,-1067.5754022315887
0.25,289,-1067.5754022315887
0.25,290,-1067.5754022315887
0.25,291,-1067.5754022315887
0.25,292,-1067.5754022315887
0.25,293,-1067.5754022315887
0.25,294,-1067.5754022315887
0.25,295,-1067.5754022315887
0.25,296,-1067.5754022315887
0.25,297,-1067.5754022315887
0.25,298,-1067.5754022315887
0.25,299,-1067.5754022315887
0.25,300,-1067.5754022315887
0.25,301,-1067.5754022315887
0.25,302,-1067.5754022315887
0.25,303,-1067.5754022315887
0.25,304,-1067.5754022315887
0.25,305,-1067.5754022315887
0.25,306,-1067.5754022315887
0.25,307,-1067.5754022315887
0.25,308,-1067.5754022315887
0.25,309,-1067.5754022315887
0.26,310,-808.9107832260252
0.26,311,-808.9107832260252
0.26,312,-808.9107832260252
0.26,313,-808.9107832260252
0.26,314,-808.9107832260252
0.26,315,-808.9107832260252
0.26,316,-808.9107832260252
0.26,317,-808.9107832260252
0.26,318,-808.9107832260252
0.26,319,-808.9107832260252
0.26,320,-808.9107832260252
0.26,321,-808.9107832260252
0.26,322,-808.9107832260252
0.26,323,-808.9107832260252
0.26,324,-808.9107832260252
0.26,325,-808.9107832260252
0.26,326,-808.9107832260252
0.26,327,-808.9107832260252
0.26,328,-808.9107832260252
0.26,329,-808.9107832260252
0.26,330,-808.9107832260252
0.26,331,-808.9107832260252
0.26,332,-808.9107832260252
0.26,333,-808.9107832260252
0.26,334,-808.9107832260252
0.26,335,-808.9107832260252
0.26,336,-808.9107832260252
0.26,337,-808.9107832260252
0.26,338,-808.9107832260252
0.26,339,-808.9107832260252
0.26,340,-808.9107832260252
0.26,341,-808.9107832260252
0.26,342,-808.9107832260252
0.26,343,-808.9107832260252
0.26,344,-808.9107832260252
0.26,345,-808.9107832260252
0.26,346,-808.9107832260252
0.26,347,-808.9107832260252
0.26,348,-808.9107832260252
0.26,349,-808.9107832260252
0.26,350,-808.9107832260252
0.26,351,-808.9107832260252
0.26,352,-808.9107832260252
0.26,353,-808.9107832260252
0.26,354,-808.9107832260252
0.26,355,-808.9107832260252
0.26,356,-808.9107832260252
0.26,357,-808.9107832260252
0.26,358,-808.9107832260252
0.26,359,-808.9107832260252
0.26,360,-808.9107832260252
0.26,361,-808.9107832260252
0.26,362,-808.9107832260252
0.26,363,-808.9107832260252
0.26,364,-808.9107832260252
0.26,365,-808.9107832260252
0.26,366,-808.9107832260252
0.26,367,-808.9107832260252
0.26,368,-808.9107832260252
0.26,369,-808.9107832260252
0.26,370,-808.9107832260252
0.26,371,-808.9107832260252
0.26,372,-808.9107832260252
0.26,373,-808.9107832260252
0.26,374,-808.9107832260252
0.26,375,-808.9107832260252
0.26,376,-808.9107832260252
0.26,377,-808.9107832260252
0.26,378,-808.9107832260252
0.26,379,-808.9107832260252
0.26,380,-808.9107832260252
0.26,381,-808.9107832260252
0.26,382,-808.9107832260252
0.26,383,-808.9107832260252
0.26,384,-808.9107832260252
0.26,385,-808.9107832260252
0.26,386,-808.9107832260252
0.26,387,-808.9107832260252
0.27,388,-550.2461642204617
0.27,389,-550.2461642204617
0.27,390,-550.2461642204617
0.27,391,-550.2461642204617
0.27,392,-550.2461642204617
0.27,393,-550.2461642204617
0.27,394,-550.2461642204617
0.27,395,-550.2461642204617
0.27,396,-550.2461642204617
0.27,397,-550.2461642204617
0.27,398,-550.2461642204617
0.27,399,-550.2461642204617
0.27,400,-550.2461642204617
0.27,401,-550.2461642204617
0.27,402,-550.2461642204617
0.27,403,-550.2461642204617
0.27,404,-550.2461642204617
0.27,405,-550.2461642204617
0.27,406,-550.2461642204617
0.27,407,-550.2461642204617
0.27,408,-550.2461642204617
0.27,409,-550.2461642204617
0.27,410,-550.2461642204617
0.27,411,-550.2461642204617
0.27,412,-550.2461642204617
0.27,413,-550.2461642204617
0.27,414,-550.2461642204617
0.27,415,-550.2461642204617
0.27,416,-550.2461642204617
0.27,417,-550.2461642204617
0.27,418,-550.2461642204617
0.27,419,-550.2461642204617
0.27,420,-550.2461642204617
0.27,421,-550.2461642204617
0.27,422,-550.2461642204617
0.27,423,-550.2461642204617
0.27,424,-550.2461642204617
0.27,425,-550.2461642204617
0.27,426,-550.2461642204617
0.27,427,-550.2461642204617
0.27,428,-550.2461642204617
0.27,429,-550.2461642204617
0.27,430,-550.2461642204617
0.27,431,-550.2461642204617
0.27,432,-550.2461642204617
0.27,433,-550.2461642204617
0.27,434,-550.2461642204617
0.27,435,-550.2461642204617
0.27,436,-550.2461642204617
0.27,437,-550.2461642204617
0.27,438,-550.2461642204617
0.27,439,-550.2461642204617
0.27,440,-550.2461642204617
0.27,441,-550.2461642204617
0.27,442,-550.2461642204617
0.27,443,-550.2461642204617
0.27,444,-550.2461642204617
0.27,445,-550.2461642204617
0.27,446,-550.2461642204617
0.27,447,-550.2461642204617
0.27,448,-550.2461642204617
0.27,449,-550.2461642204617
0.27,450,-550.2461642204617
0.27,451,-550.2461642204617
0.27,452,-550.2461642204617
0.27,453,-550.2461642204617
0.27,454,-550.2461642204617
0.27,455,-550.2461642204617
0.27,456,-550.2461642204617
0.27,457,-550.2461642204617
0.27,458,-550.2461642204617
0.28,459,-291.58154521489814
0.28,460,-291.58154521489814
0.28,461,-291.58154521489814
0.28,462,-291.58154521489814
0.28,463,-291.58154521489814
0.28,464,-291.58154521489814
0.28,465,-291.58154521489814
0.28,466,-291.58154521489814
0.28,467,-291.58154521489814
0.28,468,-291.58154521489814
0.28,469,-291.58154521489814
0.28,470,-291.58154521489814
0.28,471,-291.58154521489814
0.28,472,-291.58154521489814
0.28,473,-291.58154521489814
0.28,474,-291.58154521489814
0.28,475,-291.58154521489814
0.28,476,-291.58154521489814
0.28,477,-291.58154521489814
0.28,478,-291.58154521489814
0.28,479,-291.58154521489814
0.28,480,-291.58154521489814
0.28,481,-291.58154521489814
0.28,482,-291.58154521489814
0.28,483,-291.58154521489814
0.28,484,-291.58154521489814
0.28,485,-291.58154521489814
0.28,486,-291.58154521489814
0.28,487,-291.58154521489814
0.28,488,-291.58154521489814
0.28,489,-291.58154521489814
0.28,490,-291.58154521489814
0.28,491,-291.58154521489814
0.28,492,-291.58154521489814
0.28,493,-291.58154521489814
0.28,494,-291.58154521489814
0.28,495,-291.58154521489814
0.28,496,-291.58154521489814
0.28,497,-291.58154521489814
0.28,498,-291.58154521489814
0.28,499,-291.58154521489814
0.28,500,-291.58154521489814
0.28,501,-291.58154521489814
0.28,502,-291.58154521489814
0.28,503,-291.58154521489814
0.28,504,-291.58154521489814
0.28,505,-291.58154521489814
0.28,506,-291.58154521489814
0.28,507,-291.58154521489814
0.28,508,-291.58154521489814
0.28,509,-291.58154521489814
0.28,510,-291.58154521489814
0.28,511,-291.58154521489814
0.28,512,-291.58154521489814
0.28,513,-291.58154521489814
0.28,514,-291.58154521489814
0.28,515,-291.58154521489814
0.28,516,-291.58154521489814
0.28,517,-291.58154521489814
0.28,518,-291.58154521489814
0.28,519,-291.58154521489814
0.28,520,-291.58154521489814
0.28,521,-291.58154521489814
0.28,522,-291.58154521489814
0.28,523,-291.58154521489814
0.28,524,-291.58154521489814
0.28,525,-291.58154521489814
0.28,526,-291.58154521489814
0.28,527,-291.58154521489814
0.28,528,-291.58154521489814
0.28,529,-291.58154521489814
0.28,530,-291.58154521489814
0.28,531,-291.58154521489814
0.28,532,-291.58154521489814
0.28,533,-291.58154521489814
0.28,534,-291.58154521489814
0.28,535,-291.58154521489814
0.28,536,-291.58154521489814
0.28,537,-291.58154521489814
0.28,538,-291.58154521489814
0.28,539,-291.58154521489814
0.28,540,-291.58154521489814
0.28,541,-291.58154521489814
0.28,542,-291.58154521489814
0.28,543,-291.58154521489814
0.28,544,-291.58154521489814
0.28,545,-291.58154521489814
0.28,546,-291.58154521489814
0.28,547,-291.58154521489814
0.28,548,-291.58154521489814
0.28,549,-291.58154521489814
0.28,550,-291.58154521489814
0.28,551,-291.58154521489814
0.28,552,-291.58154521489814
0.28,553,-291.58154521489814
0.28,554,-291.58154521489814
0.28,555,-291.58154521489814
0.29,556,-32.91692620933554
0.29,557,-32.91692620933554
0.29,558,-32.91692620933554
0.29,559,-32.91692620933554
0.29,560,-32.91692620933554
0.29,561,-32.91692620933554
0.29,562,-32.91692620933554
0.29,563,-32.91692620933554
0.29,564,-32.91692620933554
0.29,565,-32.91692620933554
0.29,566,-32.91692620933554
0.29,567,-32.91692620933554
0.29,568,-32.91692620933554
0.29,569,-32.91692620933554
0.29,570,-32.91692620933554
0.29,571,-32.91692620933554
0.29,572,-32.91692620933554
0.29,573,-32.91692620933554
0.29,574,-32.91692620933554
0.29,575,-32.91692620933554
0.29,576,-32.91692620933554
0.29,577,-32.91692620933554
0.29,578,-32.91692620933554
0.29,579,-32.91692620933554
0.29,580,-32.91692620933554
0.29,581,-32.91692620933554
0.29,582,-32.91692620933554
0.29,583,-32.91692620933554
0.29,584,-32.91692620933554
0.29,585,-32.91692620933554
0.29,586,-32.91692620933554
0.29,587,-32.91692620933554
0.29,588,-32.91692620933554
0.29,589,-32.91692620933554
0.29,590,-32.91692620933554
0.29,591,-32.91692620933554
0.29,592,-32.91692620933554
0.29,593,-32.91692620933554
0.29,594,-32.91692620933554
0.29,595,-32.91692620933554
0.29,596,-32.91692620933554
0.29,597,-32.91692620933554
0.29,598,-32.91692620933554
0.29,599,-32.91692620933554
0.29,600,-32.91692620933554
0.29,601,-32.91692620933554
0.29,602,-32.91692620933554
0.29,603,-32.91692620933554
0.29,604,-32.91692620933554
0.29,605,-32.91692620933554
0.29,606,-32.91692620933554
0.29,607,-32.91692620933554
0.29,608,-32.91692620933554
0.29,609,-32.91692620933554
0.29,610,-32.91692620933554
0.29,611,-32.91692620933554
0.29,612,-32.91692620933554
0.29,613,-32.91692620933554
0.29,614,-32.91692620933554
0.29,615,-32.91692620933554
0.29,616,-32.91692620933554
0.29,617,-32.91692620933554
0.29,618,-32.91692620933554
0.29,619,-32.91692620933554
0.29,620,-32.91692620933554
0.29,621,-32.91692620933554
0.29,622,-32.91692620933554
0.29,623,-32.91692620933554
0.29,624,-32.91692620933554
0.29,625,-32.91692620933554
0.29,626,-32.91692620933554
0.29,627,-32.91692620933554
0.29,628,-32.91692620933554
0.29,629,-32.91692620933554
0.29,630,-32.91692620933554
0.29,631,-32.91692620933554
0.29,632,-32.91692620933554
0.29,633,-32.91692620933554
0.29,634,-32.91692620933554
0.29,635,-32.91692620933554
0.29,636,-32.91692620933554
0.29,637,-32.91692620933554
0.29,638,-32.91692620933554
0.29,639,-32.91692620933554
0.29,640,-32.91692620933554
0.29,641,-32.91692620933554
0.29,642,-32.91692620933554
0.29,643,-32.91692620933554
0.29,644,-32.91692620933554
0.29,645,-32.91692620933554
0.29,646,-32.91692620933554
0.29,647,-32.91692620933554
0.29,648,-32.91692620933554
0.29,649,-32.91692620933554
0.29,650,-32.91692620933554
0.29,651,-32.91692620933554
0.29,652,-32.91692620933554
0.29,653,-32.91692620933554
0.29,654,-32.91692620933554
0.29,655,-32.91692620933554
0.29,656,-32.91692620933554
0.29,657,-32.91692620933554
0.29,658,-32.91692620933554
0.29,659,-32.91692620933554
0.29,660,-32.91692620933554
0.29,661,-32.91692620933554
0.3,662,225.74769279622797
0.3,663,225.74769279622797
0.3,664,225.74769279622797
0.3,665,225.74769279622797
0.3,666,225.74769279622797
0.3,667,225.74769279622797
0.3,668,225.74769279622797
0.3,669,225.74769279622797
0.3,670,225.74769279622797
0.3,671,225.74769279622797
0.3,672,225.74769279622797
0.3,673,225.74769279622797
0.3,674,225.74769279622797
0.3,675,225.74769279622797
0.3,676,225.74769279622797
0.3,677,225.74769279622797
0.3,678,225.74769279622797
0.3,679,225.74769279622797
0.3,680,225.74769279622797
0.3,681,225.74769279622797
0.3,682,225.74769279622797
0.3,683,225.74769279622797
0.3,684,225.74769279622797
0.3,685,225.74769279622797
0.3,686,225.74769279622797
0.3,687,225.74769279622797
0.3,688,225.74769279622797
0.3,689,225.74769279622797
0.3,690,225.74769279622797
0.3,691,225.74769279622797
0.3,692,225.74769279622797
0.3,693,225.74769279622797
0.3,694,225.74769279622797
0.3,695,225.74769279622797
0.3,696,225.74769279622797
0.3,697,225.74769279622797
0.3,698,225.74769279622797
0.3,699,225.74769279622797
0.3,700,225.74769279622797
0.3,701,225.74769279622797
0.3,702,225.74769279622797
0.3,703,225.74769279622797
0.3,704,225.74769279622797
0.3,705,225.74769279622797
0.3,706,225.74769279622797
0.3,707,225.74769279622797
0.3,708,225.74769279622797
0.3,709,225.74769279622797
0.3,710,225.74769279622797
0.3,711,225.74769279622797
0.3,712,225.74769279622797
0.3,713,225.74769279622797
0.3,714,225.74769279622797
0.3,715,225.74769279622797
0.3,716,225.74769279622797
0.3,717,225.74769279622797
0.3,718,225.74769279622797
0.3,719,225.74769279622797
0.3,720,225.74769279622797
0.3,721,225.74769279622797
0.3,722,225.74769279622797
0.3,723,225.74769279622797
0.3,724,225.74769279622797
0.3,725,225.74769279622797
0.3,726,225.74769279622797
0.3,727,225.74769279622797
0.3,728,225.74769279622797
0.3,729,225.74769279622797
0.3,730,225.74769279622797
0.3,731,225.74769279622797
0.3,732,225.74769279622797
0.3,733,225.74769279622797
0.3,734,225.74769279622797
0.3,735,225.74769279622797
0.3,736,225.74769279622797
0.3,737,225.74769279622797
0.3,738,225.74769279622797
0.3,739,225.74769279622797
0.3,740,225.74769279622797
0.3,741,225.74769279622797
0.3,742,225.74769279622797
0.3,743,225.74769279622797
0.3,744,225.74769279622797
0.3,745,225.74769279622797
0.3,746,225.74769279622797
0.3,747,225.74769279622797
0.3,748,225.74769279622797
0.3,749,225.74769279622797
0.3,750,225.74769279622797
0.3,751,225.74769279622797
0.3,752,225.74769279622797
0.3,753,225.74769279622797
0.3,754,225.74769279622797
0.3,755,225.74769279622797
0.3,756,225.74769279622797
0.3,757,225.74769279622797
0.3,758,225.74769279622797
0.3,759,225.74769279622797
0.3,760,225.74769279622797
0.3,761,225.74769279622797
0.3,762,225.74769279622797
0.3,763,225.74769279622797
0.3,764,225.74769279622797
0.3,765,225.74769279622797
0.3,766,225.74769279622797
0.3,767,225.74769279622797
0.3,768,225.74769279622797
0.3,769,225.74769279622797
0.3,770,225.74769279622797
0.3,771,225.74769279622797
0.3,772,225.74769279622797
0.3,773,225.74769279622797
0.3,774,225.74769279622797
0.31,775,484.4123118017915
0.31,776,484.4123118017915
0.31,777,484.4123118017915
0.31,778,484.4123118017915
0.31,779,484.4123118017915
0.31,780,484.4123118017915
0.31,781,484.4123118017915
0.31,782,484.4123118017915
0.31,783,484.4123118017915
0.31,784,484.4123118017915
0.31,785,484.4123118017915
0.31,786,484.4123118017915
0.31,787,484.4123118017915
0.31,788,484.4123118017915
0.31,789,484.4123118017915
0.31,790,484.4123118017915
0.31,791,484.4123118017915
0.31,792,484.4123118017915
0.31,793,484.4123118017915
0.31,794,484.4123118017915
0.31,795,484.4123118017915
0.31,796,484.4123118017915
0.31,797,484.4123118017915
0.31,798,484.4123118017915
0.31,799,484.4123118017915
0.31,800,484.4123118017915
0.31,801,484.4123118017915
0.31,802,484.4123118017915
0.31,803,484.4123118017915
0.31,804,484.4123118017915
0.31,805,484.4123118017915
0.31,806,484.4123118017915
0.31,807,484.4123118017915
0.31,808,484.4123118017915
0.31,809,484.4123118017915
0.31,810,484.4123118017915
0.31,811,484.4123118017915
0.31,812,484.4123118017915
0.31,813,484.4123118017915
0.31,814,484.4123118017915
0.31,815,484.4123118017915
0.31,816,484.4123118017915
0.31,817,484.4123118017915
0.31,818,484.4123118017915
0.31,819,484.4123118017915
0.31,820,484.4123118017915
0.31,821,484.4123118017915
0.31,822,484.4123118017915
0.31,823,484.4123118017915
0.31,824,484.4123118017915
0.31,825,484.4123118017915
0.31,826,484.4123118017915
0.31,827,484.4123118017915
0.31,828,484.4123118017915
0.31,829,484.4123118017915
0.31,830,484.4123118017915
0.31,831,484.4123118017915
0.31,832,484.4123118017915
0.31,833,484.4123118017915
0.31,834,484.4123118017915
0.31,835,484.4123118017915
0.31,836,484.4123118017915
0.31,837,484.4123118017915
0.31,838,484.4123118017915
0.31,839,484.4123118017915
0.31,840,484.4123118017915
0.31,841,484.4123118017915
0.31,842,484.4123118017915
0.31,843,484.4123118017915
0.31,844,484.4123118017915
0.31,845,484.4123118017915
0.31,846,484.4123118017915
0.31,847,484.4123118017915
0.31,848,484.4123118017915
0.31,849,484.4123118017915
0.31,850,484.4123118017915
0.31,851,484.4123118017915
0.31,852,484.4123118017915
0.31,853,484.4123118017915
0.31,854,484.4123118017915
0.31,855,484.4123118017915
0.31,856,484.4123118017915
0.31,857,484.4123118017915
0.31,858,484.4123118017915
0.31,859,484.4123118017915
0.31,860,484.4123118017915
0.31,861,484.4123118017915
0.31,862,484.4123118017915
0.31,863,484.4123118017915
0.31,864,484.4123118017915
0.31,865,484.4123118017915
0.31,866,484.4123118017915
0.31,867,484.4123118017915
0.31,868,484.4123118017915
0.31,869,484.4123118017915
0.31,870,484.4123118017915
0.31,871,484.4123118017915
0.31,872,484.4123118017915
0.31,873,484.4123118017915
0.31,874,484.4123118017915
0.31,875,484.4123118017915
0.31,876,484.4123118017915
0.31,877,484.4123118017915
0.31,878,484.4123118017915
0.31,879,484.4123118017915
0.31,880,484.4123118017915
0.31,881,484.4123118017915
0.31,882,484.4123118017915
0.31,883,484.4123118017915
0.31,884,484.4123118017915
0.31,885,484.4123118017915
0.31,886,484.4123118017915
0.31,887,484.4123118017915
0.31,888,484.4123118017915
0.31,889,484.4123118017915
0.31,890,484.4123118017915
0.31,891,484.4123118017915
0.31,892,484.4123118017915
0.32,893,743.0769308073559
0.32,894,743.0769308073559
0.32,895,743.0769308073559
0.32,896,743.0769308073559
0.32,897,743.0769308073559
0.32,898,743.0769308073559
0.32,899,743.0769308073559
0.32,900,743.0769308073559
0.32,901,743.0769308073559
0.32,902,743.0769308073559
0.32,903,743.0769308073559
0.32,904,743.0769308073559
0.32,905,743.0769308073559
0.32,906,743.0769308073559
0.32,907,743.0769308073559
0.32,908,743.0769308073559
0.32,909,743.0769308073559
0.32,910,743.0769308073559
0.32,911,743.0769308073559
0.32,912,743.0769308073559
0.32,913,743.0769308073559
0.32,914,743.0769308073559
0.32,915,743.0769308073559
0.32,916,743.0769308073559
0.32,917,743.0769308073559
0.32,918,743.0769308073559
0.32,919,743.0769308073559
0.32,920,743.0769308073559
0.32,921,743.0769308073559
0.32,922,743.0769308073559
0.32,923,743.0769308073559
0.32,924,743.0769308073559
0.32,925,743.0769308073559
0.32,926,743.0769308073559
0.32,927,743.0769308073559
0.32,928,743.0769308073559
0.32,929,743.0769308073559
0.32,930,743.0769308073559
0.32,931,743.0769308073559
0.32,932,743.0769308073559
