weekday,instant,Predicted Y
3,98,8689.98750193853
3,99,8689.98750193853
3,100,8689.98750193853
3,101,8689.98750193853
3,102,8689.98750193853
3,103,8689.98750193853
3,104,8689.98750193853
3,105,8689.98750193853
3,106,8689.98750193853
3,107,8689.98750193853
3,108,8689.98750193853
3,109,8689.98750193853
3,110,8689.98750193853
3,111,8689.98750193853
3,112,8689.98750193853
3,113,8689.98750193853
3,114,8689.98750193853
3,115,8689.98750193853
4,116,8693.381311474188
4,117,8693.381311474188
4,118,8693.381311474188
4,119,8693.381311474188
4,120,8693.381311474188
4,121,8693.381311474188
4,122,8693.381311474188
4,123,8693.381311474188
4,124,8693.381311474188
4,125,8693.381311474188
4,126,8693.381311474188
4,127,8693.381311474188
4,128,8693.381311474188
4,129,8693.381311474188
4,130,8693.381311474188
4,131,8693.381311474188
4,132,8693.381311474188
4,133,8693.381311474188
4,134,8693.381311474188
4,135,8693.381311474188
4,136,8693.381311474188
4,137,8693.381311474188
4,138,8693.381311474188
5,139,8696.775121009847
5,140,8696.775121009847
5,141,8696.775121009847
5,142,8696.775121009847
5,143,8696.775121009847
5,144,8696.775121009847
5,145,8696.775121009847
5,146,8696.775121009847
5,147,8696.775121009847
5,148,8696.775121009847
5,149,8696.775121009847
5,150,8696.775121009847
5,151,8696.775121009847
5,152,8696.775121009847
5,153,8696.775121009847
5,154,8696.775121009847
5,155,8696.775121009847
5,156,8696.775121009847
5,157,8696.775121009847
5,158,8696.775121009847
5,159,8696.775121009847
5,160,8696.775121009847
5,161,8696.775121009847
6,162,8700.168930545504
6,163,8700.168930545504
6,164,8700.168930545504
6,165,8700.168930545504
6,166,8700.168930545504
6,167,8700.168930545504
6,168,8700.168930545504
6,169,8700.168930545504
6,170,8700.168930545504
6,171,8700.168930545504
6,172,8700.168930545504
6,173,8700.168930545504
6,174,8700.168930545504
6,175,8700.168930545504
6,176,8700.168930545504
6,177,8700.168930545504
6,178,8700.168930545504
6,179,8700.168930545504
6,180,8700.168930545504
6,181,8700.168930545504
6,182,8700.168930545504
6,183,8700.168930545504
6,184,8700.168930545504
6,185,8700.168930545504
0,186,8679.806073331556
0,187,8679.806073331556
0,188,8679.806073331556
0,189,8679.806073331556
0,190,8679.806073331556
0,191,8679.806073331556
0,192,8679.806073331556
0,193,8679.806073331556
0,194,8679.806073331556
0,195,8679.806073331556
0,196,8679.806073331556
0,197,8679.806073331556
0,198,8679.806073331556
0,199,8679.806073331556
0,200,8679.806073331556
0,201,8679.806073331556
0,202,8679.806073331556
0,203,8679.806073331556
0,204,8679.806073331556
0,205,8679.806073331556
0,206,8679.806073331556
0,207,8679.806073331556
0,208,8679.806073331556
0,209,8679.806073331556
1,210,8683.199882867215
1,211,8683.199882867215
1,212,8683.199882867215
1,213,8683.199882867215
1,214,8683.199882867215
1,215,8683.199882867215
1,216,8683.199882867215
1,217,8683.199882867215
1,218,8683.199882867215
1,219,8683.199882867215
1,220,8683.199882867215
1,221,8683.199882867215
1,222,8683.199882867215
1,223,8683.199882867215
1,224,8683.199882867215
1,225,8683.199882867215
1,226,8683.199882867215
1,227,8683.199882867215
1,228,8683.199882867215
1,229,8683.199882867215
1,230,8683.199882867215
1,231,8683.199882867215
1,232,8683.199882867215
1,233,8683.199882867215
2,234,8686.593692402872
2,235,8686.593692402872
2,236,8686.593692402872
2,237,8686.593692402872
2,238,8686.593692402872
2,239,8686.593692402872
2,240,8686.593692402872
2,241,8686.593692402872
2,242,8686.593692402872
2,243,8686.593692402872
2,244,8686.593692402872
2,245,8686.593692402872
2,246,8686.593692402872
2,247,8686.593692402872
2,248,8686.593692402872
2,249,8686.593692402872
2,250,8686.593692402872
2,251,8686.593692402872
2,252,8686.593692402872
2,253,8686.593692402872
2,254,8686.593692402872
2,255,8686.593692402872
3,256,8689.98750193853
3,257,8689.98750193853
3,258,8689.98750193853
3,259,8689.98750193853
3,260,8689.98750193853
3,261,8689.98750193853
3,262,8689.98750193853
3,263,8689.98750193853
3,264,8689.98750193853
3,265,8689.98750193853
3,266,8689.98750193853
3,267,8689.98750193853
3,268,8689.98750193853
3,269,8689.98750193853
3,270,8689.98750193853
3,271,8689.98750193853
3,272,8689.98750193853
3,273,8689.98750193853
3,274,8689.98750193853
3,275,8689.98750193853
3,276,8689.98750193853
3,277,8689.98750193853
4,278,8693.381311474188
4,279,8693.381311474188
4,280,8693.381311474188
4,281,8693.381311474188
4,282,8693.381311474188
4,283,8693.381311474188
4,284,8693.381311474188
4,285,8693.381311474188
4,286,8693.381311474188
4,287,8693.381311474188
4,288,8693.381311474188
4,289,8693.381311474188
4,290,8693.381311474188
4,291,8693.381311474188
4,292,8693.381311474188
4,293,8693.381311474188
4,294,8693.381311474188
4,295,8693.381311474188
4,296,8693.381311474188
4,297,8693.381311474188
4,298,8693.381311474188
4,299,8693.381311474188
4,300,8693.381311474188
4,301,8693.381311474188
5,302,8696.775121009847
5,303,8696.775121009847
5,304,8696.775121009847
5,305,8696.775121009847
5,306,8696.775121009847
5,307,8696.775121009847
5,308,8696.775121009847
5,309,8696.775121009847
5,310,8696.775121009847
5,311,8696.775121009847
5,312,8696.775121009847
5,313,8696.775121009847
5,314,8696.775121009847
5,315,8696.775121009847
5,316,8696.775121009847
5,317,8696.775121009847
5,318,8696.775121009847
5,319,8696.775121009847
5,320,8696.775121009847
5,321,8696.775121009847
5,322,8696.775121009847
5,323,8696.775121009847
5,324,8696.775121009847
6,325,8700.168930545504
6,326,8700.168930545504
6,327,8700.168930545504
6,328,8700.168930545504
6,329,8700.168930545504
6,330,8700.168930545504
6,331,8700.168930545504
6,332,8700.168930545504
6,333,8700.168930545504
6,334,8700.168930545504
6,335,8700.168930545504
6,336,8700.168930545504
6,337,8700.168930545504
6,338,8700.168930545504
6,339,8700.168930545504
6,340,8700.168930545504
6,341,8700.168930545504
6,342,8700.168930545504
6,343,8700.168930545504
6,344,8700.168930545504
6,345,8700.168930545504
6,346,8700.168930545504
6,347,8700.168930545504
6,348,8700.168930545504
0,349,8679.806073331556
0,350,8679.806073331556
0,351,8679.806073331556
0,352,8679.806073331556
0,353,8679.806073331556
0,354,8679.806073331556
0,355,8679.806073331556
0,356,8679.806073331556
0,357,8679.806073331556
0,358,8679.806073331556
0,359,8679.806073331556
0,360,8679.806073331556
0,361,8679.806073331556
0,362,8679.806073331556
0,363,8679.806073331556
0,364,8679.806073331556
0,365,8679.806073331556
0,366,8679.806073331556
0,367,8679.806073331556
0,368,8679.806073331556
0,369,8679.806073331556
0,370,8679.806073331556
0,371,8679.806073331556
0,372,8679.806073331556
1,373,8683.199882867215
1,374,8683.199882867215
1,375,8683.199882867215
1,376,8683.199882867215
1,377,8683.199882867215
1,378,8683.199882867215
1,379,8683.199882867215
1,380,8683.199882867215
1,381,8683.199882867215
1,382,8683.199882867215
1,383,8683.199882867215
1,384,8683.199882867215
1,385,8683.199882867215
1,386,8683.199882867215
1,387,8683.199882867215
1,388,8683.199882867215
1,389,8683.199882867215
1,390,8683.199882867215
1,391,8683.199882867215
1,392,8683.199882867215
1,393,8683.199882867215
1,394,8683.199882867215
1,395,8683.199882867215
1,396,8683.199882867215
2,397,8686.593692402872
2,398,8686.593692402872
2,399,8686.593692402872
2,400,8686.593692402872
2,401,8686.593692402872
2,402,8686.593692402872
2,403,8686.593692402872
2,404,8686.593692402872
2,405,8686.593692402872
2,406,8686.593692402872
2,407,8686.593692402872
2,408,8686.593692402872
3,409,8689.98750193853
3,410,8689.98750193853
3,411,8689.98750193853
3,412,8689.98750193853
3,413,8689.98750193853
3,414,8689.98750193853
3,415,8689.98750193853
3,416,8689.98750193853
3,417,8689.98750193853
3,418,8689.98750193853
3,419,8689.98750193853
3,420,8689.98750193853
3,421,8689.98750193853
3,422,8689.98750193853
3,423,8689.98750193853
3,424,8689.98750193853
3,425,8689.98750193853
3,426,8689.98750193853
3,427,8689.98750193853
3,428,8689.98750193853
3,429,8689.98750193853
3,430,8689.98750193853
3,431,8689.98750193853
4,432,8693.381311474188
4,433,8693.381311474188
4,434,8693.381311474188
4,435,8693.381311474188
4,436,8693.381311474188
4,437,8693.381311474188
4,438,8693.381311474188
4,439,8693.381311474188
4,440,8693.381311474188
4,441,8693.381311474188
4,442,8693.381311474188
4,443,8693.381311474188
4,444,8693.381311474188
4,445,8693.381311474188
4,446,8693.381311474188
4,447,8693.381311474188
4,448,8693.381311474188
4,449,8693.381311474188
4,450,8693.381311474188
4,451,8693.381311474188
4,452,8693.381311474188
4,453,8693.381311474188
4,454,8693.381311474188
4,455,8693.381311474188
5,456,8696.775121009847
5,457,8696.775121009847
5,458,8696.775121009847
5,459,8696.775121009847
5,460,8696.775121009847
5,461,8696.775121009847
5,462,8696.775121009847
5,463,8696.775121009847
5,464,8696.775121009847
5,465,8696.775121009847
5,466,8696.775121009847
5,467,8696.775121009847
5,468,8696.775121009847
5,469,8696.775121009847
5,470,8696.775121009847
5,471,8696.775121009847
5,472,8696.775121009847
5,473,8696.775121009847
5,474,8696.775121009847
5,475,8696.775121009847
5,476,8696.775121009847
5,477,8696.775121009847
5,478,8696.775121009847
5,479,8696.775121009847
6,480,8700.168930545504
6,481,8700.168930545504
6,482,8700.168930545504
6,483,8700.168930545504
6,484,8700.168930545504
6,485,8700.168930545504
6,486,8700.168930545504
6,487,8700.168930545504
6,488,8700.168930545504
6,489,8700.168930545504
6,490,8700.168930545504
6,491,8700.168930545504
6,492,8700.168930545504
6,493,8700.168930545504
6,494,8700.168930545504
6,495,8700.168930545504
6,496,8700.168930545504
6,497,8700.168930545504
6,498,8700.168930545504
6,499,8700.168930545504
6,500,8700.168930545504
6,501,8700.168930545504
6,502,8700.168930545504
0,503,8679.806073331556
0,504,8679.806073331556
0,505,8679.806073331556
0,506,8679.806073331556
0,507,8679.806073331556
0,508,8679.806073331556
0,509,8679.806073331556
0,510,8679.806073331556
0,511,8679.806073331556
0,512,8679.806073331556
0,513,8679.806073331556
0,514,8679.806073331556
0,515,8679.806073331556
0,516,8679.806073331556
0,517,8679.806073331556
0,518,8679.806073331556
0,519,8679.806073331556
0,520,8679.806073331556
0,521,8679.806073331556
0,522,8679.806073331556
0,523,8679.806073331556
0,524,8679.806073331556
0,525,8679.806073331556
1,526,8683.199882867215
1,527,8683.199882867215
1,528,8683.199882867215
1,529,8683.199882867215
1,530,8683.199882867215
1,531,8683.199882867215
1,532,8683.199882867215
1,533,8683.199882867215
1,534,8683.199882867215
1,535,8683.199882867215
1,536,8683.199882867215
1,537,8683.199882867215
1,538,8683.199882867215
1,539,8683.199882867215
1,540,8683.199882867215
1,541,8683.199882867215
1,542,8683.199882867215
1,543,8683.199882867215
1,544,8683.199882867215
1,545,8683.199882867215
1,546,8683.199882867215
1,547,8683.199882867215
1,548,8683.199882867215
2,549,8686.593692402872
2,550,8686.593692402872
2,551,8686.593692402872
2,552,8686.593692402872
2,553,8686.593692402872
2,554,8686.593692402872
2,555,8686.593692402872
2,556,8686.593692402872
2,557,8686.593692402872
2,558,8686.593692402872
2,559,8686.593692402872
2,560,8686.593692402872
2,561,8686.593692402872
2,562,8686.593692402872
2,563,8686.593692402872
2,564,8686.593692402872
2,565,8686.593692402872
2,566,8686.593692402872
2,567,8686.593692402872
2,568,8686.593692402872
2,569,8686.593692402872
2,570,8686.593692402872
2,571,8686.593692402872
3,572,8689.98750193853
3,573,8689.98750193853
3,574,8689.98750193853
3,575,8689.98750193853
3,576,8689.98750193853
3,577,8689.98750193853
3,578,8689.98750193853
3,579,8689.98750193853
3,580,8689.98750193853
3,581,8689.98750193853
3,582,8689.98750193853
3,583,8689.98750193853
3,584,8689.98750193853
3,585,8689.98750193853
3,586,8689.98750193853
3,587,8689.98750193853
4,588,8693.381311474188
4,589,8693.381311474188
4,590,8693.381311474188
4,591,8693.381311474188
4,592,8693.381311474188
4,593,8693.381311474188
4,594,8693.381311474188
4,595,8693.381311474188
5,596,8696.775121009847
5,597,8696.775121009847
5,598,8696.775121009847
5,599,8696.775121009847
5,600,8696.775121009847
5,601,8696.775121009847
5,602,8696.775121009847
5,603,8696.775121009847
5,604,8696.775121009847
5,605,8696.775121009847
5,606,8696.775121009847
5,607,8696.775121009847
5,608,8696.775121009847
5,609,8696.775121009847
5,610,8696.775121009847
5,611,8696.775121009847
5,612,8696.775121009847
5,613,8696.775121009847
5,614,8696.775121009847
5,615,8696.775121009847
5,616,8696.775121009847
5,617,8696.775121009847
5,618,8696.775121009847
6,619,8700.168930545504
6,620,8700.168930545504
6,621,8700.168930545504
6,622,8700.168930545504
6,623,8700.168930545504
6,624,8700.168930545504
6,625,8700.168930545504
6,626,8700.168930545504
6,627,8700.168930545504
6,628,8700.168930545504
6,629,8700.168930545504
6,630,8700.168930545504
6,631,8700.168930545504
6,632,8700.168930545504
6,633,8700.168930545504
6,634,8700.168930545504
6,635,8700.168930545504
6,636,8700.168930545504
6,637,8700.168930545504
6,638,8700.168930545504
6,639,8700.168930545504
6,640,8700.168930545504
6,641,8700.168930545504
0,642,8679.806073331556
0,643,8679.806073331556
0,644,8679.806073331556
0,645,8679.806073331556
0,646,8679.806073331556
0,647,8679.806073331556
0,648,8679.806073331556
0,649,8679.806073331556
0,650,8679.806073331556
0,651,8679.806073331556
0,652,8679.806073331556
0,653,8679.806073331556
0,654,8679.806073331556
0,655,8679.806073331556
0,656,8679.806073331556
0,657,8679.806073331556
0,658,8679.806073331556
0,659,8679.806073331556
0,660,8679.806073331556
0,661,8679.806073331556
0,662,8679.806073331556
0,663,8679.806073331556
0,664,8679.806073331556
1,665,8683.199882867215
1,666,8683.199882867215
1,667,8683.199882867215
1,668,8683.199882867215
1,669,8683.199882867215
1,670,8683.199882867215
1,671,8683.199882867215
1,672,8683.199882867215
1,673,8683.199882867215
1,674,8683.199882867215
1,675,8683.199882867215
1,676,8683.199882867215
1,677,8683.199882867215
1,678,8683.199882867215
1,679,8683.199882867215
1,680,8683.199882867215
1,681,8683.199882867215
1,682,8683.199882867215
1,683,8683.199882867215
1,684,8683.199882867215
1,685,8683.199882867215
1,686,8683.199882867215
1,687,8683.199882867215
1,688,8683.199882867215
2,689,8686.593692402872
2,690,8686.593692402872
2,691,8686.593692402872
2,692,8686.593692402872
2,693,8686.593692402872
2,694,8686.593692402872
2,695,8686.593692402872
2,696,8686.593692402872
2,697,8686.593692402872
2,698,8686.593692402872
2,699,8686.593692402872
2,700,8686.593692402872
2,701,8686.593692402872
2,702,8686.593692402872
2,703,8686.593692402872
2,704,8686.593692402872
2,705,8686.593692402872
2,706,8686.593692402872
2,707,8686.593692402872
2,708,8686.593692402872
2,709,8686.593692402872
2,710,8686.593692402872
2,711,8686.593692402872
3,712,8689.98750193853
3,713,8689.98750193853
3,714,8689.98750193853
3,715,8689.98750193853
3,716,8689.98750193853
3,717,8689.98750193853
3,718,8689.98750193853
3,719,8689.98750193853
3,720,8689.98750193853
3,721,8689.98750193853
3,722,8689.98750193853
3,723,8689.98750193853
3,724,8689.98750193853
3,725,8689.98750193853
3,726,8689.98750193853
3,727,8689.98750193853
3,728,8689.98750193853
3,729,8689.98750193853
3,730,8689.98750193853
3,731,8689.98750193853
3,732,8689.98750193853
3,733,8689.98750193853
3,734,8689.98750193853
3,735,8689.98750193853
4,736,8693.381311474188
4,737,8693.381311474188
4,738,8693.381311474188
4,739,8693.381311474188
4,740,8693.381311474188
4,741,8693.381311474188
4,742,8693.381311474188
4,743,8693.381311474188
4,744,8693.381311474188
4,745,8693.381311474188
4,746,8693.381311474188
4,747,8693.381311474188
4,748,8693.381311474188
4,749,8693.381311474188
4,750,8693.381311474188
4,751,8693.381311474188
4,752,8693.381311474188
4,753,8693.381311474188
4,754,8693.381311474188
4,755,8693.381311474188
4,756,8693.381311474188
4,757,8693.381311474188
4,758,8693.381311474188
5,759,8696.775121009847
5,760,8696.775121009847
5,761,8696.775121009847
5,762,8696.775121009847
5,763,8696.775121009847
5,764,8696.775121009847
5,765,8696.775121009847
5,766,8696.775121009847
5,767,8696.775121009847
5,768,8696.775121009847
5,769,8696.775121009847
5,770,8696.775121009847
5,771,8696.775121009847
5,772,8696.775121009847
5,773,8696.775121009847
5,774,8696.775121009847
5,775,8696.775121009847
5,776,8696.775121009847
5,777,8696.775121009847
5,778,8696.775121009847
5,779,8696.775121009847
5,780,8696.775121009847
5,781,8696.775121009847
6,782,8700.168930545504
6,783,8700.168930545504
6,784,8700.168930545504
6,785,8700.168930545504
6,786,8700.168930545504
6,787,8700.168930545504
6,788,8700.168930545504
6,789,8700.168930545504
6,790,8700.168930545504
6,791,8700.168930545504
6,792,8700.168930545504
6,793,8700.168930545504
6,794,8700.168930545504
6,795,8700.168930545504
6,796,8700.168930545504
6,797,8700.168930545504
6,798,8700.168930545504
6,799,8700.168930545504
6,800,8700.168930545504
6,801,8700.168930545504
6,802,8700.168930545504
6,803,8700.168930545504
6,804,8700.168930545504
6,805,8700.168930545504
0,806,8679.806073331556
0,807,8679.806073331556
0,808,8679.806073331556
0,809,8679.806073331556
0,810,8679.806073331556
0,811,8679.806073331556
0,812,8679.806073331556
0,813,8679.806073331556
0,814,8679.806073331556
0,815,8679.806073331556
0,816,8679.806073331556
0,817,8679.806073331556
0,818,8679.806073331556
0,819,8679.806073331556
0,820,8679.806073331556
0,821,8679.806073331556
0,822,8679.806073331556
0,823,8679.806073331556
0,824,8679.806073331556
0,825,8679.806073331556
0,826,8679.806073331556
0,827,8679.806073331556
0,828,8679.806073331556
0,829,8679.806073331556
1,830,8683.199882867215
1,831,8683.199882867215
1,832,8683.199882867215
1,833,8683.199882867215
1,834,8683.199882867215
1,835,8683.199882867215
1,836,8683.199882867215
1,837,8683.199882867215
1,838,8683.199882867215
1,839,8683.199882867215
1,840,8683.199882867215
1,841,8683.199882867215
1,842,8683.199882867215
1,843,8683.199882867215
1,844,8683.199882867215
1,845,8683.199882867215
1,846,8683.199882867215
1,847,8683.199882867215
1,848,8683.199882867215
1,849,8683.199882867215
1,850,8683.199882867215
1,851,8683.199882867215
1,852,8683.199882867215
1,853,8683.199882867215
2,854,8686.593692402872
2,855,8686.593692402872
2,856,8686.593692402872
2,857,8686.593692402872
2,858,8686.593692402872
2,859,8686.593692402872
2,860,8686.593692402872
2,861,8686.593692402872
2,862,8686.593692402872
2,863,8686.593692402872
2,864,8686.593692402872
2,865,8686.593692402872
2,866,8686.593692402872
2,867,8686.593692402872
2,868,8686.593692402872
2,869,8686.593692402872
2,870,8686.593692402872
2,871,8686.593692402872
2,872,8686.593692402872
2,873,8686.593692402872
2,874,8686.593692402872
2,875,8686.593692402872
2,876,8686.593692402872
2,877,8686.593692402872
3,878,8689.98750193853
3,879,8689.98750193853
3,880,8689.98750193853
3,881,8689.98750193853
3,882,8689.98750193853
3,883,8689.98750193853
3,884,8689.98750193853
3,885,8689.98750193853
3,886,8689.98750193853
3,887,8689.98750193853
3,888,8689.98750193853
3,889,8689.98750193853
3,890,8689.98750193853
3,891,8689.98750193853
3,892,8689.98750193853
3,893,8689.98750193853
3,894,8689.98750193853
3,895,8689.98750193853
3,896,8689.98750193853
3,897,8689.98750193853
3,898,8689.98750193853
3,899,8689.98750193853
3,900,8689.98750193853
4,901,8693.381311474188
4,902,8693.381311474188
4,903,8693.381311474188
4,904,8693.381311474188
4,905,8693.381311474188
4,906,8693.381311474188
4,907,8693.381311474188
4,908,8693.381311474188
4,909,8693.381311474188
4,910,8693.381311474188
4,911,8693.381311474188
4,912,8693.381311474188
4,913,8693.381311474188
4,914,8693.381311474188
4,915,8693.381311474188
4,916,8693.381311474188
4,917,8693.381311474188
4,918,8693.381311474188
4,919,8693.381311474188
4,920,8693.381311474188
4,921,8693.381311474188
4,922,8693.381311474188
4,923,8693.381311474188
5,924,8696.775121009847
5,925,8696.775121009847
5,926,8696.775121009847
5,927,8696.775121009847
5,928,8696.775121009847
5,929,8696.775121009847
5,930,8696.775121009847
5,931,8696.775121009847
5,932,8696.775121009847
5,933,8696.775121009847
5,934,8696.775121009847
5,935,8696.775121009847
5,936,8696.775121009847
5,937,8696.775121009847
5,938,8696.775121009847
5,939,8696.775121009847
5,940,8696.775121009847
5,941,8696.775121009847
5,942,8696.775121009847
5,943,8696.775121009847
5,944,8696.775121009847
5,945,8696.775121009847
6,946,8700.168930545504
6,947,8700.168930545504
6,948,8700.168930545504
6,949,8700.168930545504
6,950,8700.168930545504
6,951,8700.168930545504
6,952,8700.168930545504
6,953,8700.168930545504
6,954,8700.168930545504
6,955,8700.168930545504
6,956,8700.168930545504
6,957,8700.168930545504
6,958,8700.168930545504
6,959,8700.168930545504
6,960,8700.168930545504
6,961,8700.168930545504
6,962,8700.168930545504
6,963,8700.168930545504
6,964,8700.168930545504
6,965,8700.168930545504
6,966,8700.168930545504
6,967,8700.168930545504
6,968,8700.168930545504
6,969,8700.168930545504
0,970,8679.806073331556
0,971,8679.806073331556
0,972,8679.806073331556
0,973,8679.806073331556
0,974,8679.806073331556
0,975,8679.806073331556
0,976,8679.806073331556
0,977,8679.806073331556
0,978,8679.806073331556
0,979,8679.806073331556
0,980,8679.806073331556
0,981,8679.806073331556
0,982,8679.806073331556
0,983,8679.806073331556
0,984,8679.806073331556
0,985,8679.806073331556
0,986,8679.806073331556
0,987,8679.806073331556
0,988,8679.806073331556
0,989,8679.806073331556
0,990,8679.806073331556
0,991,8679.806073331556
0,992,8679.806073331556
1,993,8683.199882867215
1,994,8683.199882867215
1,995,8683.199882867215
1,996,8683.199882867215
1,997,8683.199882867215
1,998,8683.199882867215
1,999,8683.199882867215
1,1000,8683.199882867215
1,1001,8683.199882867215
1,1002,8683.199882867215
1,1003,8683.199882867215
1,1004,8683.199882867215
1,1005,8683.199882867215
1,1006,8683.199882867215
1,1007,8683.199882867215
1,1008,8683.199882867215
1,1009,8683.199882867215
1,1010,8683.199882867215
1,1011,8683.199882867215
1,1012,8683.199882867215
1,1013,8683.199882867215
1,1014,8683.199882867215
1,1015,8683.199882867215
1,1016,8683.199882867215
2,1017,8686.593692402872
2,1018,8686.593692402872
2,1019,8686.593692402872
2,1020,8686.593692402872
2,1021,8686.593692402872
2,1022,8686.593692402872
2,1023,8686.593692402872
2,1024,8686.593692402872
2,1025,8686.593692402872
2,1026,8686.593692402872
2,1027,8686.593692402872
2,1028,8686.593692402872
2,1029,8686.593692402872
2,1030,8686.593692402872
2,1031,8686.593692402872
2,1032,8686.593692402872
2,1033,8686.593692402872
2,1034,8686.593692402872
2,1035,8686.593692402872
2,1036,8686.593692402872
2,1037,8686.593692402872
2,1038,8686.593692402872
2,1039,8686.593692402872
3,1040,8689.98750193853
3,1041,8689.98750193853
3,1042,8689.98750193853
3,1043,8689.98750193853
3,1044,8689.98750193853
3,1045,8689.98750193853
3,1046,8689.98750193853
3,1047,8689.98750193853
3,1048,8689.98750193853
3,1049,8689.98750193853
3,1050,8689.98750193853
3,1051,8689.98750193853
3,1052,8689.98750193853
3,1053,8689.98750193853
3,1054,8689.98750193853
3,1055,8689.98750193853
3,1056,8689.98750193853
3,1057,8689.98750193853
3,1058,8689.98750193853
3,1059,8689.98750193853
3,1060,8689.98750193853
3,1061,8689.98750193853
3,1062,8689.98750193853
4,1063,8693.381311474188
4,1064,8693.381311474188
4,1065,8693.381311474188
4,1066,8693.381311474188
4,1067,8693.381311474188
4,1068,8693.381311474188
4,1069,8693.381311474188
4,1070,8693.381311474188
4,1071,8693.381311474188
4,1072,8693.381311474188
4,1073,8693.381311474188
4,1074,8693.381311474188
4,1075,8693.381311474188
4,1076,8693.381311474188
4,1077,8693.381311474188
4,1078,8693.381311474188
4,1079,8693.381311474188
4,1080,8693.381311474188
4,1081,8693.381311474188
4,1082,8693.381311474188
4,1083,8693.381311474188
4,1084,8693.381311474188
4,1085,8693.381311474188
4,1086,8693.381311474188
5,1087,8696.775121009847
5,1088,8696.775121009847
5,1089,8696.775121009847
5,1090,8696.775121009847
5,1091,8696.775121009847
5,1092,8696.775121009847
5,1093,8696.775121009847
5,1094,8696.775121009847
5,1095,8696.775121009847
5,1096,8696.775121009847
5,1097,8696.775121009847
5,1098,8696.775121009847
5,1099,8696.775121009847
5,1100,8696.775121009847
5,1101,8696.775121009847
5,1102,8696.775121009847
5,1103,8696.775121009847
5,1104,8696.775121009847
5,1105,8696.775121009847
5,1106,8696.775121009847
5,1107,8696.775121009847
5,1108,8696.775121009847
5,1109,8696.775121009847
5,1110,8696.775121009847
6,1111,8700.168930545504
6,1112,8700.168930545504
6,1113,8700.168930545504
6,1114,8700.168930545504
6,1115,8700.168930545504
6,1116,8700.168930545504
6,1117,8700.168930545504
6,1118,8700.168930545504
6,1119,8700.168930545504
6,1120,8700.168930545504
6,1121,8700.168930545504
6,1122,8700.168930545504
6,1123,8700.168930545504
6,1124,8700.168930545504
6,1125,8700.168930545504
6,1126,8700.168930545504
6,1127,8700.168930545504
6,1128,8700.168930545504
6,1129,8700.168930545504
6,1130,8700.168930545504
6,1131,8700.168930545504
6,1132,8700.168930545504
6,1133,8700.168930545504
6,1134,8700.168930545504
0,1135,8679.806073331556
0,1136,8679.806073331556
0,1137,8679.806073331556
0,1138,8679.806073331556
0,1139,8679.806073331556
0,1140,8679.806073331556
0,1141,8679.806073331556
0,1142,8679.806073331556
0,1143,8679.806073331556
0,1144,8679.806073331556
0,1145,8679.806073331556
0,1146,8679.806073331556
0,1147,8679.806073331556
0,1148,8679.806073331556
0,1149,8679.806073331556
0,1150,8679.806073331556
0,1151,8679.806073331556
