hum,hr,Predicted Y
0.28,17,11.607860959556254
0.28,18,11.607860959556254
0.28,19,11.607860959556254
0.28,20,11.607860959556254
0.28,21,11.607860959556254
0.28,22,11.607860959556254
0.28,23,11.607860959556254
0.28,0,11.607860959556254
0.28,1,11.607860959556254
0.28,2,11.607860959556254
0.28,3,11.607860959556254
0.28,4,11.607860959556254
0.28,6,11.607860959556254
0.28,7,11.607860959556254
0.28,8,11.607860959556254
0.28,9,11.607860959556254
0.28,10,11.607860959556254
0.28,11,11.607860959556254
0.28,12,11.607860959556254
0.28,13,11.607860959556254
0.28,14,11.607860959556254
0.28,15,11.607860959556254
0.28,16,11.607860959556254
0.28,17,11.607860959556254
0.28,18,11.607860959556254
0.28,19,11.607860959556254
0.28,20,11.607860959556254
0.28,21,11.607860959556254
0.28,22,11.607860959556254
0.28,23,11.607860959556254
0.28,0,11.607860959556254
0.28,1,11.607860959556254
0.28,2,11.607860959556254
0.28,3,11.607860959556254
0.28,5,11.607860959556254
0.28,6,11.607860959556254
0.28,7,11.607860959556254
0.28,8,11.607860959556254
0.28,9,11.607860959556254
0.28,10,11.607860959556254
0.28,11,11.607860959556254
0.28,12,11.607860959556254
0.28,13,11.607860959556254
0.28,14,11.607860959556254
0.28,15,11.607860959556254
0.28,16,11.607860959556254
0.28,17,11.607860959556254
0.28,18,11.607860959556254
0.28,19,11.607860959556254
0.28,20,11.607860959556254
0.28,21,11.607860959556254
0.28,22,11.607860959556254
0.28,23,11.607860959556254
0.28,0,11.607860959556254
0.28,1,11.607860959556254
0.28,3,11.607860959556254
0.28,4,11.607860959556254
0.28,5,11.607860959556254
0.28,6,11.607860959556254
0.28,7,11.607860959556254
0.28,8,11.607860959556254
0.28,9,11.607860959556254
0.28,10,11.607860959556254
0.28,11,11.607860959556254
0.28,12,11.607860959556254
0.28,13,11.607860959556254
0.28,14,11.607860959556254
0.28,15,11.607860959556254
0.28,16,11.607860959556254
0.28,17,11.607860959556254
0.28,18,11.607860959556254
0.28,19,11.607860959556254
0.28,20,11.607860959556254
0.28,21,11.607860959556254
0.28,22,11.607860959556254
0.28,23,11.607860959556254
0.28,0,11.607860959556254
0.28,1,11.607860959556254
0.28,2,11.607860959556254
0.28,4,11.607860959556254
0.28,5,11.607860959556254
0.28,6,11.607860959556254
0.28,7,11.607860959556254
0.29,8,11.606101050075704
0.29,9,11.606101050075704
0.29,10,11.606101050075704
0.29,11,11.606101050075704
0.29,12,11.606101050075704
0.29,13,11.606101050075704
0.29,14,11.606101050075704
0.29,15,11.606101050075704
0.29,16,11.606101050075704
0.29,17,11.606101050075704
0.29,18,11.606101050075704
0.29,19,11.606101050075704
0.29,20,11.606101050075704
0.29,21,11.606101050075704
0.29,22,11.606101050075704
0.29,23,11.606101050075704
0.29,0,11.606101050075704
0.29,1,11.606101050075704
0.29,2,11.606101050075704
0.29,5,11.606101050075704
0.29,6,11.606101050075704
0.29,7,11.606101050075704
0.29,8,11.606101050075704
0.29,9,11.606101050075704
0.29,10,11.606101050075704
0.29,11,11.606101050075704
0.29,12,11.606101050075704
0.29,13,11.606101050075704
0.29,14,11.606101050075704
0.29,15,11.606101050075704
0.29,16,11.606101050075704
0.29,17,11.606101050075704
0.29,16,11.606101050075704
0.29,17,11.606101050075704
0.29,18,11.606101050075704
0.29,19,11.606101050075704
0.29,20,11.606101050075704
0.29,21,11.606101050075704
0.29,22,11.606101050075704
0.29,23,11.606101050075704
0.29,0,11.606101050075704
0.29,1,11.606101050075704
0.29,2,11.606101050075704
0.29,3,11.606101050075704
0.29,5,11.606101050075704
0.29,6,11.606101050075704
0.29,7,11.606101050075704
0.29,8,11.606101050075704
0.29,9,11.606101050075704
0.29,10,11.606101050075704
0.29,11,11.606101050075704
0.29,12,11.606101050075704
0.29,13,11.606101050075704
0.29,14,11.606101050075704
0.29,15,11.606101050075704
0.29,16,11.606101050075704
0.29,17,11.606101050075704
0.29,18,11.606101050075704
0.29,19,11.606101050075704
0.29,20,11.606101050075704
0.29,21,11.606101050075704
0.29,22,11.606101050075704
0.29,23,11.606101050075704
0.29,0,11.606101050075704
0.29,1,11.606101050075704
0.29,2,11.606101050075704
0.29,3,11.606101050075704
0.29,4,11.606101050075704
0.29,6,11.606101050075704
0.29,7,11.606101050075704
0.29,8,11.606101050075704
0.29,9,11.606101050075704
0.29,10,11.606101050075704
0.29,11,11.606101050075704
0.29,12,11.606101050075704
0.29,13,11.606101050075704
0.29,14,11.606101050075704
0.29,15,11.606101050075704
0.29,16,11.606101050075704
0.29,17,11.606101050075704
0.29,18,11.606101050075704
0.29,19,11.606101050075704
0.29,20,11.606101050075704
0.29,21,11.606101050075704
0.29,22,11.606101050075704
0.29,23,11.606101050075704
0.29,0,11.606101050075704
0.29,1,11.606101050075704
0.29,2,11.606101050075704
0.29,3,11.606101050075704
0.29,4,11.606101050075704
0.29,5,11.606101050075704
0.29,7,11.606101050075704
0.29,8,11.606101050075704
0.29,9,11.606101050075704
0.29,10,11.606101050075704
0.29,11,11.606101050075704
0.29,12,11.606101050075704
0.29,13,11.606101050075704
0.29,14,11.606101050075704
0.29,15,11.606101050075704
0.29,16,11.606101050075704
0.29,17,11.606101050075704
0.29,18,11.606101050075704
0.29,19,11.606101050075704
0.29,20,11.606101050075704
0.3,21,11.604341140595155
0.3,22,11.604341140595155
0.3,23,11.604341140595155
0.3,0,11.604341140595155
0.3,1,11.604341140595155
0.3,2,11.604341140595155
0.3,3,11.604341140595155
0.3,4,11.604341140595155
0.3,5,11.604341140595155
0.3,6,11.604341140595155
0.3,7,11.604341140595155
0.3,8,11.604341140595155
0.3,9,11.604341140595155
0.3,10,11.604341140595155
0.3,11,11.604341140595155
0.3,12,11.604341140595155
0.3,13,11.604341140595155
0.3,14,11.604341140595155
0.3,15,11.604341140595155
0.3,16,11.604341140595155
0.3,17,11.604341140595155
0.3,18,11.604341140595155
0.3,19,11.604341140595155
0.3,20,11.604341140595155
0.3,21,11.604341140595155
0.3,22,11.604341140595155
0.3,23,11.604341140595155
0.3,0,11.604341140595155
0.3,1,11.604341140595155
0.3,2,11.604341140595155
0.3,3,11.604341140595155
0.3,5,11.604341140595155
0.3,6,11.604341140595155
0.3,7,11.604341140595155
0.3,8,11.604341140595155
0.3,9,11.604341140595155
0.3,10,11.604341140595155
0.3,11,11.604341140595155
0.3,12,11.604341140595155
0.3,13,11.604341140595155
0.3,14,11.604341140595155
0.3,15,11.604341140595155
0.3,16,11.604341140595155
0.3,17,11.604341140595155
0.3,18,11.604341140595155
0.3,19,11.604341140595155
0.3,20,11.604341140595155
0.3,21,11.604341140595155
0.3,22,11.604341140595155
0.3,23,11.604341140595155
0.3,0,11.604341140595155
0.3,1,11.604341140595155
0.3,2,11.604341140595155
0.3,3,11.604341140595155
0.3,4,11.604341140595155
0.3,5,11.604341140595155
0.3,6,11.604341140595155
0.3,7,11.604341140595155
0.3,8,11.604341140595155
0.3,9,11.604341140595155
0.3,10,11.604341140595155
0.3,11,11.604341140595155
0.3,12,11.604341140595155
0.3,13,11.604341140595155
0.3,14,11.604341140595155
0.3,15,11.604341140595155
0.3,16,11.604341140595155
0.3,17,11.604341140595155
0.3,18,11.604341140595155
0.3,19,11.604341140595155
0.3,20,11.604341140595155
0.3,21,11.604341140595155
0.3,22,11.604341140595155
0.3,23,11.604341140595155
0.3,0,11.604341140595155
0.3,1,11.604341140595155
0.3,2,11.604341140595155
0.3,3,11.604341140595155
0.3,5,11.604341140595155
0.3,6,11.604341140595155
0.3,7,11.604341140595155
0.3,8,11.604341140595155
0.3,9,11.604341140595155
0.3,10,11.604341140595155
0.3,11,11.604341140595155
0.3,12,11.604341140595155
0.3,13,11.604341140595155
0.3,14,11.604341140595155
0.3,15,11.604341140595155
0.3,16,11.604341140595155
0.3,17,11.604341140595155
0.3,18,11.604341140595155
0.3,19,11.604341140595155
0.3,20,11.604341140595155
0.3,21,11.604341140595155
0.3,22,11.604341140595155
0.3,23,11.604341140595155
0.3,0,11.604341140595155
0.3,1,11.604341140595155
0.3,2,11.604341140595155
0.3,3,11.604341140595155
0.3,5,11.604341140595155
0.3,6,11.604341140595155
0.3,7,11.604341140595155
0.3,8,11.604341140595155
0.3,9,11.604341140595155
0.3,10,11.604341140595155
0.3,11,11.604341140595155
0.3,12,11.604341140595155
0.3,13,11.604341140595155
0.3,14,11.604341140595155
0.3,15,11.604341140595155
0.3,16,11.604341140595155
0.31,17,11.602581231114605
0.31,18,11.602581231114605
0.31,19,11.602581231114605
0.31,20,11.602581231114605
0.31,21,11.602581231114605
0.31,22,11.602581231114605
0.31,23,11.602581231114605
0.31,0,11.602581231114605
0.31,1,11.602581231114605
0.31,2,11.602581231114605
0.31,3,11.602581231114605
0.31,4,11.602581231114605
0.31,5,11.602581231114605
0.31,6,11.602581231114605
0.31,7,11.602581231114605
0.31,8,11.602581231114605
0.31,9,11.602581231114605
0.31,10,11.602581231114605
0.31,11,11.602581231114605
0.31,12,11.602581231114605
0.31,13,11.602581231114605
0.31,14,11.602581231114605
0.31,15,11.602581231114605
0.31,16,11.602581231114605
0.31,17,11.602581231114605
0.31,18,11.602581231114605
0.31,19,11.602581231114605
0.31,20,11.602581231114605
0.31,21,11.602581231114605
0.31,22,11.602581231114605
0.31,23,11.602581231114605
0.31,0,11.602581231114605
0.31,1,11.602581231114605
0.31,2,11.602581231114605
0.31,3,11.602581231114605
0.31,4,11.602581231114605
0.31,5,11.602581231114605
0.31,6,11.602581231114605
0.31,7,11.602581231114605
0.31,8,11.602581231114605
0.31,9,11.602581231114605
0.31,10,11.602581231114605
0.31,11,11.602581231114605
0.31,12,11.602581231114605
0.31,13,11.602581231114605
0.31,14,11.602581231114605
0.31,15,11.602581231114605
0.31,16,11.602581231114605
0.31,17,11.602581231114605
0.31,18,11.602581231114605
0.31,19,11.602581231114605
0.31,20,11.602581231114605
0.31,21,11.602581231114605
0.31,22,11.602581231114605
0.31,23,11.602581231114605
0.31,0,11.602581231114605
0.31,1,11.602581231114605
0.31,2,11.602581231114605
0.31,3,11.602581231114605
0.31,4,11.602581231114605
0.31,5,11.602581231114605
0.31,6,11.602581231114605
0.31,7,11.602581231114605
0.31,8,11.602581231114605
0.31,9,11.602581231114605
0.31,10,11.602581231114605
0.31,11,11.602581231114605
0.31,12,11.602581231114605
0.31,13,11.602581231114605
0.31,14,11.602581231114605
0.31,15,11.602581231114605
0.31,16,11.602581231114605
0.31,17,11.602581231114605
0.31,18,11.602581231114605
0.31,19,11.602581231114605
0.31,20,11.602581231114605
0.31,21,11.602581231114605
0.31,22,11.602581231114605
0.31,23,11.602581231114605
0.31,0,11.602581231114605
0.31,1,11.602581231114605
0.31,2,11.602581231114605
0.31,3,11.602581231114605
0.31,4,11.602581231114605
0.31,5,11.602581231114605
0.31,6,11.602581231114605
0.31,7,11.602581231114605
0.31,8,11.602581231114605
0.31,9,11.602581231114605
0.31,10,11.602581231114605
0.31,11,11.602581231114605
0.31,12,11.602581231114605
0.31,13,11.602581231114605
0.31,14,11.602581231114605
0.31,15,11.602581231114605
0.31,16,11.602581231114605
0.31,17,11.602581231114605
0.31,18,11.602581231114605
0.31,19,11.602581231114605
0.31,20,11.602581231114605
0.31,21,11.602581231114605
0.31,22,11.602581231114605
0.31,23,11.602581231114605
0.31,0,11.602581231114605
0.31,1,11.602581231114605
0.31,2,11.602581231114605
0.31,3,11.602581231114605
0.31,5,11.602581231114605
0.31,6,11.602581231114605
0.31,7,11.602581231114605
0.31,8,11.602581231114605
0.31,9,11.602581231114605
0.31,10,11.602581231114605
0.31,11,11.602581231114605
0.31,12,11.602581231114605
0.31,13,11.602581231114605
0.31,14,11.602581231114605
0.31,15,11.602581231114605
0.32,16,11.600821321634056
0.32,17,11.600821321634056
0.32,18,11.600821321634056
0.32,19,11.600821321634056
0.32,20,11.600821321634056
0.32,21,11.600821321634056
0.32,22,11.600821321634056
0.32,23,11.600821321634056
0.32,0,11.600821321634056
0.32,1,11.600821321634056
0.32,2,11.600821321634056
0.32,4,11.600821321634056
0.32,5,11.600821321634056
0.32,6,11.600821321634056
0.32,7,11.600821321634056
0.32,8,11.600821321634056
0.32,9,11.600821321634056
0.32,10,11.600821321634056
0.32,11,11.600821321634056
0.32,12,11.600821321634056
0.32,13,11.600821321634056
0.32,14,11.600821321634056
0.32,15,11.600821321634056
0.32,16,11.600821321634056
0.32,17,11.600821321634056
0.32,18,11.600821321634056
0.32,19,11.600821321634056
0.32,20,11.600821321634056
0.32,21,11.600821321634056
0.32,22,11.600821321634056
0.32,23,11.600821321634056
0.32,0,11.600821321634056
0.32,1,11.600821321634056
0.32,2,11.600821321634056
0.32,5,11.600821321634056
0.32,6,11.600821321634056
0.32,7,11.600821321634056
0.32,8,11.600821321634056
0.32,9,11.600821321634056
0.32,10,11.600821321634056
0.32,11,11.600821321634056
0.32,12,11.600821321634056
0.32,13,11.600821321634056
0.32,14,11.600821321634056
0.32,15,11.600821321634056
0.32,16,11.600821321634056
0.32,17,11.600821321634056
0.32,18,11.600821321634056
0.32,19,11.600821321634056
0.32,20,11.600821321634056
0.32,21,11.600821321634056
0.32,22,11.600821321634056
0.32,23,11.600821321634056
0.32,0,11.600821321634056
0.32,1,11.600821321634056
0.32,2,11.600821321634056
0.32,3,11.600821321634056
0.32,4,11.600821321634056
0.32,5,11.600821321634056
0.32,6,11.600821321634056
0.32,7,11.600821321634056
0.32,8,11.600821321634056
0.32,9,11.600821321634056
0.32,10,11.600821321634056
0.32,11,11.600821321634056
0.32,12,11.600821321634056
0.32,13,11.600821321634056
0.32,14,11.600821321634056
0.32,15,11.600821321634056
0.32,16,11.600821321634056
0.32,17,11.600821321634056
0.32,18,11.600821321634056
0.32,19,11.600821321634056
0.32,20,11.600821321634056
0.32,21,11.600821321634056
0.32,22,11.600821321634056
0.32,23,11.600821321634056
0.32,0,11.600821321634056
0.32,1,11.600821321634056
0.32,2,11.600821321634056
0.32,3,11.600821321634056
0.32,4,11.600821321634056
0.32,6,11.600821321634056
0.32,7,11.600821321634056
0.32,8,11.600821321634056
0.32,9,11.600821321634056
0.32,10,11.600821321634056
0.32,11,11.600821321634056
0.32,12,11.600821321634056
0.32,13,11.600821321634056
0.32,14,11.600821321634056
0.32,15,11.600821321634056
0.32,16,11.600821321634056
0.32,17,11.600821321634056
0.32,18,11.600821321634056
0.32,19,11.600821321634056
0.32,20,11.600821321634056
0.32,21,11.600821321634056
0.32,22,11.600821321634056
0.33,23,11.599061412153507
0.33,0,11.599061412153507
0.33,1,11.599061412153507
0.33,2,11.599061412153507
0.33,3,11.599061412153507
0.33,4,11.599061412153507
0.33,5,11.599061412153507
