instant,weathersit,Predicted Y
190,1,1.4406624783930817
191,1,1.4406606690883292
192,1,1.4406588597835766
193,1,1.440657050478824
194,1,1.4406552411740716
195,1,1.4406534318693192
196,1,1.4406516225645667
197,1,1.4406498132598142
198,1,1.4406480039550618
199,1,1.4406461946503093
200,1,1.4406443853455568
201,1,1.4406425760408044
202,1,1.440640766736052
203,1,1.4406389574312994
204,1,1.440637148126547
205,1,1.4406353388217945
206,1,1.440633529517042
207,1,1.4406317202122894
208,1,1.440629910907537
209,1,1.4406281016027844
210,1,1.440626292298032
211,1,1.4406244829932795
212,1,1.440622673688527
213,1,1.4406208643837746
214,1,1.440619055079022
215,1,1.4406172457742696
216,1,1.4406154364695172
217,1,1.4406136271647647
218,2,1.4406118178600122
219,2,1.4406100085552598
220,2,1.4406081992505073
221,2,1.4406063899457549
222,2,1.4406045806410024
223,2,1.4406027713362497
224,2,1.4406009620314972
225,2,1.4405991527267448
226,1,1.4405973434219923
227,1,1.4405955341172398
228,1,1.4405937248124874
229,1,1.440591915507735
230,1,1.4405901062029824
231,1,1.44058829689823
232,1,1.4405864875934775
233,1,1.440584678288725
234,1,1.4405828689839726
235,1,1.4405810596792201
236,2,1.4405792503744677
237,2,1.4405774410697152
238,2,1.4405756317649625
239,2,1.44057382246021
240,2,1.4405720131554576
241,2,1.4405702038507051
242,2,1.4405683945459526
243,2,1.4405665852412002
244,2,1.4405647759364477
245,2,1.4405629666316953
246,2,1.4405611573269428
247,2,1.4405593480221903
248,2,1.4405575387174379
249,2,1.4405557294126854
250,3,1.440553920107933
251,3,1.4405521108031805
252,3,1.440550301498428
253,3,1.4405484921936753
254,3,1.4405466828889228
255,3,1.4405448735841704
256,2,1.440543064279418
257,2,1.4405412549746655
258,1,1.440539445669913
259,1,1.4405376363651605
260,1,1.440535827060408
261,1,1.4405340177556556
262,1,1.4405322084509031
263,1,1.4405303991461507
264,1,1.4405285898413982
265,1,1.4405267805366457
266,1,1.4405249712318933
267,1,1.4405231619271408
268,1,1.4405213526223883
269,1,1.4405195433176357
270,1,1.4405177340128832
271,1,1.4405159247081307
272,1,1.4405141154033783
273,1,1.4405123060986258
274,1,1.4405104967938733
275,1,1.4405086874891209
276,1,1.4405068781843684
277,1,1.440505068879616
278,1,1.4405032595748635
279,1,1.440501450270111
280,1,1.4404996409653585
281,1,1.440497831660606
282,1,1.4404960223558536
283,1,1.4404942130511011
284,1,1.4404924037463485
285,1,1.440490594441596
286,1,1.4404887851368435
287,1,1.440486975832091
288,2,1.4404851665273386
289,2,1.4404833572225861
290,1,1.4404815479178337
291,1,1.4404797386130812
292,1,1.4404779293083287
293,1,1.4404761200035763
294,1,1.4404743106988238
295,1,1.4404725013940713
296,1,1.4404706920893189
297,1,1.4404688827845664
298,1,1.440467073479814
299,1,1.4404652641750613
300,1,1.4404634548703088
301,1,1.4404616455655563
302,1,1.4404598362608039
303,1,1.4404580269560514
304,1,1.440456217651299
305,1,1.4404544083465465
306,1,1.440452599041794
307,1,1.4404507897370415
308,1,1.440448980432289
309,1,1.4404471711275366
310,1,1.4404453618227842
311,1,1.4404435525180317
312,1,1.4404417432132792
313,1,1.4404399339085268
314,1,1.440438124603774
315,1,1.4404363152990216
316,1,1.4404345059942691
317,1,1.4404326966895167
318,1,1.4404308873847642
319,1,1.4404290780800117
320,1,1.4404272687752593
321,1,1.4404254594705068
322,1,1.4404236501657544
323,2,1.440421840861002
324,2,1.4404200315562494
325,1,1.440418222251497
326,2,1.4404164129467445
327,2,1.440414603641992
328,2,1.4404127943372396
329,2,1.440410985032487
330,1,1.4404091757277344
331,1,1.440407366422982
332,1,1.4404055571182295
333,1,1.440403747813477
334,1,1.4404019385087246
335,1,1.440400129203972
336,1,1.4403983198992196
337,1,1.4403965105944672
338,1,1.4403947012897147
339,1,1.4403928919849622
340,2,1.4403910826802098
341,2,1.4403892733754573
342,2,1.4403874640707048
343,2,1.4403856547659524
344,2,1.4403838454612
345,2,1.4403820361564472
346,2,1.4403802268516948
347,2,1.4403784175469423
348,1,1.4403766082421898
349,1,1.4403747989374374
350,1,1.440372989632685
351,1,1.4403711803279324
352,1,1.44036937102318
353,1,1.4403675617184275
354,2,1.440365752413675
355,2,1.4403639431089226
356,2,1.44036213380417
357,1,1.4403603244994176
358,1,1.4403585151946652
359,1,1.4403567058899127
360,1,1.44035489658516
361,1,1.4403530872804076
362,1,1.440351277975655
363,1,1.4403494686709026
364,1,1.4403476593661502
365,1,1.4403458500613977
366,1,1.4403440407566452
367,1,1.4403422314518928
368,1,1.4403404221471403
369,1,1.4403386128423878
370,1,1.4403368035376354
371,2,1.440334994232883
372,2,1.4403331849281304
373,2,1.440331375623378
374,2,1.4403295663186255
375,2,1.440327757013873
376,2,1.4403259477091204
377,2,1.440324138404368
378,2,1.4403223290996154
379,2,1.440320519794863
380,2,1.4403187104901105
381,2,1.440316901185358
382,2,1.4403150918806056
383,2,1.4403132825758531
384,2,1.4403114732711007
385,2,1.4403096639663482
386,2,1.4403078546615957
387,2,1.4403060453568433
388,2,1.4403042360520908
389,2,1.4403024267473383
390,1,1.4403006174425859
391,2,1.4402988081378332
392,3,1.4402969988330807
393,3,1.4402951895283282
394,3,1.4402933802235758
395,3,1.4402915709188233
396,3,1.4402897616140709
397,2,1.4402879523093184
398,2,1.440286143004566
399,2,1.4402843336998135
400,2,1.440282524395061
401,2,1.4402807150903085
402,2,1.440278905785556
403,2,1.4402770964808036
404,2,1.4402752871760511
405,2,1.4402734778712987
406,2,1.440271668566546
407,2,1.4402698592617935
408,2,1.440268049957041
409,2,1.4402662406522886
410,3,1.4402644313475361
411,3,1.4402626220427837
412,3,1.4402608127380312
413,2,1.4402590034332787
414,2,1.4402571941285263
415,2,1.4402553848237738
416,2,1.4402535755190213
417,2,1.4402517662142689
418,2,1.4402499569095164
419,2,1.440248147604764
420,2,1.4402463383000115
421,1,1.440244528995259
422,1,1.4402427196905063
423,1,1.4402409103857539
424,1,1.4402391010810014
425,1,1.440237291776249
426,1,1.4402354824714965
427,1,1.440233673166744
428,1,1.4402318638619915
429,1,1.440230054557239
430,1,1.4402282452524866
431,1,1.4402264359477341
432,1,1.4402246266429817
433,1,1.4402228173382292
434,1,1.4402210080334767
435,1,1.4402191987287243
436,1,1.4402173894239718
437,1,1.4402155801192191
438,1,1.4402137708144667
439,1,1.4402119615097142
440,1,1.4402101522049617
441,2,1.4402083429002093
442,1,1.4402065335954568
443,2,1.4402047242907043
444,2,1.4402029149859519
445,2,1.4402011056811994
446,2,1.440199296376447
447,2,1.4401974870716945
448,2,1.440195677766942
449,2,1.4401938684621896
450,2,1.440192059157437
451,1,1.4401902498526846
452,2,1.440188440547932
453,2,1.4401866312431795
454,2,1.440184821938427
455,2,1.4401830126336745
456,2,1.440181203328922
457,2,1.4401793940241696
458,3,1.4401775847194171
459,3,1.4401757754146647
460,2,1.4401739661099122
461,1,1.4401721568051598
462,1,1.4401703475004073
463,1,1.4401685381956548
464,1,1.4401667288909024
465,1,1.44016491958615
466,1,1.4401631102813974
467,1,1.440161300976645
468,1,1.4401594916718923
469,1,1.4401576823671398
470,1,1.4401558730623873
471,1,1.4401540637576349
472,1,1.4401522544528824
473,1,1.44015044514813
474,1,1.4401486358433775
475,1,1.440146826538625
476,1,1.4401450172338726
477,1,1.44014320792912
478,1,1.4401413986243676
479,1,1.4401395893196152
480,1,1.4401377800148627
481,2,1.4401359707101102
482,2,1.4401341614053578
483,2,1.440132352100605
484,2,1.4401305427958526
485,2,1.4401287334911002
486,1,1.4401269241863477
487,1,1.4401251148815952
488,1,1.4401233055768428
489,2,1.4401214962720903
490,2,1.4401196869673378
491,2,1.4401178776625854
492,1,1.440116068357833
493,1,1.4401142590530804
494,1,1.440112449748328
495,1,1.4401106404435755
496,1,1.440108831138823
497,1,1.4401070218340706
498,1,1.440105212529318
499,1,1.4401034032245654
500,1,1.440101593919813
501,1,1.4400997846150605
502,1,1.440097975310308
503,1,1.4400961660055556
504,1,1.440094356700803
505,1,1.4400925473960506
506,1,1.4400907380912982
507,2,1.4400889287865457
508,2,1.4400871194817932
509,1,1.4400853101770408
510,1,1.4400835008722883
511,1,1.4400816915675358
512,1,1.4400798822627834
513,1,1.440078072958031
514,1,1.4400762636532782
515,1,1.4400744543485258
516,1,1.4400726450437733
517,1,1.4400708357390208
518,1,1.4400690264342684
519,1,1.440067217129516
520,1,1.4400654078247634
521,1,1.440063598520011
522,1,1.4400617892152585
523,1,1.440059979910506
524,1,1.4400581706057536
525,1,1.4400563613010011
526,1,1.4400545519962487
527,1,1.4400527426914962
528,1,1.4400509333867437
529,1,1.440049124081991
530,1,1.4400473147772386
531,1,1.440045505472486
532,1,1.4400436961677336
533,1,1.4400418868629812
534,1,1.4400400775582287
535,1,1.4400382682534763
536,1,1.4400364589487238
537,2,1.4400346496439713
538,2,1.4400328403392189
539,2,1.4400310310344664
540,1,1.440029221729714
541,1,1.4400274124249615
542,1,1.440025603120209
543,1,1.4400237938154565
544,1,1.4400219845107038
545,1,1.4400201752059514
546,1,1.440018365901199
547,2,1.4400165565964465
548,2,1.440014747291694
549,2,1.4400129379869415
550,2,1.440011128682189
551,1,1.4400093193774366
552,1,1.4400075100726841
553,1,1.4400057007679317
554,1,1.4400038914631792
555,1,1.4400020821584267
556,2,1.4400002728536743
557,2,1.4399984635489218
558,2,1.4399966542441693
559,2,1.4399948449394169
560,2,1.4399930356346642
561,2,1.4399912263299117
562,2,1.4399894170251593
563,2,1.4399876077204068
564,2,1.4399857984156543
565,1,1.4399839891109019
566,2,1.4399821798061494
567,2,1.439980370501397
568,1,1.4399785611966445
569,1,1.439976751891892
570,1,1.4399749425871395
571,2,1.439973133282387
572,2,1.4399713239776346
573,2,1.4399695146728821
574,3,1.4399677053681297
575,3,1.439965896063377
576,3,1.4399640867586245
577,3,1.439962277453872
578,3,1.4399604681491196
579,3,1.4399586588443671
580,3,1.4399568495396147
581,3,1.4399550402348622
582,3,1.4399532309301097
583,3,1.4399514216253573
584,3,1.4399496123206048
585,3,1.4399478030158523
586,4,1.4399459937110999
587,3,1.4399441844063474
588,1,1.439942375101595
589,1,1.4399405657968425
590,1,1.4399387564920898
591,1,1.4399369471873373
592,1,1.4399351378825849
593,1,1.4399333285778324
594,1,1.43993151927308
595,1,1.4399297099683275
596,2,1.439927900663575
597,2,1.4399260913588225
598,2,1.43992428205407
599,2,1.4399224727493176
600,2,1.4399206634445652
601,2,1.4399188541398127
602,2,1.4399170448350602
603,2,1.4399152355303078
604,3,1.4399134262255553
605,3,1.4399116169208026
606,3,1.4399098076160501
607,3,1.4399079983112977
608,3,1.4399061890065452
609,3,1.4399043797017927
610,2,1.4399025703970403
611,1,1.4399007610922878
612,1,1.4398989517875354
613,1,1.4398971424827829
614,2,1.4398953331780304
615,2,1.439893523873278
616,2,1.4398917145685255
617,1,1.439889905263773
618,1,1.4398880959590206
619,1,1.439886286654268
620,1,1.4398844773495156
621,1,1.439882668044763
622,1,1.4398808587400105
623,1,1.439879049435258
624,1,1.4398772401305056
625,1,1.439875430825753
626,1,1.4398736215210006
627,1,1.4398718122162482
628,2,1.4398700029114957
629,2,1.4398681936067432
630,2,1.4398663843019908
631,2,1.4398645749972383
632,2,1.4398627656924858
633,1,1.4398609563877334
634,1,1.439859147082981
635,1,1.4398573377782284
636,1,1.4398555284734758
637,2,1.4398537191687233
638,1,1.4398519098639708
639,1,1.4398501005592184
640,1,1.439848291254466
641,1,1.4398464819497134
642,1,1.439844672644961
643,1,1.4398428633402085
644,1,1.439841054035456
645,1,1.4398392447307036
646,1,1.439837435425951
647,1,1.4398356261211986
648,1,1.4398338168164462
649,2,1.4398320075116937
650,2,1.4398301982069412
651,2,1.4398283889021886
652,1,1.439826579597436
653,1,1.4398247702926836
654,1,1.4398229609879312
655,1,1.4398211516831787
656,1,1.4398193423784262
657,1,1.4398175330736738
658,1,1.4398157237689213
659,1,1.4398139144641688
660,1,1.4398121051594164
661,2,1.439810295854664
662,2,1.4398084865499114
663,2,1.439806677245159
664,2,1.4398048679404065
665,2,1.439803058635654
666,1,1.4398012493309016
667,1,1.439799440026149
668,1,1.4397976307213964
669,1,1.439795821416644
670,1,1.4397940121118915
671,1,1.439792202807139
672,2,1.4397903935023866
673,2,1.4397885841976341
674,2,1.4397867748928816
675,2,1.4397849655881292
676,2,1.4397831562833767
677,2,1.4397813469786243
678,2,1.4397795376738718
679,2,1.4397777283691193
680,2,1.4397759190643669
681,2,1.4397741097596144
682,2,1.4397723004548617
683,2,1.4397704911501092
684,1,1.4397686818453568
685,3,1.4397668725406043
686,3,1.4397650632358518
687,2,1.4397632539310994
688,2,1.439761444626347
689,2,1.4397596353215945
690,2,1.439757826016842
691,2,1.4397560167120895
692,2,1.439754207407337
693,3,1.4397523981025846
694,3,1.4397505887978321
695,3,1.4397487794930797
696,3,1.4397469701883272
697,2,1.4397451608835745
698,2,1.439743351578822
699,2,1.4397415422740696
700,2,1.4397397329693171
701,2,1.4397379236645647
702,2,1.4397361143598122
703,2,1.4397343050550597
704,2,1.4397324957503073
705,2,1.4397306864455548
706,2,1.4397288771408023
707,2,1.4397270678360499
708,2,1.4397252585312974
709,2,1.439723449226545
710,2,1.4397216399217925
711,3,1.43971983061704
712,3,1.4397180213122875
713,3,1.4397162120075349
714,3,1.4397144027027824
715,3,1.43971259339803
716,3,1.4397107840932775
717,3,1.439708974788525
718,3,1.4397071654837725
719,3,1.43970535617902
720,3,1.4397035468742676
721,2,1.4397017375695151
722,2,1.4396999282647627
723,2,1.4396981189600102
724,2,1.4396963096552577
725,1,1.4396945003505053
726,1,1.4396926910457528
727,1,1.4396908817410004
728,1,1.4396890724362477
729,1,1.4396872631314952
730,1,1.4396854538267427
731,1,1.4396836445219903
732,1,1.4396818352172378
733,1,1.4396800259124853
734,1,1.4396782166077329
735,1,1.4396764073029804
736,1,1.439674597998228
737,1,1.4396727886934755
738,1,1.439670979388723
739,1,1.4396691700839706
740,1,1.439667360779218
741,1,1.4396655514744656
742,1,1.4396637421697132
743,1,1.4396619328649605
744,1,1.439660123560208
745,1,1.4396583142554555
746,1,1.439656504950703
747,1,1.4396546956459506
748,1,1.4396528863411981
749,1,1.4396510770364457
750,1,1.4396492677316932
751,1,1.4396474584269408
752,1,1.4396456491221883
753,1,1.4396438398174358
754,1,1.4396420305126834
755,1,1.439640221207931
756,1,1.4396384119031784
757,1,1.439636602598426
758,1,1.4396347932936735
759,2,1.4396329839889208
760,2,1.4396311746841683
761,2,1.4396293653794159
762,2,1.4396275560746634
763,2,1.439625746769911
764,2,1.4396239374651585
765,1,1.439622128160406
766,1,1.4396203188556536
767,2,1.439618509550901
768,2,1.4396167002461486
769,1,1.4396148909413962
770,2,1.4396130816366437
771,2,1.4396112723318912
772,2,1.4396094630271388
773,2,1.4396076537223863
774,2,1.4396058444176336
775,2,1.4396040351128812
776,2,1.4396022258081287
777,2,1.4396004165033762
778,2,1.4395986071986238
779,2,1.4395967978938713
780,2,1.4395949885891188
781,2,1.4395931792843664
782,2,1.439591369979614
783,2,1.4395895606748614
784,2,1.439587751370109
785,2,1.4395859420653565
786,3,1.439584132760604
787,3,1.4395823234558516
788,3,1.439580514151099
789,3,1.4395787048463464
790,3,1.439576895541594
791,3,1.4395750862368415
792,3,1.439573276932089
793,3,1.4395714676273366
794,3,1.439569658322584
795,3,1.4395678490178316
796,3,1.4395660397130792
797,3,1.4395642304083267
798,3,1.4395624211035742
799,2,1.4395606117988218
800,2,1.4395588024940693
801,2,1.4395569931893168
802,1,1.4395551838845644
803,1,1.439553374579812
804,1,1.4395515652750595
805,1,1.4395497559703068
806,1,1.4395479466655543
807,1,1.4395461373608018
808,1,1.4395443280560494
809,1,1.439542518751297
810,1,1.4395407094465444
811,1,1.439538900141792
812,1,1.4395370908370395
813,1,1.439535281532287
814,1,1.4395334722275346
815,1,1.4395316629227821
816,1,1.4395298536180297
817,1,1.4395280443132772
818,1,1.4395262350085247
819,1,1.4395244257037723
820,1,1.4395226163990196
821,1,1.439520807094267
822,1,1.4395189977895146
823,1,1.4395171884847622
824,1,1.4395153791800097
825,1,1.4395135698752572
826,1,1.4395117605705048
827,1,1.4395099512657523
828,1,1.4395081419609999
829,1,1.4395063326562474
830,1,1.439504523351495
831,1,1.4395027140467425
832,1,1.43950090474199
833,1,1.4394990954372375
834,1,1.439497286132485
835,1,1.4394954768277324
836,1,1.43949366752298
837,1,1.4394918582182274
838,2,1.439490048913475
839,1,1.4394882396087225
840,1,1.43948643030397
841,1,1.4394846209992176
842,2,1.4394828116944651
843,2,1.4394810023897127
844,2,1.4394791930849602
845,2,1.4394773837802077
846,2,1.4394755744754553
847,2,1.4394737651707028
848,2,1.4394719558659503
849,2,1.4394701465611979
850,2,1.4394683372564454
851,1,1.4394665279516927
852,1,1.4394647186469403
853,2,1.4394629093421878
854,2,1.4394611000374353
855,2,1.4394592907326829
856,2,1.4394574814279304
857,3,1.439455672123178
858,1,1.4394538628184255
859,1,1.439452053513673
860,1,1.4394502442089205
861,1,1.439448434904168
862,1,1.4394466255994156
863,1,1.4394448162946631
864,1,1.4394430069899107
865,1,1.4394411976851582
866,1,1.4394393883804055
867,2,1.439437579075653
868,1,1.4394357697709006
869,1,1.4394339604661481
870,1,1.4394321511613957
871,1,1.4394303418566432
872,1,1.4394285325518907
873,1,1.4394267232471383
874,1,1.4394249139423858
875,1,1.4394231046376333
876,1,1.4394212953328809
877,1,1.4394194860281284
878,1,1.439417676723376
879,1,1.4394158674186235
880,1,1.439414058113871
881,1,1.4394122488091183
882,1,1.4394104395043659
883,1,1.4394086301996134
884,1,1.439406820894861
885,1,1.4394050115901085
886,1,1.439403202285356
887,1,1.4394013929806035
888,2,1.439399583675851
889,2,1.4393977743710986
890,1,1.4393959650663462
891,1,1.4393941557615937
892,2,1.4393923464568412
893,2,1.4393905371520888
894,2,1.4393887278473363
895,2,1.4393869185425838
896,3,1.4393851092378311
897,3,1.4393832999330787
898,2,1.4393814906283262
899,3,1.4393796813235737
900,3,1.4393778720188213
901,3,1.4393760627140688
902,3,1.4393742534093164
903,3,1.4393724441045639
904,2,1.4393706347998114
905,2,1.439368825495059
906,2,1.4393670161903065
907,1,1.439365206885554
908,1,1.4393633975808016
909,1,1.439361588276049
910,1,1.4393597789712966
911,1,1.4393579696665442
912,1,1.4393561603617915
913,1,1.439354351057039
914,1,1.4393525417522866
915,1,1.439350732447534
916,1,1.4393489231427816
917,1,1.4393471138380292
918,1,1.4393453045332767
919,1,1.4393434952285242
920,1,1.4393416859237718
921,1,1.4393398766190193
922,1,1.4393380673142668
923,1,1.4393362580095144
924,1,1.439334448704762
925,1,1.4393326394000094
926,1,1.439330830095257
927,1,1.4393290207905043
928,1,1.4393272114857518
929,1,1.4393254021809994
930,1,1.439323592876247
931,1,1.4393217835714944
932,1,1.439319974266742
933,1,1.4393181649619895
934,1,1.439316355657237
935,1,1.4393145463524846
936,1,1.439312737047732
937,1,1.4393109277429796
938,1,1.4393091184382272
939,1,1.4393073091334747
940,1,1.4393054998287222
941,1,1.4393036905239698
942,1,1.439301881219217
943,1,1.4393000719144646
944,1,1.4392982626097122
945,1,1.4392964533049597
946,1,1.4392946440002072
947,1,1.4392928346954548
948,1,1.4392910253907023
949,1,1.4392892160859498
950,1,1.4392874067811974
951,1,1.439285597476445
952,1,1.4392837881716924
953,1,1.43928197886694
954,1,1.4392801695621875
955,1,1.439278360257435
956,1,1.4392765509526826
957,1,1.4392747416479301
958,1,1.4392729323431774
959,1,1.439271123038425
960,1,1.4392693137336725
961,1,1.43926750442892
962,1,1.4392656951241676
963,1,1.4392638858194151
964,1,1.4392620765146626
965,1,1.4392602672099102
966,1,1.4392584579051577
967,1,1.4392566486004053
968,1,1.4392548392956528
969,1,1.4392530299909003
970,1,1.4392512206861479
971,1,1.4392494113813954
972,2,1.439247602076643
973,2,1.4392457927718902
974,2,1.4392439834671378
975,2,1.4392421741623853
976,2,1.4392403648576328
977,2,1.4392385555528804
978,2,1.439236746248128
979,1,1.4392349369433755
980,1,1.439233127638623
981,1,1.4392313183338705
982,1,1.439229509029118
983,2,1.4392276997243656
984,2,1.4392258904196131
985,2,1.4392240811148607
986,1,1.4392222718101082
987,1,1.4392204625053557
988,1,1.439218653200603
989,1,1.4392168438958506
990,1,1.4392150345910981
991,1,1.4392132252863457
992,1,1.4392114159815932
993,1,1.4392096066768407
994,1,1.4392077973720883
995,1,1.4392059880673358
996,1,1.4392041787625833
997,1,1.4392023694578309
998,1,1.4392005601530784
999,1,1.439198750848326
1000,1,1.4391969415435735
1001,1,1.439195132238821
1002,1,1.4391933229340685
1003,1,1.439191513629316
1004,1,1.4391897043245634
1005,1,1.439187895019811
1006,1,1.4391860857150585
1007,1,1.439184276410306
1008,1,1.4391824671055535
1009,1,1.439180657800801
1010,1,1.4391788484960486
1011,1,1.4391770391912961
1012,1,1.4391752298865437
1013,1,1.4391734205817912
1014,1,1.4391716112770387
1015,1,1.4391698019722863
1016,1,1.4391679926675338
1017,1,1.4391661833627813
1018,1,1.4391643740580289
1019,1,1.4391625647532762
1020,1,1.4391607554485237
1021,1,1.4391589461437713
1022,1,1.4391571368390188
1023,1,1.4391553275342663
1024,1,1.4391535182295139
1025,1,1.4391517089247614
1026,1,1.439149899620009
1027,1,1.4391480903152565
1028,1,1.439146281010504
1029,1,1.4391444717057515
1030,1,1.439142662400999
1031,1,1.4391408530962466
1032,1,1.4391390437914942
1033,1,1.4391372344867417
1034,1,1.439135425181989
1035,1,1.4391336158772365
1036,1,1.439131806572484
1037,1,1.4391299972677316
1038,1,1.4391281879629791
1039,2,1.4391263786582267
1040,1,1.4391245693534742
1041,1,1.4391227600487217
1042,2,1.4391209507439693
1043,1,1.4391191414392168
1044,1,1.4391173321344644
1045,1,1.439115522829712
1046,2,1.4391137135249594
1047,2,1.439111904220207
1048,1,1.4391100949154545
1049,1,1.439108285610702
1050,1,1.4391064763059493
1051,1,1.4391046670011969
1052,1,1.4391028576964444
1053,1,1.439101048391692
1054,1,1.4390992390869395
1055,1,1.439097429782187
1056,1,1.4390956204774346
1057,1,1.439093811172682
1058,1,1.4390920018679296
1059,1,1.4390901925631772
1060,1,1.4390883832584247
1061,1,1.4390865739536722
1062,1,1.4390847646489198
1063,1,1.4390829553441673
1064,1,1.4390811460394148
1065,2,1.4390793367346622
1066,1,1.4390775274299097
1067,1,1.4390757181251572
1068,1,1.4390739088204048
1069,1,1.4390720995156523
1070,1,1.4390702902108998
1071,1,1.4390684809061474
1072,1,1.439066671601395
1073,1,1.4390648622966424
1074,2,1.43906305299189
1075,1,1.4390612436871375
1076,1,1.439059434382385
1077,1,1.4390576250776326
1078,1,1.43905581577288
1079,2,1.4390540064681276
1080,2,1.439052197163375
1081,2,1.4390503878586225
1082,1,1.43904857855387
1083,1,1.4390467692491176
1084,1,1.439044959944365
1085,1,1.4390431506396126
1086,1,1.4390413413348602
