instant,hum,Predicted Y
154,0.23,0.30071852341035077
155,0.23,0.3007567743845768
156,0.23,0.30079502535880287
157,0.23,0.3008332763330289
158,0.23,0.30087152730725497
159,0.23,0.300909778281481
160,0.23,0.300948029255707
161,0.23,0.30098628022993307
162,0.23,0.3010245312041591
163,0.23,0.30106278217838517
164,0.23,0.3011010331526112
165,0.23,0.30113928412683727
166,0.23,0.3011775351010633
167,0.23,0.30121578607528937
168,0.23,0.3012540370495154
169,0.23,0.3012922880237415
170,0.23,0.3013305389979675
171,0.23,0.3013687899721936
172,0.23,0.30140704094641957
173,0.23,0.3014452919206456
174,0.23,0.30148354289487167
175,0.23,0.3015217938690977
176,0.23,0.30156004484332377
177,0.23,0.3015982958175498
178,0.23,0.3016365467917759
179,0.23,0.3016747977660019
180,0.23,0.301713048740228
181,0.23,0.301751299714454
182,0.23,0.3017895506886801
183,0.23,0.3018278016629061
184,0.23,0.3018660526371322
185,0.23,0.30190430361135817
186,0.23,0.3019425545855842
187,0.23,0.3019808055598103
188,0.23,0.3020190565340363
189,0.23,0.3020573075082624
190,0.23,0.3020955584824884
191,0.23,0.3021338094567145
192,0.23,0.3021720604309405
193,0.23,0.3022103114051666
194,0.23,0.3022485623793926
195,0.24,0.3022868133536187
196,0.24,0.30232506432784473
197,0.24,0.3023633153020708
198,0.24,0.3024015662762968
199,0.24,0.3024398172505228
200,0.24,0.3024780682247489
201,0.24,0.3025163191989749
202,0.24,0.302554570173201
203,0.24,0.302592821147427
204,0.24,0.3026310721216531
205,0.24,0.30266932309587913
206,0.24,0.3027075740701052
207,0.24,0.30274582504433123
208,0.24,0.3027840760185573
209,0.24,0.30282232699278333
210,0.24,0.3028605779670094
211,0.24,0.3028988289412354
212,0.24,0.3029370799154614
213,0.24,0.3029753308896875
214,0.24,0.30301358186391353
215,0.24,0.3030518328381396
216,0.24,0.30309008381236563
217,0.24,0.3031283347865917
218,0.24,0.30316658576081773
219,0.24,0.3032048367350438
220,0.24,0.30324308770926983
221,0.24,0.3032813386834959
222,0.24,0.30331958965772193
223,0.24,0.30335784063194793
224,0.24,0.303396091606174
225,0.24,0.30343434258040003
226,0.24,0.3034725935546261
227,0.24,0.30351084452885213
228,0.24,0.3035490955030782
229,0.24,0.30358734647730423
230,0.24,0.3036255974515303
231,0.24,0.30366384842575633
232,0.24,0.3037020993999824
233,0.24,0.30374035037420843
234,0.24,0.3037786013484345
235,0.24,0.30381685232266054
236,0.24,0.30385510329688653
237,0.24,0.3038933542711126
238,0.24,0.30393160524533863
239,0.24,0.3039698562195647
240,0.24,0.30400810719379073
241,0.24,0.3040463581680168
242,0.24,0.30408460914224283
243,0.24,0.3041228601164689
244,0.24,0.30416111109069494
245,0.24,0.304199362064921
246,0.24,0.30423761303914704
247,0.24,0.3042758640133731
248,0.24,0.30431411498759914
249,0.24,0.30435236596182513
250,0.24,0.3043906169360512
251,0.25,0.30442886791027723
252,0.25,0.3044671188845033
253,0.25,0.30450536985872934
254,0.25,0.3045436208329554
255,0.25,0.30458187180718144
256,0.25,0.3046201227814075
257,0.25,0.30465837375563354
258,0.25,0.3046966247298596
259,0.25,0.30473487570408564
260,0.25,0.3047731266783117
261,0.25,0.30481137765253774
262,0.25,0.30484962862676374
263,0.25,0.3048878796009898
264,0.25,0.30492613057521584
265,0.25,0.3049643815494419
266,0.25,0.30500263252366794
267,0.25,0.305040883497894
268,0.25,0.30507913447212004
269,0.25,0.3051173854463461
270,0.25,0.30515563642057214
271,0.25,0.3051938873947982
272,0.25,0.30523213836902424
273,0.25,0.3052703893432503
274,0.25,0.3053086403174763
275,0.25,0.30534689129170234
276,0.25,0.3053851422659284
277,0.25,0.30542339324015444
278,0.25,0.3054616442143805
279,0.25,0.30549989518860654
280,0.25,0.3055381461628326
281,0.25,0.30557639713705864
282,0.25,0.3056146481112847
283,0.25,0.30565289908551074
284,0.25,0.3056911500597368
285,0.25,0.30572940103396284
286,0.25,0.3057676520081889
287,0.25,0.3058059029824149
288,0.25,0.30584415395664094
289,0.25,0.305882404930867
290,0.25,0.30592065590509304
291,0.25,0.3059589068793191
292,0.25,0.30599715785354514
293,0.25,0.3060354088277712
294,0.25,0.30607365980199724
295,0.25,0.3061119107762233
296,0.25,0.30615016175044935
297,0.25,0.3061884127246754
298,0.25,0.30622666369890145
299,0.25,0.3062649146731275
300,0.25,0.3063031656473535
301,0.25,0.30634141662157954
302,0.25,0.3063796675958056
303,0.25,0.30641791857003164
304,0.25,0.3064561695442577
305,0.25,0.30649442051848375
306,0.25,0.3065326714927098
307,0.25,0.30657092246693585
308,0.25,0.3066091734411619
309,0.25,0.30664742441538795
310,0.26,0.306685675389614
311,0.26,0.30672392636384005
312,0.26,0.3067621773380661
313,0.26,0.3068004283122921
314,0.26,0.30683867928651815
315,0.26,0.3068769302607442
316,0.26,0.30691518123497025
317,0.26,0.3069534322091963
318,0.26,0.30699168318342235
319,0.26,0.3070299341576484
320,0.26,0.30706818513187445
321,0.26,0.3071064361061005
322,0.26,0.30714468708032655
323,0.26,0.3071829380545526
324,0.26,0.30722118902877865
325,0.26,0.30725944000300465
326,0.26,0.3072976909772307
327,0.26,0.30733594195145675
328,0.26,0.3073741929256828
329,0.26,0.30741244389990885
330,0.26,0.3074506948741349
331,0.26,0.30748894584836095
332,0.26,0.307527196822587
333,0.26,0.30756544779681305
334,0.26,0.3076036987710391
335,0.26,0.30764194974526515
336,0.26,0.3076802007194912
337,0.26,0.30771845169371725
338,0.26,0.30775670266794325
339,0.26,0.3077949536421693
340,0.26,0.30783320461639535
341,0.26,0.3078714555906214
342,0.26,0.30790970656484745
343,0.26,0.3079479575390735
344,0.26,0.30798620851329955
345,0.26,0.3080244594875256
346,0.26,0.30806271046175165
347,0.26,0.3081009614359777
348,0.26,0.30813921241020376
349,0.26,0.3081774633844298
350,0.26,0.30821571435865586
351,0.26,0.30825396533288185
352,0.26,0.3082922163071079
353,0.26,0.30833046728133395
354,0.26,0.30836871825556
355,0.26,0.30840696922978605
356,0.26,0.3084452202040121
357,0.26,0.30848347117823816
358,0.26,0.3085217221524642
359,0.26,0.30855997312669026
360,0.26,0.3085982241009163
361,0.26,0.30863647507514236
362,0.26,0.3086747260493684
363,0.26,0.30871297702359446
364,0.26,0.30875122799782045
365,0.26,0.3087894789720465
366,0.26,0.30882772994627256
367,0.26,0.3088659809204986
368,0.26,0.30890423189472466
369,0.26,0.3089424828689507
370,0.26,0.30898073384317676
371,0.26,0.3090189848174028
372,0.26,0.30905723579162886
373,0.26,0.3090954867658549
374,0.26,0.30913373774008096
375,0.26,0.309171988714307
376,0.26,0.309210239688533
377,0.26,0.30924849066275906
378,0.26,0.3092867416369851
379,0.26,0.30932499261121116
380,0.26,0.3093632435854372
381,0.26,0.30940149455966326
382,0.26,0.3094397455338893
383,0.26,0.30947799650811536
384,0.26,0.3095162474823414
385,0.26,0.30955449845656746
386,0.26,0.3095927494307935
387,0.26,0.30963100040501956
388,0.27,0.3096692513792456
389,0.27,0.3097075023534716
390,0.27,0.30974575332769766
391,0.27,0.3097840043019237
392,0.27,0.30982225527614976
393,0.27,0.3098605062503758
394,0.27,0.30989875722460186
395,0.27,0.3099370081988279
396,0.27,0.30997525917305396
397,0.27,0.31001351014728
398,0.27,0.31005176112150606
399,0.27,0.3100900120957321
400,0.27,0.31012826306995817
401,0.27,0.3101665140441842
402,0.27,0.3102047650184102
403,0.27,0.31024301599263626
404,0.27,0.3102812669668623
405,0.27,0.31031951794108836
406,0.27,0.3103577689153144
407,0.27,0.31039601988954046
408,0.27,0.3104342708637665
409,0.27,0.31047252183799257
410,0.27,0.3105107728122186
411,0.27,0.31054902378644467
412,0.27,0.3105872747606707
413,0.27,0.31062552573489677
414,0.27,0.3106637767091228
415,0.27,0.3107020276833488
416,0.27,0.31074027865757486
417,0.27,0.3107785296318009
418,0.27,0.31081678060602697
419,0.27,0.310855031580253
420,0.27,0.31089328255447907
421,0.27,0.3109315335287051
422,0.27,0.31096978450293117
423,0.27,0.3110080354771572
424,0.27,0.31104628645138327
425,0.27,0.3110845374256093
426,0.27,0.31112278839983537
427,0.27,0.31116103937406137
428,0.27,0.3111992903482874
429,0.27,0.31123754132251347
430,0.27,0.3112757922967395
431,0.27,0.31131404327096557
432,0.27,0.3113522942451916
433,0.27,0.31139054521941767
434,0.27,0.3114287961936437
435,0.27,0.31146704716786977
436,0.27,0.3115052981420958
437,0.27,0.31154354911632187
438,0.27,0.3115818000905479
439,0.27,0.311620051064774
440,0.27,0.31165830203899997
441,0.27,0.311696553013226
442,0.27,0.31173480398745207
443,0.27,0.3117730549616781
444,0.27,0.31181130593590417
445,0.27,0.3118495569101302
446,0.27,0.31188780788435627
447,0.27,0.3119260588585823
448,0.27,0.3119643098328084
449,0.27,0.3120025608070344
450,0.27,0.3120408117812605
451,0.27,0.3120790627554865
452,0.27,0.3121173137297125
453,0.27,0.31215556470393857
454,0.27,0.3121938156781646
455,0.27,0.31223206665239067
456,0.27,0.3122703176266167
457,0.27,0.3123085686008428
458,0.27,0.3123468195750688
459,0.28,0.3123850705492949
460,0.28,0.3124233215235209
461,0.28,0.312461572497747
462,0.28,0.312499823471973
463,0.28,0.3125380744461991
464,0.28,0.3125763254204251
465,0.28,0.3126145763946512
466,0.28,0.3126528273688772
467,0.28,0.3126910783431032
468,0.28,0.3127293293173293
469,0.28,0.3127675802915553
470,0.28,0.3128058312657814
471,0.28,0.3128440822400074
472,0.28,0.3128823332142335
473,0.28,0.3129205841884595
474,0.28,0.3129588351626856
475,0.28,0.31299708613691163
476,0.28,0.3130353371111377
477,0.28,0.31307358808536373
478,0.28,0.3131118390595897
479,0.28,0.3131500900338158
480,0.28,0.3131883410080418
481,0.28,0.3132265919822679
482,0.28,0.3132648429564939
483,0.28,0.31330309393072
484,0.28,0.31334134490494603
485,0.28,0.3133795958791721
486,0.28,0.31341784685339813
487,0.28,0.3134560978276242
488,0.28,0.31349434880185023
489,0.28,0.3135325997760763
490,0.28,0.31357085075030233
491,0.28,0.3136091017245283
492,0.28,0.3136473526987544
493,0.28,0.31368560367298043
494,0.28,0.3137238546472065
495,0.28,0.31376210562143253
496,0.28,0.3138003565956586
497,0.28,0.31383860756988463
498,0.28,0.3138768585441107
499,0.28,0.31391510951833673
500,0.28,0.3139533604925628
501,0.28,0.31399161146678883
502,0.28,0.3140298624410149
503,0.28,0.3140681134152409
504,0.28,0.31410636438946693
505,0.28,0.314144615363693
506,0.28,0.31418286633791903
507,0.28,0.3142211173121451
508,0.28,0.31425936828637113
509,0.28,0.3142976192605972
510,0.28,0.31433587023482323
511,0.28,0.3143741212090493
512,0.28,0.31441237218327533
513,0.28,0.3144506231575014
514,0.28,0.31448887413172744
515,0.28,0.3145271251059535
516,0.28,0.31456537608017954
517,0.28,0.31460362705440553
518,0.28,0.3146418780286316
519,0.28,0.31468012900285763
520,0.28,0.3147183799770837
521,0.28,0.31475663095130973
522,0.28,0.3147948819255358
523,0.28,0.31483313289976184
524,0.28,0.3148713838739879
525,0.28,0.31490963484821394
526,0.28,0.31494788582244
527,0.28,0.31498613679666604
528,0.28,0.3150243877708921
529,0.28,0.3150626387451181
530,0.28,0.31510088971934413
531,0.28,0.3151391406935702
532,0.28,0.31517739166779624
533,0.28,0.3152156426420223
534,0.28,0.31525389361624834
535,0.28,0.3152921445904744
536,0.28,0.31533039556470044
537,0.28,0.3153686465389265
538,0.28,0.31540689751315254
539,0.28,0.3154451484873786
540,0.28,0.31548339946160464
541,0.28,0.3155216504358307
542,0.28,0.3155599014100567
543,0.28,0.31559815238428274
544,0.28,0.3156364033585088
545,0.28,0.31567465433273484
546,0.28,0.3157129053069609
547,0.28,0.31575115628118694
548,0.28,0.315789407255413
549,0.28,0.31582765822963904
550,0.28,0.3158659092038651
551,0.28,0.31590416017809114
552,0.28,0.3159424111523172
553,0.28,0.31598066212654324
554,0.28,0.31601891310076924
555,0.28,0.3160571640749953
556,0.29,0.31609541504922134
557,0.29,0.3161336660234474
558,0.29,0.31617191699767344
559,0.29,0.3162101679718995
560,0.29,0.31624841894612554
561,0.29,0.3162866699203516
562,0.29,0.31632492089457764
563,0.29,0.3163631718688037
564,0.29,0.31640142284302974
565,0.29,0.3164396738172558
566,0.29,0.31647792479148185
567,0.29,0.3165161757657079
568,0.29,0.3165544267399339
569,0.29,0.31659267771415994
570,0.29,0.316630928688386
571,0.29,0.31666917966261204
572,0.29,0.3167074306368381
573,0.29,0.31674568161106414
574,0.29,0.3167839325852902
575,0.29,0.31682218355951625
576,0.29,0.3168604345337423
577,0.29,0.31689868550796835
578,0.29,0.3169369364821944
579,0.29,0.31697518745642045
580,0.29,0.31701343843064644
581,0.29,0.3170516894048725
582,0.29,0.31708994037909854
583,0.29,0.3171281913533246
584,0.29,0.31716644232755065
585,0.29,0.3172046933017767
586,0.29,0.31724294427600275
587,0.29,0.3172811952502288
588,0.29,0.31731944622445485
589,0.29,0.3173576971986809
590,0.29,0.31739594817290695
591,0.29,0.317434199147133
592,0.29,0.31747245012135905
593,0.29,0.31751070109558505
594,0.29,0.3175489520698111
595,0.29,0.31758720304403715
596,0.29,0.3176254540182632
597,0.29,0.31766370499248925
598,0.29,0.3177019559667153
599,0.29,0.31774020694094135
600,0.29,0.3177784579151674
601,0.29,0.31781670888939345
602,0.29,0.3178549598636195
603,0.29,0.31789321083784555
604,0.29,0.3179314618120716
605,0.29,0.3179697127862976
606,0.29,0.31800796376052365
607,0.29,0.3180462147347497
608,0.29,0.31808446570897575
609,0.29,0.3181227166832018
610,0.29,0.31816096765742785
611,0.29,0.3181992186316539
612,0.29,0.31823746960587995
613,0.29,0.318275720580106
614,0.29,0.31831397155433205
615,0.29,0.3183522225285581
616,0.29,0.31839047350278415
617,0.29,0.3184287244770102
618,0.29,0.31846697545123626
619,0.29,0.31850522642546225
620,0.29,0.3185434773996883
621,0.29,0.31858172837391435
622,0.29,0.3186199793481404
623,0.29,0.31865823032236645
624,0.29,0.3186964812965925
625,0.29,0.31873473227081855
626,0.29,0.3187729832450446
627,0.29,0.31881123421927066
628,0.29,0.3188494851934967
629,0.29,0.31888773616772276
630,0.29,0.3189259871419488
631,0.29,0.3189642381161748
632,0.29,0.31900248909040085
633,0.29,0.3190407400646269
634,0.29,0.31907899103885295
635,0.29,0.319117242013079
636,0.29,0.31915549298730506
637,0.29,0.3191937439615311
638,0.29,0.31923199493575716
639,0.29,0.3192702459099832
640,0.29,0.31930849688420926
641,0.29,0.3193467478584353
642,0.29,0.31938499883266136
643,0.29,0.3194232498068874
644,0.29,0.3194615007811134
645,0.29,0.31949975175533946
646,0.29,0.3195380027295655
647,0.29,0.31957625370379156
648,0.29,0.3196145046780176
649,0.29,0.31965275565224366
650,0.29,0.3196910066264697
651,0.29,0.31972925760069576
652,0.29,0.3197675085749218
653,0.29,0.31980575954914786
654,0.29,0.3198440105233739
655,0.29,0.31988226149759996
656,0.29,0.31992051247182596
657,0.29,0.319958763446052
658,0.29,0.31999701442027806
659,0.29,0.3200352653945041
660,0.29,0.32007351636873016
661,0.29,0.3201117673429562
662,0.3,0.32015001831718226
663,0.3,0.3201882692914083
664,0.3,0.32022652026563436
665,0.3,0.3202647712398604
666,0.3,0.32030302221408646
667,0.3,0.3203412731883125
668,0.3,0.32037952416253856
669,0.3,0.3204177751367646
670,0.3,0.3204560261109906
671,0.3,0.32049427708521666
672,0.3,0.3205325280594427
673,0.3,0.32057077903366876
674,0.3,0.3206090300078948
675,0.3,0.32064728098212086
676,0.3,0.3206855319563469
677,0.3,0.32072378293057296
678,0.3,0.320762033904799
679,0.3,0.32080028487902507
680,0.3,0.3208385358532511
681,0.3,0.32087678682747717
682,0.3,0.32091503780170316
683,0.3,0.3209532887759292
684,0.3,0.32099153975015526
685,0.3,0.3210297907243813
686,0.3,0.32106804169860736
687,0.3,0.3211062926728334
688,0.3,0.32114454364705947
689,0.3,0.3211827946212855
690,0.3,0.32122104559551157
691,0.3,0.3212592965697376
692,0.3,0.32129754754396367
693,0.3,0.3213357985181897
694,0.3,0.32137404949241577
695,0.3,0.32141230046664176
696,0.3,0.3214505514408678
697,0.3,0.32148880241509387
698,0.3,0.3215270533893199
699,0.3,0.32156530436354597
700,0.3,0.321603555337772
701,0.3,0.32164180631199807
702,0.3,0.3216800572862241
703,0.3,0.32171830826045017
704,0.3,0.3217565592346762
705,0.3,0.32179481020890227
706,0.3,0.3218330611831283
707,0.3,0.3218713121573543
708,0.3,0.32190956313158037
709,0.3,0.3219478141058064
710,0.3,0.32198606508003247
711,0.3,0.3220243160542585
712,0.3,0.32206256702848457
713,0.3,0.3221008180027106
714,0.3,0.32213906897693667
715,0.3,0.3221773199511627
716,0.3,0.3222155709253888
717,0.3,0.3222538218996148
718,0.3,0.3222920728738409
719,0.3,0.3223303238480669
720,0.3,0.322368574822293
721,0.3,0.32240682579651897
722,0.3,0.322445076770745
723,0.3,0.32248332774497107
724,0.3,0.3225215787191971
725,0.3,0.3225598296934232
726,0.3,0.3225980806676492
727,0.3,0.3226363316418753
728,0.3,0.3226745826161013
729,0.3,0.3227128335903274
730,0.3,0.3227510845645534
731,0.3,0.3227893355387795
732,0.3,0.3228275865130055
733,0.3,0.3228658374872315
734,0.3,0.3229040884614576
735,0.3,0.3229423394356836
736,0.3,0.3229805904099097
737,0.3,0.3230188413841357
738,0.3,0.3230570923583618
739,0.3,0.3230953433325878
740,0.3,0.3231335943068139
741,0.3,0.3231718452810399
742,0.3,0.323210096255266
743,0.3,0.32324834722949203
744,0.3,0.3232865982037181
745,0.3,0.32332484917794413
746,0.3,0.3233631001521701
747,0.3,0.3234013511263962
748,0.3,0.3234396021006222
749,0.3,0.3234778530748483
750,0.3,0.3235161040490743
751,0.3,0.3235543550233004
752,0.3,0.32359260599752643
753,0.3,0.3236308569717525
754,0.3,0.32366910794597853
755,0.3,0.3237073589202046
756,0.3,0.32374560989443063
757,0.3,0.3237838608686567
758,0.3,0.3238221118428827
759,0.3,0.3238603628171087
760,0.3,0.3238986137913348
761,0.3,0.32393686476556083
762,0.3,0.3239751157397869
763,0.3,0.32401336671401293
764,0.3,0.324051617688239
765,0.3,0.32408986866246503
766,0.3,0.3241281196366911
767,0.3,0.32416637061091713
768,0.3,0.3242046215851432
769,0.3,0.32424287255936923
770,0.3,0.3242811235335953
771,0.3,0.32431937450782133
772,0.3,0.32435762548204733
773,0.3,0.3243958764562734
774,0.3,0.32443412743049943
775,0.31,0.3244723784047255
776,0.31,0.32451062937895153
777,0.31,0.3245488803531776
778,0.31,0.32458713132740363
779,0.31,0.3246253823016297
780,0.31,0.32466363327585573
781,0.31,0.3247018842500818
782,0.31,0.32474013522430784
783,0.31,0.3247783861985339
784,0.31,0.3248166371727599
785,0.31,0.32485488814698593
786,0.31,0.324893139121212
787,0.31,0.32493139009543803
788,0.31,0.3249696410696641
789,0.31,0.32500789204389013
790,0.31,0.3250461430181162
791,0.31,0.32508439399234224
792,0.31,0.3251226449665683
793,0.31,0.32516089594079434
794,0.31,0.3251991469150204
795,0.31,0.32523739788924644
796,0.31,0.3252756488634725
797,0.31,0.3253138998376985
798,0.31,0.32535215081192453
799,0.31,0.3253904017861506
800,0.31,0.32542865276037664
801,0.31,0.3254669037346027
802,0.31,0.32550515470882874
803,0.31,0.3255434056830548
804,0.31,0.32558165665728084
805,0.31,0.3256199076315069
806,0.31,0.32565815860573294
807,0.31,0.325696409579959
808,0.31,0.32573466055418504
809,0.31,0.32577291152841104
810,0.31,0.3258111625026371
811,0.31,0.32584941347686314
812,0.31,0.3258876644510892
813,0.31,0.32592591542531524
814,0.31,0.3259641663995413
815,0.31,0.32600241737376734
816,0.31,0.3260406683479934
817,0.31,0.32607891932221944
818,0.31,0.3261171702964455
819,0.31,0.32615542127067154
820,0.31,0.3261936722448976
821,0.31,0.32623192321912364
822,0.31,0.3262701741933497
823,0.31,0.3263084251675757
824,0.31,0.32634667614180174
825,0.31,0.3263849271160278
826,0.31,0.32642317809025384
827,0.31,0.3264614290644799
828,0.31,0.32649968003870594
829,0.31,0.326537931012932
830,0.31,0.32657618198715804
831,0.31,0.3266144329613841
832,0.31,0.32665268393561014
833,0.31,0.3266909349098362
834,0.31,0.3267291858840622
835,0.31,0.32676743685828824
836,0.31,0.3268056878325143
837,0.31,0.32684393880674034
838,0.31,0.3268821897809664
839,0.31,0.32692044075519244
840,0.31,0.3269586917294185
841,0.31,0.32699694270364454
842,0.31,0.3270351936778706
843,0.31,0.32707344465209665
844,0.31,0.3271116956263227
845,0.31,0.32714994660054875
846,0.31,0.3271881975747748
847,0.31,0.32722644854900085
848,0.31,0.3272646995232269
849,0.31,0.3273029504974529
850,0.31,0.32734120147167894
851,0.31,0.327379452445905
852,0.31,0.32741770342013105
853,0.31,0.3274559543943571
854,0.31,0.32749420536858315
855,0.31,0.3275324563428092
856,0.31,0.32757070731703525
857,0.31,0.3276089582912613
858,0.31,0.32764720926548735
859,0.31,0.3276854602397134
860,0.31,0.3277237112139394
861,0.31,0.32776196218816545
862,0.31,0.3278002131623915
863,0.31,0.32783846413661755
864,0.31,0.3278767151108436
865,0.31,0.32791496608506965
866,0.31,0.3279532170592957
867,0.31,0.32799146803352175
868,0.31,0.3280297190077478
869,0.31,0.32806796998197385
870,0.31,0.3281062209561999
871,0.31,0.32814447193042595
872,0.31,0.328182722904652
873,0.31,0.32822097387887805
874,0.31,0.32825922485310405
875,0.31,0.3282974758273301
876,0.31,0.32833572680155615
877,0.31,0.3283739777757822
878,0.31,0.32841222875000825
879,0.31,0.3284504797242343
880,0.31,0.32848873069846035
881,0.31,0.3285269816726864
882,0.31,0.32856523264691245
883,0.31,0.3286034836211385
884,0.31,0.32864173459536455
885,0.31,0.32867998556959055
886,0.31,0.3287182365438166
887,0.31,0.32875648751804265
888,0.31,0.3287947384922687
889,0.31,0.32883298946649475
890,0.31,0.3288712404407208
891,0.31,0.32890949141494685
892,0.31,0.3289477423891729
893,0.32,0.32898599336339895
894,0.32,0.329024244337625
895,0.32,0.32906249531185106
896,0.32,0.3291007462860771
897,0.32,0.32913899726030316
898,0.32,0.3291772482345292
899,0.32,0.3292154992087552
900,0.32,0.32925375018298125
901,0.32,0.3292920011572073
902,0.32,0.32933025213143335
903,0.32,0.3293685031056594
904,0.32,0.32940675407988546
905,0.32,0.3294450050541115
906,0.32,0.32948325602833756
907,0.32,0.3295215070025636
908,0.32,0.32955975797678966
909,0.32,0.3295980089510157
910,0.32,0.32963625992524176
911,0.32,0.32967451089946775
912,0.32,0.3297127618736938
913,0.32,0.32975101284791986
914,0.32,0.3297892638221459
915,0.32,0.32982751479637196
916,0.32,0.329865765770598
917,0.32,0.32990401674482406
918,0.32,0.3299422677190501
919,0.32,0.32998051869327616
920,0.32,0.3300187696675022
921,0.32,0.33005702064172826
922,0.32,0.3300952716159543
923,0.32,0.33013352259018036
924,0.32,0.3301717735644064
925,0.32,0.3302100245386324
926,0.32,0.33024827551285846
927,0.32,0.3302865264870845
928,0.32,0.33032477746131056
929,0.32,0.3303630284355366
930,0.32,0.33040127940976266
931,0.32,0.3304395303839887
932,0.32,0.33047778135821476
933,0.32,0.3305160323324408
934,0.32,0.33055428330666686
