atemp,hum,Predicted Y
0.2121,0.22,0.5811247467664369
0.2121,0.22,0.5811247467664369
0.197,0.22,0.5784844830737746
0.197,0.22,0.5784844830737746
0.197,0.22,0.5784844830737746
0.197,0.22,0.5784844830737746
0.2121,0.22,0.5811247467664369
0.2727,0.22,0.5917207719171211
0.2576,0.22,0.5890805082244589
0.2121,0.22,0.5811247467664369
0.197,0.22,0.5784844830737746
0.1818,0.22,0.5758267341910948
0.197,0.22,0.5784844830737746
0.197,0.23,0.5784844830737746
0.197,0.23,0.5784844830737746
0.1818,0.23,0.5758267341910948
0.197,0.23,0.5784844830737746
0.2121,0.23,0.5811247467664369
0.2121,0.23,0.5811247467664369
0.2576,0.23,0.5890805082244589
0.2273,0.23,0.5837824956491168
0.197,0.23,0.5784844830737746
0.2121,0.23,0.5811247467664369
0.197,0.23,0.5784844830737746
0.197,0.23,0.5784844830737746
0.197,0.23,0.5784844830737746
0.197,0.23,0.5784844830737746
0.2121,0.23,0.5811247467664369
0.2424,0.23,0.586422759341779
0.197,0.23,0.5784844830737746
0.197,0.23,0.5784844830737746
0.1667,0.23,0.5731864704984324
0.1667,0.23,0.5731864704984324
0.1818,0.23,0.5758267341910948
0.1818,0.23,0.5758267341910948
0.1818,0.23,0.5758267341910948
0.197,0.23,0.5784844830737746
0.1818,0.23,0.5758267341910948
0.1818,0.23,0.5758267341910948
0.1818,0.23,0.5758267341910948
0.1667,0.23,0.5731864704984324
0.1667,0.23,0.5731864704984324
0.1364,0.23,0.5678884579230903
0.1212,0.23,0.5652307090404104
0.1212,0.23,0.5652307090404104
0.1212,0.23,0.5652307090404104
0.1212,0.23,0.5652307090404104
0.1061,0.23,0.5625904453477482
0.1061,0.23,0.5625904453477482
0.0606,0.23,0.5546346838897261
0.0758,0.23,0.557292432772406
0.0606,0.23,0.5546346838897261
0.0606,0.23,0.5546346838897261
0.0758,0.23,0.557292432772406
0.0909,0.23,0.5599326964650683
0.0909,0.23,0.5599326964650683
0.0909,0.23,0.5599326964650683
0.0909,0.23,0.5599326964650683
0.0909,0.23,0.5599326964650683
0.0758,0.24,0.557292432772406
0.1061,0.24,0.5625904453477482
0.1212,0.24,0.5652307090404104
0.1364,0.24,0.5678884579230903
0.1667,0.24,0.5731864704984324
0.1818,0.24,0.5758267341910948
0.197,0.24,0.5784844830737746
0.1667,0.24,0.5731864704984324
0.1515,0.24,0.5705287216157525
0.1364,0.24,0.5678884579230903
0.1364,0.24,0.5678884579230903
0.1212,0.24,0.5652307090404104
0.1061,0.24,0.5625904453477482
0.1212,0.24,0.5652307090404104
0.1364,0.24,0.5678884579230903
0.1212,0.24,0.5652307090404104
0.1212,0.24,0.5652307090404104
0.1212,0.24,0.5652307090404104
0.1212,0.24,0.5652307090404104
0.1212,0.24,0.5652307090404104
0.1061,0.24,0.5625904453477482
0.1212,0.24,0.5652307090404104
0.1212,0.24,0.5652307090404104
0.1212,0.24,0.5652307090404104
0.1212,0.24,0.5652307090404104
0.1212,0.24,0.5652307090404104
0.1364,0.24,0.5678884579230903
0.1818,0.24,0.5758267341910948
0.1818,0.24,0.5758267341910948
0.197,0.24,0.5784844830737746
0.197,0.24,0.5784844830737746
0.2121,0.24,0.5811247467664369
0.2273,0.24,0.5837824956491168
0.197,0.24,0.5784844830737746
0.1667,0.24,0.5731864704984324
0.1667,0.24,0.5731864704984324
0.1364,0.24,0.5678884579230903
0.1515,0.24,0.5705287216157525
0.1515,0.24,0.5705287216157525
0.1667,0.24,0.5731864704984324
0.1515,0.24,0.5705287216157525
0.1515,0.24,0.5705287216157525
0.1818,0.24,0.5758267341910948
0.1818,0.24,0.5758267341910948
0.2273,0.24,0.5837824956491168
0.2121,0.24,0.5811247467664369
0.197,0.24,0.5784844830737746
0.2121,0.24,0.5811247467664369
0.2121,0.24,0.5811247467664369
0.2273,0.24,0.5837824956491168
0.2273,0.24,0.5837824956491168
0.2273,0.24,0.5837824956491168
0.197,0.24,0.5784844830737746
0.1515,0.24,0.5705287216157525
0.1515,0.24,0.5705287216157525
0.1818,0.24,0.5758267341910948
0.2273,0.25,0.5837824956491168
0.1515,0.25,0.5705287216157525
0.197,0.25,0.5784844830737746
0.1818,0.25,0.5758267341910948
0.197,0.25,0.5784844830737746
0.197,0.25,0.5784844830737746
0.1818,0.25,0.5758267341910948
0.1515,0.25,0.5705287216157525
0.1515,0.25,0.5705287216157525
0.1515,0.25,0.5705287216157525
0.1515,0.25,0.5705287216157525
0.1667,0.25,0.5731864704984324
0.1364,0.25,0.5678884579230903
0.1818,0.25,0.5758267341910948
0.1818,0.25,0.5758267341910948
0.1515,0.25,0.5705287216157525
0.197,0.25,0.5784844830737746
0.1818,0.25,0.5758267341910948
0.1667,0.25,0.5731864704984324
0.197,0.25,0.5784844830737746
0.1818,0.25,0.5758267341910948
0.1515,0.25,0.5705287216157525
0.1515,0.25,0.5705287216157525
0.1364,0.25,0.5678884579230903
0.1364,0.25,0.5678884579230903
0.1212,0.25,0.5652307090404104
0.1061,0.25,0.5625904453477482
0.1212,0.25,0.5652307090404104
0.1212,0.25,0.5652307090404104
0.1212,0.25,0.5652307090404104
0.1212,0.25,0.5652307090404104
0.1212,0.25,0.5652307090404104
0.1212,0.25,0.5652307090404104
0.1515,0.25,0.5705287216157525
0.1515,0.25,0.5705287216157525
0.1364,0.25,0.5678884579230903
0.1212,0.25,0.5652307090404104
0.1364,0.25,0.5678884579230903
0.1667,0.25,0.5731864704984324
0.1667,0.25,0.5731864704984324
0.197,0.25,0.5784844830737746
0.197,0.25,0.5784844830737746
0.2121,0.25,0.5811247467664369
0.2121,0.25,0.5811247467664369
0.1818,0.25,0.5758267341910948
0.1818,0.25,0.5758267341910948
0.1515,0.25,0.5705287216157525
0.1515,0.25,0.5705287216157525
0.1212,0.25,0.5652307090404104
0.1212,0.25,0.5652307090404104
0.1364,0.25,0.5678884579230903
0.1364,0.25,0.5678884579230903
0.1212,0.25,0.5652307090404104
0.1212,0.25,0.5652307090404104
0.1364,0.25,0.5678884579230903
0.1364,0.25,0.5678884579230903
0.1818,0.25,0.5758267341910948
0.1212,0.25,0.5652307090404104
0.1667,0.25,0.5731864704984324
0.1515,0.26,0.5705287216157525
0.1818,0.26,0.5758267341910948
0.1667,0.26,0.5731864704984324
0.197,0.26,0.5784844830737746
0.197,0.26,0.5784844830737746
0.2121,0.26,0.5811247467664369
0.2424,0.26,0.586422759341779
0.2424,0.26,0.586422759341779
0.2273,0.26,0.5837824956491168
0.2576,0.26,0.5890805082244589
0.197,0.26,0.5784844830737746
0.2424,0.26,0.586422759341779
0.2273,0.26,0.5837824956491168
0.2273,0.26,0.5837824956491168
0.2424,0.26,0.586422759341779
0.2424,0.26,0.586422759341779
0.197,0.26,0.5784844830737746
0.197,0.26,0.5784844830737746
0.2273,0.26,0.5837824956491168
0.2273,0.26,0.5837824956491168
0.2273,0.26,0.5837824956491168
0.1667,0.26,0.5731864704984324
0.2121,0.26,0.5811247467664369
0.1515,0.26,0.5705287216157525
0.1818,0.26,0.5758267341910948
0.197,0.26,0.5784844830737746
0.197,0.26,0.5784844830737746
0.2273,0.26,0.5837824956491168
0.2576,0.26,0.5890805082244589
0.2879,0.26,0.594378520799801
0.3182,0.26,0.5996765333751433
0.3333,0.26,0.6023167970678055
0.303,0.26,0.5970187844924634
0.2879,0.26,0.594378520799801
0.303,0.26,0.5970187844924634
0.303,0.26,0.5970187844924634
0.303,0.26,0.5970187844924634
0.3182,0.26,0.5996765333751433
0.2879,0.26,0.594378520799801
0.303,0.26,0.5970187844924634
0.2727,0.26,0.5917207719171211
0.2879,0.26,0.594378520799801
0.2727,0.26,0.5917207719171211
0.2576,0.26,0.5890805082244589
0.2576,0.26,0.5890805082244589
0.2576,0.26,0.5890805082244589
0.2121,0.26,0.5811247467664369
0.2121,0.26,0.5811247467664369
0.2121,0.26,0.5811247467664369
0.2121,0.26,0.5811247467664369
0.2273,0.26,0.5837824956491168
0.2121,0.26,0.5811247467664369
0.2273,0.26,0.5837824956491168
0.2727,0.26,0.5917207719171211
0.2424,0.26,0.586422759341779
0.2273,0.26,0.5837824956491168
0.2121,0.26,0.5811247467664369
0.2121,0.26,0.5811247467664369
0.197,0.26,0.5784844830737746
0.197,0.26,0.5784844830737746
0.197,0.26,0.5784844830737746
0.2121,0.26,0.5811247467664369
0.2273,0.26,0.5837824956491168
0.197,0.26,0.5784844830737746
0.197,0.26,0.5784844830737746
0.1667,0.26,0.5731864704984324
0.1818,0.26,0.5758267341910948
0.197,0.26,0.5784844830737746
0.197,0.26,0.5784844830737746
0.1818,0.26,0.5758267341910948
0.1818,0.26,0.5758267341910948
0.1515,0.26,0.5705287216157525
0.1515,0.26,0.5705287216157525
0.1515,0.26,0.5705287216157525
0.1515,0.26,0.5705287216157525
0.197,0.26,0.5784844830737746
0.197,0.26,0.5784844830737746
0.2121,0.26,0.5811247467664369
0.2121,0.27,0.5811247467664369
0.2121,0.27,0.5811247467664369
0.197,0.27,0.5784844830737746
0.1667,0.27,0.5731864704984324
0.1818,0.27,0.5758267341910948
0.1515,0.27,0.5705287216157525
0.1515,0.27,0.5705287216157525
0.1212,0.27,0.5652307090404104
0.1364,0.27,0.5678884579230903
0.1818,0.27,0.5758267341910948
0.197,0.27,0.5784844830737746
0.2273,0.27,0.5837824956491168
0.2273,0.27,0.5837824956491168
0.2273,0.27,0.5837824956491168
0.2273,0.27,0.5837824956491168
0.2273,0.27,0.5837824956491168
0.2273,0.27,0.5837824956491168
0.2727,0.27,0.5917207719171211
0.2424,0.27,0.586422759341779
0.2576,0.27,0.5890805082244589
0.2727,0.27,0.5917207719171211
0.2727,0.27,0.5917207719171211
0.2273,0.27,0.5837824956491168
0.2273,0.27,0.5837824956491168
0.2273,0.27,0.5837824956491168
0.2576,0.27,0.5890805082244589
0.2576,0.27,0.5890805082244589
0.2576,0.27,0.5890805082244589
0.2576,0.27,0.5890805082244589
0.2576,0.27,0.5890805082244589
0.2727,0.27,0.5917207719171211
0.303,0.27,0.5970187844924634
0.3182,0.27,0.5996765333751433
0.4091,0.27,0.6155705711011698
0.4091,0.27,0.6155705711011698
0.4091,0.27,0.6155705711011698
0.3939,0.27,0.6129128222184899
0.3333,0.27,0.6023167970678055
0.3182,0.27,0.5996765333751433
0.2879,0.27,0.594378520799801
0.303,0.27,0.5970187844924634
0.2879,0.27,0.594378520799801
0.303,0.27,0.5970187844924634
0.2727,0.27,0.5917207719171211
0.2273,0.27,0.5837824956491168
0.2727,0.27,0.5917207719171211
0.2727,0.27,0.5917207719171211
0.2576,0.27,0.5890805082244589
0.2576,0.27,0.5890805082244589
0.2273,0.27,0.5837824956491168
0.2121,0.27,0.5811247467664369
0.2121,0.27,0.5811247467664369
0.2121,0.27,0.5811247467664369
0.2273,0.27,0.5837824956491168
0.2273,0.27,0.5837824956491168
0.2727,0.27,0.5917207719171211
0.3333,0.27,0.6023167970678055
0.2879,0.27,0.594378520799801
0.303,0.27,0.5970187844924634
0.3182,0.27,0.5996765333751433
0.303,0.27,0.5970187844924634
0.3182,0.27,0.5996765333751433
0.2576,0.27,0.5890805082244589
0.2273,0.27,0.5837824956491168
0.2424,0.27,0.586422759341779
0.2273,0.27,0.5837824956491168
0.2121,0.27,0.5811247467664369
0.2121,0.27,0.5811247467664369
0.2273,0.27,0.5837824956491168
0.2273,0.27,0.5837824956491168
0.2424,0.27,0.586422759341779
0.2121,0.28,0.5811247467664369
0.2576,0.28,0.5890805082244589
0.197,0.28,0.5784844830737746
0.2121,0.28,0.5811247467664369
0.1818,0.28,0.5758267341910948
0.1818,0.28,0.5758267341910948
0.1818,0.28,0.5758267341910948
0.1667,0.28,0.5731864704984324
0.1818,0.28,0.5758267341910948
0.1818,0.28,0.5758267341910948
0.1515,0.28,0.5705287216157525
0.1515,0.28,0.5705287216157525
0.1212,0.28,0.5652307090404104
0.1364,0.28,0.5678884579230903
0.1212,0.28,0.5652307090404104
0.1212,0.28,0.5652307090404104
0.1061,0.28,0.5625904453477482
0.0758,0.28,0.557292432772406
0.0758,0.28,0.557292432772406
0.0303,0.28,0.5493366713143839
0.0455,0.28,0.5519944201970638
0.0303,0.28,0.5493366713143839
0.0,0.28,0.5440386587390418
0.0303,0.28,0.5493366713143839
0.0303,0.28,0.5493366713143839
0.0152,0.28,0.5466964076217217
0.0303,0.28,0.5493366713143839
0.0152,0.28,0.5466964076217217
0.0,0.28,0.5440386587390418
0.0303,0.28,0.5493366713143839
0.0606,0.28,0.5546346838897261
0.0758,0.28,0.557292432772406
0.1061,0.28,0.5625904453477482
0.1667,0.28,0.5731864704984324
0.1364,0.28,0.5678884579230903
0.1515,0.28,0.5705287216157525
0.1364,0.28,0.5678884579230903
0.197,0.28,0.5784844830737746
0.0909,0.28,0.5599326964650683
0.1061,0.28,0.5625904453477482
0.0758,0.28,0.557292432772406
0.1061,0.28,0.5625904453477482
0.1515,0.28,0.5705287216157525
0.0758,0.28,0.557292432772406
0.0758,0.28,0.557292432772406
0.0758,0.28,0.557292432772406
0.0606,0.28,0.5546346838897261
0.0606,0.28,0.5546346838897261
0.0758,0.28,0.557292432772406
0.0758,0.28,0.557292432772406
0.1061,0.28,0.5625904453477482
0.0758,0.28,0.557292432772406
0.0758,0.28,0.557292432772406
0.1061,0.28,0.5625904453477482
0.1364,0.28,0.5678884579230903
0.1212,0.28,0.5652307090404104
0.1061,0.28,0.5625904453477482
0.1364,0.28,0.5678884579230903
0.1364,0.28,0.5678884579230903
0.1364,0.28,0.5678884579230903
0.1061,0.28,0.5625904453477482
0.1212,0.28,0.5652307090404104
0.1212,0.28,0.5652307090404104
0.1061,0.28,0.5625904453477482
0.1061,0.28,0.5625904453477482
0.0909,0.28,0.5599326964650683
0.0606,0.28,0.5546346838897261
0.0606,0.28,0.5546346838897261
0.0455,0.28,0.5519944201970638
0.0303,0.28,0.5493366713143839
0.0606,0.28,0.5546346838897261
0.0606,0.28,0.5546346838897261
0.0758,0.28,0.557292432772406
0.1212,0.28,0.5652307090404104
0.1364,0.28,0.5678884579230903
0.1515,0.28,0.5705287216157525
0.1364,0.28,0.5678884579230903
0.1212,0.28,0.5652307090404104
0.1364,0.28,0.5678884579230903
0.1364,0.28,0.5678884579230903
0.1364,0.28,0.5678884579230903
0.1667,0.28,0.5731864704984324
0.1515,0.28,0.5705287216157525
0.1212,0.28,0.5652307090404104
0.1364,0.28,0.5678884579230903
0.1515,0.28,0.5705287216157525
0.1364,0.28,0.5678884579230903
0.1515,0.28,0.5705287216157525
0.1364,0.28,0.5678884579230903
0.1515,0.28,0.5705287216157525
0.1364,0.28,0.5678884579230903
0.1667,0.28,0.5731864704984324
0.1515,0.28,0.5705287216157525
0.1667,0.28,0.5731864704984324
0.1364,0.28,0.5678884579230903
0.1818,0.28,0.5758267341910948
0.1515,0.28,0.5705287216157525
0.1818,0.29,0.5758267341910948
0.2273,0.29,0.5837824956491168
0.2424,0.29,0.586422759341779
0.2424,0.29,0.586422759341779
0.2879,0.29,0.594378520799801
0.2727,0.29,0.5917207719171211
0.3333,0.29,0.6023167970678055
0.3485,0.29,0.6049745459504854
0.3485,0.29,0.6049745459504854
0.3333,0.29,0.6023167970678055
0.3182,0.29,0.5996765333751433
0.2576,0.29,0.5890805082244589
0.2273,0.29,0.5837824956491168
0.2273,0.29,0.5837824956491168
0.2273,0.29,0.5837824956491168
0.2273,0.29,0.5837824956491168
0.2273,0.29,0.5837824956491168
0.2424,0.29,0.586422759341779
0.2273,0.29,0.5837824956491168
0.1818,0.29,0.5758267341910948
0.1818,0.29,0.5758267341910948
0.2121,0.29,0.5811247467664369
0.2121,0.29,0.5811247467664369
0.2121,0.29,0.5811247467664369
0.2121,0.29,0.5811247467664369
0.197,0.29,0.5784844830737746
0.197,0.29,0.5784844830737746
0.197,0.29,0.5784844830737746
0.197,0.29,0.5784844830737746
0.1818,0.29,0.5758267341910948
0.197,0.29,0.5784844830737746
0.1818,0.29,0.5758267341910948
0.2273,0.29,0.5837824956491168
0.2424,0.29,0.586422759341779
0.2273,0.29,0.5837824956491168
0.2273,0.29,0.5837824956491168
0.2121,0.29,0.5811247467664369
0.2121,0.29,0.5811247467664369
0.2121,0.29,0.5811247467664369
0.197,0.29,0.5784844830737746
0.2121,0.29,0.5811247467664369
0.2121,0.29,0.5811247467664369
0.2121,0.29,0.5811247467664369
0.2273,0.29,0.5837824956491168
0.2121,0.29,0.5811247467664369
0.197,0.29,0.5784844830737746
0.197,0.29,0.5784844830737746
0.197,0.29,0.5784844830737746
0.2121,0.29,0.5811247467664369
0.2121,0.29,0.5811247467664369
0.2121,0.29,0.5811247467664369
0.2121,0.29,0.5811247467664369
0.2121,0.29,0.5811247467664369
0.2727,0.29,0.5917207719171211
0.2576,0.29,0.5890805082244589
0.2727,0.29,0.5917207719171211
0.2424,0.29,0.586422759341779
0.2273,0.29,0.5837824956491168
0.2424,0.29,0.586422759341779
0.2273,0.29,0.5837824956491168
0.2273,0.29,0.5837824956491168
0.2121,0.29,0.5811247467664369
0.2273,0.29,0.5837824956491168
0.197,0.29,0.5784844830737746
0.2273,0.29,0.5837824956491168
0.2273,0.29,0.5837824956491168
0.2121,0.29,0.5811247467664369
0.1818,0.29,0.5758267341910948
0.1818,0.29,0.5758267341910948
0.1818,0.29,0.5758267341910948
0.197,0.29,0.5784844830737746
0.2121,0.29,0.5811247467664369
0.2121,0.29,0.5811247467664369
0.197,0.29,0.5784844830737746
0.197,0.29,0.5784844830737746
0.2273,0.29,0.5837824956491168
0.2273,0.29,0.5837824956491168
0.2121,0.29,0.5811247467664369
0.2424,0.29,0.586422759341779
0.2879,0.29,0.594378520799801
0.2273,0.29,0.5837824956491168
0.2121,0.29,0.5811247467664369
0.2121,0.29,0.5811247467664369
0.2121,0.29,0.5811247467664369
0.197,0.29,0.5784844830737746
0.197,0.29,0.5784844830737746
0.1818,0.29,0.5758267341910948
0.2121,0.29,0.5811247467664369
0.2273,0.29,0.5837824956491168
0.2121,0.29,0.5811247467664369
0.2121,0.29,0.5811247467664369
0.2121,0.29,0.5811247467664369
0.2121,0.29,0.5811247467664369
0.2121,0.29,0.5811247467664369
0.2273,0.29,0.5837824956491168
0.2424,0.29,0.586422759341779
0.2727,0.29,0.5917207719171211
0.3182,0.29,0.5996765333751433
0.2879,0.29,0.594378520799801
0.303,0.29,0.5970187844924634
0.3333,0.29,0.6023167970678055
0.3333,0.29,0.6023167970678055
0.2879,0.29,0.594378520799801
0.2576,0.29,0.5890805082244589
0.2576,0.29,0.5890805082244589
0.2727,0.29,0.5917207719171211
0.2424,0.3,0.586422759341779
0.2273,0.3,0.5837824956491168
0.2121,0.3,0.5811247467664369
0.2273,0.3,0.5837824956491168
0.2121,0.3,0.5811247467664369
0.2273,0.3,0.5837824956491168
0.2273,0.3,0.5837824956491168
0.197,0.3,0.5784844830737746
0.1667,0.3,0.5731864704984324
0.1364,0.3,0.5678884579230903
0.1364,0.3,0.5678884579230903
0.1364,0.3,0.5678884579230903
0.1364,0.3,0.5678884579230903
0.1515,0.3,0.5705287216157525
0.1515,0.3,0.5705287216157525
0.2121,0.3,0.5811247467664369
0.2273,0.3,0.5837824956491168
0.197,0.3,0.5784844830737746
0.1818,0.3,0.5758267341910948
0.1818,0.3,0.5758267341910948
0.1515,0.3,0.5705287216157525
0.1515,0.3,0.5705287216157525
0.3182,0.3,0.5996765333751433
0.1667,0.3,0.5731864704984324
0.197,0.3,0.5784844830737746
0.1818,0.3,0.5758267341910948
0.197,0.3,0.5784844830737746
0.1818,0.3,0.5758267341910948
0.1818,0.3,0.5758267341910948
0.2273,0.3,0.5837824956491168
0.2273,0.3,0.5837824956491168
0.2121,0.3,0.5811247467664369
0.2121,0.3,0.5811247467664369
0.2273,0.3,0.5837824956491168
0.2273,0.3,0.5837824956491168
0.2273,0.3,0.5837824956491168
0.2273,0.3,0.5837824956491168
0.2424,0.3,0.586422759341779
0.2576,0.3,0.5890805082244589
0.2576,0.3,0.5890805082244589
0.2576,0.3,0.5890805082244589
0.2879,0.3,0.594378520799801
0.2424,0.3,0.586422759341779
0.2879,0.3,0.594378520799801
0.2576,0.3,0.5890805082244589
0.2424,0.3,0.586422759341779
0.2273,0.3,0.5837824956491168
0.2273,0.3,0.5837824956491168
0.2576,0.3,0.5890805082244589
0.197,0.3,0.5784844830737746
0.2424,0.3,0.586422759341779
0.2273,0.3,0.5837824956491168
0.2273,0.3,0.5837824956491168
0.2273,0.3,0.5837824956491168
0.2121,0.3,0.5811247467664369
0.2424,0.3,0.586422759341779
0.2424,0.3,0.586422759341779
0.2121,0.3,0.5811247467664369
0.2121,0.3,0.5811247467664369
0.2576,0.3,0.5890805082244589
0.2727,0.3,0.5917207719171211
0.2273,0.3,0.5837824956491168
0.2273,0.3,0.5837824956491168
0.3333,0.3,0.6023167970678055
0.3939,0.3,0.6129128222184899
0.3939,0.3,0.6129128222184899
0.3333,0.3,0.6023167970678055
0.3182,0.3,0.5996765333751433
0.2879,0.3,0.594378520799801
0.2424,0.3,0.586422759341779
0.197,0.3,0.5784844830737746
0.197,0.3,0.5784844830737746
0.2121,0.3,0.5811247467664369
0.1667,0.3,0.5731864704984324
0.1667,0.3,0.5731864704984324
0.1515,0.3,0.5705287216157525
0.1667,0.3,0.5731864704984324
0.1667,0.3,0.5731864704984324
0.1364,0.3,0.5678884579230903
0.1364,0.3,0.5678884579230903
0.1212,0.3,0.5652307090404104
0.1212,0.3,0.5652307090404104
0.1364,0.3,0.5678884579230903
0.1515,0.3,0.5705287216157525
0.1364,0.3,0.5678884579230903
0.1818,0.3,0.5758267341910948
0.1667,0.3,0.5731864704984324
0.197,0.3,0.5784844830737746
0.197,0.3,0.5784844830737746
0.2121,0.3,0.5811247467664369
0.197,0.3,0.5784844830737746
0.2121,0.3,0.5811247467664369
0.2576,0.3,0.5890805082244589
0.2273,0.3,0.5837824956491168
0.2121,0.3,0.5811247467664369
0.2121,0.3,0.5811247467664369
0.2273,0.3,0.5837824956491168
0.2576,0.3,0.5890805082244589
0.2273,0.3,0.5837824956491168
0.1667,0.3,0.5731864704984324
0.1667,0.3,0.5731864704984324
0.1515,0.3,0.5705287216157525
0.2273,0.3,0.5837824956491168
0.2121,0.3,0.5811247467664369
0.1515,0.3,0.5705287216157525
0.1818,0.3,0.5758267341910948
0.2121,0.3,0.5811247467664369
0.2273,0.3,0.5837824956491168
0.2424,0.3,0.586422759341779
0.2576,0.3,0.5890805082244589
0.2727,0.3,0.5917207719171211
0.2727,0.3,0.5917207719171211
0.2879,0.3,0.594378520799801
0.2727,0.31,0.5917207719171211
0.2576,0.31,0.5890805082244589
0.2424,0.31,0.586422759341779
0.2424,0.31,0.586422759341779
0.2424,0.31,0.586422759341779
0.2424,0.31,0.586422759341779
0.2424,0.31,0.586422759341779
0.2424,0.31,0.586422759341779
0.2424,0.31,0.586422759341779
0.2424,0.31,0.586422759341779
0.2424,0.31,0.586422759341779
0.2273,0.31,0.5837824956491168
