instant,cnt,Predicted Y
118,1,-95.79667528945905
119,1,-95.76339720232373
120,1,-95.7301191151884
121,1,-95.69684102805309
122,1,-95.66356294091777
123,1,-95.63028485378244
124,1,-95.59700676664713
125,1,-95.56372867951181
126,1,-95.53045059237648
127,1,-95.49717250524117
128,1,-95.46389441810585
129,1,-95.43061633097052
130,1,-95.39733824383521
131,1,-95.36406015669989
132,1,-95.33078206956456
133,1,-95.29750398242925
134,1,-95.26422589529393
135,1,-95.2309478081586
136,1,-95.19766972102329
137,1,-95.16439163388797
138,1,-95.13111354675264
139,1,-95.09783545961733
140,1,-95.06455737248201
141,1,-95.03127928534668
142,1,-94.99800119821137
143,1,-94.96472311107605
144,1,-94.93144502394073
145,1,-94.89816693680541
146,1,-94.8648888496701
147,1,-94.83161076253478
148,1,-94.79833267539945
149,1,-94.76505458826414
150,1,-94.73177650112882
151,1,-94.69849841399349
152,1,-94.66522032685818
153,1,-94.63194223972286
154,1,-94.59866415258753
155,1,-94.56538606545222
156,1,-94.5321079783169
157,1,-94.49882989118157
158,1,-94.46555180404626
159,2,-94.43227371691094
160,2,-94.39899562977561
161,2,-94.3657175426403
162,2,-94.33243945550498
163,2,-94.29916136836965
164,2,-94.26588328123434
165,2,-94.23260519409902
166,2,-94.1993271069637
167,2,-94.16604901982838
168,2,-94.13277093269306
169,2,-94.09949284555773
170,2,-94.06621475842242
171,2,-94.0329366712871
172,2,-93.99965858415177
173,2,-93.96638049701646
174,2,-93.93310240988114
175,2,-93.89982432274581
176,2,-93.8665462356105
177,2,-93.83326814847518
178,2,-93.79999006133986
179,2,-93.76671197420454
180,2,-93.73343388706922
181,2,-93.7001557999339
182,2,-93.66687771279858
183,2,-93.63359962566327
184,2,-93.60032153852794
185,2,-93.56704345139262
186,2,-93.5337653642573
187,2,-93.50048727712199
188,2,-93.46720918998666
189,2,-93.43393110285135
190,2,-93.40065301571603
191,2,-93.3673749285807
192,2,-93.33409684144539
193,2,-93.30081875431007
194,2,-93.26754066717474
195,2,-93.23426258003943
196,2,-93.20098449290411
197,2,-93.16770640576878
198,2,-93.13442831863347
199,2,-93.10115023149815
200,2,-93.06787214436282
201,2,-93.03459405722751
202,2,-93.0013159700922
203,2,-92.96803788295686
204,2,-92.93475979582155
205,2,-92.90148170868623
206,2,-92.8682036215509
207,2,-92.83492553441559
208,2,-92.80164744728027
209,2,-92.76836936014494
210,2,-92.73509127300963
211,2,-92.70181318587431
212,2,-92.668535098739
213,2,-92.63525701160367
214,2,-92.60197892446836
215,2,-92.56870083733304
216,2,-92.53542275019771
217,2,-92.5021446630624
218,2,-92.46886657592708
219,2,-92.43558848879175
220,2,-92.40231040165644
221,2,-92.36903231452112
222,2,-92.33575422738579
223,2,-92.30247614025048
224,2,-92.26919805311516
225,2,-92.23591996597983
226,2,-92.20264187884452
227,2,-92.1693637917092
228,2,-92.13608570457387
229,2,-92.10280761743856
230,2,-92.06952953030324
231,2,-92.03625144316791
232,2,-92.0029733560326
233,2,-91.96969526889728
234,2,-91.93641718176195
235,2,-91.90313909462664
236,2,-91.86986100749132
237,2,-91.836582920356
238,2,-91.80330483322068
239,2,-91.77002674608536
240,2,-91.73674865895003
241,2,-91.70347057181472
242,2,-91.6701924846794
243,2,-91.63691439754407
244,2,-91.60363631040876
245,2,-91.57035822327344
246,2,-91.53708013613812
247,2,-91.5038020490028
248,2,-91.47052396186749
249,2,-91.43724587473216
250,2,-91.40396778759684
251,2,-91.37068970046153
252,2,-91.3374116133262
253,2,-91.30413352619088
254,2,-91.27085543905557
255,2,-91.23757735192025
256,2,-91.20429926478492
257,2,-91.1710211776496
258,2,-91.13774309051429
259,2,-91.10446500337896
260,2,-91.07118691624365
261,2,-91.03790882910833
262,2,-91.004630741973
263,2,-90.97135265483769
264,2,-90.93807456770237
265,2,-90.90479648056704
266,2,-90.87151839343173
267,2,-90.83824030629641
268,2,-90.80496221916108
269,2,-90.77168413202577
270,2,-90.73840604489045
271,2,-90.70512795775512
272,2,-90.67184987061981
273,2,-90.6385717834845
274,2,-90.60529369634916
275,2,-90.57201560921385
276,2,-90.53873752207853
277,2,-90.50545943494322
278,2,-90.47218134780789
279,2,-90.43890326067257
280,2,-90.40562517353726
281,2,-90.37234708640193
282,2,-90.33906899926662
283,2,-90.3057909121313
284,2,-90.27251282499597
285,2,-90.23923473786066
286,2,-90.20595665072534
287,2,-90.17267856359001
288,2,-90.1394004764547
289,2,-90.10612238931938
290,2,-90.07284430218405
291,2,-90.03956621504874
292,2,-90.00628812791342
293,2,-89.97301004077809
294,2,-89.93973195364278
295,2,-89.90645386650746
296,2,-89.87317577937213
297,2,-89.83989769223682
298,2,-89.8066196051015
299,2,-89.77334151796617
300,2,-89.74006343083086
301,2,-89.70678534369554
302,2,-89.67350725656021
303,2,-89.6402291694249
304,2,-89.60695108228958
305,2,-89.57367299515425
306,2,-89.54039490801894
307,2,-89.50711682088362
308,2,-89.4738387337483
309,2,-89.44056064661298
310,2,-89.40728255947766
311,2,-89.37400447234234
312,2,-89.34072638520702
313,2,-89.3074482980717
314,2,-89.27417021093638
315,2,-89.24089212380106
316,2,-89.20761403666575
317,2,-89.17433594953042
318,2,-89.1410578623951
319,2,-89.10777977525979
320,2,-89.07450168812446
321,2,-89.04122360098914
322,2,-89.00794551385383
323,2,-88.97466742671851
324,2,-88.94138933958318
325,2,-88.90811125244787
326,2,-88.87483316531255
327,2,-88.84155507817722
328,2,-88.80827699104191
329,2,-88.77499890390659
330,2,-88.74172081677126
331,2,-88.70844272963595
332,2,-88.67516464250063
333,2,-88.6418865553653
334,2,-88.60860846822999
335,2,-88.57533038109467
336,2,-88.54205229395934
337,2,-88.50877420682403
338,2,-88.47549611968871
339,2,-88.44221803255338
340,2,-88.40893994541807
341,2,-88.37566185828275
342,2,-88.34238377114744
343,2,-88.30910568401211
344,2,-88.2758275968768
345,2,-88.24254950974148
346,2,-88.20927142260615
347,2,-88.17599333547084
348,2,-88.14271524833552
349,2,-88.10943716120019
350,2,-88.07615907406488
351,2,-88.04288098692956
352,2,-88.00960289979423
353,2,-87.97632481265892
354,2,-87.9430467255236
355,2,-87.90976863838827
356,2,-87.87649055125296
357,2,-87.84321246411764
358,2,-87.80993437698231
359,2,-87.776656289847
360,2,-87.74337820271168
361,2,-87.71010011557635
362,2,-87.67682202844104
363,2,-87.64354394130572
364,2,-87.6102658541704
365,2,-87.57698776703508
366,2,-87.54370967989976
367,3,-87.51043159276443
368,3,-87.47715350562912
369,3,-87.4438754184938
370,3,-87.41059733135847
371,3,-87.37731924422316
372,3,-87.34404115708784
373,3,-87.31076306995251
374,3,-87.2774849828172
375,3,-87.24420689568188
376,3,-87.21092880854656
377,3,-87.17765072141124
378,3,-87.14437263427592
379,3,-87.1110945471406
380,3,-87.07781646000528
381,3,-87.04453837286997
382,3,-87.01126028573464
383,3,-86.97798219859932
384,3,-86.944704111464
385,3,-86.91142602432868
386,3,-86.87814793719336
387,3,-86.84486985005805
388,3,-86.81159176292273
389,3,-86.7783136757874
390,3,-86.74503558865209
391,3,-86.71175750151677
392,3,-86.67847941438144
393,3,-86.64520132724613
394,3,-86.61192324011081
395,3,-86.57864515297548
396,3,-86.54536706584017
397,3,-86.51208897870485
398,3,-86.47881089156952
399,3,-86.44553280443421
400,3,-86.4122547172989
401,3,-86.37897663016356
402,3,-86.34569854302825
403,3,-86.31242045589293
404,3,-86.2791423687576
405,3,-86.24586428162229
406,3,-86.21258619448697
407,3,-86.17930810735166
408,3,-86.14603002021633
409,3,-86.11275193308101
410,3,-86.0794738459457
411,3,-86.04619575881037
412,3,-86.01291767167505
413,3,-85.97963958453974
414,3,-85.94636149740441
415,3,-85.9130834102691
416,3,-85.87980532313378
417,3,-85.84652723599845
418,3,-85.81324914886314
419,3,-85.77997106172782
420,3,-85.74669297459249
421,3,-85.71341488745718
422,3,-85.68013680032186
423,3,-85.64685871318653
424,3,-85.61358062605122
425,3,-85.5803025389159
426,3,-85.54702445178057
427,3,-85.51374636464526
428,3,-85.48046827750994
429,3,-85.44719019037461
430,3,-85.4139121032393
431,3,-85.38063401610398
432,3,-85.34735592896865
433,3,-85.31407784183334
434,3,-85.28079975469802
435,3,-85.2475216675627
436,3,-85.21424358042738
437,3,-85.18096549329206
438,3,-85.14768740615673
439,3,-85.11440931902142
440,3,-85.0811312318861
441,3,-85.04785314475077
442,3,-85.01457505761546
443,3,-84.98129697048014
444,3,-84.94801888334482
445,3,-84.9147407962095
446,3,-84.88146270907419
447,3,-84.84818462193886
448,3,-84.81490653480354
449,3,-84.78162844766823
450,3,-84.7483503605329
451,3,-84.71507227339758
452,3,-84.68179418626227
453,3,-84.64851609912695
454,3,-84.61523801199162
455,3,-84.5819599248563
456,3,-84.54868183772099
457,3,-84.51540375058566
458,3,-84.48212566345035
459,3,-84.44884757631503
460,3,-84.4155694891797
461,3,-84.38229140204439
462,3,-84.34901331490907
463,3,-84.31573522777374
464,3,-84.28245714063843
465,3,-84.24917905350311
466,3,-84.21590096636778
467,3,-84.18262287923247
468,3,-84.14934479209715
469,3,-84.11606670496182
470,3,-84.08278861782651
471,3,-84.0495105306912
472,3,-84.01623244355586
473,3,-83.98295435642055
474,3,-83.94967626928523
475,3,-83.91639818214992
476,3,-83.88312009501459
477,3,-83.84984200787927
478,3,-83.81656392074396
479,3,-83.78328583360863
480,3,-83.75000774647332
481,3,-83.716729659338
482,3,-83.68345157220267
483,3,-83.65017348506736
484,3,-83.61689539793204
485,3,-83.58361731079671
486,3,-83.5503392236614
487,3,-83.51706113652608
488,3,-83.48378304939075
489,3,-83.45050496225544
490,3,-83.41722687512012
491,3,-83.38394878798479
492,3,-83.35067070084948
493,3,-83.31739261371416
494,3,-83.28411452657883
495,3,-83.25083643944352
496,3,-83.2175583523082
497,3,-83.18428026517287
498,3,-83.15100217803756
499,3,-83.11772409090224
500,3,-83.08444600376691
501,3,-83.0511679166316
502,3,-83.01788982949628
503,3,-82.98461174236095
504,3,-82.95133365522564
505,3,-82.91805556809032
506,3,-82.884777480955
507,3,-82.85149939381968
508,3,-82.81822130668436
509,3,-82.78494321954904
510,3,-82.75166513241372
511,3,-82.7183870452784
512,3,-82.68510895814308
513,3,-82.65183087100776
514,3,-82.61855278387245
515,3,-82.58527469673712
516,3,-82.5519966096018
517,3,-82.51871852246649
518,3,-82.48544043533116
519,3,-82.45216234819584
520,3,-82.41888426106053
521,3,-82.3856061739252
522,3,-82.35232808678988
523,3,-82.31904999965457
524,3,-82.28577191251924
525,3,-82.25249382538392
526,3,-82.21921573824861
527,3,-82.18593765111329
528,3,-82.15265956397796
529,3,-82.11938147684265
530,3,-82.08610338970733
531,3,-82.052825302572
532,3,-82.01954721543669
533,3,-81.98626912830137
534,3,-81.95299104116606
535,3,-81.91971295403073
536,3,-81.88643486689541
537,3,-81.8531567797601
538,3,-81.81987869262477
539,3,-81.78660060548945
540,3,-81.75332251835414
541,3,-81.72004443121881
542,3,-81.6867663440835
543,3,-81.65348825694818
544,3,-81.62021016981285
545,3,-81.58693208267754
546,3,-81.55365399554222
547,3,-81.52037590840689
548,3,-81.48709782127158
549,3,-81.45381973413626
550,3,-81.42054164700093
551,3,-81.38726355986562
552,3,-81.3539854727303
553,3,-81.32070738559497
554,3,-81.28742929845966
555,3,-81.25415121132434
556,3,-81.22087312418901
557,3,-81.1875950370537
558,3,-81.15431694991838
559,3,-81.12103886278305
560,3,-81.08776077564774
561,3,-81.05448268851242
562,3,-81.0212046013771
563,3,-80.98792651424178
564,3,-80.95464842710646
565,3,-80.92137033997113
566,3,-80.88809225283582
567,3,-80.8548141657005
568,3,-80.82153607856517
569,3,-80.78825799142986
570,3,-80.75497990429454
571,3,-80.72170181715921
572,3,-80.6884237300239
573,3,-80.65514564288858
574,3,-80.62186755575325
575,3,-80.58858946861794
576,3,-80.55531138148262
577,3,-80.5220332943473
578,3,-80.48875520721198
579,3,-80.45547712007667
580,3,-80.42219903294134
581,3,-80.38892094580602
582,3,-80.3556428586707
583,3,-80.32236477153538
584,3,-80.28908668440006
585,3,-80.25580859726475
586,3,-80.22253051012942
587,3,-80.1892524229941
588,3,-80.15597433585879
589,3,-80.12269624872346
590,3,-80.08941816158814
591,4,-80.05614007445283
592,4,-80.02286198731751
593,4,-79.98958390018218
594,4,-79.95630581304687
595,4,-79.92302772591155
596,4,-79.88974963877622
597,4,-79.85647155164091
598,4,-79.8231934645056
599,4,-79.78991537737028
600,4,-79.75663729023495
601,4,-79.72335920309963
602,4,-79.69008111596432
603,4,-79.65680302882899
604,4,-79.62352494169367
605,4,-79.59024685455836
606,4,-79.55696876742303
607,4,-79.52369068028771
608,4,-79.4904125931524
609,4,-79.45713450601707
610,4,-79.42385641888175
611,4,-79.39057833174644
612,4,-79.35730024461111
613,4,-79.3240221574758
614,4,-79.29074407034048
615,4,-79.25746598320515
616,4,-79.22418789606984
617,4,-79.19090980893452
618,4,-79.15763172179919
619,4,-79.12435363466388
620,4,-79.09107554752856
621,4,-79.05779746039323
622,4,-79.02451937325792
623,4,-78.9912412861226
624,4,-78.95796319898727
625,4,-78.92468511185196
626,4,-78.89140702471664
627,4,-78.85812893758131
628,4,-78.824850850446
629,4,-78.79157276331068
630,4,-78.75829467617535
631,4,-78.72501658904004
632,4,-78.69173850190472
633,4,-78.6584604147694
634,4,-78.62518232763408
635,4,-78.59190424049876
636,4,-78.55862615336343
637,4,-78.52534806622812
638,4,-78.4920699790928
639,4,-78.45879189195747
640,4,-78.42551380482216
641,4,-78.39223571768684
642,4,-78.35895763055152
643,4,-78.3256795434162
644,4,-78.29240145628088
645,4,-78.25912336914556
646,4,-78.22584528201024
647,4,-78.19256719487493
648,4,-78.1592891077396
649,4,-78.12601102060428
650,4,-78.09273293346897
651,4,-78.05945484633364
652,4,-78.02617675919832
653,4,-77.992898672063
654,4,-77.95962058492768
655,4,-77.92634249779236
656,4,-77.89306441065705
657,4,-77.85978632352173
658,4,-77.8265082363864
659,4,-77.79323014925109
660,4,-77.75995206211577
661,4,-77.72667397498044
662,4,-77.69339588784513
663,4,-77.66011780070981
664,4,-77.62683971357448
665,4,-77.59356162643917
666,4,-77.56028353930385
667,4,-77.52700545216854
668,4,-77.49372736503321
669,4,-77.4604492778979
670,4,-77.42717119076258
671,4,-77.39389310362725
672,4,-77.36061501649193
673,4,-77.32733692935662
674,4,-77.29405884222129
675,4,-77.26078075508597
676,4,-77.22750266795066
677,4,-77.19422458081533
678,4,-77.16094649368002
679,4,-77.1276684065447
680,4,-77.09439031940937
681,4,-77.06111223227406
682,4,-77.02783414513874
683,4,-76.99455605800341
684,4,-76.9612779708681
685,4,-76.92799988373278
686,4,-76.89472179659745
687,4,-76.86144370946214
688,4,-76.82816562232682
689,4,-76.79488753519149
690,4,-76.76160944805618
691,4,-76.72833136092086
692,4,-76.69505327378553
693,4,-76.66177518665022
694,4,-76.6284970995149
695,4,-76.59521901237957
696,4,-76.56194092524426
697,4,-76.52866283810894
698,4,-76.49538475097361
699,4,-76.4621066638383
700,4,-76.42882857670298
701,4,-76.39555048956765
702,4,-76.36227240243234
703,4,-76.32899431529702
704,4,-76.2957162281617
705,4,-76.26243814102638
706,4,-76.22916005389106
707,4,-76.19588196675573
708,4,-76.16260387962042
709,4,-76.1293257924851
710,4,-76.09604770534978
711,4,-76.06276961821446
712,4,-76.02949153107915
713,4,-75.99621344394382
714,4,-75.9629353568085
715,4,-75.92965726967319
716,4,-75.89637918253786
717,4,-75.86310109540254
718,4,-75.82982300826723
719,4,-75.7965449211319
720,4,-75.76326683399658
721,4,-75.72998874686127
722,4,-75.69671065972594
723,4,-75.66343257259062
724,4,-75.63015448545531
725,4,-75.59687639831999
726,4,-75.56359831118466
727,4,-75.53032022404935
728,4,-75.49704213691403
729,4,-75.4637640497787
730,4,-75.43048596264339
731,4,-75.39720787550807
732,4,-75.36392978837276
733,4,-75.33065170123743
734,4,-75.29737361410211
735,4,-75.2640955269668
736,4,-75.23081743983147
737,4,-75.19753935269615
738,4,-75.16426126556084
739,4,-75.13098317842551
740,4,-75.0977050912902
741,4,-75.06442700415488
742,4,-75.03114891701955
743,4,-74.99787082988423
744,4,-74.96459274274892
745,4,-74.93131465561359
746,4,-74.89803656847828
747,4,-74.86475848134296
748,4,-74.83148039420763
749,4,-74.79820230707232
750,4,-74.764924219937
751,4,-74.73164613280167
752,4,-74.69836804566636
753,4,-74.66508995853104
754,4,-74.63181187139571
755,4,-74.5985337842604
756,4,-74.56525569712508
757,4,-74.53197760998975
758,4,-74.49869952285444
759,4,-74.46542143571912
760,4,-74.43214334858379
761,4,-74.39886526144848
762,4,-74.36558717431316
763,4,-74.33230908717783
764,4,-74.29903100004252
765,4,-74.2657529129072
766,4,-74.23247482577187
767,4,-74.19919673863656
768,4,-74.16591865150124
769,4,-74.13264056436591
770,4,-74.0993624772306
771,4,-74.06608439009528
772,4,-74.03280630295995
773,4,-73.99952821582464
774,4,-73.96625012868932
775,4,-73.932972041554
776,4,-73.89969395441868
777,4,-73.86641586728337
778,4,-73.83313778014804
779,4,-73.79985969301272
780,4,-73.7665816058774
781,4,-73.73330351874208
782,4,-73.70002543160676
783,4,-73.66674734447145
784,4,-73.63346925733612
785,4,-73.6001911702008
786,4,-73.56691308306549
787,4,-73.53363499593016
788,4,-73.50035690879484
789,4,-73.46707882165953
790,4,-73.43380073452421
791,4,-73.40052264738888
792,4,-73.36724456025357
793,4,-73.33396647311825
794,4,-73.30068838598292
795,4,-73.26741029884761
796,4,-73.23413221171229
797,4,-73.20085412457698
798,4,-73.16757603744165
799,4,-73.13429795030633
800,4,-73.10101986317102
801,4,-73.06774177603569
802,4,-73.03446368890037
803,4,-73.00118560176506
804,4,-72.96790751462973
805,4,-72.93462942749441
806,4,-72.9013513403591
807,4,-72.86807325322377
808,4,-72.83479516608845
809,4,-72.80151707895314
810,4,-72.76823899181781
811,4,-72.7349609046825
812,4,-72.70168281754718
813,4,-72.66840473041185
814,4,-72.63512664327654
815,4,-72.60184855614122
816,4,-72.56857046900589
817,4,-72.53529238187058
818,4,-72.50201429473526
819,4,-72.46873620759993
820,4,-72.43545812046462
821,4,-72.4021800333293
822,5,-72.36890194619397
823,5,-72.33562385905866
824,5,-72.30234577192334
825,5,-72.26906768478801
826,5,-72.2357895976527
827,5,-72.20251151051738
828,5,-72.16923342338205
829,5,-72.13595533624674
830,5,-72.10267724911142
831,5,-72.0693991619761
832,5,-72.03612107484078
833,5,-72.00284298770546
834,5,-71.96956490057013
835,5,-71.93628681343482
836,5,-71.9030087262995
837,5,-71.86973063916417
838,5,-71.83645255202886
839,5,-71.80317446489354
840,5,-71.76989637775822
841,5,-71.7366182906229
842,5,-71.70334020348758
843,5,-71.67006211635226
844,5,-71.63678402921694
845,5,-71.60350594208163
846,5,-71.5702278549463
847,5,-71.53694976781098
848,5,-71.50367168067567
849,5,-71.47039359354034
850,5,-71.43711550640502
851,5,-71.4038374192697
852,5,-71.37055933213438
853,5,-71.33728124499906
854,5,-71.30400315786375
855,5,-71.27072507072843
856,5,-71.2374469835931
857,5,-71.20416889645779
858,5,-71.17089080932247
859,5,-71.13761272218714
860,5,-71.10433463505183
861,5,-71.07105654791651
862,5,-71.03777846078118
863,5,-71.00450037364587
864,5,-70.97122228651055
865,5,-70.93794419937524
866,5,-70.90466611223991
867,5,-70.8713880251046
868,5,-70.83810993796928
869,5,-70.80483185083395
870,5,-70.77155376369863
871,5,-70.73827567656332
872,5,-70.70499758942799
873,5,-70.67171950229267
874,5,-70.63844141515736
875,5,-70.60516332802203
876,5,-70.57188524088671
877,5,-70.5386071537514
878,5,-70.50532906661607
879,5,-70.47205097948076
880,5,-70.43877289234544
881,5,-70.40549480521011
882,5,-70.3722167180748
883,5,-70.33893863093948
884,5,-70.30566054380415
885,5,-70.27238245666884
886,5,-70.23910436953352
887,5,-70.20582628239819
888,5,-70.17254819526288
889,5,-70.13927010812756
890,5,-70.10599202099223
891,5,-70.07271393385692
892,5,-70.0394358467216
893,5,-70.00615775958627
894,5,-69.97287967245096
895,5,-69.93960158531564
896,5,-69.90632349818031
897,5,-69.873045411045
898,5,-69.83976732390968
899,5,-69.80648923677435
900,5,-69.77321114963904
901,5,-69.73993306250372
902,5,-69.7066549753684
903,5,-69.67337688823308
904,5,-69.64009880109776
905,5,-69.60682071396243
906,5,-69.57354262682712
907,5,-69.5402645396918
908,5,-69.50698645255648
909,5,-69.47370836542116
910,5,-69.44043027828585
911,5,-69.40715219115052
912,5,-69.3738741040152
913,5,-69.34059601687989
914,5,-69.30731792974456
915,5,-69.27403984260924
916,5,-69.24076175547393
917,5,-69.2074836683386
918,5,-69.17420558120328
919,5,-69.14092749406797
920,5,-69.10764940693264
921,5,-69.07437131979732
922,5,-69.041093232662
923,5,-69.00781514552669
924,5,-68.97453705839136
925,5,-68.94125897125605
926,5,-68.90798088412073
927,5,-68.8747027969854
928,5,-68.84142470985009
929,5,-68.80814662271477
930,5,-68.77486853557946
931,5,-68.74159044844413
932,5,-68.70831236130881
933,5,-68.6750342741735
934,5,-68.64175618703817
935,5,-68.60847809990285
936,5,-68.57520001276754
937,5,-68.54192192563221
938,5,-68.5086438384969
939,5,-68.47536575136158
940,5,-68.44208766422625
941,5,-68.40880957709093
942,5,-68.37553148995562
943,5,-68.34225340282029
944,5,-68.30897531568498
945,5,-68.27569722854966
946,5,-68.24241914141433
947,5,-68.20914105427902
948,5,-68.1758629671437
949,5,-68.14258488000837
950,5,-68.10930679287306
951,5,-68.07602870573774
952,5,-68.04275061860241
953,5,-68.0094725314671
954,5,-67.97619444433178
955,5,-67.94291635719645
956,5,-67.90963827006114
957,5,-67.87636018292582
958,5,-67.84308209579049
959,5,-67.80980400865518
960,5,-67.77652592151986
961,5,-67.74324783438453
962,5,-67.70996974724922
963,5,-67.6766916601139
964,5,-67.64341357297857
965,5,-67.61013548584326
966,5,-67.57685739870794
967,5,-67.54357931157261
968,5,-67.5103012244373
969,5,-67.47702313730198
970,5,-67.44374505016665
971,5,-67.41046696303134
972,5,-67.37718887589602
973,5,-67.3439107887607
974,5,-67.31063270162538
975,5,-67.27735461449006
976,5,-67.24407652735474
977,5,-67.21079844021942
978,5,-67.1775203530841
979,5,-67.14424226594878
980,5,-67.11096417881346
981,5,-67.07768609167815
982,5,-67.04440800454282
983,5,-67.01112991740752
984,5,-66.97785183027219
985,5,-66.94457374313686
986,5,-66.91129565600156
987,5,-66.87801756886623
988,5,-66.8447394817309
989,5,-66.8114613945956
990,5,-66.77818330746027
991,5,-66.74490522032494
992,5,-66.71162713318964
993,5,-66.67834904605431
994,5,-66.64507095891898
995,5,-66.61179287178368
996,5,-66.57851478464835
997,5,-66.54523669751302
998,5,-66.51195861037772
999,5,-66.47868052324239
1000,5,-66.44540243610707
1001,5,-66.41212434897176
1002,5,-66.37884626183643
1003,5,-66.34556817470111
1004,5,-66.3122900875658
1005,5,-66.27901200043047
1006,5,-66.24573391329515
1007,5,-66.21245582615984
1008,5,-66.17917773902451
1009,5,-66.1458996518892
1010,5,-66.11262156475388
1011,5,-66.07934347761855
1012,5,-66.04606539048324
1013,5,-66.01278730334792
1014,5,-65.97950921621259
1015,5,-65.94623112907728
1016,5,-65.91295304194196
1017,5,-65.87967495480663
1018,5,-65.84639686767132
1019,5,-65.813118780536
1020,5,-65.77984069340067
1021,5,-65.74656260626536
1022,5,-65.71328451913004
1023,5,-65.68000643199471
1024,5,-65.6467283448594
1025,5,-65.61345025772408
1026,5,-65.58017217058875
1027,5,-65.54689408345344
1028,5,-65.51361599631812
1029,5,-65.4803379091828
1030,5,-65.44705982204748
1031,5,-65.41378173491216
1032,5,-65.38050364777683
1033,5,-65.34722556064152
1034,5,-65.3139474735062
1035,5,-65.28066938637087
1036,5,-65.24739129923556
1037,5,-65.21411321210024
1038,5,-65.18083512496491
1039,5,-65.1475570378296
1040,5,-65.11427895069428
1041,5,-65.08100086355896
1042,5,-65.04772277642364
1043,5,-65.01444468928833
1044,5,-64.981166602153
1045,5,-64.94788851501768
1046,5,-64.91461042788237
1047,5,-64.88133234074704
1048,5,-64.84805425361172
1049,5,-64.8147761664764
1050,5,-64.78149807934108
1051,5,-64.74821999220578
1052,5,-64.71494190507045
1053,5,-64.68166381793512
1054,5,-64.64838573079982
1055,5,-64.61510764366449
1056,5,-64.58182955652916
1057,5,-64.54855146939386
1058,5,-64.51527338225853
1059,5,-64.4819952951232
1060,5,-64.4487172079879
1061,5,-64.41543912085257
1062,5,-64.38216103371724
1063,5,-64.34888294658194
1064,5,-64.31560485944661
1065,5,-64.28232677231128
1066,5,-64.24904868517598
1067,5,-64.21577059804065
1068,5,-64.18249251090533
1069,5,-64.14921442377002
1070,5,-64.11593633663469
